open,high,low,close,volume,timestamp,rsi,ema_9,ema_21,ema_50,ema_200,macd_line,macd_signal,macd_hist,atr,adx,bb_upper,bb_lower,bb_mid,bb_width
375.45,380.58,371.86,374.94,253950.7,1735058640000,,374.94,374.94,374.94,374.94,0.0,0.0,0.0,,,,,,
374.96,385.98,364.38,369.87,927768.2,1735084800000,,373.926,374.47909090909087,374.74117647058824,374.889552238806,-0.40444444444449346,-0.0808888888888987,-0.3235555555555948,,16.14906832298118,,,,
369.87,371.76,330.31,337.56,961082.9,1735171200000,,366.6528,371.1228099173553,373.2830911188005,374.51811390807165,-3.2941437163660225,-0.7235398543843234,-2.570603861981699,,48.33034896226184,,,,
337.58,352.0,320.27,323.84,1138376.0,1735257600000,,358.09024,366.82437265214116,371.3441463690436,374.01385406819037,-6.615085952585218,-1.9018490740245024,-4.713236878560716,,60.52278756951526,,,,
323.84,362.19,319.05,354.38,841469.1,1735344000000,,357.34819200000004,365.6930660474011,370.6788857271203,373.81849233616856,-6.705338861844325,-2.862547031588467,-3.842791830255858,,58.13842156801465,,,,
354.39,355.74,326.32,332.53,679624.7,1735430400000,,352.3845536,362.6782418612737,369.18285099272344,373.4076615666545,-8.442655655573276,-3.978568756385429,-4.464086899187847,,56.713022255493904,,,,
332.53,344.89,318.94,321.89,979769.6,1735516800000,,346.28564288,358.9702198738852,367.3282293851657,372.8950480187276,-10.556363620397121,-5.2941277291877675,-5.262235891209354,,56.953242403269925,,,,
321.89,328.2,305.74,308.7,942281.9,1735603200000,,338.768514304,354.40019988535016,365.02908313476706,372.25629132202386,-13.144295916251735,-6.864161366600561,-6.280134549651175,,58.55639980423961,,,,
308.73,322.95,306.51,319.72,668566.7,1735689600000,,334.95881144320003,351.24745444122743,363.2522563451684,371.73354215464053,-14.142997334186248,-8.319928560117699,-5.823068774068549,,59.75112332257653,,,,
319.7,339.9,318.65,333.48,837202.4,1735776000000,,334.66304915456004,349.63223131020675,362.08471688065197,371.3529098943954,-13.666618133602924,-9.389266474814745,-4.277351658788179,,55.23606645180895,,,,
333.49,356.32,317.04,350.83,886647.0,1735862400000,,337.89643932364805,349.7411193729152,361.6433554343519,371.1487018357447,-11.753596046153348,-9.862132389082467,-1.8914636570708812,,48.56587690188383,,,,
350.83,361.35,339.0,351.57,788876.7,1735948800000,,340.63115145891845,349.9073812481047,361.2483218879068,370.95388888215524,-10.061814113864841,-9.902068734038941,-0.15974537982589965,,42.37214977050329,,,,
351.59,352.7,339.2,341.7,459221.2,1736035200000,,340.84492116713477,349.16125568009517,360.4817210295575,370.662805410691,-9.409029818039244,-9.803460950839003,0.3944311327997596,,37.26185302831679,,,,
341.72,355.29,335.63,341.37,736720.5,1736121600000,40.6951604856145,340.9499369337078,348.45295970917743,359.7322417734964,370.3713347100871,-8.816688505719526,-9.606106461815108,0.7894179560955816,25.49642857142857,33.121436497756946,,,,
341.38,343.26,305.09,306.76,873811.7,1736208000000,34.144186046511635,334.11194954696623,344.66269064470674,357.65489895884946,369.73838610600666,-11.013040030190211,-9.887493175490128,-1.125546854700083,27.6,32.75230842937014,,,,
306.76,312.4,275.6,293.1,1078691.7,1736294400000,32.832416476586616,325.909559637573,339.97517331336974,355.1233342937966,368.9758150999768,-13.69801014161095,-10.649596568714294,-3.0484135728966564,28.685714285714283,34.158019145908305,,,,
293.1,299.72,273.07,281.01,900901.0,1736380800000,36.096769435019915,316.9296477100584,334.61470301215434,352.21692902737317,368.1005333576885,-16.609960968033306,-11.841669448578097,-4.768291519455209,27.62857142857143,35.4873971132611,,,,
281.01,300.77,277.01,285.58,957672.6,1736467200000,40.150344969622076,310.65971816804677,330.1570027383221,349.6037161243389,367.27943352328367,-18.337558214170087,-13.140847201696497,-5.196711012473591,27.059285714285714,36.508379709389594,,,,
285.61,293.7,279.93,287.12,379085.5,1736553600000,29.645321389662286,305.9517745344374,326.2445479439292,347.1533743155413,366.4818272195694,-19.359264794885064,-14.384530720334212,-4.974734074550852,24.96142857142857,37.40226281979414,,,,
287.12,295.95,284.57,287.75,403098.3,1736640000000,34.451388888888886,302.3114196275499,322.7450435853902,344.82383022473584,365.69842595370307,-19.888872346215805,-15.485399045510531,-4.403473300705274,23.67285714285714,37.88045718153292,382.387526812058,267.982473187942,325.185,114.40505362411602
287.76,296.81,256.24,289.42,1622167.0,1736726400000,37.97674590831669,299.73313570203993,319.7154941685365,342.65113100023643,364.9394366407309,-19.94393384829857,-16.37710600606814,-3.566827842230431,24.717142857142854,39.44208231825104,375.1608586244797,266.65714137552027,320.909,108.50371724895945
289.42,301.4,285.33,295.33,838500.8,1736812800000,44.76712328767123,298.85250856163196,317.49863106230595,340.79540037277616,364.2468054303754,-19.288338912912764,-16.959352587437067,-2.3289863254756966,24.260714285714283,40.28635356448976,367.36020856444406,267.00379143555585,317.18199999999996,100.35641712888821
295.33,323.8,285.65,319.73,1049892.2,1736899200000,50.00354283284914,303.0280068493056,317.70148278391446,339.96930624051043,363.803852142511,-16.60844728076819,-16.889171526103294,0.2807242453351044,25.81142857142857,38.80065773357649,365.56979830113903,267.011201698861,316.2905,98.55859660227804
319.73,321.33,304.93,311.0,820235.3,1736985600000,41.74136664217486,304.62240547944447,317.0922570762858,338.83325501539235,363.2784406784064,-15.015957286572018,-16.51452867819704,1.4985713916250205,25.465,37.47007786765722,364.84816849481825,266.4488315051818,315.6485,98.39933698963648
310.99,336.45,310.7,334.95,805899.0,1737072000000,44.43587946741415,310.6879243835556,318.7156882511689,338.6809705049848,362.9965656467805,-11.68661660979086,-15.548946264515804,3.8623296547249435,24.49857142857143,35.03100114368478,361.35941553304644,267.9945844669536,314.677,93.36483106609285
334.94,341.91,306.04,315.39,985225.7,1737158400000,38.8001485884101,311.62833950684444,318.4133529556081,337.7675991126325,362.5228684761658,-10.505319878867795,-14.540220987386203,4.034901108518408,25.464285714285715,32.721367499983174,359.74560895507807,267.8943910449219,313.82,91.85121791015615
315.4,348.19,292.47,309.27,1984077.0,1737244800000,39.722380680737785,311.15667160547554,317.5821390505528,336.6500462062548,361.99298918784575,-9.948288880237271,-13.621834565956418,3.673545685719146,28.479999999999997,30.976984792346595,358.9943818488155,267.3836181511844,313.18899999999996,91.61076369763111
309.28,365.46,296.33,337.37,3512110.8,1737331200000,48.92206532284143,316.39933728438047,319.38103550050255,336.67827968836247,361.74798432030497,-7.1569023271194965,-12.328848118189034,5.171945791069538,32.013571428571424,28.518692639388913,361.6154512631529,267.6295487368471,314.6225,93.98590252630584
337.38,378.63,326.82,370.74,2364292.8,1737417600000,67.35756918068367,327.2674698275044,324.0500322731841,338.01403342607375,361.83745711313776,-2.2263641179574734,-10.308351318142723,8.08198720018525,32.98785714285714,26.994907301230775,370.4506112204857,263.89638877951427,317.1735,106.55422244097144
370.73,372.41,345.35,346.53,972103.2,1737504000000,63.710546574287896,331.1199758620035,326.0936657028946,338.34799289956106,361.6851441070369,-0.26931721199906633,-8.300544496913991,8.031227284914925,32.292142857142856,25.609796693964405,372.25127911105096,263.4007208889491,317.826,108.85055822210188
346.57,350.35,324.26,337.21,1212387.7,1737590400000,64.62932111620158,332.33798068960283,327.10424154808595,338.3033657270293,361.44161033482754,0.5235750044868155,-6.535720596633831,7.059295601120646,32.25214285714286,23.999234024049198,370.1538920048227,264.13610799517727,317.145,106.01778400964542
337.24,357.49,327.8,334.8,914767.4,1737676800000,62.95808761583825,332.8303845516823,327.8038559528054,338.1659788357733,361.1765196847298,0.9465694760414749,-5.03926258209877,5.985832058140245,32.675714285714285,22.123889934905833,367.52283015686356,265.0901698431365,316.3065,102.43266031372707
334.8,338.31,325.74,326.25,525953.4,1737763200000,59.93500228507592,331.51430764134585,327.6625963207322,337.6986855480959,360.82899212567776,0.5851370024612379,-3.9143826651867686,4.4995196676480065,32.589999999999996,20.52770351243586,365.5905837301833,265.4774162698167,315.534,100.11316746036664
326.25,336.16,315.63,316.35,531439.4,1737849600000,56.93501454898158,328.4814461130767,326.63417847339286,336.86148219326867,360.38641508960137,-0.49444840564251535,-3.230395813277918,2.7359474076354027,33.24357142857143,19.626631229099225,362.84930718599287,265.71669281400716,314.283,97.13261437198571
316.31,320.26,287.48,304.88,1267482.0,1737936000000,53.578703703703695,323.76115689046134,324.6565258849026,335.6073064209836,359.83411245189393,-2.2496284444058574,-3.034242339503506,0.7846138950976487,32.68714285714286,20.067944602816358,362.8238447319951,265.5541552680048,314.18899999999996,97.26968946399029
304.9,307.62,280.0,283.95,852841.7,1738022400000,47.537009782702796,315.7989255123691,320.95593262263867,333.5815296985921,359.0790466563527,-5.268762338657439,-3.481146339334293,-1.7876159993231457,33.512142857142855,20.753635070807874,363.3635538510517,264.0994461489483,313.7315,99.26410770210339
283.96,301.81,282.32,290.79,937161.6,1738108800000,43.22121240513446,310.7971404098953,318.2135751114897,331.9034304947257,358.399553654797,-7.028496730579263,-4.190616417583287,-2.837880312995976,32.17928571428571,21.382761728604052,362.6738461882884,265.76715381171164,314.2205,96.90669237657676
290.79,322.26,286.67,315.36,772106.4,1738195200000,50.950719581334496,311.70971232791624,317.9541591922634,331.25466851454036,357.97129938957517,-6.367109183160949,-4.62591497069882,-1.741194212462129,33.55,20.64209018593457,362.2495334629967,269.1694665370033,315.7095,93.08006692599338
315.36,349.15,312.29,332.6,1608944.3,1738281600000,49.47212363538345,315.887769862333,319.285599265694,331.3074266120094,357.7188486493804,-4.401097752184683,-4.580951526995992,0.17985377481130982,34.34357142857142,19.538859360296016,363.0632839041195,272.9037160958805,317.9835,90.15956780823899
332.6,333.47,294.92,295.95,787309.7,1738368000000,45.94459279038718,311.90021588986644,317.16418115063084,329.92086086251885,357.1042332399339,-5.734267169486088,-4.811614655494012,-0.9226525139920767,34.535,18.39934733542057,362.45311620350327,274.33388379649676,318.3935,88.1192324070065
295.96,304.54,245.16,258.22,1352832.0,1738454400000,40.59124921670538,301.1641727118932,311.80561922784625,327.109062397322,356.12031052112854,-9.723225919001607,-5.793936908195531,-3.929289010806076,34.79642857142857,19.044395687066572,366.99880748173337,266.66819251826666,316.8335,100.3306149634667
258.26,285.0,191.99,276.29,3067124.0,1738540800000,38.31049529204625,296.1893381695146,308.57692657076933,325.1161579895839,355.32597907315716,-11.296191025670453,-6.894387731690514,-4.401803293979938,36.50214285714286,20.806639432845525,368.4310248213281,263.33197517867194,315.8815,105.09904964265615
276.3,278.19,248.9,271.99,1583378.4,1738627200000,28.73508764374006,291.3494705356117,305.25084233706303,323.03277924489436,354.4967653510362,-12.742859516357726,-8.064082088623957,-4.678777427733769,34.89357142857143,22.430836524944496,369.52944604168675,257.45955395831317,313.49449999999996,112.06989208337359
272.0,283.13,255.85,259.57,959376.8,1738713600000,30.2722323049002,284.9935764284894,301.0980384882391,320.5440428039181,353.55222042217014,-14.721840704031706,-9.395633811705508,-5.326206892326198,34.909285714285716,23.690173042953536,371.9389151283285,249.90708487167151,310.923,122.031830256657
259.57,266.69,239.0,241.32,825840.2,1738800000000,29.09344612567044,276.25886114279155,295.6636713529447,317.4372175959213,352.4354819105067,-17.560394731935446,-11.028585995751495,-6.531808736183951,35.02357142857142,25.195470427141696,373.5396208074234,238.9433791925766,306.2415,134.59624161484678
241.32,262.01,230.89,237.93,1014828.4,1738886400000,28.969649602709396,268.59308891423325,290.41515577540423,314.3192874941205,351.29612388154646,-19.85464196482951,-12.7937971895671,-7.060844775262412,35.12571428571429,26.742717036838176,376.0615896638929,228.67541033610718,302.36850000000004,147.38617932778573
237.93,241.77,230.91,238.66,599969.5,1738972800000,30.315969257045268,262.60647113138657,285.7101416140038,311.35225661199814,350.1753664299888,-21.367631768779688,-14.508564105409619,-6.85906766337007,35.003571428571426,28.171594328748782,377.7217160435672,219.95428395643285,298.838,157.76743208713435
238.65,252.6,229.64,241.13,786087.3,1739059200000,32.51185715614247,258.3111769051093,281.6574014672762,308.5984426272139,349.0903379082974,-22.11247982864063,-16.02934725005582,-6.083132578584809,35.177142857142854,28.92301628451334,374.73331327978985,213.31868672021017,294.026,161.4146265595797
241.13,258.07,234.28,252.48,823838.3,1739145600000,37.81055178189263,257.1449415240874,279.00491042479655,306.397719386931,348.12904101368747,-21.538643068376302,-17.131206413719916,-4.407436654656387,34.535000000000004,29.320859109498404,362.2134942379997,214.01250576200025,288.113,148.20098847599948
252.49,262.53,241.77,243.56,703109.1,1739232000000,40.04829251466023,254.42795321926997,275.7826458407241,303.93349509724743,347.08855304340204,-21.555168192746066,-18.015998769525147,-3.539169423220919,34.044999999999995,29.4426350325236,354.22972484796935,211.69927515203062,282.9645,142.53044969593873
243.57,260.97,231.57,252.69,806202.5,1739318400000,40.717279017639605,254.080362575416,273.6833144006583,301.92394626990443,346.1492639583931,-20.594153196822162,-18.53162965498455,-2.0625235418376135,34.75285714285714,29.84800436394162,346.39205688319294,211.084943116807,278.7385,135.30711376638592
252.7,258.07,246.31,256.24,724888.1,1739404800000,33.95222584147665,254.51229006033282,272.097558546053,300.1324189652023,345.25464441651854,-19.323339132245565,-18.689971550436752,-0.6333675818088125,33.050714285714285,30.223013485182843,337.71472945365406,211.90627054634592,274.8105,125.80845890730814
256.24,269.96,252.9,262.47,570724.4,1739491200000,29.753449968242975,256.10383204826627,271.22232595095727,298.6554613587238,344.4309166113791,-17.610498037409286,-18.47407684783126,0.8635788104219735,31.63642857142857,29.85472973689109,329.8376964350858,213.40530356491428,271.6215,116.4323928701715
262.47,263.54,249.48,253.23,303424.2,1739577600000,35.34778433255592,255.52906563861302,269.5866599554157,296.87407071720526,343.5234448043007,-16.804933099433185,-18.140248098151645,1.3353149987184594,29.88714285714286,29.633788309921076,323.2122818712957,213.71871812870432,268.4655,109.49356374259139
253.23,258.92,249.8,253.72,414020.0,1739664000000,47.92703150912104,255.16725251089042,268.1442363231052,295.18175421849133,342.62987818933254,-15.943194950313,-17.700837468583916,1.7576425182709166,26.297142857142855,29.429238807001973,318.21689288703897,213.598107112961,265.90749999999997,104.61878577407796
253.75,278.52,249.36,264.45,1151989.5,1739750400000,44.15019762845848,257.0238020087123,267.80839665736835,293.97658738639365,341.8519689536178,-14.230400731483144,-17.006750121163762,2.776349389680618,21.73642857142857,28.082794798947464,316.54823561577876,213.31676438422124,264.9325,103.23147123155752
264.45,266.02,241.53,249.42,887074.6,1739836800000,39.9178057714643,255.50304160696987,266.1367242339712,292.2292702339861,340.93224786950225,-13.92527248902121,-16.390454594735253,2.4651821057140424,21.393571428571427,27.171236717032894,313.4215821373909,212.30641786260907,262.864,101.11516427478182
