open,high,low,close,volume,timestamp,rsi,ema_9,ema_21,ema_50,ema_200,macd_line,macd_signal,macd_hist,atr,adx,bb_upper,bb_lower,bb_mid,bb_width
371.39,377.15,371.2,373.43,46361.5,1735102800000,41.232680363115165,371.91867593476513,373.6337870913582,375.2835118812659,376.5836360286076,-1.6687548646605705,-1.342916380723227,-0.3258384839373436,4.944999999999998,39.70239943629046,,,,
373.43,383.61,373.25,376.99,66675.7,1735106400000,49.775418538178826,372.93294074781215,373.93889735578017,375.3504329839614,376.5876794512085,-1.1809550628099146,-1.3105241171405644,0.1295690543306498,5.4171428571428555,38.041393430051315,,,,
376.99,384.99,376.81,380.64,65043.6,1735110000000,58.84101040118866,374.4743525982497,374.5480885052547,375.5578669845904,376.6280010487089,-0.494149462353505,-1.1472491861831524,0.6530997238296474,5.563571428571428,37.07453625544442,,,,
380.64,385.98,377.13,377.88,60380.4,1735113600000,51.18165784832454,375.1554820785998,374.8509895502316,375.6489310244104,376.64045874971674,-0.17059351370699005,-0.95191805168792,0.7813245379809299,5.7950000000000035,36.54653907185149,,,,
377.88,382.33,375.55,382.33,40473.5,1735117200000,57.454657239471196,376.59038566287984,375.53089959111963,375.9109337293355,376.69707110046585,0.4398345772690391,-0.6735675258965281,1.1134021031655672,5.995,35.20196541307187,,,,
382.33,384.2,378.01,382.62,61796.4,1735120800000,65.90277777777781,377.79630853030386,376.17536326465415,376.1740343674008,376.7560057163816,0.936211747381094,-0.35161167124100373,1.2878234186220978,5.964999999999999,34.614121245469086,,,,
382.62,383.41,371.55,371.93,52468.0,1735124400000,46.23853211009173,376.62304682424315,375.7894211496856,376.00760164711056,376.7079857590047,0.4616786271283786,-0.18895361156712728,0.6506322386955059,6.535000000000001,31.359027862093868,383.5396065808009,366.242393419199,374.89099999999996,17.297213161601917
371.94,376.35,370.57,374.91,52635.3,1735128000000,50.341796875000036,376.28043745939453,375.7094737724414,375.9645584452631,376.69009535344253,0.3223529217779628,-0.08669230489810927,0.40904522667607207,6.715714285714289,28.808404842514257,383.3675750790543,366.1954249209456,374.78149999999994,17.172150158108707
374.91,375.91,372.08,374.05,27198.8,1735131600000,48.92796916405686,375.83434996751566,375.55861252040125,375.8894777219195,376.6638257479357,0.14091707944612608,-0.04117042802926219,0.18208750747538827,6.640000000000007,26.54111322300622,383.26578230281433,366.11421769718567,374.69,17.151564605628664
374.04,374.08,370.73,372.16,25306.2,1735135200000,53.8155802861686,375.0994799740126,375.2496477458193,375.74322369360897,376.6190115613891,-0.1536086326879058,-0.06365806896099091,-0.0899505637269149,6.318571428571431,24.979902988159512,382.99823748667654,365.87676251332346,374.4375,17.121474973353088
372.17,373.35,367.67,368.71,30354.4,1735138800000,50.82582582582579,373.8215839792101,374.65513431438114,375.46741099974196,376.54031492893745,-0.6578255452408825,-0.18249156421696924,-0.47533398102391333,6.478571428571432,24.508393529613034,382.798657648843,365.19934235115693,373.99899999999997,17.599315297686076
368.71,370.22,365.0,369.33,37363.7,1735142400000,51.05853051058526,372.92326718336807,374.17103119489195,375.22672821543836,376.46857050178386,-0.9959120089762337,-0.34517565316882215,-0.6507363558074115,6.565714285714291,24.767241306592545,382.8358758833978,364.7491241166022,373.7925,18.0867517667956
369.33,371.41,367.94,369.52,26701.4,1735146000000,50.26575550493543,372.2426137466945,373.74821017717454,375.00293495208786,376.39943049679096,-1.2342884462734105,-0.5229982117897398,-0.7112902344836707,6.412142857142864,24.511643863517758,382.75446855563,364.30253144437,373.5285,18.45193711126001
369.55,373.21,369.07,372.81,15583.1,1735149600000,51.7554628038301,372.3560909973556,373.6629183428859,374.9169375029864,376.36371477045475,-1.1445345045972317,-0.6473054703512382,-0.4972290342459935,6.40285714285715,23.5820093298324,382.6536206018242,364.2213793981758,373.4375,18.432241203648346
372.82,373.04,369.34,371.85,25685.0,1735153200000,48.00706357214937,372.2548727978845,373.49810758444175,374.79666544404574,376.3188021856741,-1.137752533146056,-0.7453948829102017,-0.39235765023585434,6.242142857142868,22.740340216767418,382.49666742228203,364.069332577718,373.283,18.42733484456403
371.86,372.26,367.86,369.0,16020.3,1735156800000,39.73799126637555,371.60389823830764,373.08918871312886,374.5693452305538,376.24597828332907,-1.3468236092666643,-0.8656806281814944,-0.48114298108516995,5.81642857142858,22.41138570022595,382.5090909086437,364.0289090913563,373.269,18.480181817287416
368.96,370.5,366.01,367.46,23529.6,1735160400000,32.10211841390553,370.7751185906461,372.57744428466265,374.2905473783752,376.15855561384325,-1.6181263200817853,-1.0161697665615526,-0.6019565535202327,5.552857142857151,22.61444500017368,382.553221569474,363.92577843052607,373.2395,18.62744313894791
367.5,370.85,366.31,367.84,14438.8,1735164000000,35.423925667828115,370.1880948725169,372.1467675315115,374.037584736086,376.07578391619313,-1.7819318476995818,-1.1693221827891584,-0.6126096649104233,5.245000000000009,22.64599054653174,382.59418682090137,363.8208131790986,373.2075,18.773373641802777
367.84,369.95,367.65,369.87,21425.6,1735167600000,30.5434103685198,370.12447589801354,371.93978866501044,373.8741500405532,376.0140348224997,-1.7280252742069706,-1.281062801072721,-0.44696247313424964,4.925000000000011,22.674759822066754,382.5764646182822,363.8945353817178,373.2355,18.68192923656443
369.87,371.76,361.73,363.48,57122.7,1735171200000,24.89506820566642,368.79558071841086,371.1707169681913,373.4665363134727,375.8893180580967,-2.175841773331456,-1.460018595524468,-0.7158231778069879,5.199285714285724,23.370864019114883,383.1316417708323,362.54935822916775,372.8405,20.582283541664538
363.47,364.1,361.29,361.9,39684.5,1735174800000,32.71285763529822,367.4164645747287,370.3279245165375,373.01294665412087,375.75012086348875,-2.6279391242314887,-1.693602701265872,-0.9343364229656166,4.552857142857151,24.098432006475477,383.6496888934727,360.8783111065273,372.264,22.771377786945436
361.91,362.63,358.18,358.3,35486.6,1735178400000,21.970975362808034,365.593171659783,369.2344768332159,372.4359683539593,375.57648782007095,-3.2393779134069405,-2.0027577436940858,-1.2366201697128547,4.457857142857149,25.36338540892085,384.0694371641845,358.5895628358155,371.3295,25.479874328368965
358.31,359.96,356.57,357.05,32020.9,1735182000000,21.685542971352533,363.8845373278265,368.12679712110537,371.83259704596094,375.3921446576822,-3.7812245099016195,-2.3584510969355925,-1.422773412966027,4.426428571428573,26.79897701895567,383.6083005105243,356.69169948947564,370.15,26.916601021048677
357.03,357.03,353.62,354.48,36890.5,1735185600000,21.205211726384448,362.0036298622612,366.8861792010049,371.15210304415854,375.18406361631224,-4.367671564022487,-2.7602951903529718,-1.6073763736695152,4.432142857142862,28.57150727001406,383.62503364715553,354.3349663528445,368.98,29.29006729431103
354.49,354.69,350.62,351.58,43920.0,1735189200000,21.592039800995124,359.91890388980903,365.49470836454987,370.38456959144645,374.9491973116724,-5.008703625638304,-3.2099768774100386,-1.7987267482282658,4.317142857142861,30.596779228621223,382.6326988830056,352.2523011169944,367.4425,30.380397766011242
351.57,352.43,347.66,350.72,41942.4,1735192800000,19.38137545245158,358.07912311184725,364.15155305868166,369.61340999962505,374.70811077125774,-5.522461467352798,-3.6724737953985906,-1.8499876719542074,4.285000000000001,32.79742476569127,381.0266420255422,350.66835797445776,365.84749999999997,30.35828405108441
350.72,352.27,347.32,347.87,38226.6,1735196400000,17.246596066565914,356.03729848947785,362.6714118715288,368.76072725454173,374.44106489293677,-6.089394688441303,-4.155857974007134,-1.9335367144341689,4.390714285714283,34.8588291676079,381.5135292049007,347.7754707950993,364.6445,33.7380584098014
347.87,348.99,337.29,340.64,120310.3,1735200000000,6.515274398486127,352.9578387915823,360.66855624684433,367.65795363671657,374.1047358890269,-7.040930463499933,-4.732872471905694,-2.3080579915942394,4.930714285714283,37.5941652884684,382.200794088431,343.66120591156897,362.931,38.539588176862026
340.64,343.6,339.77,342.21,39442.0,1735203600000,10.58510638297875,350.80827103326584,358.9905056789494,366.6599946705708,373.7873753329172,-7.580955011326523,-5.302488979789859,-2.278466031536664,4.939999999999998,40.11370037970558,381.95494671479764,340.72305328520247,361.33900000000006,41.231893429595175
342.21,342.21,338.63,339.26,48421.1,1735207200000,10.55702917771886,348.49861682661265,357.1968233444994,365.5854850756465,373.44381935945535,-8.152986152657036,-5.872588414363295,-2.2803977382937406,4.88142857142857,42.512156407144396,381.86605296384585,337.5219470361542,359.694,44.34410592769166
339.25,345.15,339.04,340.56,44388.7,1735210800000,14.095034703684007,346.91089346129013,355.6843848586358,364.6040935040525,373.11661717677424,-8.404543472472596,-6.378979425985156,-2.0255640464874407,4.997142857142852,43.57522918849266,381.59360420270605,334.97939579729405,358.28650000000005,46.614208405412
340.57,341.02,338.67,339.11,27778.3,1735214400000,12.717363093693308,345.3507147690321,354.1776225987598,363.6043251313446,372.7782428765079,-8.621523783183079,-6.827488297424741,-1.7940354857583385,4.840714285714276,44.59456632346911,380.96952751441825,332.5814724855817,356.77549999999997,48.38805502883656
339.08,339.48,336.1,338.46,41287.2,1735218000000,7.725437415881558,343.9725718152257,352.7487478170543,362.6182731654095,372.4367678230103,-8.745123470683495,-7.211015332076492,-1.534108138607003,4.917857142857132,45.795811276143084,379.95354239401854,330.4914576059814,355.22249999999997,49.462084788037146
338.45,341.21,335.24,336.42,49232.9,1735221600000,8.750000000000014,342.46205745218055,351.2643161973221,361.5908899040209,372.0783920237764,-8.905036348688895,-7.549819535398973,-1.355216813289922,4.627857142857132,46.33331567969093,378.0402350635974,328.76576493640255,353.40299999999996,49.27447012719483
