timestamp,open,high,low,close,volume,rsi,ema_9,ema_21,ema_50,ema_200
1734671520000,312.66,312.74,309.69,311.12,13340.1,19.126458530432032,311.12,311.12,311.12,311.12
1734672600000,311.12,313.39,307.09,307.2,34509.8,19.126458530432032,310.336,310.76363636363635,310.96627450980395,311.0809950248756
1734674400000,307.19,311.07,305.18,305.34,32241.1,19.126458530432032,309.33680000000004,310.27057851239664,310.74563629373324,311.0238706962699
1734676200000,305.35,306.18,297.06,300.82,70788.0,19.126458530432032,307.63344000000006,309.4114350112697,310.35639565476333,310.92233964456574
1734678000000,300.81,311.54,300.74,310.02,70513.4,19.126458530432032,308.11075200000005,309.46675910115425,310.34320366830207,310.9133611406397
1734679800000,310.03,312.0,307.56,308.36,42540.0,19.126458530432032,308.16060160000006,309.36614463741296,310.26543097542753,310.8879545621259
1734681600000,308.35,308.73,295.95,296.48,82322.1,19.126458530432032,305.82448128000004,308.19467694310265,309.72482583913626,310.7445918301645
1734683400000,296.48,297.0,289.69,292.06,91705.9,19.126458530432032,303.07158502400006,306.72788813009333,309.03208757093483,310.55867549354593
1734685200000,292.06,295.35,288.0,294.99,80555.2,19.126458530432032,301.45526801920005,305.6608073909939,308.48141747011385,310.4037632995803
1734687000000,295.01,298.18,292.62,292.69,53919.1,19.126458530432032,299.70221441536006,304.48164308272175,307.8621461967761,310.2275069483407
1734688800000,292.69,294.22,281.93,287.75,150469.2,19.126458530432032,297.31177153228805,302.96058462065616,307.0734345812163,310.00385016278506
1734690600000,287.75,289.99,281.97,282.94,73250.4,19.126458530432032,294.4374172258305,301.1405314733238,306.12702538195293,309.73455812136433
1734692400000,282.93,288.3,278.31,280.14,81544.6,19.126458530432032,291.5779337806644,299.23139224847614,305.1079263473666,309.4400849062264
1734694200000,280.15,280.84,271.44,271.96,114222.4,19.126458530432032,287.65434702453155,296.75217477134197,303.80800766707773,309.06714873800524
1734696000000,271.98,286.71,271.42,284.9,104669.1,32.8313253012048,287.10347761962527,295.6747043375836,303.06651717032963,308.8266795963335
1734697800000,284.9,290.51,282.54,286.7,85221.0,36.193426724137936,287.0227820957002,294.85882212507596,302.4246929675716,308.6065136302008
1734699600000,286.69,288.99,284.12,287.72,69997.1,37.99727520435971,287.1622256765602,294.20983829552364,301.8480383413924,308.3986876239302
1734701400000,287.75,299.75,287.73,295.1,114178.5,46.24967217414112,288.74978054124813,294.29076208683966,301.583409386828,308.2663623739408
1734703200000,295.09,299.27,292.67,297.55,44122.3,41.03006761617037,290.5098244329985,294.5870564425815,301.42523646969755,308.15973190255835
1734705000000,297.55,304.21,295.77,299.11,69684.7,43.33669500072037,292.22985954639887,294.99823312961956,301.3344428826506,308.0696848189508
1734706800000,299.11,305.12,298.16,304.37,51363.2,56.2828475871954,294.65788763711913,295.8502119360178,301.45348433823295,308.03287203468267
1734708600000,304.36,307.82,302.56,303.99,55410.1,60.153191489361696,296.5243101096953,296.59019266910707,301.5529555406552,307.99264445224804
1734710400000,303.99,309.38,302.04,306.74,53529.5,60.03073245688918,298.56744808775625,297.5129024264609,301.75636904886477,307.9801803283451
1734712200000,306.72,313.57,304.47,307.53,55268.5,63.003855590606356,300.359958470205,298.423547660419,301.9827859489093,307.9757009220929
1734714000000,307.51,314.65,306.08,314.47,33367.1,72.62106332543176,303.181966776164,299.8823160549263,302.4724806175795,308.0403208134154
1734715800000,314.47,321.62,311.82,319.85,62062.6,80.94918665101459,306.5155734209312,301.697560049933,303.15395196590976,308.1578300590531
1734717600000,319.86,321.06,316.89,320.69,37850.7,85.15692734524016,309.350458736745,303.4241454999391,303.84164012410935,308.28252826742073
1734719400000,320.69,324.71,316.84,323.5,39210.8,99.2734225621415,312.180366989396,305.24922318176283,304.6125561976737,308.4339458966007
1734721200000,323.5,332.15,322.45,329.34,53071.3,99.15929203539824,315.61229359151685,307.43929380160256,305.58225987619636,308.6419663354405
1734723000000,329.34,340.79,328.83,336.1,88034.5,99.24242424242425,319.7098348732135,310.04481254691143,306.7790339986985,308.9151806007595
1734724800000,336.11,336.56,328.61,328.83,68690.0,86.43857472079414,321.5338678985708,311.7525568608285,307.6437777634554,309.1133380077171
1734726600000,328.83,328.97,324.84,325.5,59354.9,79.02979373567607,322.32709431885667,313.002324418935,308.34402177273165,309.2763893708244
1734728400000,325.52,328.66,320.56,321.88,47017.4,72.72557444423686,322.2376754550853,313.80938583539546,308.8748444483108,309.40179843181124
1734730200000,321.9,325.45,321.56,324.55,20637.4,73.27964860907758,322.70014036406826,314.78580530490495,309.48955643073003,309.5525268056241
1734732000000,324.55,330.94,323.05,329.4,38433.8,73.0776323068412,324.0401122912546,316.1143684590045,310.2703581393289,309.7500141010906
1734733800000,329.37,329.74,326.36,328.22,13029.2,72.01526440123573,324.87608983300373,317.21488041727685,310.9742656632768,309.9337950553086
1734735600000,328.23,331.39,327.78,330.51,20285.0,71.77936595198828,326.002871866403,318.4235276520699,311.7403728921679,310.13853341296726
1734737400000,330.52,331.85,328.0,329.2,19442.8,69.66781630059904,326.64229749312244,319.40320695642714,312.4250641512986,310.3281997471666
1734739200000,329.21,329.36,322.16,323.27,31952.8,58.13609467455618,325.967837994498,319.7547335967519,312.8503557532085,310.4569738790356
1734741000000,323.26,325.31,321.84,322.84,16888.5,53.04294728271927,325.3422703955984,320.0352123606836,313.24210650798466,310.580188069294
1734742800000,322.84,329.84,322.38,325.51,29097.100000000002,54.729199372056506,325.3758163164788,320.5329203278942,313.72320037041663,310.7287434118881
1734744600000,325.51,326.8,323.9,325.51,17008.3,52.087227414330215,325.40265305318303,320.9853821162675,314.1854278068709,310.87582059186934
1734746400000,325.5,330.92,323.86,330.04,28045.4,50.74722459436384,326.33012244254644,321.8085291966068,314.8071757360132,311.0665089441891
1734748200000,330.05,336.4,329.02,331.35,34729.1,44.261899009422564,327.33409795403713,322.6759356332789,315.4559139424441,311.268334725839
1734750000000,331.36,332.11,328.42,329.69,20554.8,51.20178870877587,327.8052783632297,323.3135778484354,316.0141133956816,311.4516348778207
1734751800000,329.69,331.52,327.4,329.68,22734.1,56.43869377695627,328.18022269058383,323.89234349857765,316.5500305174196,311.6330116452056
1734753600000,329.68,330.99,327.32,329.94,13229.8,63.84879725085913,328.53217815246705,324.4421304532524,317.07512735987376,311.81517073331304
1734755400000,329.96,336.26,329.91,334.0,27736.399999999998,65.49688422433586,329.6257425219737,325.3110276847749,317.73884785556504,312.0359153031309
1734757200000,334.01,336.6,332.89,335.45,18257.6,61.16648209671469,330.790594017579,326.2327524407045,318.4334028416213,312.2688912702639
1734759000000,335.46,340.34,333.97,339.48,35716.9,68.80427521710082,332.52847521406323,327.4370476733677,319.25875959293023,312.5396485710573
1734760800000,339.47,340.45,335.24,336.49,34763.7,59.75848563968668,333.3207801712506,328.26004333942524,319.93449451085456,312.77796052557414
1734762600000,336.54,339.62,335.03,338.76,25069.8,65.12658227848098,334.4086241370005,329.214584854023,320.67274962807596,313.0364882815386
1734764400000,338.78,342.03,337.12,341.12,28695.3,81.84088476632174,335.7508993096004,330.29689532183903,321.4746025838377,313.3159262090855
1734766200000,341.14,343.89,336.68,336.71,31838.3,71.66510465479531,335.9427194476803,330.8799048380355,322.07206914917737,313.5487030627264
1734768000000,336.72,338.68,331.42,331.48,32922.9,58.63465432455889,335.05017555814425,330.93445894366863,322.44100761391553,313.72712392777396
1734769800000,331.49,332.64,328.21,329.82,35276.7,55.94810930168368,334.0041404465154,330.8331444942442,322.73037986435025,313.88725204789563
1734771600000,329.86,330.57,325.32,327.2,32382.2,45.86247086247082,332.6433123572123,330.5028586311311,322.9056590853561,314.01971720164795
1734773400000,327.18,328.34,325.36,327.65,17919.8,44.471010161386666,331.6446498857699,330.2435078464828,323.09171167024414,314.1553419061092
1734775200000,327.64,328.96,326.03,328.88,15621.8,48.77384196185285,331.09171990861597,330.1195525877116,323.31870336945025,314.3018559169937
1734777000000,328.91,328.97,322.44,324.35,37463.5,42.90279627163784,329.7433759268928,329.59504780701053,323.3591463745699,314.4018374501579
1734778800000,324.36,326.38,320.0,320.48,28143.5,38.50826044703599,327.89070074151425,328.7664070972823,323.24623867360634,314.4623166795096
1734780600000,320.49,322.5,318.92,321.48,27223.7,33.56955380577432,326.6085605932114,328.1040064520748,323.1769744118963,314.5321443742409
1734782400000,321.47,321.47,314.88,314.97,40294.3,26.27432808155706,324.28084847456915,326.9100058655226,322.8551322780965,314.5365011466365
1734784200000,314.93,315.45,311.07,311.62,55999.3,17.208097928436914,321.74867877965534,325.52000533229324,322.4145388554261,314.5074812347297
1734786000000,311.62,314.53,303.84,304.29,61331.4,15.612985903460071,318.25694302372426,323.5900048475393,321.70377262580155,314.40581475478217
1734787800000,304.29,311.18,301.72,306.71,80711.5,15.882478177560102,315.9475544189794,322.05545895230847,321.11578154243676,314.32923948359036
1734789600000,306.67,310.25,306.44,308.34,40631.700000000004,14.55449826989613,314.4260435351835,320.8085990475531,320.61477050155685,314.2696450608681
1734791400000,308.33,309.98,305.25,305.58,26288.8,15.09307019511094,312.6568348281468,319.42418095232097,320.02517165835854,314.1831809309092
1734793200000,305.6,309.35,305.14,308.78,23893.1,23.33176691729315,311.88146786251747,318.4565281384736,319.5841845345014,314.12941793657177
1734795000000,308.79,310.93,307.45,309.18,21903.5,25.012106537530258,311.341174290014,317.61320739861236,319.1761772978543,314.08016999690443
1734796800000,309.18,310.15,302.81,307.84,44699.5,25.812093953023464,310.64093943201124,316.7247339987385,318.7316213253894,314.01807875315416
1734798600000,307.81,308.64,302.67,303.99,34486.4,22.75449101796407,309.31075154560904,315.56703090794406,318.1535185283154,313.9182968750133
1734800400000,303.95,306.52,301.41,304.49,30853.899999999998,21.43359100491915,308.34660123648723,314.56002809813094,317.617694272303,313.82448297575945
1734802200000,304.48,307.11,301.53,305.45,22679.8,25.84355828220852,307.76728098918977,313.7318437255736,317.1405297910363,313.7411547869459
1734804000000,305.45,307.22,303.4,303.84,19271.8,27.428106348344997,306.98182479135187,312.8325852050669,316.61894038746624,313.642635833842
1734805800000,303.85,304.67,299.94,301.71,29845.199999999997,23.979994735456614,305.9274598330815,311.82144109551535,316.03427605854597,313.52390313897797
1734807600000,301.72,302.57,298.51,300.28,32794.4,27.681555758128127,304.7979678664652,310.77221917774125,315.416461311152,313.3921230082419
1734809400000,300.27,302.3,297.58,301.18,29957.6,32.86277084701247,304.0743742931722,309.90019925249203,314.85816871071466,313.2706093464684
1734811200000,301.18,303.46,299.1,302.48,34299.9,46.29553827261563,303.7554994345378,309.22563568408367,314.3727503299024,313.16324009923983
1734813000000,302.47,303.87,300.28,301.34,31248.2,38.4017278617711,303.27239954763024,308.5087597128033,313.8616620816709,313.0455959191479
1734814800000,301.34,302.94,298.48,300.09,13248.0,31.88405797101457,302.6359196381042,307.7434179207302,313.3215969019975,312.91668451696734
1734816600000,300.08,300.5,297.12,299.37,23637.5,35.02170767004351,301.9827357104834,306.98219810975473,312.77447545486035,312.7818916362015
1734818400000,299.36,299.88,296.11,299.82,22359.8,25.08342602892118,301.5501885683867,306.3310891906861,312.2664568095717,312.65291759007016
1734820200000,299.82,300.91,297.2,298.28,14083.8,21.4958158995816,300.8961508547094,305.59917199153284,311.71796830723554,312.50990348469634
1734822000000,298.28,298.56,294.47,298.0,27409.6,22.757475083056548,300.31692068376753,304.90833817412073,311.1800087657753,312.3655263355949
1734823800000,298.01,299.44,295.56,299.0,14571.5,33.59631821170284,300.05353654701406,304.3712165219279,310.7023613631959,312.23253602379793
1734825600000,299.0,300.65,295.63,299.89,28246.5,35.256410256410206,300.0208292376113,303.9638332017526,310.27834719209017,312.1097247200786
1734827400000,299.88,303.67,298.35,300.77,24713.2,34.92268041237115,300.17066339008903,303.67348472886596,309.90547083161607,311.99689163828674
1734829200000,300.76,303.62,299.13,301.87,21993.1,43.437708194537095,300.5105307120713,303.5095315716963,309.5903543284154,311.89612654735856
1734831000000,301.88,302.15,296.76,300.86,22083.9,46.9402447804177,300.58042456965705,303.2686650651785,309.247987492007,311.78631434290725
1734832800000,300.84,301.96,297.89,300.12,15513.2,49.39393939393951,300.48833965572567,302.9824227865259,308.8900271982028,311.67023161312704
1734834600000,300.13,300.34,295.67,297.07,26068.0,36.612377850162844,299.80467172458054,302.4449298059326,308.4264967198419,311.524955676678
1734836400000,297.06,299.07,293.63,297.73,30245.6,33.854520734194466,299.38973737966444,302.0162998235751,308.0070262602403,311.38769243611404
1734838200000,297.72,299.07,295.08,298.58,14344.9,40.42995839112345,299.22778990373155,301.7039089305228,307.63733895591713,311.26025271038156
1734840000000,298.56,299.9,297.32,299.2,26542.1,46.773023930384376,299.22223192298526,301.4762808459298,307.3064629184302,311.1402501958504
1734841800000,299.21,299.7,293.77,293.88,21311.2,35.073409461663914,298.1537855383882,300.78570985993616,306.7799349608447,310.96850641280713
1734843600000,293.85,296.58,290.85,295.0,37082.2,37.355718782791214,297.5230284307106,300.25973623630557,306.3179767270861,310.8096158017344
1734845400000,295.0,297.27,294.3,295.55,17982.399999999998,42.446043165467735,297.1284227445685,299.8315783966414,305.89570312994545,310.6577788285829
1734847200000,295.56,299.41,294.7,297.84,12713.4,49.60159362549794,297.2707381956548,299.65052581512856,305.57979320328093,310.5302387407363
1734849000000,297.84,298.28,295.91,296.7,9947.1,44.31256181998018,297.15659055652384,299.3822961955714,305.2315660188385,310.3926244249081
1734850800000,296.71,298.29,295.83,297.16,10926.9,43.102577059120875,297.15727244521906,299.1802692687013,304.91503401809973,310.2609565201827
1734852600000,297.17,297.74,295.0,297.11,8485.5,40.34810126582288,297.1478179561753,298.9920629715466,304.60895425268404,310.1301012314247
1734854400000,297.1,303.17,296.95,302.22,28485.5,50.76186329995652,298.1622543649402,299.2855117923151,304.5152697721867,310.05139375648514
1734856200000,302.25,304.85,301.43,302.97,21347.2,54.64553060325849,299.1238034919522,299.620465265741,304.45467095759113,309.9809321270674
1734858000000,302.99,304.56,300.55,303.75,19736.0,57.97802197802197,300.04904279356174,299.99587751431,304.4270368023915,309.91893280241993
1734859800000,303.73,308.83,303.23,305.79,43168.5,70.05519779208836,301.1972342348494,300.5226159221,304.48048633955267,309.87784889393816
1734861600000,305.78,309.88,305.5,308.82,22573.3,72.99875570302777,302.72178738787954,301.2769235655454,304.65066334584475,309.867323034297
1734863400000,308.84,310.84,307.6,307.69,18247.1,68.6756867568676,303.71542991030367,301.8599305141322,304.7698530185567,309.8456581284831
1734865200000,307.68,307.83,304.25,306.84,23619.600000000002,65.51584077985375,304.34034392824293,302.3126641037565,304.8510352531231,309.81575108242856
1734867000000,306.87,307.25,304.76,306.88,14316.7,83.60910031023779,304.8482751425944,302.7278764579604,304.93060249809866,309.78653962887205
1734868800000,306.89,309.38,305.39,308.48,24258.5,84.00605449041369,305.5746201140755,303.250796779964,305.0697945569968,309.7735392345549
1734870600000,308.53,312.38,306.74,306.79,23242.5,76.81297709923662,305.8176960912604,303.57254252724,305.13725359397733,309.74385227699713
1734872400000,306.8,308.36,304.44,307.0,21735.8,74.25847457627118,306.0541568730083,303.8841295702182,305.2103024726449,309.71655026429073
1734874200000,306.97,308.84,303.53,304.87,22379.5,70.55863110216404,305.81732549840666,303.9737541547438,305.1969572776392,309.6683258835516
1734876000000,304.87,306.23,297.7,298.45,42112.4,52.497096399535344,304.3438603987253,303.4715946861307,304.9323707177318,309.55670075038194
1734877800000,298.44,299.88,294.5,295.08,54766.4,46.518010291595154,302.4910883189803,302.70872244193697,304.54600323860507,309.4126539767463
1734879600000,295.08,301.93,294.93,300.47,42275.1,47.026843357118594,302.08687065518427,302.5052022199427,304.38615997434607,309.3236723451369
1734881400000,300.5,301.89,297.83,301.51,23309.4,47.54374158815607,301.9714965241474,302.414729290857,304.2733693871168,309.2459243616032
1734883200000,301.53,309.75,298.89,306.59,66418.7,54.17401528512636,302.89519721931794,302.79429935532454,304.3642176464456,309.2194972535276
1734885000000,306.6,310.1,305.27,308.76,25241.9,54.34846266471445,304.0681577754544,303.3366357775677,304.5366012681536,309.2149251415522
1734886800000,308.76,309.2,305.9,307.8,18868.2,48.41022443890277,304.8145262203635,303.74239616142523,304.66457768901034,309.20084628442237
1734888600000,307.8,310.0,307.49,308.23,14596.4,50.860420650095634,305.4976209762908,304.1503601467502,304.8043981717942,309.19118612238833
1734890400000,308.22,309.68,304.5,309.53,17562.6,54.22557335846685,306.3040967810327,304.63941831522743,304.98971589054736,309.19455740475263
1734892200000,309.52,312.86,308.29,309.04,21119.7,53.34572490706325,306.85127742482615,305.0394711956613,305.1485505615063,309.1930195201282
1734894000000,309.05,310.38,306.36,306.94,15906.1,47.65100671140936,306.86902193986094,305.21224654151024,305.2188034806629,309.1706014154503
1734895800000,306.94,307.32,300.26,301.61,35391.7,42.888522789675974,305.8172175518888,304.88476958319114,305.0772817755389,309.09537155062
