timestamp,timeframe_source,signal,price,rsi,volume,macd,adx,atr,in_fvg,max_advance_%,max_drawdown_%
2024-12-28 08:00:00,AAVEUSDT_30m.csv,SHORT (Mid Resistance),324.3,58.388003748828666,3312.54,-0.143279595400827,13.046409615667502,2.11571428571429,False,0.3,11.71
2024-12-28 08:30:00,AAVEUSDT_30m.csv,LONG (Mid Support),324.48,55.55555555555568,1182.399,-0.0633889844576174,13.517377334286866,1.979285714285721,False,11.65,0.01
2024-12-28 09:00:00,AAVEUSDT_30m.csv,SHORT (Upper),326.98,61.65803108808317,3362.262,0.1993559555629076,12.850868031200656,2.0892857142857224,False,0.42,10.8
2024-12-28 09:30:00,AAVEUSDT_30m.csv,SHORT (Upper),328.75,72.43902439024392,5068.137,0.5441349717549429,13.23773679322115,2.1578571428571496,False,0.96,10.2
2024-12-28 10:00:00,AAVEUSDT_30m.csv,SHORT (Upper),327.67,65.45595054095834,3510.578,0.7219061670990072,12.90094705647575,2.293571428571429,False,0.55,10.57
2024-12-28 10:30:00,AAVEUSDT_30m.csv,SHORT (Upper),326.42,58.21767713659609,1571.466,0.7532436430284974,12.58821372949788,2.324285714285716,False,0.17,10.99
2024-12-28 11:30:00,AAVEUSDT_30m.csv,SHORT (Upper),330.77,73.28970850684128,3329.401,1.237602787832941,12.733873589619868,2.596428571428573,False,0.31,9.53
2024-12-28 12:00:00,AAVEUSDT_30m.csv,SHORT (Upper),332.89,76.64543524416138,15008.787,1.6402148082573262,14.465544307132278,2.8871428571428583,False,0.77,8.83
2024-12-28 12:30:00,AAVEUSDT_30m.csv,SHORT (Upper),330.65,71.37913989125066,12580.656,1.7582702110598802,16.570023507319107,3.257142857142859,False,0.1,9.57
2024-12-28 13:00:00,AAVEUSDT_30m.csv,SHORT (Upper),334.72,78.43220338983059,15475.957,2.155398857574085,18.480948378588423,3.585,False,1.19,8.24
2024-12-28 13:30:00,AAVEUSDT_30m.csv,SHORT (Upper),337.44,79.72111553784868,7537.001,2.6589566420786355,20.416043491243084,3.603571428571428,False,1.99,7.36
2024-12-28 14:00:00,AAVEUSDT_30m.csv,SHORT (Upper),336.96,76.17621899059021,7284.496,2.9848898733333726,22.705827488494773,3.67,False,1.85,7.52
2024-12-28 18:00:00,AAVEUSDT_30m.csv,SHORT (Upper),341.18,68.90261841718154,5733.066,3.0656612323548416,26.20361715265913,4.582142857142868,False,3.51,6.19
2024-12-28 18:30:00,AAVEUSDT_30m.csv,SHORT (Upper),341.67,67.00998751560553,5311.799,3.3983969853731537,27.565252280305423,4.68642857142858,False,3.65,6.04
2024-12-28 19:30:00,AAVEUSDT_30m.csv,SHORT (Upper),343.33,71.60872528970691,3123.173,3.921763593490823,30.512412206935146,4.269285714285717,False,4.68,5.52
2024-12-28 20:00:00,AAVEUSDT_30m.csv,SHORT (Upper),345.86,70.03597122302159,8855.431,4.278162820162663,32.66031653092943,4.237857142857146,False,5.38,4.75
2024-12-28 20:30:00,AAVEUSDT_30m.csv,SHORT (Upper),349.47,70.96549320320675,5623.649,4.796616199234279,34.84376043041035,4.327857142857149,False,6.36,3.67
2024-12-28 21:00:00,AAVEUSDT_30m.csv,SHORT (Upper),348.2,69.06377204884669,3408.368,5.046839032418745,36.89042784893141,4.327857142857149,False,6.25,4.05
