id,type,top,bottom,size,timestamp,mitigated
1766594700000,BULLISH,148.73,148.71,0.01999999999998181,1766594700000,False
1766583900000,BULLISH,148.88,148.63,0.25,1766583900000,False
1766581200000,BEARISH,148.65,148.6,0.05000000000001137,1766581200000,False
1766571300000,BULLISH,148.42,147.79,0.6299999999999955,1766571300000,False
1766570400000,BULLISH,147.56,147.39,0.17000000000001592,1766570400000,False
1766567700000,BULLISH,146.97,146.9,0.06999999999999318,1766567700000,False
1766565000000,BEARISH,147.16,147.02,0.13999999999998636,1766565000000,False
1766558700000,BEARISH,148.47,148.43,0.03999999999999204,1766558700000,False
1766549700000,BEARISH,149.67,149.37,0.29999999999998295,1766549700000,False
1766524500000,BEARISH,151.1,150.84,0.2599999999999909,1766524500000,False
1766519100000,BULLISH,150.59,150.5,0.09000000000000341,1766519100000,False
1766517300000,BEARISH,150.66,150.5,0.1599999999999966,1766517300000,False
1766495700000,BULLISH,150.07,149.79,0.28000000000000114,1766495700000,False
1766493000000,BEARISH,150.63,149.5,1.1299999999999955,1766493000000,False
1766484000000,BEARISH,151.71,151.61,0.09999999999999432,1766484000000,False
1766473200000,BULLISH,153.3,152.84,0.46000000000000796,1766473200000,False
1766463300000,BULLISH,152.81,152.71,0.09999999999999432,1766463300000,False
1766462400000,BULLISH,152.18,151.99,0.18999999999999773,1766462400000,False
1766454300000,BULLISH,151.23,150.62,0.6099999999999852,1766454300000,False
1766453400000,BULLISH,150.25,149.93,0.3199999999999932,1766453400000,False
1766452500000,BULLISH,149.56,149.36,0.19999999999998863,1766452500000,False
1766443500000,BULLISH,149.57,149.39,0.18000000000000682,1766443500000,False
1766442600000,BULLISH,148.96,148.93,0.030000000000001137,1766442600000,False
1766440800000,BEARISH,149.1,148.93,0.1699999999999875,1766440800000,False
1766436300000,BEARISH,150.77,150.72,0.05000000000001137,1766436300000,False
1766435400000,BEARISH,152.03,151.77,0.2599999999999909,1766435400000,False
1766432700000,BEARISH,153.97,153.94,0.030000000000001137,1766432700000,False
1766431800000,BEARISH,154.66,154.49,0.1699999999999875,1766431800000,False
1766430900000,BEARISH,155.42,155.4,0.01999999999998181,1766430900000,False
1766430000000,BEARISH,155.77,155.69,0.0800000000000125,1766430000000,False
1766424600000,BULLISH,156.38,154.33,2.049999999999983,1766424600000,False
1766421900000,BEARISH,154.76,154.63,0.12999999999999545,1766421900000,False
1766417400000,BEARISH,155.42,155.41,0.009999999999990905,1766417400000,False
1766416500000,BEARISH,156.56,155.92,0.6400000000000148,1766416500000,False
1766412900000,BULLISH,156.5,156.18,0.3199999999999932,1766412900000,False
1766410200000,BEARISH,157.68,156.43,1.25,1766410200000,False
1766405700000,BEARISH,158.9,158.57,0.3300000000000125,1766405700000,False
1766401200000,BEARISH,159.36,159.21,0.15000000000000568,1766401200000,False
1766394000000,BEARISH,161.18,160.1,1.0800000000000125,1766394000000,False
1766392200000,BULLISH,161.18,161.14,0.040000000000020464,1766392200000,False
1766387700000,BULLISH,161.24,161.04,0.20000000000001705,1766387700000,False
1766381400000,BEARISH,160.5,160.4,0.09999999999999432,1766381400000,False
1766378700000,BEARISH,161.89,161.77,0.11999999999997613,1766378700000,False
1766371500000,BULLISH,161.95,161.91,0.03999999999999204,1766371500000,False
1766369700000,BEARISH,162.62,161.91,0.710000000000008,1766369700000,False
1766358900000,BULLISH,163.8,160.0,3.8000000000000114,1766358900000,False
1766356200000,BEARISH,165.5,162.17,3.3300000000000125,1766356200000,False
1766354400000,BEARISH,173.67,167.24,6.429999999999978,1766354400000,False
1766353500000,BEARISH,176.12,173.72,2.4000000000000057,1766353500000,False
1766342700000,BULLISH,175.97,175.88,0.09000000000000341,1766342700000,False
1766340900000,BEARISH,175.96,175.88,0.0800000000000125,1766340900000,False
1766336400000,BULLISH,176.48,176.4,0.07999999999998408,1766336400000,False
1766334600000,BULLISH,176.02,175.67,0.35000000000002274,1766334600000,False
1766324700000,BEARISH,174.4,174.03,0.37000000000000455,1766324700000,False
1766322900000,BEARISH,176.46,175.43,1.0300000000000011,1766322900000,False
1766321100000,BEARISH,178.01,176.96,1.049999999999983,1766321100000,False
1766313900000,BEARISH,178.7,178.68,0.01999999999998181,1766313900000,False
1766310300000,BULLISH,178.7,178.61,0.08999999999997499,1766310300000,False
1766306700000,BULLISH,177.72,177.59,0.12999999999999545,1766306700000,False
1766295900000,BEARISH,177.84,177.77,0.06999999999999318,1766295900000,False
1766286900000,BULLISH,177.76,177.32,0.4399999999999977,1766286900000,False
1766280600000,BEARISH,178.1,177.57,0.5300000000000011,1766280600000,False
1766279700000,BEARISH,178.77,178.45,0.3200000000000216,1766279700000,False
1766278800000,BEARISH,178.92,178.84,0.07999999999998408,1766278800000,False
1766276100000,BEARISH,179.72,179.71,0.009999999999990905,1766276100000,False
1766268900000,BEARISH,180.52,180.49,0.030000000000001137,1766268900000,False
1766268000000,BEARISH,180.98,180.75,0.22999999999998977,1766268000000,False
1766252700000,BEARISH,181.95,181.6,0.3499999999999943,1766252700000,False
1766250900000,BULLISH,181.95,181.75,0.19999999999998863,1766250900000,False
1766248200000,BEARISH,181.98,181.71,0.2699999999999818,1766248200000,False
1766246400000,BULLISH,181.98,181.85,0.12999999999999545,1766246400000,False
1766242800000,BULLISH,181.57,181.4,0.1699999999999875,1766242800000,False
1766241900000,BULLISH,181.34,180.95,0.3900000000000148,1766241900000,False
1766237400000,BEARISH,180.89,180.81,0.07999999999998408,1766237400000,False
1766236500000,BEARISH,181.25,181.03,0.21999999999999886,1766236500000,False
1766234700000,BEARISH,181.7,181.52,0.1799999999999784,1766234700000,False
1766233800000,BEARISH,181.85,181.7,0.15000000000000568,1766233800000,False
1766230200000,BULLISH,181.64,181.06,0.5799999999999841,1766230200000,False
1766226600000,BEARISH,181.35,181.22,0.12999999999999545,1766226600000,False
1766225700000,BEARISH,181.57,181.46,0.10999999999998522,1766225700000,False
1766224800000,BEARISH,182.21,181.75,0.46000000000000796,1766224800000,False
1766223900000,BEARISH,182.39,182.34,0.04999999999998295,1766223900000,False
1766221200000,BEARISH,182.76,182.55,0.20999999999997954,1766221200000,False
1766218500000,BULLISH,182.43,182.37,0.060000000000002274,1766218500000,False
1766209500000,BEARISH,181.8,181.79,0.010000000000019327,1766209500000,False
1766201400000,BULLISH,181.54,180.93,0.6099999999999852,1766201400000,False
1766192400000,BEARISH,181.51,181.29,0.21999999999999886,1766192400000,False
1766187900000,BEARISH,181.83,181.62,0.21000000000000796,1766187900000,False
1766187000000,BEARISH,182.34,182.2,0.14000000000001478,1766187000000,False
1766186100000,BEARISH,183.65,182.65,1.0,1766186100000,False
1766180700000,BEARISH,184.54,183.97,0.5699999999999932,1766180700000,False
1766179800000,BEARISH,184.93,184.9,0.030000000000001137,1766179800000,False
1766178900000,BEARISH,186.08,185.6,0.4800000000000182,1766178900000,False
1766176200000,BULLISH,185.95,185.94,0.009999999999990905,1766176200000,False
1766172600000,BULLISH,184.41,184.2,0.21000000000000796,1766172600000,False
1766171700000,BULLISH,183.8,183.39,0.410000000000025,1766171700000,False
1766167200000,BEARISH,183.07,182.53,0.539999999999992,1766167200000,False
1766166300000,BEARISH,185.05,184.03,1.0200000000000102,1766166300000,False
1766160900000,BULLISH,184.79,183.44,1.3499999999999943,1766160900000,False
1766142900000,BULLISH,181.18,181.03,0.15000000000000568,1766142900000,False
1766135700000,BEARISH,181.67,181.62,0.04999999999998295,1766135700000,False
1766128500000,BULLISH,181.82,180.35,1.4699999999999989,1766128500000,False
1766127600000,BULLISH,180.29,179.07,1.2199999999999989,1766127600000,False
1766126700000,BULLISH,178.85,178.8,0.04999999999998295,1766126700000,False
1766115000000,BULLISH,176.73,175.87,0.8599999999999852,1766115000000,False
1766114100000,BULLISH,174.04,173.59,0.44999999999998863,1766114100000,False
1766113200000,BULLISH,173.46,173.0,0.46000000000000796,1766113200000,False
1766107800000,BEARISH,173.09,173.01,0.0800000000000125,1766107800000,False
1766098800000,BEARISH,174.52,174.43,0.09000000000000341,1766098800000,False
1766092500000,BULLISH,172.07,171.66,0.4099999999999966,1766092500000,False
1766088900000,BULLISH,170.98,170.73,0.25,1766088900000,False
1766087100000,BEARISH,171.81,170.73,1.0800000000000125,1766087100000,False
1766084400000,BEARISH,174.12,173.67,0.45000000000001705,1766084400000,False
1766078100000,BEARISH,180.87,175.7,5.170000000000016,1766078100000,False
1766074500000,BEARISH,182.65,182.23,0.4200000000000159,1766074500000,False
1766065500000,BULLISH,182.3,180.43,1.8700000000000045,1766065500000,False
1766063700000,BULLISH,178.83,178.31,0.5200000000000102,1766063700000,False
1766061900000,BULLISH,177.29,176.87,0.4199999999999875,1766061900000,False
1766057400000,BEARISH,177.33,177.3,0.030000000000001137,1766057400000,False
1766056500000,BEARISH,178.33,177.54,0.7900000000000205,1766056500000,False
1766051100000,BULLISH,178.28,178.22,0.060000000000002274,1766051100000,False
1766049300000,BEARISH,178.4,178.22,0.18000000000000682,1766049300000,False
1766048400000,BEARISH,178.87,178.44,0.4300000000000068,1766048400000,False
1766046600000,BULLISH,178.87,178.33,0.539999999999992,1766046600000,False
1766045700000,BULLISH,177.82,177.29,0.5300000000000011,1766045700000,False
1766043900000,BEARISH,177.53,177.29,0.2400000000000091,1766043900000,False
1766042100000,BULLISH,177.53,177.17,0.36000000000001364,1766042100000,False
1766035800000,BEARISH,177.76,177.65,0.10999999999998522,1766035800000,False
1766034900000,BEARISH,178.31,177.9,0.4099999999999966,1766034900000,False
1766030400000,BULLISH,177.88,177.87,0.009999999999990905,1766030400000,False
1766028600000,BEARISH,178.45,177.87,0.5799999999999841,1766028600000,False
1766027700000,BEARISH,178.9,178.46,0.4399999999999977,1766027700000,False
1766020500000,BEARISH,178.34,178.12,0.21999999999999886,1766020500000,False
1766017800000,BEARISH,179.11,178.96,0.15000000000000568,1766017800000,False
1766010600000,BULLISH,179.03,179.0,0.030000000000001137,1766010600000,False
1766007900000,BEARISH,178.68,178.54,0.14000000000001478,1766007900000,False
1766007000000,BEARISH,179.13,179.05,0.07999999999998408,1766007000000,False
1766001600000,BULLISH,178.94,178.19,0.75,1766001600000,False
1765997100000,BEARISH,179.36,179.03,0.3300000000000125,1765997100000,False
1765989000000,BEARISH,181.2,180.88,0.3199999999999932,1765989000000,False
1765988100000,BEARISH,182.64,181.63,1.009999999999991,1765988100000,False
1765987200000,BEARISH,186.11,184.68,1.4300000000000068,1765987200000,False
1765986300000,BEARISH,189.47,186.97,2.5,1765986300000,False
1765983600000,BULLISH,188.5,186.29,2.210000000000008,1765983600000,False
1765980000000,BULLISH,185.44,185.1,0.3400000000000034,1765980000000,False
1765979100000,BULLISH,184.82,184.12,0.6999999999999886,1765979100000,False
1765959300000,BEARISH,185.2,185.18,0.01999999999998181,1765959300000,False
1765958400000,BEARISH,185.44,185.29,0.15000000000000568,1765958400000,False
1765953900000,BEARISH,185.27,185.08,0.18999999999999773,1765953900000,False
1765952100000,BULLISH,185.27,184.62,0.6500000000000057,1765952100000,False
1765945800000,BEARISH,185.63,185.42,0.21000000000000796,1765945800000,False
1765943100000,BEARISH,186.64,186.42,0.21999999999999886,1765943100000,False
1765940400000,BULLISH,186.59,186.25,0.3400000000000034,1765940400000,False
1765935900000,BEARISH,186.27,186.04,0.2300000000000182,1765935900000,False
1765934100000,BULLISH,186.27,185.88,0.3900000000000148,1765934100000,False
1765933200000,BULLISH,185.82,185.75,0.06999999999999318,1765933200000,False
1765928700000,BULLISH,185.46,185.34,0.12000000000000455,1765928700000,False
1765926900000,BEARISH,185.39,185.34,0.04999999999998295,1765926900000,False
1765926000000,BEARISH,185.53,185.51,0.020000000000010232,1765926000000,False
1765921500000,BULLISH,185.67,185.52,0.14999999999997726,1765921500000,False
1765912500000,BEARISH,186.83,185.42,1.410000000000025,1765912500000,False
1765910700000,BULLISH,186.83,186.35,0.4800000000000182,1765910700000,False
1765906200000,BEARISH,187.05,186.8,0.25,1765906200000,False
1765899900000,BULLISH,186.88,186.84,0.03999999999999204,1765899900000,False
1765892700000,BEARISH,187.97,186.92,1.0500000000000114,1765892700000,False
1765881900000,BULLISH,187.64,186.47,1.1699999999999875,1765881900000,False
1765876500000,BEARISH,186.11,186.07,0.040000000000020464,1765876500000,False
1765869300000,BEARISH,187.87,187.17,0.700000000000017,1765869300000,False
1765861200000,BULLISH,186.51,185.3,1.2099999999999795,1765861200000,False
1765859400000,BEARISH,185.88,185.3,0.5799999999999841,1765859400000,False
1765858500000,BEARISH,186.41,186.26,0.15000000000000568,1765858500000,False
1765856700000,BEARISH,188.38,187.55,0.8299999999999841,1765856700000,False
1765854900000,BEARISH,189.57,189.09,0.47999999999998977,1765854900000,False
1765854000000,BEARISH,190.8,190.35,0.45000000000001705,1765854000000,False
