id,type,top,bottom,size,timestamp,mitigated
1766599080000,BEARISH,148.14,148.07,0.06999999999999318,1766599080000,False
1766599020000,BEARISH,148.15,148.14,0.010000000000019327,1766599020000,False
1766598780000,BEARISH,148.31,148.3,0.009999999999990905,1766598780000,False
1766598720000,BEARISH,148.39,148.37,0.01999999999998181,1766598720000,False
1766598660000,BEARISH,148.53,148.41,0.12000000000000455,1766598660000,False
1766598480000,BULLISH,148.55,148.49,0.060000000000002274,1766598480000,False
1766598420000,BULLISH,148.49,148.43,0.060000000000002274,1766598420000,False
1766598060000,BEARISH,148.75,148.58,0.1699999999999875,1766598060000,False
1766598000000,BEARISH,148.87,148.83,0.03999999999999204,1766598000000,False
1766597580000,BEARISH,148.89,148.86,0.029999999999972715,1766597580000,False
1766597520000,BEARISH,148.98,148.92,0.060000000000002274,1766597520000,False
1766597280000,BULLISH,148.93,148.64,0.29000000000002046,1766597280000,False
1766597160000,BEARISH,148.71,148.64,0.0700000000000216,1766597160000,False
1766597040000,BEARISH,148.82,148.79,0.030000000000001137,1766597040000,False
1766596740000,BEARISH,149.01,148.96,0.04999999999998295,1766596740000,False
1766596620000,BULLISH,149.01,148.92,0.09000000000000341,1766596620000,False
1766596320000,BULLISH,148.83,148.79,0.040000000000020464,1766596320000,False
1766596200000,BEARISH,148.89,148.79,0.09999999999999432,1766596200000,False
1766596140000,BEARISH,149.05,148.93,0.12000000000000455,1766596140000,False
1766595960000,BULLISH,149.03,148.98,0.05000000000001137,1766595960000,False
1766595540000,BULLISH,148.95,148.92,0.030000000000001137,1766595540000,False
1766595420000,BEARISH,149.01,148.92,0.09000000000000341,1766595420000,False
1766595060000,BEARISH,149.17,149.13,0.03999999999999204,1766595060000,False
1766594940000,BULLISH,149.17,149.05,0.11999999999997613,1766594940000,False
1766594760000,BEARISH,149.21,149.07,0.14000000000001478,1766594760000,False
1766594520000,BULLISH,149.03,148.95,0.0800000000000125,1766594520000,False
1766594040000,BULLISH,149.22,148.73,0.4900000000000091,1766594040000,False
1766593920000,BULLISH,148.59,148.34,0.25,1766593920000,False
1766593860000,BULLISH,148.25,148.17,0.0800000000000125,1766593860000,False
1766593440000,BEARISH,148.38,148.34,0.03999999999999204,1766593440000,False
1766592840000,BULLISH,148.64,148.51,0.12999999999999545,1766592840000,False
1766592720000,BEARISH,148.71,148.51,0.20000000000001705,1766592720000,False
1766592120000,BULLISH,148.56,148.28,0.28000000000000114,1766592120000,False
1766592060000,BULLISH,148.26,148.23,0.030000000000001137,1766592060000,False
1766592000000,BULLISH,148.09,148.01,0.0800000000000125,1766592000000,False
1766591820000,BULLISH,147.85,147.84,0.009999999999990905,1766591820000,False
1766591700000,BEARISH,147.89,147.84,0.04999999999998295,1766591700000,False
1766591280000,BEARISH,148.01,147.83,0.1799999999999784,1766591280000,False
1766591220000,BEARISH,148.09,148.02,0.06999999999999318,1766591220000,False
1766590620000,BEARISH,148.15,147.99,0.1599999999999966,1766590620000,False
1766590380000,BULLISH,147.9,147.7,0.20000000000001705,1766590380000,False
1766590260000,BULLISH,147.56,147.52,0.03999999999999204,1766590260000,False
1766590140000,BEARISH,147.62,147.52,0.09999999999999432,1766590140000,False
1766589720000,BEARISH,148.15,147.91,0.2400000000000091,1766589720000,False
1766589420000,BULLISH,148.04,148.01,0.030000000000001137,1766589420000,False
1766588820000,BEARISH,148.21,148.12,0.09000000000000341,1766588820000,False
1766588700000,BEARISH,148.47,148.44,0.030000000000001137,1766588700000,False
1766588640000,BEARISH,148.65,148.47,0.18000000000000682,1766588640000,False
1766588460000,BULLISH,148.49,148.42,0.0700000000000216,1766588460000,False
1766588220000,BEARISH,148.57,148.51,0.060000000000002274,1766588220000,False
1766588040000,BEARISH,148.96,148.79,0.17000000000001592,1766588040000,False
1766587920000,BULLISH,148.96,148.9,0.060000000000002274,1766587920000,False
1766587740000,BULLISH,148.74,148.72,0.020000000000010232,1766587740000,False
1766587440000,BEARISH,149.07,149.04,0.030000000000001137,1766587440000,False
1766587260000,BULLISH,148.89,148.41,0.47999999999998977,1766587260000,False
1766587200000,BULLISH,148.31,148.28,0.030000000000001137,1766587200000,False
1766587080000,BEARISH,148.31,148.28,0.030000000000001137,1766587080000,False
1766586780000,BEARISH,149.2,149.12,0.07999999999998408,1766586780000,False
1766586720000,BEARISH,149.21,149.19,0.020000000000010232,1766586720000,False
1766586480000,BEARISH,149.38,149.32,0.060000000000002274,1766586480000,False
1766586120000,BEARISH,149.28,149.24,0.03999999999999204,1766586120000,False
1766586000000,BULLISH,149.28,149.21,0.06999999999999318,1766586000000,False
1766585940000,BULLISH,149.21,149.11,0.09999999999999432,1766585940000,False
1766585640000,BEARISH,149.24,149.21,0.030000000000001137,1766585640000,False
1766585580000,BEARISH,149.31,149.3,0.009999999999990905,1766585580000,False
1766585460000,BULLISH,149.31,149.26,0.05000000000001137,1766585460000,False
1766585340000,BEARISH,149.32,149.26,0.060000000000002274,1766585340000,False
1766585280000,BEARISH,149.39,149.33,0.05999999999997385,1766585280000,False
1766585160000,BULLISH,149.39,149.37,0.01999999999998181,1766585160000,False
1766584860000,BULLISH,149.32,149.31,0.009999999999990905,1766584860000,False
1766584500000,BULLISH,149.23,149.2,0.030000000000001137,1766584500000,False
1766584020000,BULLISH,149.13,149.0,0.12999999999999545,1766584020000,False
1766583720000,BULLISH,148.86,148.83,0.030000000000001137,1766583720000,False
1766583240000,BEARISH,148.78,148.77,0.009999999999990905,1766583240000,False
1766583180000,BEARISH,148.94,148.82,0.12000000000000455,1766583180000,False
1766583060000,BULLISH,148.94,148.62,0.3199999999999932,1766583060000,False
1766582940000,BULLISH,148.61,148.54,0.0700000000000216,1766582940000,False
1766582580000,BULLISH,148.49,148.45,0.040000000000020464,1766582580000,False
1766582460000,BULLISH,148.39,148.33,0.05999999999997385,1766582460000,False
1766581740000,BULLISH,148.46,148.4,0.060000000000002274,1766581740000,False
1766581140000,BEARISH,148.47,148.39,0.0800000000000125,1766581140000,False
1766580900000,BULLISH,148.42,148.34,0.07999999999998408,1766580900000,False
1766580360000,BEARISH,148.66,148.42,0.2400000000000091,1766580360000,False
1766580180000,BEARISH,148.76,148.71,0.04999999999998295,1766580180000,False
1766579940000,BEARISH,148.97,148.94,0.030000000000001137,1766579940000,False
1766579700000,BULLISH,148.94,148.93,0.009999999999990905,1766579700000,False
1766579640000,BULLISH,148.93,148.89,0.040000000000020464,1766579640000,False
