id_fvg,type,top,bottom,created_at,filled
3m_64909,BULLISH,169.64,169.52,1745659260000.0,False
3m_64911,BEARISH,169.64,169.28,1745659620000.0,False
3m_64912,BEARISH,169.35,168.77,1745659800000.0,False
3m_64913,BEARISH,168.71,168.32,1745659980000.0,False
3m_64914,BEARISH,168.26,168.09,1745660160000.0,False
3m_64915,BEARISH,167.97,167.89,1745660340000.0,False
3m_64917,BULLISH,167.91,167.89,1745660700000.0,False
3m_64921,BULLISH,168.34,168.15,1745661420000.0,False
3m_64923,BULLISH,168.51,168.45,1745661780000.0,False
3m_64924,BULLISH,169.15,168.56,1745661960000.0,False
3m_64926,BEARISH,169.15,169.07,1745662320000.0,False
3m_64927,BEARISH,168.98,168.84,1745662500000.0,False
3m_64930,BULLISH,169.26,168.8,1745663040000.0,False
3m_64932,BEARISH,169.26,169.21,1745663400000.0,False
3m_64935,BULLISH,169.61,169.27,1745663940000.0,False
3m_64936,BULLISH,169.68,169.55,1745664120000.0,False
3m_64937,BULLISH,169.86,169.61,1745664300000.0,False
3m_64938,BULLISH,169.8,169.79,1745664480000.0,False
3m_64939,BEARISH,169.86,169.83,1745664660000.0,False
3m_64942,BEARISH,169.84,169.23,1745665200000.0,False
3m_64945,BEARISH,168.96,168.79,1745665740000.0,False
3m_64946,BEARISH,168.8,168.59,1745665920000.0,False
3m_64950,BEARISH,168.17,167.79,1745666640000.0,False
3m_64951,BEARISH,167.64,167.61,1745666820000.0,False
3m_64953,BULLISH,167.93,167.61,1745667180000.0,False
3m_64955,BEARISH,167.93,167.32,1745667540000.0,False
3m_64957,BEARISH,167.21,167.17,1745667900000.0,False
3m_64959,BEARISH,166.48,166.46,1745668260000.0,False
3m_64960,BEARISH,166.43,166.26,1745668440000.0,False
3m_64965,BULLISH,166.64,166.55,1745669340000.0,False
3m_64966,BULLISH,166.64,166.58,1745669520000.0,False
3m_64969,BEARISH,166.95,166.63,1745670060000.0,False
3m_64971,BULLISH,166.77,166.63,1745670420000.0,False
3m_64974,BEARISH,166.97,166.78,1745670960000.0,False
3m_64985,BEARISH,166.65,166.57,1745672940000.0,False
3m_64986,BEARISH,166.48,166.47,1745673120000.0,False
3m_64991,BEARISH,166.17,165.79,1745674020000.0,False
3m_64992,BEARISH,165.71,165.6,1745674200000.0,False
3m_64993,BEARISH,165.6,165.38,1745674380000.0,False
3m_64995,BULLISH,165.79,165.38,1745674740000.0,False
3m_65002,BULLISH,165.52,165.03,1745676000000.0,False
3m_65006,BULLISH,165.57,165.56,1745676720000.0,False
3m_65008,BEARISH,165.57,165.23,1745677080000.0,False
3m_65009,BEARISH,165.26,165.17,1745677260000.0,False
3m_65011,BULLISH,165.59,165.17,1745677620000.0,False
3m_65012,BULLISH,165.65,165.61,1745677800000.0,False
3m_65013,BULLISH,165.95,165.69,1745677980000.0,False
3m_65014,BULLISH,166.05,165.89,1745678160000.0,False
3m_65016,BULLISH,166.46,166.25,1745678520000.0,False
