Grid_ID,Side,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Qty_Closed,PnL_USD,PnL_Pct,Reason,Entry_ADX,Duration_Min,MAE_Pct
G_1735584300,SHORT,2024-12-30 18:45:00,2024-12-30 19:15:00,333.92,329.7815,0.1,0.41,1.24,TP_MAIN_MID,22.3,30,-0.06
G_1735584300,SHORT,2024-12-30 18:45:00,2024-12-30 20:15:00,333.92,333.92,0.1,0.0,0.0,RUNNER_BE,22.3,90,-0.06
G_1735591500,SHORT,2024-12-30 20:45:00,2024-12-30 21:15:00,333.52,331.09450000000004,0.1,0.24,0.73,TP_MAIN_MID,18.18,30,-0.08
G_1735367400,LONG,2024-12-28 06:30:00,2024-12-30 23:00:00,320.18,320.18,0.1,0.0,0.0,RUNNER_BE,15.28,3870,-0.45
G_1735378200,SHORT,2024-12-28 09:30:00,2024-12-30 23:15:00,328.76,328.4645,0.1,0.03,0.09,TP_MAIN_MID,14.0,3705,-10.2
G_1735376400,SHORT,2024-12-28 09:00:00,2024-12-31 00:30:00,325.74,325.409,0.1,0.03,0.1,TP_MAIN_MID,12.61,3810,-11.22
G_1735376400,SHORT,2024-12-28 09:00:00,2024-12-31 14:00:00,325.74,325.74,0.1,0.0,0.0,RUNNER_BE,12.61,4620,-11.22
G_1735655400,SHORT,2024-12-31 14:30:00,2024-12-31 15:45:00,323.18,318.119,0.1,0.51,1.57,TP_MAIN_MID,22.67,75,-0.36
G_1735378200,SHORT,2024-12-28 09:30:00,2025-01-02 00:15:00,328.76,328.76,0.1,0.0,0.0,RUNNER_BE,14.0,6645,-10.2
G_1735655400,SHORT,2024-12-31 14:30:00,2025-01-02 00:15:00,323.18,323.18,0.1,0.0,0.0,RUNNER_BE,22.67,2025,-1.82
G_1735600500,LONG,2024-12-30 23:15:00,2025-01-02 00:30:00,320.69,321.2345,0.1,0.05,0.17,TP_MAIN_MID,23.33,2955,-4.58
G_1735600500,LONG,2024-12-30 23:15:00,2025-01-02 02:15:00,320.69,320.69,0.1,0.0,0.0,RUNNER_BE,23.33,3060,-4.58
G_1735591500,SHORT,2024-12-30 20:45:00,2025-01-02 06:00:00,333.52,333.52,0.1,0.0,0.0,RUNNER_BE,18.18,3435,-0.18
G_1735564500,LONG,2024-12-30 13:15:00,2025-01-02 10:45:00,332.82,332.84900000000005,0.1,0.0,0.01,TP_MAIN_MID,10.85,4170,-8.06
G_1735564500,LONG,2024-12-30 13:15:00,2025-01-02 12:15:00,332.82,332.82,0.1,0.0,0.0,RUNNER_BE,10.85,4260,-8.06
G_1735844400,SHORT,2025-01-02 19:00:00,2025-01-02 20:30:00,338.23,335.2825,0.1,0.29,0.87,TP_MAIN_MID,21.74,90,-0.34
G_1735855200,LONG,2025-01-02 22:00:00,2025-01-02 23:30:00,330.62,333.5655,0.1,0.29,0.89,TP_MAIN_MID,16.9,90,-0.48
G_1735855200,LONG,2025-01-02 22:00:00,2025-01-03 00:15:00,330.62,330.62,0.1,0.0,0.0,RUNNER_BE,16.9,135,-0.48
G_1735865100,LONG,2025-01-03 00:45:00,2025-01-03 02:15:00,329.98,330.89050000000003,0.1,0.09,0.28,TP_MAIN_MID,14.91,90,-1.17
G_1735867800,LONG,2025-01-03 01:30:00,2025-01-03 02:15:00,327.25,330.89050000000003,0.1,0.36,1.11,TP_MAIN_MID,17.64,45,-0.03
G_1735865100,LONG,2025-01-03 00:45:00,2025-01-03 02:30:00,329.98,329.98,0.1,0.0,0.0,RUNNER_BE,14.91,105,-1.17
G_1735867800,LONG,2025-01-03 01:30:00,2025-01-03 03:15:00,327.25,327.25,0.1,0.0,0.0,RUNNER_BE,17.64,105,-0.07
G_1735792200,SHORT,2025-01-02 04:30:00,2025-01-03 04:15:00,329.67,329.447,0.1,0.02,0.07,TP_MAIN_MID,27.58,1425,-3.08
G_1735887600,LONG,2025-01-03 07:00:00,2025-01-03 09:15:00,321.83,322.5255,0.1,0.07,0.22,TP_MAIN_MID,26.54,135,-1.44
G_1735792200,SHORT,2025-01-02 04:30:00,2025-01-03 11:45:00,329.67,329.67,0.1,0.0,0.0,RUNNER_BE,27.58,1875,-3.08
G_1735882200,LONG,2025-01-03 05:30:00,2025-01-03 12:15:00,323.79,324.1205,0.1,0.03,0.1,TP_MAIN_MID,24.06,405,-2.04
G_1735878600,LONG,2025-01-03 04:30:00,2025-01-03 13:15:00,325.91,326.5385,0.1,0.06,0.19,TP_MAIN_MID,19.19,525,-2.68
G_1735844400,SHORT,2025-01-02 19:00:00,2025-01-03 14:00:00,338.23,338.23,0.1,0.0,0.0,RUNNER_BE,21.74,1140,-1.7
G_1735456500,LONG,2024-12-29 07:15:00,2025-01-03 16:30:00,340.34,340.63,0.1,0.03,0.09,TP_MAIN_MID,12.7,7755,-10.09
G_1735456500,LONG,2024-12-29 07:15:00,2025-01-04 04:00:00,340.34,340.34,0.1,0.0,0.0,RUNNER_BE,12.7,8445,-10.09
G_1735975800,SHORT,2025-01-04 07:30:00,2025-01-04 08:00:00,345.83,342.402,0.1,0.34,0.99,TP_MAIN_MID,22.59,30,0.0
G_1735975800,SHORT,2025-01-04 07:30:00,2025-01-04 12:15:00,345.83,345.83,0.1,0.0,0.0,RUNNER_BE,22.59,285,-1.48
G_1735950600,LONG,2025-01-04 00:30:00,2025-01-04 13:45:00,345.69,345.69449999999995,0.1,0.0,0.0,TP_MAIN_MID,22.74,795,-1.94
G_1735950600,LONG,2025-01-04 00:30:00,2025-01-05 01:30:00,345.69,345.69,0.1,0.0,0.0,RUNNER_BE,22.74,1500,-1.94
G_1736041500,LONG,2025-01-05 01:45:00,2025-01-05 04:00:00,344.85,348.413,0.1,0.36,1.03,TP_MAIN_MID,26.44,135,-0.01
G_1736041500,LONG,2025-01-05 01:45:00,2025-01-05 08:00:00,344.85,344.85,0.1,0.0,0.0,RUNNER_BE,26.44,375,-0.61
G_1735993800,SHORT,2025-01-04 12:30:00,2025-01-05 09:15:00,347.36,347.336,0.1,0.0,0.01,TP_MAIN_MID,19.17,1245,-4.01
G_1736064900,LONG,2025-01-05 08:15:00,2025-01-05 10:30:00,344.51,346.184,0.1,0.17,0.49,TP_MAIN_MID,17.2,135,-0.57
G_1736064900,LONG,2025-01-05 08:15:00,2025-01-05 11:00:00,344.51,344.51,0.1,0.0,0.0,RUNNER_BE,17.2,165,-0.57
G_1736085600,LONG,2025-01-05 14:00:00,2025-01-05 15:00:00,342.38,344.2625,0.1,0.19,0.55,TP_MAIN_MID,15.79,60,-0.56
G_1736085600,LONG,2025-01-05 14:00:00,2025-01-05 15:15:00,342.38,342.38,0.1,0.0,0.0,RUNNER_BE,15.79,75,-0.56
G_1736100000,LONG,2025-01-05 18:00:00,2025-01-05 18:30:00,339.89,342.3485,0.1,0.25,0.72,TP_MAIN_MID,11.52,30,-0.11
G_1736100000,LONG,2025-01-05 18:00:00,2025-01-05 21:30:00,339.89,339.89,0.1,0.0,0.0,RUNNER_BE,11.52,210,-0.11
G_1736114400,LONG,2025-01-05 22:00:00,2025-01-05 22:15:00,339.83,341.409,0.1,0.16,0.46,TP_MAIN_MID,9.16,15,-0.03
G_1736114400,LONG,2025-01-05 22:00:00,2025-01-06 00:15:00,339.83,339.83,0.1,0.0,0.0,RUNNER_BE,9.16,135,-0.07
G_1736125200,LONG,2025-01-06 01:00:00,2025-01-06 01:45:00,336.02,340.687,0.1,0.47,1.39,TP_MAIN_MID,14.07,45,-0.01
G_1735993800,SHORT,2025-01-04 12:30:00,2025-01-06 04:00:00,347.36,347.36,0.1,0.0,0.0,RUNNER_BE,19.17,2370,-4.01
G_1736136900,SHORT,2025-01-06 04:15:00,2025-01-06 06:00:00,346.37,344.5775,0.1,0.18,0.52,TP_MAIN_MID,24.69,105,-0.83
G_1736125200,LONG,2025-01-06 01:00:00,2025-01-06 08:45:00,336.02,336.02,0.1,0.0,0.0,RUNNER_BE,14.07,465,-0.01
G_1736163900,SHORT,2025-01-06 11:45:00,2025-01-06 14:15:00,343.09,340.897,0.1,0.22,0.64,TP_MAIN_MID,21.94,150,-0.86
G_1736136900,SHORT,2025-01-06 04:15:00,2025-01-06 14:45:00,346.37,346.37,0.1,0.0,0.0,RUNNER_BE,24.69,630,-0.83
G_1736163900,SHORT,2025-01-06 11:45:00,2025-01-06 14:45:00,343.09,343.09,0.1,0.0,0.0,RUNNER_BE,21.94,180,-1.26
G_1736175600,SHORT,2025-01-06 15:00:00,2025-01-06 17:00:00,349.62,345.945,0.1,0.37,1.05,TP_MAIN_MID,20.23,120,-1.65
G_1736179200,SHORT,2025-01-06 16:00:00,2025-01-06 17:00:00,354.23,345.945,0.1,0.83,2.34,TP_MAIN_MID,25.66,60,-0.33
G_1735878600,LONG,2025-01-03 04:30:00,2025-01-07 14:45:00,325.91,325.91,0.1,0.0,0.0,RUNNER_BE,19.19,6375,-2.68
G_1735882200,LONG,2025-01-03 05:30:00,2025-01-07 14:45:00,323.79,323.79,0.1,0.0,0.0,RUNNER_BE,24.06,6315,-2.04
G_1735887600,LONG,2025-01-03 07:00:00,2025-01-07 14:45:00,321.83,321.83,0.1,0.0,0.0,RUNNER_BE,26.54,6225,-1.44
G_1735905600,SHORT,2025-01-03 12:00:00,2025-01-07 15:15:00,331.43,331.31049999999993,0.1,0.01,0.04,TP_MAIN_MID,24.61,5955,-9.01
G_1736337600,LONG,2025-01-08 12:00:00,2025-01-08 13:30:00,297.08,297.242,0.1,0.02,0.05,TP_MAIN_MID,29.62,90,-1.74
G_1736337600,LONG,2025-01-08 12:00:00,2025-01-08 13:45:00,297.08,297.08,0.1,0.0,0.0,RUNNER_BE,29.62,105,-1.74
G_1736354700,LONG,2025-01-08 16:45:00,2025-01-08 18:15:00,288.22,291.07000000000005,0.1,0.29,0.99,TP_MAIN_MID,28.52,90,-4.3
G_1736354700,LONG,2025-01-08 16:45:00,2025-01-08 18:30:00,288.22,288.22,0.1,0.0,0.0,RUNNER_BE,28.52,105,-4.3
G_1736350200,LONG,2025-01-08 15:30:00,2025-01-09 01:00:00,292.51,292.726,0.1,0.02,0.07,TP_MAIN_MID,26.15,570,-5.71
G_1736350200,LONG,2025-01-08 15:30:00,2025-01-09 02:00:00,292.51,292.51,0.1,0.0,0.0,RUNNER_BE,26.15,630,-5.71
G_1736375400,SHORT,2025-01-08 22:30:00,2025-01-09 02:00:00,295.56,294.26550000000003,0.1,0.13,0.44,TP_MAIN_MID,15.98,210,-1.45
G_1736385300,SHORT,2025-01-09 01:15:00,2025-01-09 02:00:00,298.97,294.26550000000003,0.1,0.47,1.57,TP_MAIN_MID,15.47,45,-0.3
G_1736375400,SHORT,2025-01-08 22:30:00,2025-01-09 02:30:00,295.56,295.56,0.1,0.0,0.0,RUNNER_BE,15.98,240,-1.45
G_1736406900,LONG,2025-01-09 07:15:00,2025-01-09 08:30:00,283.2,287.933,0.1,0.47,1.67,TP_MAIN_MID,27.19,75,-0.35
G_1736406900,LONG,2025-01-09 07:15:00,2025-01-09 10:30:00,283.2,283.2,0.1,0.0,0.0,RUNNER_BE,27.19,195,-0.35
G_1736426700,LONG,2025-01-09 12:45:00,2025-01-09 18:30:00,283.57,283.62749999999994,0.1,0.01,0.02,TP_MAIN_MID,22.34,345,-3.56
G_1736426700,LONG,2025-01-09 12:45:00,2025-01-09 18:45:00,283.57,283.57,0.1,0.0,0.0,RUNNER_BE,22.34,360,-3.56
G_1736451900,LONG,2025-01-09 19:45:00,2025-01-09 22:15:00,277.51,280.4565,0.1,0.29,1.06,TP_MAIN_MID,22.87,150,-1.52
G_1736385300,SHORT,2025-01-09 01:15:00,2025-01-10 07:30:00,298.97,298.97,0.1,0.0,0.0,RUNNER_BE,15.47,1815,-0.6
G_1736396100,LONG,2025-01-09 04:15:00,2025-01-10 08:00:00,290.76,291.1325,0.1,0.04,0.13,TP_MAIN_MID,18.18,1665,-6.01
G_1736396100,LONG,2025-01-09 04:15:00,2025-01-10 11:15:00,290.76,290.76,0.1,0.0,0.0,RUNNER_BE,18.18,1860,-6.01
G_1736508600,LONG,2025-01-10 11:30:00,2025-01-10 13:15:00,289.98,291.63,0.1,0.16,0.57,TP_MAIN_MID,20.36,105,-0.77
G_1736451900,LONG,2025-01-09 19:45:00,2025-01-10 13:30:00,277.51,277.51,0.1,0.0,0.0,RUNNER_BE,22.87,1065,-1.52
G_1736508600,LONG,2025-01-10 11:30:00,2025-01-10 13:30:00,289.98,289.98,0.1,0.0,0.0,RUNNER_BE,20.36,120,-4.7
G_1736515800,LONG,2025-01-10 13:30:00,2025-01-10 17:15:00,281.5,283.2625,0.1,0.18,0.63,TP_MAIN_MID,18.38,225,-1.57
G_1736517600,LONG,2025-01-10 14:00:00,2025-01-10 21:30:00,285.37,285.418,0.1,0.0,0.02,TP_MAIN_MID,22.61,450,-2.91
G_1736517600,LONG,2025-01-10 14:00:00,2025-01-10 21:45:00,285.37,285.37,0.1,0.0,0.0,RUNNER_BE,22.61,465,-2.91
G_1736515800,LONG,2025-01-10 13:30:00,2025-01-11 01:45:00,281.5,281.5,0.1,0.0,0.0,RUNNER_BE,18.38,735,-1.57
G_1736564400,LONG,2025-01-11 03:00:00,2025-01-11 05:00:00,281.58,282.411,0.1,0.08,0.3,TP_MAIN_MID,18.97,120,-0.54
G_1736564400,LONG,2025-01-11 03:00:00,2025-01-11 05:15:00,281.58,281.58,0.1,0.0,0.0,RUNNER_BE,18.97,135,-0.54
G_1736577000,SHORT,2025-01-11 06:30:00,2025-01-11 06:45:00,283.48,282.371,0.1,0.11,0.39,TP_MAIN_MID,16.78,15,-0.02
G_1736577000,SHORT,2025-01-11 06:30:00,2025-01-11 08:00:00,283.48,283.48,0.1,0.0,0.0,RUNNER_BE,16.78,90,-0.06
G_1736556300,LONG,2025-01-11 00:45:00,2025-01-11 12:00:00,283.94,283.989,0.1,0.0,0.02,TP_MAIN_MID,12.95,675,-1.36
G_1736594100,SHORT,2025-01-11 11:15:00,2025-01-11 13:00:00,286.65,284.747,0.1,0.19,0.66,TP_MAIN_MID,16.67,105,-0.68
G_1736556300,LONG,2025-01-11 00:45:00,2025-01-11 13:30:00,283.94,283.94,0.1,0.0,0.0,RUNNER_BE,12.95,765,-1.36
G_1736594100,SHORT,2025-01-11 11:15:00,2025-01-11 14:30:00,286.65,286.65,0.1,0.0,0.0,RUNNER_BE,16.67,195,-0.68
G_1736620200,LONG,2025-01-11 18:30:00,2025-01-11 19:00:00,284.93,286.183,0.1,0.13,0.44,TP_MAIN_MID,11.75,30,-0.21
G_1736620200,LONG,2025-01-11 18:30:00,2025-01-11 19:30:00,284.93,284.93,0.1,0.0,0.0,RUNNER_BE,11.75,60,-0.41
G_1736623800,LONG,2025-01-11 19:30:00,2025-01-11 19:45:00,284.43,286.0005,0.1,0.16,0.55,TP_MAIN_MID,11.18,15,-0.13
G_1736627400,SHORT,2025-01-11 20:30:00,2025-01-11 22:45:00,288.69,288.0005,0.1,0.07,0.24,TP_MAIN_MID,12.07,135,-1.78
G_1736627400,SHORT,2025-01-11 20:30:00,2025-01-11 23:00:00,288.69,288.69,0.1,0.0,0.0,RUNNER_BE,12.07,150,-1.78
G_1736656200,SHORT,2025-01-12 04:30:00,2025-01-12 06:15:00,289.93,288.79,0.1,0.11,0.39,TP_MAIN_MID,10.6,105,-0.63
G_1736656200,SHORT,2025-01-12 04:30:00,2025-01-12 07:45:00,289.93,289.93,0.1,0.0,0.0,RUNNER_BE,10.6,195,-0.63
G_1736673300,LONG,2025-01-12 09:15:00,2025-01-12 10:30:00,287.16,288.5105,0.1,0.14,0.47,TP_MAIN_MID,11.71,75,-0.88
G_1736673300,LONG,2025-01-12 09:15:00,2025-01-12 22:00:00,287.16,287.16,0.1,0.0,0.0,RUNNER_BE,11.71,765,-0.88
