Grid_ID,Side,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Qty_Closed,PnL_USD,PnL_Pct,Reason,Entry_ADX,Duration_Min,MAE_Pct
G_1735311600,LONG,2024-12-27 15:00:00,2024-12-27 17:30:00,322.87,327.9905,0.1,0.51,1.59,TP_MAIN_MID,29.88,150,-0.77
G_1735309800,LONG,2024-12-27 14:30:00,2024-12-27 17:45:00,327.14,327.14,0.1,0.0,0.0,RUNNER_BE,24.65,195,-2.07
G_1735311600,LONG,2024-12-27 15:00:00,2024-12-27 21:45:00,322.87,322.87,0.1,0.0,0.0,RUNNER_BE,29.88,405,-0.77
G_1735336800,LONG,2024-12-27 22:00:00,2024-12-27 22:30:00,325.22,326.091,0.1,0.09,0.27,TP_MAIN_MID,25.37,30,-0.39
G_1735336800,LONG,2024-12-27 22:00:00,2024-12-27 22:45:00,325.22,325.22,0.1,0.0,0.0,RUNNER_BE,25.37,45,-0.59
G_1735363800,LONG,2024-12-28 05:30:00,2024-12-28 07:00:00,322.66,323.0995,0.1,0.04,0.14,TP_MAIN_MID,12.76,90,-1.21
G_1735367400,LONG,2024-12-28 06:30:00,2024-12-28 07:00:00,320.18,323.0995,0.1,0.29,0.91,TP_MAIN_MID,15.28,30,-0.45
G_1735363800,LONG,2024-12-28 05:30:00,2024-12-28 08:00:00,322.66,322.66,0.1,0.0,0.0,RUNNER_BE,12.76,150,-1.21
G_1735304400,LONG,2024-12-27 13:00:00,2024-12-28 19:30:00,335.55,335.97249999999997,0.1,0.04,0.13,TP_MAIN_MID,13.59,1830,-5.01
G_1735290000,SHORT,2024-12-27 09:00:00,2024-12-28 20:30:00,350.16,350.16,0.1,0.0,0.0,RUNNER_BE,13.65,2130,-0.09
G_1734976800,SHORT,2024-12-23 18:00:00,2024-12-28 21:30:00,355.96,355.96,0.1,0.0,0.0,RUNNER_BE,29.62,7410,-9.61
G_1735452000,LONG,2024-12-29 06:00:00,2024-12-29 06:30:00,341.55,343.48,0.1,0.19,0.57,TP_MAIN_MID,14.65,30,-0.2
G_1735452000,LONG,2024-12-29 06:00:00,2024-12-29 07:15:00,341.55,341.55,0.1,0.0,0.0,RUNNER_BE,14.65,75,-0.83
G_1735472700,SHORT,2024-12-29 11:45:00,2024-12-29 12:00:00,340.33,339.482,0.1,0.08,0.25,TP_MAIN_MID,13.54,15,-0.16
G_1735472700,SHORT,2024-12-29 11:45:00,2024-12-29 12:15:00,340.33,340.33,0.1,0.0,0.0,RUNNER_BE,13.54,30,-0.46
G_1735304400,LONG,2024-12-27 13:00:00,2024-12-29 14:15:00,335.55,335.55,0.1,0.0,0.0,RUNNER_BE,13.59,2955,-5.01
G_1735488000,LONG,2024-12-29 16:00:00,2024-12-30 01:30:00,332.38,332.6775,0.1,0.03,0.09,TP_MAIN_MID,11.98,570,-1.78
G_1735481700,LONG,2024-12-29 14:15:00,2024-12-30 03:00:00,336.08,336.08299999999997,0.1,0.0,0.0,TP_MAIN_MID,12.15,765,-2.87
G_1735481700,LONG,2024-12-29 14:15:00,2024-12-30 04:15:00,336.08,336.08,0.1,0.0,0.0,RUNNER_BE,12.15,840,-2.87
G_1735488000,LONG,2024-12-29 16:00:00,2024-12-30 09:15:00,332.38,332.38,0.1,0.0,0.0,RUNNER_BE,11.98,1035,-1.78
G_1735550100,LONG,2024-12-30 09:15:00,2024-12-30 09:45:00,333.18,337.293,0.1,0.41,1.23,TP_MAIN_MID,12.49,30,-0.36
G_1735550100,LONG,2024-12-30 09:15:00,2024-12-30 11:00:00,333.18,333.18,0.1,0.0,0.0,RUNNER_BE,12.49,105,-0.36
G_1735565400,LONG,2024-12-30 13:30:00,2024-12-30 16:15:00,329.07,331.808,0.1,0.27,0.83,TP_MAIN_MID,13.09,165,-2.37
G_1735565400,LONG,2024-12-30 13:30:00,2024-12-30 16:30:00,329.07,329.07,0.1,0.0,0.0,RUNNER_BE,13.09,180,-2.37
