Timestamp,Event_Type,Close_Price,BB_Width_T0,BB_Expansion_Rate,RSI_T0,Width_T-1,Width_T-2,Width_T-3,Did_Revert_To_Mean,Bars_To_Mean,MAE_To_Mean_%,Did_Touch_Opposite,Bars_To_Opposite,Context_1h_State,Context_1h_Width,Context_1h_RSI,Context_4h_State,Context_4h_Width,Context_4h_RSI
2025-01-01 15:45:00,UPPER_BREAK,319.05,3.104,1.06,69.78,2.946,2.868,2.933,True,5,0.476,True,89,BREAK_UP,3.62,59.55,NEUTRAL,14.24,35.82
2025-01-02 00:15:00,UPPER_BREAK,327.02,2.457,1.02,68.44,1.975,2.174,2.416,True,6,1.107,True,55,NEAR_UPPER,6.05,74.8,NEUTRAL,12.71,44.5
2025-01-02 04:30:00,UPPER_BREAK,329.67,2.997,1.07,60.53,2.651,2.755,2.789,True,16,2.041,True,38,BREAK_UP,7.33,72.7,NEAR_UPPER,12.79,59.68
2025-01-02 05:30:00,UPPER_BREAK,332.35,4.065,1.23,75.87,3.642,3.468,3.301,True,12,1.219,True,34,BREAK_UP,7.83,69.99,NEAR_UPPER,12.79,59.68
2025-01-02 17:00:00,UPPER_BREAK,337.94,2.173,1.18,55.21,1.921,1.878,1.843,True,2,0.559,True,16,NEUTRAL,7.0,64.92,NEAR_UPPER,11.16,70.91
2025-01-02 21:00:00,LOWER_BREAK,332.03,1.99,0.84,41.77,2.024,2.251,2.365,True,10,0.904,True,58,NEUTRAL,5.1,53.9,NEAR_UPPER,11.59,64.97
2025-01-03 01:00:00,LOWER_BREAK,328.86,1.842,0.89,36.01,1.9,1.959,2.071,True,5,0.83,True,42,NEAR_LOWER,2.31,40.44,NEUTRAL,11.51,69.03
2025-01-03 07:15:00,LOWER_BREAK,320.66,2.875,1.03,18.49,3.038,2.964,2.789,True,8,1.085,True,17,BREAK_DOWN,5.97,20.28,NEUTRAL,11.51,59.1
2025-01-03 07:45:00,LOWER_BREAK,319.03,3.224,1.06,17.87,2.916,2.875,3.038,True,6,0.58,True,15,BREAK_DOWN,5.97,20.28,NEUTRAL,11.51,59.1
2025-01-03 11:45:00,UPPER_BREAK,329.67,4.076,1.35,82.12,3.598,3.318,3.017,True,33,8.078,True,49,NEUTRAL,6.46,46.06,NEUTRAL,11.61,63.71
2025-01-03 14:00:00,UPPER_BREAK,342.61,5.9,1.18,85.41,4.732,4.946,5.021,True,24,3.996,True,40,NEUTRAL,6.23,51.34,BREAK_UP,13.24,71.17
2025-01-04 00:00:00,LOWER_BREAK,348.46,1.395,1.27,40.8,1.162,1.152,1.101,True,22,2.626,True,30,NEUTRAL,15.74,80.56,NEAR_UPPER,16.53,71.28
2025-01-04 00:30:00,LOWER_BREAK,345.69,1.946,1.68,32.17,1.502,1.395,1.162,True,20,1.846,True,28,NEUTRAL,15.39,70.46,NEUTRAL,16.2,64.03
2025-01-04 07:30:00,UPPER_BREAK,345.83,1.661,1.22,69.8,1.443,1.393,1.358,True,2,0.0,True,11,NEUTRAL,7.04,40.95,NEUTRAL,15.7,64.57
2025-01-04 12:15:00,UPPER_BREAK,350.03,2.695,1.52,82.05,1.754,1.765,1.773,True,13,3.214,True,41,NEUTRAL,5.09,48.05,NEAR_UPPER,14.81,59.21
2025-01-04 23:00:00,LOWER_BREAK,351.72,1.418,1.02,35.3,1.173,1.168,1.389,True,20,2.337,True,23,NEUTRAL,7.54,66.26,NEAR_UPPER,14.15,61.6
2025-01-05 01:15:00,LOWER_BREAK,347.44,2.905,1.25,19.42,2.727,2.534,2.325,True,11,1.134,True,14,NEUTRAL,6.78,52.85,NEUTRAL,13.37,56.93
2025-01-05 01:45:00,LOWER_BREAK,344.85,3.424,1.26,18.06,3.073,2.905,2.727,True,9,0.006,True,12,NEUTRAL,6.78,52.85,NEUTRAL,13.37,56.93
