Timestamp,Event_Type,Close_Price,BB_Width_T0,BB_Expansion_Rate,RSI_T0,Width_T-1,Width_T-2,Width_T-3,Did_Revert_To_Mean,Bars_To_Mean,MAE_To_Mean_%,Did_Touch_Opposite,Bars_To_Opposite,Context_1h_State,Context_1h_Width,Context_1h_RSI,Context_4h_State,Context_4h_Width,Context_4h_RSI
2025-03-08 08:30:00,LOWER_BREAK,186.88,4.609,1.39,10.33,4.275,3.862,3.306,True,8,0.936,True,21,NEAR_LOWER,12.5,2.65,NEAR_LOWER,24.04,7.11
2025-03-08 13:45:00,UPPER_BREAK,193.25,4.551,1.2,68.73,4.105,3.983,3.806,True,4,1.175,True,10,NEUTRAL,12.21,43.24,NEAR_LOWER,25.69,9.42
2025-03-08 17:15:00,UPPER_BREAK,193.37,3.055,1.06,50.49,2.669,2.828,2.869,True,20,3.082,True,25,NEUTRAL,7.29,47.72,NEUTRAL,26.02,23.41
2025-03-09 02:00:00,LOWER_BREAK,193.95,2.455,1.11,37.44,2.233,2.195,2.217,True,7,0.134,True,13,NEUTRAL,8.11,66.54,NEUTRAL,26.79,31.41
2025-03-09 03:00:00,LOWER_BREAK,193.76,1.844,0.83,42.49,1.863,2.031,2.213,True,3,0.0,True,9,NEUTRAL,8.1,61.41,NEUTRAL,26.79,31.41
2025-03-09 08:30:00,LOWER_BREAK,193.36,2.143,1.14,30.02,1.898,1.842,1.887,True,15,2.948,True,26,NEUTRAL,5.19,39.75,NEUTRAL,23.8,31.64
2025-03-09 09:45:00,LOWER_BREAK,190.55,3.755,1.27,26.4,3.204,3.06,2.953,True,10,1.517,True,21,NEAR_LOWER,5.5,23.51,NEUTRAL,23.8,31.64
2025-03-09 10:45:00,LOWER_BREAK,188.0,5.023,1.24,12.58,4.478,4.216,4.057,True,6,0.048,True,17,BREAK_DOWN,5.91,19.9,NEUTRAL,23.8,31.64
2025-03-09 13:45:00,LOWER_BREAK,187.39,3.349,0.99,39.8,3.034,3.113,3.391,True,2,0.213,True,5,BREAK_DOWN,6.43,31.17,NEUTRAL,21.16,25.63
2025-03-09 16:30:00,LOWER_BREAK,186.82,3.868,1.18,37.48,3.387,3.218,3.268,True,24,5.674,True,33,BREAK_DOWN,7.4,35.94,NEAR_LOWER,18.86,22.26
2025-03-09 17:30:00,LOWER_BREAK,179.96,7.247,1.52,27.89,5.859,5.236,4.77,True,20,2.078,True,29,BREAK_DOWN,9.23,29.21,NEAR_LOWER,18.86,22.26
2025-03-10 00:45:00,UPPER_BREAK,183.86,4.174,1.12,70.17,3.731,3.716,3.718,True,31,6.614,True,32,NEUTRAL,13.67,45.03,NEUTRAL,18.08,36.84
2025-03-10 02:00:00,UPPER_BREAK,185.79,5.634,1.31,70.69,4.821,4.51,4.294,True,26,5.506,True,27,NEUTRAL,12.95,41.23,NEUTRAL,18.08,36.84
2025-03-10 04:00:00,UPPER_BREAK,193.0,8.624,1.24,79.61,7.782,7.492,6.949,True,18,1.565,True,19,NEUTRAL,11.33,52.44,NEUTRAL,18.08,36.84
2025-03-10 09:15:00,UPPER_BREAK,199.24,3.283,1.27,72.73,1.89,1.894,2.593,True,4,0.291,True,17,NEAR_UPPER,13.66,71.67,NEUTRAL,16.29,53.38
2025-03-10 13:45:00,LOWER_BREAK,190.87,3.677,0.98,41.5,3.441,3.721,3.753,True,17,5.868,True,61,NEUTRAL,15.04,67.02,NEUTRAL,15.03,47.03
2025-03-10 18:45:00,LOWER_BREAK,176.42,5.545,0.72,37.43,4.989,6.352,7.653,True,3,0.635,True,41,NEAR_LOWER,13.69,29.51,NEAR_LOWER,14.25,46.22
2025-03-11 00:15:00,LOWER_BREAK,175.68,4.342,0.99,39.82,3.474,3.707,4.403,True,8,4.952,True,19,NEAR_LOWER,16.02,27.97,BREAK_DOWN,14.56,31.09
2025-03-11 11:00:00,LOWER_BREAK,178.52,2.633,1.04,35.57,2.262,2.264,2.534,True,9,3.988,True,28,NEUTRAL,7.64,51.08,NEAR_LOWER,15.14,37.94
2025-03-11 12:00:00,LOWER_BREAK,175.11,4.063,1.46,28.58,2.972,2.798,2.788,True,5,2.119,True,24,NEUTRAL,7.06,44.23,NEAR_LOWER,15.14,37.94
2025-03-11 12:45:00,LOWER_BREAK,174.25,5.454,1.34,24.61,4.807,4.385,4.063,True,2,1.636,True,21,NEAR_LOWER,6.45,40.48,NEAR_LOWER,16.18,36.83
2025-03-11 14:15:00,LOWER_BREAK,170.75,7.194,1.14,29.98,6.709,6.432,6.301,True,4,1.915,True,15,BREAK_DOWN,8.14,42.67,NEAR_LOWER,16.18,36.83
2025-03-11 18:00:00,UPPER_BREAK,181.15,6.779,1.14,72.3,5.885,5.885,5.949,True,17,2.722,True,23,NEUTRAL,7.57,50.29,NEUTRAL,16.22,46.47
2025-03-12 00:15:00,LOWER_BREAK,180.55,2.319,1.09,41.36,2.129,2.096,2.136,True,4,1.113,True,31,NEUTRAL,9.02,48.38,NEAR_LOWER,16.99,43.99
2025-03-12 02:30:00,LOWER_BREAK,177.72,3.215,1.23,26.73,2.627,2.47,2.614,True,18,4.462,True,22,NEUTRAL,9.13,54.04,NEAR_LOWER,16.99,43.99
2025-03-12 08:00:00,UPPER_BREAK,176.85,4.155,0.77,72.23,4.173,4.767,5.429,True,5,0.645,True,26,NEUTRAL,11.22,50.98,NEAR_LOWER,16.95,47.82
2025-03-12 12:30:00,UPPER_BREAK,178.24,4.691,1.23,63.13,4.054,3.814,3.822,True,3,0.471,True,8,NEUTRAL,11.1,43.11,NEAR_LOWER,16.94,32.53
2025-03-12 14:30:00,LOWER_BREAK,167.18,6.303,1.26,32.69,5.51,5.174,4.997,True,8,1.992,True,25,NEAR_LOWER,12.01,34.93,NEAR_LOWER,16.94,32.53
2025-03-12 15:00:00,LOWER_BREAK,164.52,8.254,1.5,27.07,7.109,6.303,5.51,True,6,0.31,True,23,NEAR_LOWER,12.01,34.93,NEAR_LOWER,16.94,32.53
2025-03-12 21:00:00,UPPER_BREAK,173.61,2.931,1.06,65.52,2.469,2.323,2.777,True,15,1.008,True,23,NEUTRAL,8.36,51.64,NEUTRAL,16.93,41.29
2025-03-13 02:45:00,LOWER_BREAK,172.43,1.302,1.09,40.02,1.099,1.129,1.196,True,17,1.827,True,25,NEUTRAL,6.38,40.2,NEUTRAL,17.43,40.95
2025-03-13 03:30:00,LOWER_BREAK,172.15,1.784,1.37,39.2,1.556,1.43,1.302,True,14,1.667,True,22,NEUTRAL,6.22,52.1,NEUTRAL,17.43,40.95
2025-03-13 04:15:00,LOWER_BREAK,171.07,2.521,1.41,33.38,2.194,1.984,1.784,True,11,1.046,True,19,NEUTRAL,6.0,61.42,NEUTRAL,17.93,42.66
2025-03-13 08:15:00,LOWER_BREAK,169.46,1.917,0.93,42.88,1.841,1.996,2.071,True,2,0.431,True,3,NEUTRAL,4.8,57.44,NEUTRAL,17.38,50.13
2025-03-13 09:45:00,UPPER_BREAK,173.68,2.616,1.29,64.97,2.284,2.127,2.022,True,11,1.485,True,15,NEUTRAL,4.91,62.04,NEUTRAL,17.38,50.13
2025-03-13 13:30:00,LOWER_BREAK,171.26,1.964,0.63,42.12,2.45,3.059,3.106,True,34,6.499,True,48,NEAR_LOWER,3.88,32.45,NEUTRAL,15.98,37.8
2025-03-13 16:15:00,LOWER_BREAK,167.32,4.306,1.21,28.89,3.897,3.722,3.559,True,23,4.297,True,37,BREAK_DOWN,4.57,35.65,BREAK_DOWN,14.21,35.11
2025-03-13 17:30:00,LOWER_BREAK,165.37,5.098,1.12,13.24,4.689,4.614,4.547,True,18,3.169,True,32,BREAK_DOWN,6.08,30.48,BREAK_DOWN,14.21,35.11
2025-03-13 19:15:00,LOWER_BREAK,160.93,6.646,1.26,24.49,5.889,5.637,5.294,True,11,0.497,True,25,BREAK_DOWN,8.47,28.49,BREAK_DOWN,14.21,35.11
2025-03-14 02:15:00,UPPER_BREAK,165.89,2.491,0.93,60.05,2.472,2.577,2.685,True,11,1.001,True,16,NEUTRAL,10.82,40.97,NEUTRAL,14.39,32.02
2025-03-14 06:15:00,LOWER_BREAK,163.44,2.358,0.84,25.77,2.393,2.635,2.795,True,1,0.067,True,9,NEUTRAL,8.82,41.01,NEAR_LOWER,14.76,32.34
2025-03-14 09:15:00,UPPER_BREAK,167.63,2.933,1.03,60.96,2.708,2.858,2.854,True,13,0.567,True,44,NEUTRAL,6.32,67.96,NEUTRAL,15.04,44.62
2025-03-14 13:45:00,UPPER_BREAK,169.17,1.865,1.25,65.44,1.589,1.589,1.493,True,1,0.154,True,26,NEAR_UPPER,5.38,74.05,NEUTRAL,14.07,48.01
2025-03-14 14:30:00,UPPER_BREAK,170.69,2.58,1.38,69.54,1.885,1.785,1.865,True,20,3.931,True,23,BREAK_UP,6.28,75.88,NEUTRAL,14.07,48.01
2025-03-14 22:45:00,UPPER_BREAK,175.39,1.755,1.26,55.14,1.552,1.468,1.394,True,3,0.165,True,61,NEAR_UPPER,9.42,82.91,NEUTRAL,13.49,54.74
2025-03-15 04:15:00,UPPER_BREAK,175.62,1.824,1.09,56.4,1.636,1.548,1.671,True,7,0.985,True,39,NEAR_UPPER,7.11,65.84,NEUTRAL,9.91,48.05
2025-03-15 14:15:00,LOWER_BREAK,172.24,1.447,1.18,34.61,1.218,1.2,1.229,True,6,0.267,True,10,NEAR_LOWER,2.45,40.43,NEUTRAL,9.96,52.49
2025-03-16 01:30:00,LOWER_BREAK,171.04,2.313,1.42,13.35,1.942,1.76,1.633,True,9,1.286,True,16,BREAK_DOWN,2.49,35.34,NEUTRAL,9.94,72.12
2025-03-16 09:30:00,LOWER_BREAK,170.85,1.768,1.23,34.33,1.382,1.384,1.436,True,22,4.167,True,26,NEAR_LOWER,2.98,44.06,NEAR_LOWER,10.27,47.97
2025-03-16 10:15:00,LOWER_BREAK,170.23,2.524,1.43,34.4,2.177,2.016,1.768,True,19,3.818,True,23,BREAK_DOWN,3.33,34.63,NEAR_LOWER,10.27,47.97
2025-03-16 11:00:00,LOWER_BREAK,169.03,3.432,1.36,22.65,3.075,2.833,2.524,True,16,3.136,True,20,BREAK_DOWN,3.33,34.63,NEAR_LOWER,10.27,47.97
2025-03-16 16:00:00,UPPER_BREAK,167.6,2.056,0.48,60.06,2.601,3.55,4.251,True,11,0.979,True,24,NEAR_LOWER,8.31,35.41,NEUTRAL,10.6,52.58
2025-03-17 00:30:00,UPPER_BREAK,167.39,1.97,1.25,61.67,1.601,1.566,1.576,True,18,1.541,True,21,NEUTRAL,8.19,45.19,NEUTRAL,10.0,42.32
2025-03-17 06:15:00,LOWER_BREAK,166.02,1.995,1.34,31.04,1.61,1.598,1.486,True,4,0.494,True,11,NEUTRAL,3.95,46.93,NEUTRAL,9.27,39.95
2025-03-17 09:15:00,UPPER_BREAK,170.3,2.437,1.12,67.82,2.133,2.148,2.183,True,12,1.374,True,17,BREAK_UP,4.49,68.62,NEUTRAL,9.01,42.14
2025-03-17 17:00:00,UPPER_BREAK,172.31,2.541,1.12,61.46,2.236,2.178,2.264,True,20,3.378,True,25,NEUTRAL,5.19,58.41,NEAR_UPPER,8.55,53.02
2025-03-17 17:30:00,UPPER_BREAK,173.57,3.324,1.49,73.97,2.841,2.541,2.236,True,18,2.627,True,23,NEAR_UPPER,5.59,62.88,NEAR_UPPER,8.55,53.02
2025-03-17 18:30:00,UPPER_BREAK,176.11,5.157,1.39,86.38,4.479,4.163,3.717,True,14,1.147,True,19,BREAK_UP,6.08,71.34,NEAR_UPPER,8.55,53.02
2025-03-17 23:15:00,LOWER_BREAK,174.1,1.426,0.78,27.83,1.273,1.464,1.839,True,20,2.355,True,31,NEUTRAL,7.7,61.73,NEUTRAL,8.69,52.14
2025-03-18 01:00:00,LOWER_BREAK,172.87,1.973,1.15,26.2,1.721,1.699,1.711,True,13,1.66,True,24,NEUTRAL,7.59,58.05,NEUTRAL,8.64,47.61
2025-03-18 10:15:00,LOWER_BREAK,170.03,2.041,1.21,46.14,1.783,1.639,1.693,True,17,2.358,True,38,NEAR_LOWER,4.92,29.07,NEUTRAL,8.37,46.05
2025-03-18 11:30:00,LOWER_BREAK,168.95,2.741,1.27,35.82,2.429,2.263,2.153,True,12,1.734,True,33,NEAR_LOWER,5.13,27.84,NEUTRAL,8.37,46.05
2025-03-18 13:30:00,LOWER_BREAK,166.53,3.679,1.16,25.43,3.338,3.364,3.171,True,4,0.306,True,25,BREAK_DOWN,6.32,24.66,NEUTRAL,8.56,39.73
2025-03-18 19:45:00,UPPER_BREAK,169.68,2.705,1.09,59.51,2.422,2.468,2.481,True,12,0.436,True,89,NEUTRAL,5.77,42.42,NEUTRAL,8.24,57.64
2025-03-19 00:00:00,UPPER_BREAK,170.62,1.649,0.71,66.21,1.645,1.845,2.319,True,8,1.653,True,72,NEUTRAL,5.05,45.95,NEUTRAL,8.05,57.67
2025-03-19 09:15:00,UPPER_BREAK,172.34,1.316,0.95,60.79,1.153,1.112,1.39,True,32,5.901,True,35,NEUTRAL,5.18,57.97,BREAK_UP,9.67,63.61
2025-03-19 10:30:00,UPPER_BREAK,173.98,2.107,1.44,70.6,1.555,1.482,1.464,True,27,4.903,True,30,NEAR_UPPER,5.79,63.98,BREAK_UP,9.67,63.61
2025-03-19 23:30:00,UPPER_BREAK,184.21,2.457,0.82,62.92,2.433,2.844,3.0,True,3,0.0,True,4,NEUTRAL,10.29,70.73,NEAR_UPPER,12.66,64.39
2025-03-20 00:30:00,LOWER_BREAK,178.99,2.549,1.02,43.17,2.29,2.551,2.504,True,22,1.458,True,32,NEUTRAL,9.73,56.99,NEUTRAL,12.24,51.61
2025-03-20 01:30:00,LOWER_BREAK,177.08,4.045,1.39,31.94,3.51,3.125,2.904,True,18,0.395,True,28,NEUTRAL,9.05,41.99,NEUTRAL,12.24,51.61
2025-03-20 08:45:00,UPPER_BREAK,178.52,1.26,0.92,67.5,1.121,1.328,1.367,True,2,0.017,True,5,NEUTRAL,4.13,40.57,NEUTRAL,11.27,55.72
2025-03-20 10:00:00,LOWER_BREAK,175.69,1.517,1.17,42.46,1.301,1.327,1.3,True,10,1.531,True,17,NEUTRAL,4.27,38.86,NEUTRAL,11.27,55.72
2025-03-20 14:15:00,UPPER_BREAK,178.48,2.952,0.93,75.67,2.666,2.826,3.163,True,3,0.319,True,8,NEUTRAL,4.92,48.22,NEUTRAL,10.8,53.18
2025-03-20 16:15:00,LOWER_BREAK,172.85,3.366,1.15,31.98,2.97,2.915,2.938,True,8,0.769,True,17,BREAK_DOWN,5.71,33.26,NEUTRAL,10.62,57.65
2025-03-20 21:30:00,UPPER_BREAK,176.86,2.315,1.1,72.28,2.281,2.18,2.095,True,22,3.653,True,31,NEUTRAL,4.08,49.42,NEUTRAL,10.61,66.67
2025-03-21 00:00:00,UPPER_BREAK,180.52,3.583,1.28,83.47,3.126,2.994,2.794,True,12,1.551,True,21,NEAR_UPPER,4.01,53.63,NEUTRAL,10.61,66.67
2025-03-21 00:30:00,UPPER_BREAK,180.83,4.046,1.29,78.89,3.628,3.583,3.126,True,10,1.377,True,19,BREAK_UP,4.91,68.85,NEUTRAL,10.91,64.73
2025-03-21 05:15:00,LOWER_BREAK,178.68,1.709,1.02,36.01,1.535,1.474,1.675,True,10,0.604,True,47,NEUTRAL,6.3,66.29,NEUTRAL,11.11,62.74
2025-03-21 09:45:00,LOWER_BREAK,177.33,1.325,0.76,36.44,1.355,1.472,1.738,True,9,0.643,True,29,NEUTRAL,6.08,58.94,NEUTRAL,10.91,56.31
2025-03-21 10:15:00,LOWER_BREAK,176.81,1.463,1.08,38.5,1.223,1.325,1.355,True,7,0.351,True,27,NEUTRAL,6.08,55.62,NEUTRAL,10.91,56.31
2025-03-21 13:15:00,LOWER_BREAK,175.31,2.073,1.17,36.85,1.829,1.793,1.771,True,13,0.747,True,15,NEUTRAL,4.91,37.07,NEUTRAL,10.72,57.56
2025-03-21 17:30:00,UPPER_BREAK,178.46,2.376,0.98,71.26,1.969,2.281,2.414,True,17,1.334,True,20,NEUTRAL,4.33,42.22,NEUTRAL,10.26,47.16
2025-03-22 09:15:00,UPPER_BREAK,182.4,1.517,1.26,63.46,1.294,1.202,1.206,True,8,0.789,True,9,NEAR_UPPER,4.27,62.69,NEUTRAL,6.99,56.55
2025-03-22 18:30:00,UPPER_BREAK,181.87,1.266,1.05,69.35,1.003,0.995,1.21,True,10,0.616,True,18,NEUTRAL,2.31,48.8,NEAR_UPPER,5.61,62.79
2025-03-22 20:00:00,UPPER_BREAK,182.88,2.261,1.3,85.77,1.975,1.886,1.741,True,4,0.06,True,12,NEUTRAL,2.01,55.6,NEAR_UPPER,5.61,62.79
2025-03-22 23:00:00,LOWER_BREAK,179.89,1.483,0.9,32.84,1.353,1.5,1.639,True,9,0.35,True,14,NEUTRAL,1.82,50.8,NEUTRAL,5.4,60.92
2025-03-22 23:30:00,LOWER_BREAK,179.65,1.864,1.38,20.04,1.626,1.483,1.353,True,7,0.117,True,12,NEAR_LOWER,1.92,32.25,NEUTRAL,5.4,60.92
2025-03-23 02:45:00,UPPER_BREAK,182.98,1.912,1.31,72.34,1.617,1.462,1.463,True,9,0.377,True,48,NEAR_UPPER,2.17,59.82,NEAR_UPPER,5.82,64.95
2025-03-23 03:30:00,UPPER_BREAK,183.49,2.48,1.3,73.48,2.19,2.027,1.912,True,6,0.098,True,45,NEAR_UPPER,2.36,62.11,NEAR_UPPER,5.82,64.95
2025-03-23 07:15:00,UPPER_BREAK,184.39,1.571,1.02,58.97,1.549,1.59,1.536,True,18,0.927,True,30,BREAK_UP,3.17,73.9,BREAK_UP,6.29,61.54
2025-03-23 08:15:00,UPPER_BREAK,185.54,2.327,1.41,71.54,2.066,1.86,1.656,True,14,0.302,True,26,NEAR_UPPER,3.45,66.51,NEAR_UPPER,6.96,60.02
2025-03-23 11:15:00,UPPER_BREAK,186.05,1.348,0.77,60.6,1.455,1.598,1.745,True,2,0.027,True,14,NEAR_UPPER,3.81,71.84,NEAR_UPPER,6.96,60.02
2025-03-23 14:45:00,LOWER_BREAK,183.74,1.361,1.0,35.62,1.284,1.264,1.366,True,18,1.339,True,21,NEUTRAL,3.73,64.19,NEAR_UPPER,7.1,58.31
2025-03-23 20:15:00,UPPER_BREAK,184.29,1.642,1.1,72.18,1.426,1.394,1.491,True,3,0.087,True,23,NEUTRAL,2.53,45.36,NEAR_UPPER,6.65,70.84
2025-03-23 22:00:00,UPPER_BREAK,185.07,2.012,1.25,71.14,1.605,1.608,1.609,True,9,0.238,True,16,NEUTRAL,2.38,42.49,NEAR_UPPER,6.65,70.84
2025-03-24 04:45:00,UPPER_BREAK,188.75,4.596,1.38,79.41,4.061,3.669,3.32,True,26,3.168,True,32,BREAK_UP,3.69,65.06,BREAK_UP,7.79,75.13
2025-03-24 13:00:00,LOWER_BREAK,191.36,1.42,0.76,41.41,1.184,1.64,1.862,True,4,0.272,True,5,NEUTRAL,10.0,69.21,NEAR_UPPER,10.79,76.35
2025-03-24 17:15:00,UPPER_BREAK,193.6,1.468,0.95,61.72,1.274,1.402,1.543,True,4,0.0,True,19,NEUTRAL,8.69,69.96,NEAR_UPPER,11.08,71.54
2025-03-24 22:00:00,LOWER_BREAK,190.91,1.323,1.0,40.47,1.138,1.216,1.328,True,9,1.0,True,33,NEUTRAL,5.9,54.64,NEAR_UPPER,10.6,72.21
2025-03-24 23:00:00,LOWER_BREAK,189.98,1.665,1.3,39.26,1.413,1.351,1.286,True,5,0.516,True,29,NEUTRAL,4.2,37.22,NEAR_UPPER,10.6,72.21
2025-03-25 03:15:00,LOWER_BREAK,187.07,2.573,1.19,22.05,2.275,2.19,2.164,True,11,0.641,True,12,BREAK_DOWN,3.91,32.73,NEUTRAL,10.26,59.5
2025-03-25 09:30:00,UPPER_BREAK,189.49,1.734,1.17,60.93,1.61,1.498,1.477,True,9,0.755,True,17,NEUTRAL,4.64,43.62,NEUTRAL,9.57,62.03
2025-03-25 10:30:00,UPPER_BREAK,190.73,2.059,1.07,66.24,1.871,1.861,1.924,True,5,0.1,True,13,NEUTRAL,4.59,39.39,NEUTRAL,9.57,62.03
2025-03-25 13:45:00,LOWER_BREAK,186.94,2.121,1.15,36.55,1.831,1.799,1.85,True,3,0.374,True,25,NEUTRAL,4.32,35.28,NEUTRAL,9.09,55.27
2025-03-25 20:00:00,UPPER_BREAK,188.88,1.31,0.88,66.9,1.221,1.283,1.491,True,3,0.111,True,9,NEUTRAL,2.68,52.82,NEUTRAL,8.73,56.24
2025-03-25 22:15:00,LOWER_BREAK,185.77,1.536,1.19,44.1,1.331,1.324,1.289,True,8,0.237,True,34,NEUTRAL,2.32,41.96,NEUTRAL,8.05,56.81
2025-03-26 02:15:00,LOWER_BREAK,184.93,1.505,1.16,41.11,1.352,1.31,1.294,True,13,1.373,True,18,BREAK_DOWN,3.01,34.05,NEUTRAL,7.88,49.6
2025-03-26 03:30:00,LOWER_BREAK,182.59,3.213,1.41,30.31,2.769,2.542,2.274,True,8,0.11,True,13,BREAK_DOWN,3.73,34.44,NEUTRAL,7.88,49.6
2025-03-26 07:00:00,UPPER_BREAK,186.04,2.012,0.7,81.89,1.902,2.334,2.856,True,21,2.053,True,26,NEUTRAL,3.6,44.36,NEUTRAL,7.01,54.55
2025-03-26 13:45:00,LOWER_BREAK,184.11,2.873,1.42,34.11,2.107,2.107,2.024,True,27,4.878,True,45,NEAR_LOWER,4.07,42.81,NEAR_LOWER,7.36,36.03
2025-03-26 18:45:00,LOWER_BREAK,176.93,3.64,0.68,24.79,3.534,4.75,5.349,True,7,1.017,True,25,BREAK_DOWN,7.74,33.06,BREAK_DOWN,8.83,26.42
2025-03-27 01:00:00,UPPER_BREAK,180.58,2.382,1.32,67.55,1.986,1.912,1.81,True,26,2.575,True,41,NEUTRAL,10.12,22.41,NEUTRAL,9.81,39.86
2025-03-27 10:00:00,UPPER_BREAK,185.78,1.424,1.08,59.32,1.258,1.261,1.317,True,3,0.242,True,5,NEAR_UPPER,6.27,79.68,NEUTRAL,10.07,43.91
2025-03-27 11:15:00,LOWER_BREAK,182.9,1.438,0.99,37.83,1.2,1.221,1.453,True,5,0.716,True,41,NEUTRAL,6.45,63.21,NEUTRAL,10.07,43.91
2025-03-27 13:30:00,LOWER_BREAK,180.02,3.021,1.4,20.19,2.387,2.175,2.153,True,3,0.0,True,32,NEUTRAL,6.38,68.19,NEUTRAL,10.0,44.42
2025-03-28 01:30:00,UPPER_BREAK,186.89,1.416,1.14,62.97,0.915,0.927,1.241,True,6,0.064,True,12,NEAR_UPPER,2.52,61.46,NEUTRAL,7.99,46.36
2025-03-28 02:15:00,UPPER_BREAK,186.67,1.731,1.22,60.06,1.499,1.445,1.416,True,3,0.123,True,9,NEAR_UPPER,2.63,59.01,NEUTRAL,7.99,46.36
2025-03-28 04:30:00,LOWER_BREAK,180.17,2.973,1.64,35.23,1.782,1.748,1.808,True,20,3.219,True,57,BREAK_DOWN,3.47,32.78,BREAK_DOWN,8.72,37.39
2025-03-28 11:00:00,LOWER_BREAK,173.55,2.287,0.91,37.74,2.551,2.541,2.523,True,1,0.542,True,31,NEAR_LOWER,9.18,16.01,BREAK_DOWN,9.96,39.43
2025-03-28 12:30:00,LOWER_BREAK,172.42,2.452,1.17,38.01,2.124,2.245,2.102,True,21,2.308,True,25,NEAR_LOWER,10.92,8.48,BREAK_DOWN,11.81,28.74
2025-03-28 18:45:00,UPPER_BREAK,172.7,2.178,0.96,60.64,1.884,2.04,2.272,True,8,0.255,True,66,NEUTRAL,13.06,26.1,NEAR_LOWER,12.61,28.64
2025-03-28 22:45:00,UPPER_BREAK,173.95,1.894,0.87,63.62,1.661,2.027,2.181,True,15,2.374,True,50,NEUTRAL,8.75,46.73,NEUTRAL,12.62,43.24
2025-03-28 23:15:00,UPPER_BREAK,174.63,2.119,1.28,68.65,1.906,1.894,1.661,True,13,1.976,True,48,NEUTRAL,6.29,51.47,NEUTRAL,12.62,43.24
2025-03-29 06:30:00,UPPER_BREAK,177.82,1.998,1.2,69.49,1.644,1.637,1.665,True,11,1.569,True,19,NEAR_UPPER,5.74,74.95,NEUTRAL,12.03,52.66
2025-03-29 07:15:00,UPPER_BREAK,178.5,2.595,1.3,65.15,2.186,2.173,1.998,True,8,1.182,True,16,BREAK_UP,6.57,75.98,NEUTRAL,12.03,52.66
2025-03-29 11:15:00,LOWER_BREAK,174.74,2.557,0.96,30.47,2.191,2.586,2.658,True,8,1.196,True,54,NEUTRAL,6.5,55.33,NEUTRAL,12.34,37.2
2025-03-29 16:45:00,LOWER_BREAK,169.83,3.86,1.4,22.82,3.259,3.065,2.755,True,13,1.637,True,32,BREAK_DOWN,5.35,36.69,NEAR_LOWER,11.74,34.15
2025-03-30 01:00:00,UPPER_BREAK,169.3,1.806,0.92,63.64,1.427,2.028,1.965,True,6,0.148,True,11,NEUTRAL,10.39,27.32,NEAR_LOWER,13.81,29.84
2025-03-30 06:15:00,LOWER_BREAK,164.81,2.895,1.31,28.27,2.55,2.43,2.207,True,9,0.03,True,10,NEUTRAL,7.21,36.87,NEAR_LOWER,15.06,25.96
2025-03-30 13:45:00,LOWER_BREAK,163.09,2.657,1.18,32.21,2.576,2.4,2.246,True,6,0.166,True,17,BREAK_DOWN,3.84,29.98,NEAR_LOWER,15.83,32.15
2025-03-30 16:45:00,LOWER_BREAK,162.23,1.958,1.14,33.22,1.799,1.677,1.717,True,5,0.555,True,5,BREAK_DOWN,4.32,27.62,NEAR_LOWER,15.98,35.84
2025-03-30 18:15:00,UPPER_BREAK,165.36,1.864,1.03,62.29,1.609,1.662,1.816,True,14,1.131,True,15,NEUTRAL,4.45,48.02,NEAR_LOWER,15.98,35.84
2025-03-30 18:45:00,UPPER_BREAK,166.2,2.434,1.51,62.45,2.06,1.864,1.609,True,12,0.62,True,13,NEUTRAL,4.45,48.02,NEAR_LOWER,15.98,35.84
2025-03-30 23:15:00,LOWER_BREAK,162.19,2.968,1.22,37.34,2.502,2.331,2.44,True,8,1.523,True,54,NEUTRAL,3.26,40.9,NEAR_LOWER,15.9,39.19
2025-03-31 00:30:00,LOWER_BREAK,160.03,3.995,1.3,26.02,3.23,3.067,3.064,True,3,0.194,True,49,BREAK_DOWN,3.77,37.52,NEAR_LOWER,16.15,31.46
2025-03-31 07:30:00,LOWER_BREAK,157.04,3.13,1.23,30.44,2.863,2.666,2.546,True,13,3.299,True,21,BREAK_DOWN,5.89,33.25,NEAR_LOWER,16.12,17.77
2025-03-31 08:15:00,LOWER_BREAK,155.81,4.149,1.33,17.15,3.696,3.36,3.13,True,10,2.535,True,18,BREAK_DOWN,7.73,18.46,NEAR_LOWER,15.3,17.6
2025-03-31 12:45:00,UPPER_BREAK,158.84,4.452,1.04,77.27,3.982,3.906,4.293,True,4,0.264,True,101,NEUTRAL,10.18,38.95,NEUTRAL,15.28,20.63
2025-03-31 14:45:00,UPPER_BREAK,162.44,6.187,1.13,70.32,5.748,5.484,5.497,True,9,0.382,True,93,NEUTRAL,9.71,53.01,NEUTRAL,15.28,20.63
2025-04-01 00:30:00,UPPER_BREAK,160.95,1.828,0.8,63.91,1.702,1.776,2.278,True,1,0.137,True,54,NEUTRAL,6.5,61.58,NEUTRAL,15.97,33.53
2025-04-01 05:00:00,UPPER_BREAK,162.9,2.161,1.08,76.56,1.962,2.027,2.001,True,24,3.99,True,36,NEUTRAL,6.15,47.94,NEUTRAL,15.01,45.59
2025-04-01 06:30:00,UPPER_BREAK,164.83,2.926,1.04,68.66,2.767,2.702,2.814,True,18,2.773,True,30,BREAK_UP,4.76,64.77,NEUTRAL,15.01,45.59
2025-04-01 07:15:00,UPPER_BREAK,165.75,3.301,1.13,73.86,2.988,2.798,2.926,True,15,2.202,True,27,BREAK_UP,5.12,77.65,NEUTRAL,15.01,45.59
