Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Mode,status,Peak_Price,Rem_Qty,Initial_Qty,Margin_USD,Invested_USD,tp1_hit,SL,TP1_Price,TP2_Price,Closed_Qty,Capital_After
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.436700,343.64,1970-01-01 00:28:55.464600,339.36,0.012454894657199315,SL_HIT,GAMMA_HEDGE,OPEN,343.64,0,2.910022116168083,100.0,1000.0,False,339.23774999999995,331.6126,321.3034,2.910022116168083,1012.4548946571994
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.437600,343.31,1970-01-01 00:28:55.464600,339.36,0.011505636305379945,SL_HIT,GAMMA_HEDGE,OPEN,343.31,0,2.912819317817716,100.0,1000.0,False,339.23774999999995,331.29415,320.99485000000004,2.912819317817716,1023.9605309625794
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.487100,333.89,1970-01-01 00:28:55.507800,330.45,0.01030279433346311,SL_HIT,GAMMA_HEDGE,OPEN,333.89,0,3.0667601035148686,102.39605309625794,1023.9605309625795,False,330.41384999999997,322.20385,312.18715000000003,3.0667601035148686,1034.5101857186705
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.488000,332.38,1970-01-01 00:28:55.516800,337.7,-0.01600577652084961,SL_HIT,GAMMA_HEDGE,OPEN,332.38,0,3.080692373074732,102.39605309625794,1023.9605309625795,False,337.36569999999995,320.7467,310.7753,3.080692373074732,1018.120902293913
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.521300,341.06,1970-01-01 00:28:55.534800,338.0,0.008972028382102863,SL_HIT,GAMMA_NORMAL,OPEN,341.06,0,2.9851665463376325,101.8120902293913,1018.120902293913,False,336.04184999999995,329.1229,318.8911,2.9851665463376325,1027.255511925706
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.549200,333.74,1970-01-01 00:28:55.561800,337.91,0.012494756397195468,SL_HIT,GAMMA_NORMAL,OPEN,333.74,0,3.078011361915581,102.7255511925706,1027.255511925706,False,338.8572,345.42089999999996,355.43309999999997,3.078011361915581,1040.090819304894
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.516800,337.7,1970-01-01 00:28:55.574400,331.07,0.0196328101865561,SL_HIT,GAMMA_NORMAL,OPEN,337.7,0,3.014867936908241,101.8120902293913,1018.120902293913,False,327.8712,325.8805,315.7495,3.014867936908241,1060.0793937265955
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.565400,329.07,1970-01-01 00:28:55.599600,320.5,-0.02604309113562462,SL_HIT,GAMMA_NORMAL,OPEN,329.07,0,3.160697782553542,104.0090819304894,1040.090819304894,False,322.4994,340.58745,350.45955,3.160697782553542,1032.9922137301116
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.601400,321.4,1970-01-01 00:28:55.605900,314.53,-0.021375233354075932,SL_HIT,GAMMA_NORMAL,OPEN,321.4,0,3.2140392462044547,103.29922137301116,1032.9922137301116,False,314.972,332.64899999999994,342.29099999999994,3.2140392462044547,1010.9117641086871
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.602300,322.06,1970-01-01 00:28:55.605900,314.53,-0.023380736508725172,SL_HIT,GAMMA_NORMAL,OPEN,322.06,0,3.2074526912069543,103.29922137301116,1032.9922137301116,False,315.6188,333.33209999999997,342.9939,3.2074526912069543,986.7596453438986
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.605900,314.53,1970-01-01 00:28:55.631100,311.06,0.01103233395860481,SL_HIT,GAMMA_HEDGE,OPEN,314.53,0,3.137251280780526,98.67596453438986,986.7596453438987,False,310.67564999999996,303.52144999999996,294.08555,3.137251280780526,997.6459072882069
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.632900,317.28,1970-01-01 00:28:55.647300,315.54,0.00548411497730696,SL_HIT,GAMMA_NORMAL,OPEN,317.28,0,3.144370610464596,99.76459072882069,997.6459072882069,False,314.0223,306.17519999999996,296.6568,3.144370610464596,1003.1171121504151
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.606800,313.0,1970-01-01 00:28:55.650900,319.17,-0.019712460063897815,SL_HIT,GAMMA_HEDGE,OPEN,313.0,0,3.1525867263383343,98.67596453438986,986.7596453438987,False,317.695,302.045,292.65500000000003,3.1525867263383343,983.6656520489075
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.653600,327.78,1970-01-01 00:28:55.661700,315.42,0.03770821892732918,TP1_HIT,GAMMA_NORMAL,OPEN,327.78,0,3.000993507989834,98.36656520489076,983.6656520489076,False,318.7960499999999,316.30769999999995,306.47429999999997,1.500496753994917,1002.2117919282846
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.652700,322.86,1970-01-01 00:28:55.666200,308.96,0.043052716347643044,TP1_HIT,GAMMA_NORMAL,OPEN,322.86,0,3.04672505745186,98.36656520489076,983.6656520489076,False,314.73584999999997,311.5599,301.87410000000006,1.52336252872593,1023.3865310775751
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.652700,322.86,1970-01-01 00:28:55.667100,312.56,0.031902372545375736,SL_HIT,GAMMA_NORMAL,OPEN,322.86,0,3.04672505745186,98.36656520489076,983.6656520489076,True,310.50479999999993,311.5599,301.87410000000006,1.52336252872593,1039.0771651234522
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.653600,327.78,1970-01-01 00:28:55.667100,312.56,0.04643358350112872,SL_HIT,GAMMA_NORMAL,OPEN,327.78,0,3.000993507989834,98.36656520489076,983.6656520489076,True,310.50479999999993,316.30769999999995,306.47429999999997,1.500496753994917,1061.9147257192549
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.667100,312.56,1970-01-01 00:28:55.747200,317.24,0.014973125159969307,SL_HIT,GAMMA_NORMAL,OPEN,312.56,0,3.397474807138645,106.19147257192549,1061.9147257192549,False,317.45475,323.4996,332.8764,3.397474807138645,1077.8149078166637
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.668000,312.67,1970-01-01 00:28:55.747200,317.24,0.014616048869415015,SL_HIT,GAMMA_NORMAL,OPEN,312.67,0,3.396279546228467,106.19147257192549,1061.9147257192549,False,317.45475,323.61345,332.99355,3.396279546228467,1093.3359053429278
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.763400,319.78,1970-01-01 00:28:55.776900,327.02,-0.022640565388704764,SL_HIT,GAMMA_NORMAL,OPEN,319.78,0,3.419025284079455,109.3335905342928,1093.335905342928,False,326.1756,308.5877,298.9943,3.419025284079455,1068.5821622861927
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.764300,320.7,1970-01-01 00:28:55.777800,328.34,-0.023822887433738654,SL_HIT,GAMMA_NORMAL,OPEN,320.7,0,3.409217041917456,109.3335905342928,1093.335905342928,False,327.114,309.47549999999995,299.85450000000003,3.409217041917456,1042.5357440859434
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.857000,331.44,1970-01-01 00:28:55.881300,324.22,-0.021783731595462135,SL_HIT,GAMMA_NORMAL,OPEN,331.44,0,3.1454735218620065,104.25357440859435,1042.5357440859434,False,324.8112,343.0404,352.98359999999997,3.1454735218620065,1019.8254252580998
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.856100,330.59,1970-01-01 00:28:55.882200,323.79,-0.02056928521733856,SL_HIT,GAMMA_NORMAL,OPEN,330.59,0,3.1535610396138525,104.25357440859435,1042.5357440859434,False,323.97819999999996,342.16065,352.07834999999994,3.1535610396138525,998.3812101887257
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.882200,323.79,1970-01-01 00:28:55.894800,322.31,0.004570863831495778,SL_HIT,GAMMA_HEDGE,OPEN,323.79,0,3.083422002497686,99.83812101887258,998.3812101887258,False,320.12264999999996,312.45735,302.74365000000006,3.083422002497686,1002.9446747524223
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.883100,324.11,1970-01-01 00:28:55.894800,322.31,0.005553670050291603,SL_HIT,GAMMA_HEDGE,OPEN,324.11,0,3.080377680999432,99.83812101887258,998.3812101887258,False,320.12264999999996,312.76615,303.04285000000004,3.080377680999432,1008.4893545782213
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.902900,327.76,1970-01-01 00:28:55.912800,342.61,-0.04530754210397859,SL_HIT,GAMMA_NORMAL,OPEN,327.76,0,3.076914066933797,100.84893545782214,1008.4893545782213,False,334.3152,316.28839999999997,306.4556,3.076914066933797,962.7971806842544
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.903800,327.92,1970-01-01 00:28:55.912800,342.61,-0.044797511588192236,SL_HIT,GAMMA_NORMAL,OPEN,327.92,0,3.075412767071912,100.84893545782214,1008.4893545782213,False,334.4784,316.4428,306.6052,3.075412767071912,917.619367135968
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.920900,354.38,1970-01-01 00:28:55.929000,351.98,0.006772391218465989,SL_HIT,GAMMA_NORMAL,OPEN,354.38,0,2.5893655599525034,91.76193671359681,917.6193671359681,False,350.7550499999999,341.9767,331.3453,2.5893655599525034,923.833844479854
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.920000,351.1,1970-01-01 00:28:55.957800,343.99,0.02025064084306469,SL_HIT,GAMMA_NORMAL,OPEN,351.1,0,2.613555588538787,91.76193671359681,917.6193671359681,False,343.05674999999997,338.8115,328.27850000000007,2.613555588538787,942.4162247143647
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.951500,344.6,1970-01-01 00:28:55.993800,347.36,0.00800928612884501,SL_HIT,GAMMA_NORMAL,OPEN,344.6,0,2.6808875347645214,92.3833844479854,923.8338444798541,False,348.27984999999995,356.661,366.999,2.6808875347645214,949.8154743103148
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.957800,343.99,1970-01-01 00:28:55.993800,347.36,0.00979679641850055,SL_HIT,GAMMA_NORMAL,OPEN,343.99,0,2.7396616899164647,94.24162247143647,942.4162247143647,False,348.27984999999995,356.02965,366.34935,2.7396616899164647,959.0481342053333
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.994700,349.8,1970-01-01 00:28:55.997400,357.73,-0.022670097198399103,SL_HIT,GAMMA_NORMAL,OPEN,349.8,0,2.7417042144234802,95.90481342053334,959.0481342053334,False,356.796,337.557,327.06300000000005,2.7417042144234802,937.3064197849551
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.995600,350.6,1970-01-01 00:28:55.997400,357.73,-0.020336565887050757,SL_HIT,GAMMA_NORMAL,OPEN,350.6,0,2.735448186552577,95.90481342053334,959.0481342053334,False,357.612,338.329,327.81100000000004,2.735448186552577,917.8026742148352
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.997400,357.73,1970-01-01 00:28:56.006400,349.48,0.023062085930729878,SL_HIT,GAMMA_NORMAL,OPEN,357.73,0,2.5656295927510557,91.78026742148353,917.8026742148353,False,348.94604999999996,345.20945,334.47755,2.5656295927510557,938.9691183550314
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.998300,359.32,1970-01-01 00:28:56.006400,349.48,0.027385060670154667,SL_HIT,GAMMA_NORMAL,OPEN,359.32,0,2.5542766175410088,91.78026742148353,917.8026742148353,False,348.94604999999996,346.74379999999996,335.9642,2.5542766175410088,964.1032002716348
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.017200,354.0,1970-01-01 00:28:56.045100,348.32,0.016045197740113013,SL_HIT,GAMMA_NORMAL,OPEN,354.0,0,2.7234553679989686,96.4103200271635,964.1032002716349,False,346.57425,341.61,330.99,2.7234553679989686,979.572426761869
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.033400,351.79,1970-01-01 00:28:56.064000,344.02,-0.022087040563972933,SL_HIT,GAMMA_NORMAL,OPEN,351.79,0,2.74056454211784,96.4103200271635,964.1032002716349,False,344.7542,364.10265,374.65635,2.74056454211784,958.2782402696133
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.064900,344.51,1970-01-01 00:28:56.124300,337.3,-0.020928274941220806,SL_HIT,GAMMA_NORMAL,OPEN,344.51,0,2.781568721574449,95.82782402696134,958.2782402696134,False,337.6198,356.56784999999996,366.90315,2.781568721574449,938.2231297870616
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.064000,344.02,1970-01-01 00:28:56.125200,336.02,-0.023254461949886635,SL_HIT,GAMMA_NORMAL,OPEN,344.02,0,2.785530609469256,95.82782402696134,958.2782402696134,False,337.1396,356.06069999999994,366.38129999999995,2.785530609469256,915.9388849113075
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.136000,347.64,1970-01-01 00:28:56.154000,340.05,0.021832930617880494,SL_HIT,GAMMA_NORMAL,OPEN,347.64,0,2.6347338767440673,91.59388849113076,915.9388849113076,False,338.88599999999997,335.4726,325.0434,2.6347338767440673,935.9365150357949
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.136900,346.37,1970-01-01 00:28:56.154000,340.05,0.018246383924704776,SL_HIT,GAMMA_NORMAL,OPEN,346.37,0,2.644394390135715,91.59388849113076,915.9388849113076,False,338.88599999999997,334.24705,323.85595,2.644394390135715,952.6490875814526
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.154900,338.08,1970-01-01 00:28:56.170200,342.67,0.013576668244202651,SL_HIT,GAMMA_NORMAL,OPEN,338.08,0,2.817821484800795,95.26490875814527,952.6490875814527,False,342.93670000000003,349.91279999999995,360.05519999999996,2.817821484800795,965.5828881966884
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.154000,340.05,1970-01-01 00:28:56.177400,348.32,0.024319952948095813,SL_HIT,GAMMA_NORMAL,OPEN,340.05,0,2.801497096254823,95.26490875814527,952.6490875814527,False,348.4291,351.95175,362.15325,2.801497096254823,988.7512691827158
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.171100,343.42,1970-01-01 00:28:56.179200,354.23,-0.03147749111874673,SL_HIT,GAMMA_NORMAL,OPEN,343.42,0,2.8116676029255387,96.55828881966885,965.5828881966885,False,350.2884,331.4003,321.09770000000003,2.8116676029255387,958.3571423950907
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.179200,354.23,1970-01-01 00:28:56.189100,344.1,0.02859723908195239,SL_HIT,GAMMA_NORMAL,OPEN,354.23,0,2.705465777588264,95.83571423950907,958.3571423950907,False,343.9712999999999,341.83195,331.20505,2.705465777588264,985.7635107220598
