Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Structure_Context,Fibo_Target,SL,Peak_Price,status
TH_202412202100,TrendHunter_Gamma,LONG,2024-12-20 21:00:00,321.03,2024-12-21 00:00:00,323.02,0.006198797620160138,TRAILING_STOP,Trend_Impulse,337.08,314.6094,331.11,CLOSED
TH_202412210115,TrendHunter_Gamma,LONG,2024-12-21 01:15:00,325.51,2024-12-21 03:00:00,330.08,0.014039507234800753,TRAILING_STOP,Trend_Impulse,341.79,318.9998,335.52,CLOSED
TH_202412210330,TrendHunter_Gamma,LONG,2024-12-21 03:30:00,328.38,2024-12-21 08:00:00,335.7,0.022291247944454574,TRAILING_STOP,Trend_Impulse,344.8,321.81239999999997,341.53,CLOSED
TH_202412212230,TrendHunter_Gamma,SHORT,2024-12-21 22:30:00,300.64,2024-12-22 00:30:00,302.82,-0.00725119744544973,TRAILING_STOP,Trend_Impulse,285.61,306.6528,296.34,CLOSED
TH_202412220045,TrendHunter_Gamma,SHORT,2024-12-22 00:45:00,300.77,2024-12-22 04:15:00,299.2,0.0052199354988861696,TRAILING_STOP,Trend_Impulse,285.73,306.7854,294.54,CLOSED
TH_202412220600,TrendHunter_Gamma,SHORT,2024-12-22 06:00:00,297.3,2024-12-22 09:15:00,303.75,-0.021695257315842546,SL_FIXED,Trend_Impulse,258.07,303.24600000000004,296.31,CLOSED
TH_202412221245,TrendHunter_Gamma,LONG,2024-12-22 12:45:00,306.79,2024-12-22 14:15:00,298.45,-0.02718471918902191,SL_FIXED,Trend_Impulse,325.69,300.6542,307.94,CLOSED
TH_202412221545,TrendHunter_Gamma,SHORT,2024-12-22 15:45:00,301.51,2024-12-22 16:45:00,308.76,-0.02404563696063149,SL_FIXED,Trend_Impulse,283.45,307.54019999999997,301.51,CLOSED
TH_202412221900,TrendHunter_Gamma,LONG,2024-12-22 19:00:00,307.24,2024-12-22 20:00:00,299.77,-0.024313240463481406,SL_FIXED,Trend_Impulse,323.43,301.0952,307.24,CLOSED
TH_202412231300,TrendHunter_Gamma,LONG,2024-12-23 13:00:00,335.34,2024-12-23 15:00:00,329.89,-0.016252161984851164,TRAILING_STOP,Trend_Impulse,372.12,328.6332,338.94,CLOSED
TH_202412240115,TrendHunter_Gamma,LONG,2024-12-24 01:15:00,375.86,2024-12-24 05:15:00,376.92,0.0028201990102697874,TRAILING_STOP,Trend_Impulse,428.29,368.3428,383.08,CLOSED
TH_202412240545,TrendHunter_Gamma,LONG,2024-12-24 05:45:00,376.92,2024-12-24 08:00:00,372.71,-0.01116947893452201,TRAILING_STOP,Trend_Impulse,428.29,369.3816,381.14,CLOSED
TH_202412241245,TrendHunter_Gamma,LONG,2024-12-24 12:45:00,374.0,2024-12-24 20:00:00,372.92,-0.002887700534759316,TRAILING_STOP,Trend_Impulse,405.52,366.52,379.42,CLOSED
TH_202412250345,TrendHunter_Gamma,SHORT,2024-12-25 03:45:00,369.31,2024-12-25 06:00:00,378.58,-0.025100863772982,SL_FIXED,Trend_Impulse,354.0,376.69620000000003,368.56,CLOSED
TH_202412250845,TrendHunter_Gamma,LONG,2024-12-25 08:45:00,377.88,2024-12-25 11:30:00,376.48,-0.003704879856038894,TRAILING_STOP,Trend_Impulse,399.33,370.3224,382.62,CLOSED
TH_202412251700,TrendHunter_Gamma,SHORT,2024-12-25 17:00:00,369.55,2024-12-26 05:30:00,351.02,0.05014206467325133,TP_FIBONACCI_EXT,Trend_Impulse,352.03,376.94100000000003,351.02,CLOSED
TH_202412261115,TrendHunter_Gamma,SHORT,2024-12-26 11:15:00,343.14,2024-12-26 11:30:00,341.75,0.004050824736259213,TP_FIBONACCI_EXT,Trend_Impulse,352.03,350.0028,341.75,CLOSED
TH_202412261400,TrendHunter_Gamma,SHORT,2024-12-26 14:00:00,341.17,2024-12-26 14:15:00,338.42,0.008060497699094293,TP_FIBONACCI_EXT,Trend_Impulse,352.03,347.9934,338.42,CLOSED
TH_202412261515,TrendHunter_Gamma,SHORT,2024-12-26 15:15:00,338.07,2024-12-26 15:30:00,335.72,0.006951223119472198,TP_FIBONACCI_EXT,Trend_Impulse,352.03,344.8314,335.72,CLOSED
TH_202412261600,TrendHunter_Gamma,SHORT,2024-12-26 16:00:00,338.15,2024-12-26 16:15:00,337.42,0.0021588052639360087,TP_FIBONACCI_EXT,Trend_Impulse,352.03,344.913,337.42,CLOSED
TH_202412261630,TrendHunter_Gamma,SHORT,2024-12-26 16:30:00,338.46,2024-12-26 16:45:00,338.31,0.00044318383265371766,TP_FIBONACCI_EXT,Trend_Impulse,352.03,345.2292,338.31,CLOSED
TH_202412261700,TrendHunter_Gamma,SHORT,2024-12-26 17:00:00,338.22,2024-12-26 17:15:00,334.53,0.010910058541777701,TP_FIBONACCI_EXT,Trend_Impulse,352.03,344.98440000000005,334.53,CLOSED
TH_202412261900,TrendHunter_Gamma,SHORT,2024-12-26 19:00:00,335.38,2024-12-26 19:15:00,334.84,0.00161011390065007,TP_FIBONACCI_EXT,Trend_Impulse,352.03,342.0876,334.84,CLOSED
TH_202412261945,TrendHunter_Gamma,SHORT,2024-12-26 19:45:00,336.05,2024-12-26 20:00:00,335.13,0.00273768784407087,TP_FIBONACCI_EXT,Trend_Impulse,352.03,342.771,335.13,CLOSED
