Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Structure_Context,Fibo_Target,SL,Peak_Price,Mode,status
TH_311315,Gamma_HEDGE_REVERSAL,LONG,2025-01-31 13:15:00,328.37,2025-01-31 16:00:00,343.81,0.04702012973170508,TP_HIT,HEDGE_REVERSAL|MACD:0.8317|Dist:0.013,343.14664999999997,334.7982,343.81,HEDGE_REVERSAL,CLOSED
TH_012230,Gamma_HEDGE_REVERSAL,SHORT,2025-02-01 22:30:00,300.78,2025-02-02 00:00:00,299.35,0.004754305472438161,SL_HIT,HEDGE_REVERSAL|MACD:-0.5165|Dist:0.028,287.2449,298.9095,295.95,HEDGE_REVERSAL,CLOSED
TH_021800,Gamma_HEDGE_REVERSAL,SHORT,2025-02-02 18:00:00,266.67,2025-02-02 19:30:00,270.21,-0.013274834064574055,SL_HIT,HEDGE_REVERSAL|MACD:-1.6389|Dist:0.099,254.66985,262.96360000000004,260.36,HEDGE_REVERSAL,CLOSED
TH_030200,Gamma_HEDGE_REVERSAL,SHORT,2025-02-03 02:00:00,219.06,2025-02-03 03:00:00,225.38,-0.02885054323016522,SL_HIT,HEDGE_REVERSAL|MACD:-2.9792|Dist:0.021,209.20229999999998,222.34589999999997,217.22,HEDGE_REVERSAL,CLOSED
TH_030330,Gamma_HEDGE_REVERSAL,SHORT,2025-02-03 03:30:00,227.04,2025-02-03 05:15:00,227.24,-0.0008809020436928165,SL_HIT,HEDGE_REVERSAL|MACD:-0.3659|Dist:0.034,216.82319999999999,224.422,222.2,HEDGE_REVERSAL,CLOSED
TH_030800,Gamma_HEDGE_REVERSAL,LONG,2025-02-03 08:00:00,242.4,2025-02-03 08:15:00,237.64,-0.019636963696369716,SL_HIT,HEDGE_REVERSAL|MACD:2.9249|Dist:0.025,253.308,238.764,242.4,HEDGE_REVERSAL,CLOSED
TH_040300,Gamma_HEDGE_REVERSAL,SHORT,2025-02-04 03:00:00,269.13,2025-02-04 05:00:00,255.65,0.050087318396314015,TP_HIT,HEDGE_REVERSAL|MACD:-1.4011|Dist:0.014,257.01914999999997,267.49850000000004,255.65,HEDGE_REVERSAL,CLOSED
TH_061500,Gamma_HEDGE_REVERSAL,SHORT,2025-02-06 15:00:00,253.97,2025-02-06 16:00:00,250.19,0.01488364767492224,SL_HIT,HEDGE_REVERSAL|MACD:-0.7178|Dist:0.033,242.54135,250.1063,247.63,HEDGE_REVERSAL,CLOSED
TH_061800,Gamma_HEDGE_REVERSAL,SHORT,2025-02-06 18:00:00,244.24,2025-02-07 00:00:00,243.76,0.0019652800524075425,SL_HIT,HEDGE_REVERSAL|MACD:-0.2978|Dist:0.052,233.2492,242.4505,240.05,HEDGE_REVERSAL,CLOSED
TH_071200,Gamma_HEDGE_REVERSAL,LONG,2025-02-07 12:00:00,253.61,2025-02-07 14:30:00,256.9,0.012972674579077968,SL_HIT,HEDGE_REVERSAL|MACD:0.5670|Dist:0.024,265.02245,258.51869999999997,261.13,HEDGE_REVERSAL,CLOSED
TH_072245,Gamma_HEDGE_REVERSAL,SHORT,2025-02-07 22:45:00,233.93,2025-02-07 23:45:00,237.93,-0.017099132219039883,SL_HIT,HEDGE_REVERSAL|MACD:-0.3632|Dist:0.013,223.40315,237.43894999999998,233.89,HEDGE_REVERSAL,CLOSED
TH_101915,Gamma_HEDGE_REVERSAL,LONG,2025-02-10 19:15:00,255.42,2025-02-10 21:45:00,251.02,-0.017226528854435742,SL_HIT,HEDGE_REVERSAL|MACD:0.3808|Dist:0.025,266.91389999999996,251.5887,255.42,HEDGE_REVERSAL,CLOSED
TH_110145,Gamma_HEDGE_REVERSAL,LONG,2025-02-11 01:45:00,258.36,2025-02-11 13:15:00,253.53,-0.018694844403158432,SL_HIT,HEDGE_REVERSAL|MACD:0.6496|Dist:0.037,269.9862,254.4846,261.06,HEDGE_REVERSAL,CLOSED
TH_111830,Gamma_HEDGE_REVERSAL,SHORT,2025-02-11 18:30:00,244.64,2025-02-12 05:15:00,242.8,0.0075212557226944695,SL_HIT,HEDGE_REVERSAL|MACD:-0.2694|Dist:0.021,233.63119999999998,242.501,240.1,HEDGE_REVERSAL,CLOSED
TH_141845,Gamma_HEDGE_REVERSAL,LONG,2025-02-14 18:45:00,266.17,2025-02-14 21:00:00,261.36,-0.01807115753090131,SL_HIT,HEDGE_REVERSAL|MACD:0.3177|Dist:0.030,278.14765,262.17745,267.13,HEDGE_REVERSAL,CLOSED
TH_170915,Gamma_HEDGE_REVERSAL,LONG,2025-02-17 09:15:00,265.49,2025-02-17 10:45:00,268.05,0.009642547741911192,SL_HIT,HEDGE_REVERSAL|MACD:0.9524|Dist:0.037,277.43705,268.9434,271.66,HEDGE_REVERSAL,CLOSED
TH_180615,Gamma_HEDGE_REVERSAL,SHORT,2025-02-18 06:15:00,251.69,2025-02-18 09:45:00,256.35,-0.01851483968373803,SL_HIT,HEDGE_REVERSAL|MACD:-0.6413|Dist:0.029,240.36395,255.46534999999997,249.94,HEDGE_REVERSAL,CLOSED
TH_211900,Gamma_HEDGE_REVERSAL,SHORT,2025-02-21 19:00:00,244.89,2025-02-21 20:00:00,242.74,0.008779451998856536,SL_HIT,HEDGE_REVERSAL|MACD:-0.8633|Dist:0.073,233.86995,242.703,240.3,HEDGE_REVERSAL,CLOSED
TH_240500,Gamma_HEDGE_REVERSAL,SHORT,2025-02-24 05:00:00,237.43,2025-02-24 09:15:00,237.05,0.001600471717980017,SL_HIT,HEDGE_REVERSAL|MACD:-0.6128|Dist:0.015,226.74564999999998,235.8855,233.55,HEDGE_REVERSAL,CLOSED
TH_250730,Gamma_HEDGE_REVERSAL,SHORT,2025-02-25 07:30:00,194.13,2025-02-25 08:00:00,197.92,-0.01952300005151183,SL_HIT,HEDGE_REVERSAL|MACD:-0.5815|Dist:0.030,185.39415,197.04194999999999,194.13,HEDGE_REVERSAL,CLOSED
TH_252215,Gamma_HEDGE_REVERSAL,LONG,2025-02-25 22:15:00,203.68,2025-02-26 05:45:00,205.75,0.01016300078554592,SL_HIT,HEDGE_REVERSAL|MACD:0.4623|Dist:0.018,212.8456,206.8506,208.94,HEDGE_REVERSAL,CLOSED
TH_261145,Gamma_HEDGE_REVERSAL,LONG,2025-02-26 11:45:00,208.97,2025-02-26 12:30:00,205.67,-0.01579174044121171,SL_HIT,HEDGE_REVERSAL|MACD:0.3169|Dist:0.012,218.37365,205.83545,208.97,HEDGE_REVERSAL,CLOSED
TH_280415,Gamma_HEDGE_REVERSAL,SHORT,2025-02-28 04:15:00,185.83,2025-02-28 07:00:00,184.8,0.00554270031749449,SL_HIT,HEDGE_REVERSAL|MACD:-1.0575|Dist:0.035,177.46765,184.56740000000002,182.74,HEDGE_REVERSAL,CLOSED
TH_021745,Gamma_HEDGE_REVERSAL,LONG,2025-03-02 17:45:00,221.81,2025-03-02 18:30:00,217.03,-0.02154997520400343,SL_HIT,HEDGE_REVERSAL|MACD:2.9122|Dist:0.112,231.79145,218.48285,221.81,HEDGE_REVERSAL,CLOSED
TH_021900,Gamma_HEDGE_REVERSAL,LONG,2025-03-02 19:00:00,216.14,2025-03-02 22:15:00,225.96,0.04543351531414834,TP_HIT,HEDGE_REVERSAL|MACD:0.2599|Dist:0.104,225.86629999999997,223.5222,225.96,HEDGE_REVERSAL,CLOSED
TH_032000,Gamma_HEDGE_REVERSAL,SHORT,2025-03-03 20:00:00,182.62,2025-03-03 20:45:00,182.36,0.0014237213886758892,SL_HIT,HEDGE_REVERSAL|MACD:-1.2506|Dist:0.042,174.4021,181.8303,180.03,HEDGE_REVERSAL,CLOSED
TH_032200,Gamma_HEDGE_REVERSAL,SHORT,2025-03-03 22:00:00,180.08,2025-03-03 22:45:00,183.51,-0.01904709018214115,SL_HIT,HEDGE_REVERSAL|MACD:-0.0345|Dist:0.035,171.9764,182.78119999999998,180.08,HEDGE_REVERSAL,CLOSED
TH_040230,Gamma_HEDGE_REVERSAL,SHORT,2025-03-04 02:30:00,171.42,2025-03-04 04:15:00,174.07,-0.0154591062886478,SL_HIT,HEDGE_REVERSAL|MACD:-0.4048|Dist:0.028,163.7061,173.99129999999997,170.76,HEDGE_REVERSAL,CLOSED
TH_041915,Gamma_HEDGE_REVERSAL,LONG,2025-03-04 19:15:00,209.8,2025-03-04 20:45:00,205.0,-0.02287893231649195,SL_HIT,HEDGE_REVERSAL|MACD:0.8892|Dist:0.025,219.24099999999999,206.65300000000002,210.34,HEDGE_REVERSAL,CLOSED
TH_050515,Gamma_HEDGE_REVERSAL,LONG,2025-03-05 05:15:00,212.26,2025-03-05 09:00:00,223.98,0.05521530198812776,TP_HIT,HEDGE_REVERSAL|MACD:0.4573|Dist:0.025,221.81169999999997,218.988,223.98,HEDGE_REVERSAL,CLOSED
TH_050915,Gamma_HEDGE_REVERSAL,LONG,2025-03-05 09:15:00,222.97,2025-03-05 10:45:00,219.62,-0.015024442750145734,SL_HIT,HEDGE_REVERSAL|MACD:0.8047|Dist:0.022,233.00365,219.62545,223.97,HEDGE_REVERSAL,CLOSED
TH_091100,Gamma_HEDGE_REVERSAL,SHORT,2025-03-09 11:00:00,189.47,2025-03-09 12:30:00,193.11,-0.019211484667757506,SL_HIT,HEDGE_REVERSAL|MACD:-0.4842|Dist:0.017,180.94385,192.31204999999997,189.47,HEDGE_REVERSAL,CLOSED
TH_091845,Gamma_HEDGE_REVERSAL,SHORT,2025-03-09 18:45:00,179.35,2025-03-09 20:00:00,182.49,-0.017507666573738583,SL_HIT,HEDGE_REVERSAL|MACD:-0.8259|Dist:0.079,171.27925,182.04025,179.02,HEDGE_REVERSAL,CLOSED
TH_110045,Gamma_HEDGE_REVERSAL,SHORT,2025-03-11 00:45:00,173.75,2025-03-11 01:30:00,173.16,0.00339568345323743,SL_HIT,HEDGE_REVERSAL|MACD:-0.6107|Dist:0.014,165.93125,169.0942,167.42,HEDGE_REVERSAL,CLOSED
TH_131800,Gamma_HEDGE_REVERSAL,SHORT,2025-03-13 18:00:00,165.96,2025-03-13 20:15:00,162.83,0.01885996625692935,SL_HIT,HEDGE_REVERSAL|MACD:-0.4190|Dist:0.024,158.4918,162.4484,160.84,HEDGE_REVERSAL,CLOSED
TH_191200,Gamma_HEDGE_REVERSAL,LONG,2025-03-19 12:00:00,179.73,2025-03-19 16:30:00,179.98,0.0013909753519167642,SL_HIT,HEDGE_REVERSAL|MACD:0.9087|Dist:0.024,187.81784999999996,180.3483,182.17,HEDGE_REVERSAL,CLOSED
TH_210015,Gamma_HEDGE_REVERSAL,LONG,2025-03-21 00:15:00,179.45,2025-03-21 01:15:00,180.04,0.0032878239063806264,SL_HIT,HEDGE_REVERSAL|MACD:0.3899|Dist:0.014,187.52524999999997,180.13049999999998,181.95,HEDGE_REVERSAL,CLOSED
TH_240545,Gamma_HEDGE_REVERSAL,LONG,2025-03-24 05:45:00,188.86,2025-03-24 13:00:00,191.27,0.01276077517738005,SL_HIT,HEDGE_REVERSAL|MACD:0.4806|Dist:0.013,197.3587,191.9214,193.86,HEDGE_REVERSAL,CLOSED
TH_261715,Gamma_HEDGE_REVERSAL,SHORT,2025-03-26 17:15:00,179.4,2025-03-26 19:30:00,177.54,0.010367892976588704,SL_HIT,HEDGE_REVERSAL|MACD:-0.1944|Dist:0.022,171.327,177.17419999999998,175.42,HEDGE_REVERSAL,CLOSED
TH_280600,Gamma_HEDGE_REVERSAL,SHORT,2025-03-28 06:00:00,178.95,2025-03-28 14:00:00,170.45,0.04749930148086058,TP_HIT,HEDGE_REVERSAL|MACD:-0.7519|Dist:0.020,170.89724999999999,172.7807,170.45,HEDGE_REVERSAL,CLOSED
TH_010830,Gamma_HEDGE_REVERSAL,LONG,2025-04-01 08:30:00,168.16,2025-04-01 11:30:00,165.31,-0.016948144624167424,SL_HIT,HEDGE_REVERSAL|MACD:0.4000|Dist:0.034,175.72719999999998,165.6376,169.21,HEDGE_REVERSAL,CLOSED
TH_020530,Gamma_HEDGE_REVERSAL,SHORT,2025-04-02 05:30:00,159.31,2025-04-02 13:30:00,158.51,0.005021655891030138,SL_HIT,HEDGE_REVERSAL|MACD:-0.1625|Dist:0.028,152.14105,157.8933,156.33,HEDGE_REVERSAL,CLOSED
TH_061745,Gamma_HEDGE_REVERSAL,SHORT,2025-04-06 17:45:00,138.32,2025-04-06 20:00:00,131.8,0.0471370734528628,TP_HIT,HEDGE_REVERSAL|MACD:-0.4640|Dist:0.080,132.0956,133.7543,131.8,HEDGE_REVERSAL,CLOSED
TH_062100,Gamma_HEDGE_REVERSAL,SHORT,2025-04-06 21:00:00,129.66,2025-04-06 23:30:00,129.86,-0.0015424957581367967,SL_HIT,HEDGE_REVERSAL|MACD:-0.2875|Dist:0.156,123.8253,128.2195,126.95,HEDGE_REVERSAL,CLOSED
TH_070800,Gamma_HEDGE_REVERSAL,SHORT,2025-04-07 08:00:00,116.54,2025-04-07 08:15:00,119.87,-0.028573880212802456,SL_HIT,HEDGE_REVERSAL|MACD:-0.3310|Dist:0.019,111.2957,118.2881,116.54,HEDGE_REVERSAL,CLOSED
TH_081730,Gamma_HEDGE_REVERSAL,SHORT,2025-04-08 17:30:00,127.23,2025-04-09 00:00:00,126.07,0.009117346537766335,SL_HIT,HEDGE_REVERSAL|MACD:-0.5898|Dist:0.015,121.50465,125.5834,124.34,HEDGE_REVERSAL,CLOSED
TH_091830,Gamma_HEDGE_REVERSAL,LONG,2025-04-09 18:30:00,141.57,2025-04-09 23:15:00,143.02,0.010242282969555818,SL_HIT,HEDGE_REVERSAL|MACD:1.4436|Dist:0.073,147.94064999999998,143.2431,144.69,HEDGE_REVERSAL,CLOSED
TH_101600,Gamma_HEDGE_REVERSAL,SHORT,2025-04-10 16:00:00,129.87,2025-04-10 20:30:00,132.45,-0.019866019866019744,SL_HIT,HEDGE_REVERSAL|MACD:-0.6205|Dist:0.014,124.02585,131.81805,128.56,HEDGE_REVERSAL,CLOSED
TH_121500,Gamma_HEDGE_REVERSAL,LONG,2025-04-12 15:00:00,146.73,2025-04-12 23:00:00,148.05,0.008996115313841898,SL_HIT,HEDGE_REVERSAL|MACD:0.5130|Dist:0.054,153.33284999999998,148.21290000000002,149.71,HEDGE_REVERSAL,CLOSED
TH_131400,Gamma_HEDGE_REVERSAL,SHORT,2025-04-13 14:00:00,140.61,2025-04-13 17:15:00,143.11,-0.017779674276367254,SL_HIT,HEDGE_REVERSAL|MACD:-0.3150|Dist:0.015,134.28255000000001,142.71915,140.06,HEDGE_REVERSAL,CLOSED
TH_210330,Gamma_NORMAL,SHORT,2025-04-21 03:30:00,144.43,2025-04-21 18:45:00,139.19,0.03628055113203634,TP_HIT,NORMAL|MACD:-0.1024|Dist:0.002,139.37495,141.08689999999999,139.19,NORMAL,CLOSED
TH_222315,Gamma_HEDGE_REVERSAL,LONG,2025-04-22 23:15:00,158.08,2025-04-23 01:45:00,158.96,0.005566801619433169,SL_HIT,HEDGE_REVERSAL|MACD:0.3012|Dist:0.019,165.1936,159.9246,161.54,HEDGE_REVERSAL,CLOSED
TH_010415,Gamma_NORMAL,SHORT,2025-05-01 04:15:00,167.4,2025-05-01 10:15:00,172.86,-0.03261648745519718,SL_HIT,NORMAL|MACD:-0.0557|Dist:0.007,161.541,170.74800000000002,167.4,NORMAL,CLOSED
TH_011030,Gamma_HEDGE_REVERSAL,LONG,2025-05-01 10:30:00,172.27,2025-05-01 13:45:00,173.55,0.007430196784117961,SL_HIT,HEDGE_REVERSAL|MACD:0.1731|Dist:0.018,180.02215,173.8143,175.57,HEDGE_REVERSAL,CLOSED
TH_050645,Gamma_HEDGE_REVERSAL,LONG,2025-05-05 06:45:00,177.76,2025-05-05 09:30:00,178.21,0.0025315031503151276,SL_HIT,HEDGE_REVERSAL|MACD:0.3085|Dist:0.012,185.75919999999996,178.55640000000002,180.36,HEDGE_REVERSAL,CLOSED
TH_060830,Gamma_HEDGE_REVERSAL,SHORT,2025-05-06 08:30:00,169.24,2025-05-06 14:00:00,165.73,0.020739777830300277,SL_HIT,HEDGE_REVERSAL|MACD:-0.1961|Dist:0.024,161.6242,165.3572,163.72,HEDGE_REVERSAL,CLOSED
TH_080415,Gamma_HEDGE_REVERSAL,LONG,2025-05-08 04:15:00,186.12,2025-05-08 04:45:00,183.14,-0.01601117558564377,SL_HIT,HEDGE_REVERSAL|MACD:1.1562|Dist:0.041,194.4954,183.3282,186.12,HEDGE_REVERSAL,CLOSED
TH_082130,Gamma_HEDGE_REVERSAL,LONG,2025-05-08 21:30:00,202.95,2025-05-09 00:00:00,203.86,0.0044838630204485095,SL_HIT,HEDGE_REVERSAL|MACD:0.8470|Dist:0.023,212.08274999999998,204.1182,206.18,HEDGE_REVERSAL,CLOSED
TH_090745,Gamma_HEDGE_REVERSAL,LONG,2025-05-09 07:45:00,212.04,2025-05-09 08:30:00,211.51,-0.0024995283908696526,SL_HIT,HEDGE_REVERSAL|MACD:0.6306|Dist:0.016,221.5818,214.1568,216.32,HEDGE_REVERSAL,CLOSED
TH_100845,Gamma_HEDGE_REVERSAL,LONG,2025-05-10 08:45:00,218.85,2025-05-10 17:45:00,223.26,0.02015078821110348,SL_HIT,HEDGE_REVERSAL|MACD:0.6883|Dist:0.019,228.69824999999997,224.99730000000002,227.27,HEDGE_REVERSAL,CLOSED
TH_131945,Gamma_HEDGE_REVERSAL,LONG,2025-05-13 19:45:00,235.13,2025-05-14 01:45:00,235.39,0.001105771275464598,SL_HIT,HEDGE_REVERSAL|MACD:0.6039|Dist:0.013,245.71084999999997,236.0556,238.44,HEDGE_REVERSAL,CLOSED
TH_182015,Gamma_HEDGE_REVERSAL,SHORT,2025-05-18 20:15:00,220.11,2025-05-18 21:15:00,225.28,-0.02348825587206391,SL_HIT,HEDGE_REVERSAL|MACD:-2.2165|Dist:0.013,210.20505,223.41164999999998,220.11,HEDGE_REVERSAL,CLOSED
TH_200300,Gamma_HEDGE_REVERSAL,LONG,2025-05-20 03:00:00,263.48,2025-05-20 05:45:00,266.1,0.009943828753605603,SL_HIT,HEDGE_REVERSAL|MACD:1.0148|Dist:0.119,275.3366,266.8743,269.57,HEDGE_REVERSAL,CLOSED
TH_270830,Gamma_HEDGE_REVERSAL,LONG,2025-05-27 08:30:00,276.05,2025-05-27 14:15:00,277.95,0.006882811084948297,SL_HIT,HEDGE_REVERSAL|MACD:0.6009|Dist:0.031,288.47225,279.0711,281.89,HEDGE_REVERSAL,CLOSED
TH_010030,Gamma_HEDGE_REVERSAL,SHORT,2025-06-01 00:30:00,243.05,2025-06-01 02:15:00,240.11,0.012096276486319677,SL_HIT,HEDGE_REVERSAL|MACD:-1.1102|Dist:0.013,232.11275,239.9659,237.59,HEDGE_REVERSAL,CLOSED
