Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Fibo_Target,SL,Peak_Price,status
FL_224100,Flash_Vol_Breakout,LONG,2025-02-09 22:41:00,239.76,2025-02-09 22:44:00,242.12,0.009843176509843234,TP_FLASH,241.67808,240.93715999999998,242.12,CLOSED
FL_000100,Flash_Vol_Breakout,LONG,2025-02-10 00:01:00,243.52,2025-02-10 00:02:00,242.53,-0.0040653745072273696,SL_FLASH,245.46816,242.54592,243.52,CLOSED
FL_014500,Flash_Vol_Breakout,SHORT,2025-02-10 01:45:00,235.84,2025-02-10 01:46:00,236.98,-0.004833785617367649,SL_FLASH,233.95328,236.78336000000002,235.84,CLOSED
FL_024300,Flash_Vol_Breakout,LONG,2025-02-10 02:43:00,238.2,2025-02-10 02:48:00,237.23,-0.004072208228379509,SL_FLASH,240.10559999999998,237.2472,239.08,CLOSED
FL_054500,Flash_Vol_Breakout,LONG,2025-02-10 05:45:00,248.65,2025-02-10 05:46:00,247.31,-0.005389101146189437,SL_FLASH,250.63920000000002,247.65540000000001,248.65,CLOSED
FL_120200,Flash_Vol_Breakout,LONG,2025-02-10 12:02:00,249.88,2025-02-10 12:11:00,248.55,-0.005322554826316568,SL_FLASH,251.87904,248.88048,249.88,CLOSED
FL_124800,Flash_Vol_Breakout,SHORT,2025-02-10 12:48:00,246.11,2025-02-10 12:52:00,247.25,-0.004632075088375061,SL_FLASH,244.14112,247.09444000000002,246.11,CLOSED
FL_134500,Flash_Vol_Breakout,LONG,2025-02-10 13:45:00,250.63,2025-02-10 13:50:00,253.81,0.012688026174041443,TP_FLASH,252.63504,251.71556,253.81,CLOSED
FL_143700,Flash_Vol_Breakout,SHORT,2025-02-10 14:37:00,249.4,2025-02-10 15:23:00,248.49,0.003648757016840403,SL_FLASH,247.4048,248.36574000000002,247.87,CLOSED
FL_163100,Flash_Vol_Breakout,SHORT,2025-02-10 16:31:00,248.38,2025-02-10 16:43:00,249.74,-0.0054754811176423775,SL_FLASH,246.39296,249.37351999999998,247.91,CLOSED
FL_172500,Flash_Vol_Breakout,LONG,2025-02-10 17:25:00,253.82,2025-02-10 17:36:00,252.56,-0.004964147821290643,SL_FLASH,255.85056,252.80472,254.26,CLOSED
FL_185200,Flash_Vol_Breakout,LONG,2025-02-10 18:52:00,254.4,2025-02-10 19:06:00,255.44,0.0040880503144653775,SL_FLASH,256.4352,255.86723999999998,256.38,CLOSED
FL_200700,Flash_Vol_Breakout,LONG,2025-02-10 20:07:00,256.42,2025-02-10 20:13:00,254.97,-0.005654785118165576,SL_FLASH,258.47136,255.39432000000002,256.42,CLOSED
FL_211800,Flash_Vol_Breakout,SHORT,2025-02-10 21:18:00,251.96,2025-02-10 22:05:00,251.0,0.003810128591840006,SL_FLASH,249.94432,250.8006,250.3,CLOSED
FL_225400,Flash_Vol_Breakout,SHORT,2025-02-10 22:54:00,249.8,2025-02-10 23:46:00,251.3,-0.00600480384307446,SL_FLASH,247.8016,250.7992,248.91,CLOSED
FL_000000,Flash_Vol_Breakout,LONG,2025-02-11 00:00:00,253.56,2025-02-11 00:04:00,252.47,-0.004298785297365528,SL_FLASH,255.58848,252.54576,253.56,CLOSED
FL_035200,Flash_Vol_Breakout,LONG,2025-02-11 03:52:00,258.98,2025-02-11 04:09:00,257.86,-0.004324658274770269,SL_FLASH,261.05184,257.94408000000004,258.98,CLOSED
FL_043000,Flash_Vol_Breakout,LONG,2025-02-11 04:30:00,259.38,2025-02-11 04:54:00,260.0,0.002390315367414622,SL_FLASH,261.45504,260.44806000000005,260.97,CLOSED
FL_054500,Flash_Vol_Breakout,SHORT,2025-02-11 05:45:00,258.39,2025-02-11 05:52:00,259.44,-0.00406362475327997,SL_FLASH,256.32288,259.42356,258.39,CLOSED
FL_080500,Flash_Vol_Breakout,SHORT,2025-02-11 08:05:00,258.7,2025-02-11 08:20:00,259.85,-0.004445303440278447,SL_FLASH,256.6304,259.7348,258.56,CLOSED
FL_084700,Flash_Vol_Breakout,LONG,2025-02-11 08:47:00,261.2,2025-02-11 08:55:00,260.14,-0.004058192955589596,SL_FLASH,263.2896,260.1552,261.38,CLOSED
FL_093700,Flash_Vol_Breakout,SHORT,2025-02-11 09:37:00,259.03,2025-02-11 10:08:00,258.4,0.002432150716133249,SL_FLASH,256.95775999999995,258.05508000000003,257.54,CLOSED
FL_120500,Flash_Vol_Breakout,SHORT,2025-02-11 12:05:00,256.63,2025-02-11 12:18:00,255.54,0.004247360012469327,SL_FLASH,254.57695999999999,255.42983999999998,254.92,CLOSED
FL_165100,Flash_Vol_Breakout,SHORT,2025-02-11 16:51:00,248.01,2025-02-11 17:44:00,247.28,0.002943429700415265,SL_FLASH,246.02591999999999,247.25351999999998,246.76,CLOSED
FL_180300,Flash_Vol_Breakout,SHORT,2025-02-11 18:03:00,246.03,2025-02-11 18:26:00,243.97,0.008372962646831697,TP_FLASH,244.06176,244.64831999999998,243.97,CLOSED
FL_223500,Flash_Vol_Breakout,SHORT,2025-02-11 22:35:00,245.34,2025-02-11 22:57:00,242.5,0.011575772397489213,TP_FLASH,243.37728,244.2876,242.5,CLOSED
FL_000000,Flash_Vol_Breakout,SHORT,2025-02-12 00:00:00,243.12,2025-02-12 00:05:00,244.51,-0.0057173412306679265,SL_FLASH,241.17504,244.09248,243.12,CLOSED
FL_020600,Flash_Vol_Breakout,SHORT,2025-02-12 02:06:00,243.38,2025-02-12 02:56:00,240.88,0.010272002629632673,TP_FLASH,241.43295999999998,242.57418,240.88,CLOSED
FL_030700,Flash_Vol_Breakout,SHORT,2025-02-12 03:07:00,239.6,2025-02-12 03:11:00,240.76,-0.0048414023372287006,SL_FLASH,237.6832,240.5584,239.6,CLOSED
FL_042800,Flash_Vol_Breakout,SHORT,2025-02-12 04:28:00,239.72,2025-02-12 04:46:00,241.31,-0.006632738194560335,SL_FLASH,237.80223999999998,240.67888,239.48,CLOSED
FL_104300,Flash_Vol_Breakout,LONG,2025-02-12 10:43:00,244.65,2025-02-12 10:47:00,243.29,-0.005558961782137804,SL_FLASH,246.6072,243.6714,244.65,CLOSED
FL_113700,Flash_Vol_Breakout,LONG,2025-02-12 11:37:00,245.61,2025-02-12 11:50:00,244.56,-0.004275070233296736,SL_FLASH,247.57488,244.62756000000002,246.19,CLOSED
FL_125800,Flash_Vol_Breakout,SHORT,2025-02-12 12:58:00,243.62,2025-02-12 13:16:00,245.84,-0.009112552335604625,SL_FLASH,241.67104,244.59448,242.8,CLOSED
FL_133000,Flash_Vol_Breakout,SHORT,2025-02-12 13:30:00,241.56,2025-02-12 13:32:00,238.5,0.012667660208643825,TP_FLASH,239.62752,242.52624,238.5,CLOSED
FL_143000,Flash_Vol_Breakout,SHORT,2025-02-12 14:30:00,232.01,2025-02-12 14:31:00,232.96,-0.004094651092625391,SL_FLASH,230.15392,232.93804,232.01,CLOSED
FL_152100,Flash_Vol_Breakout,LONG,2025-02-12 15:21:00,240.25,2025-02-12 15:26:00,240.49,0.000998959417273711,SL_FLASH,242.172,241.47608,241.96,CLOSED
FL_222000,Flash_Vol_Breakout,LONG,2025-02-12 22:20:00,253.7,2025-02-12 22:26:00,255.86,0.00851399290500601,TP_FLASH,255.72959999999998,252.68519999999998,255.86,CLOSED
FL_024800,Flash_Vol_Breakout,LONG,2025-02-13 02:48:00,253.53,2025-02-13 03:27:00,252.51,-0.004023192521595118,SL_FLASH,255.55824,252.51588,254.17,CLOSED
FL_034300,Flash_Vol_Breakout,LONG,2025-02-13 03:43:00,254.75,2025-02-13 04:04:00,253.71,-0.004082433758586818,SL_FLASH,256.788,253.731,255.03,CLOSED
FL_045100,Flash_Vol_Breakout,SHORT,2025-02-13 04:51:00,250.82,2025-02-13 05:11:00,250.05,0.003069930627541591,SL_FLASH,248.81343999999999,250.03907999999998,249.54,CLOSED
FL_090200,Flash_Vol_Breakout,LONG,2025-02-13 09:02:00,249.22,2025-02-13 09:11:00,251.37,0.008626915977850917,TP_FLASH,251.21376,250.26846,251.37,CLOSED
FL_091200,Flash_Vol_Breakout,LONG,2025-02-13 09:12:00,252.51,2025-02-13 09:15:00,251.43,-0.0042770583343233306,SL_FLASH,254.53008,251.49996,252.51,CLOSED
FL_093500,Flash_Vol_Breakout,LONG,2025-02-13 09:35:00,254.41,2025-02-13 09:40:00,255.01,0.0023583978617192497,SL_FLASH,256.44528,255.47802000000001,255.99,CLOSED
FL_100600,Flash_Vol_Breakout,LONG,2025-02-13 10:06:00,254.85,2025-02-13 10:21:00,255.86,0.0039631155581715495,SL_FLASH,256.8888,255.96704000000003,256.48,CLOSED
FL_113200,Flash_Vol_Breakout,SHORT,2025-02-13 11:32:00,250.87,2025-02-13 11:36:00,251.93,-0.004225295970024324,SL_FLASH,248.86304,251.87348,250.47,CLOSED
FL_141500,Flash_Vol_Breakout,SHORT,2025-02-13 14:15:00,249.04,2025-02-13 14:21:00,250.68,-0.006585287504015479,SL_FLASH,247.04767999999999,250.03616,249.04,CLOSED
FL_165800,Flash_Vol_Breakout,SHORT,2025-02-13 16:58:00,247.52,2025-02-13 17:00:00,249.36,-0.007433742727860388,SL_FLASH,245.53984,248.51008000000002,247.52,CLOSED
FL_201400,Flash_Vol_Breakout,LONG,2025-02-13 20:14:00,253.73,2025-02-13 21:10:00,255.92,0.008631222165293807,TP_FLASH,255.75984,252.71508,255.92,CLOSED
FL_224400,Flash_Vol_Breakout,LONG,2025-02-13 22:44:00,255.9,2025-02-13 22:51:00,254.74,-0.004533020711215305,SL_FLASH,257.9472,254.87640000000002,256.02,CLOSED
FL_233400,Flash_Vol_Breakout,LONG,2025-02-13 23:34:00,255.61,2025-02-13 23:42:00,256.07,0.0017996166034191913,SL_FLASH,257.65488,256.37622,256.89,CLOSED
FL_034500,Flash_Vol_Breakout,LONG,2025-02-14 03:45:00,258.36,2025-02-14 04:01:00,259.44,0.004180213655364546,SL_FLASH,260.42688000000004,259.51992,260.04,CLOSED
FL_065500,Flash_Vol_Breakout,LONG,2025-02-14 06:55:00,257.34,2025-02-14 08:26:00,259.93,0.01006450610087834,TP_FLASH,259.39871999999997,258.84128000000004,259.93,CLOSED
FL_090600,Flash_Vol_Breakout,LONG,2025-02-14 09:06:00,258.96,2025-02-14 09:42:00,261.64,0.010349088662341702,TP_FLASH,261.03168,257.92416,261.64,CLOSED
FL_100500,Flash_Vol_Breakout,LONG,2025-02-14 10:05:00,262.54,2025-02-14 10:24:00,261.22,-0.005027805286813411,SL_FLASH,264.64032000000003,261.48984,263.31,CLOSED
FL_112900,Flash_Vol_Breakout,SHORT,2025-02-14 11:29:00,259.3,2025-02-14 11:50:00,258.79,0.001966833783262595,SL_FLASH,257.2256,258.4158,257.9,CLOSED
FL_155300,Flash_Vol_Breakout,LONG,2025-02-14 15:53:00,262.79,2025-02-14 16:12:00,261.71,-0.004109745424103051,SL_FLASH,264.89232000000004,261.73884000000004,263.89,CLOSED
FL_165500,Flash_Vol_Breakout,LONG,2025-02-14 16:55:00,264.1,2025-02-14 17:43:00,266.39,0.008670957970465595,TP_FLASH,266.2128,265.5179,266.39,CLOSED
FL_185800,Flash_Vol_Breakout,SHORT,2025-02-14 18:58:00,266.25,2025-02-14 19:17:00,268.69,-0.009164319248826283,SL_FLASH,264.12,267.315,266.17,CLOSED
FL_192000,Flash_Vol_Breakout,LONG,2025-02-14 19:20:00,269.86,2025-02-14 19:22:00,268.73,-0.0041873564070258485,SL_FLASH,272.01888,268.78056000000004,269.86,CLOSED
FL_213700,Flash_Vol_Breakout,LONG,2025-02-14 21:37:00,264.95,2025-02-14 22:04:00,265.82,0.003283638422343856,SL_FLASH,267.0696,265.88716,266.42,CLOSED
FL_234200,Flash_Vol_Breakout,LONG,2025-02-14 23:42:00,263.56,2025-02-14 23:56:00,262.29,-0.004818637122476786,SL_FLASH,265.66848,262.50576,263.56,CLOSED
FL_002400,Flash_Vol_Breakout,SHORT,2025-02-15 00:24:00,260.06,2025-02-15 00:39:00,261.13,-0.004114435130354507,SL_FLASH,257.97952,261.10024,258.93,CLOSED
FL_032600,Flash_Vol_Breakout,SHORT,2025-02-15 03:26:00,262.01,2025-02-15 05:23:00,261.28,0.0027861532002596014,SL_FLASH,259.91391999999996,261.10116,260.58,CLOSED
FL_053700,Flash_Vol_Breakout,LONG,2025-02-15 05:37:00,262.17,2025-02-15 05:48:00,260.97,-0.004577182744021011,SL_FLASH,264.26736,261.12132,262.17,CLOSED
FL_071000,Flash_Vol_Breakout,SHORT,2025-02-15 07:10:00,258.0,2025-02-15 07:40:00,259.04,-0.0040310077519380635,SL_FLASH,255.936,259.032,257.26,CLOSED
FL_093100,Flash_Vol_Breakout,SHORT,2025-02-15 09:31:00,256.6,2025-02-15 09:45:00,257.86,-0.004910366328916566,SL_FLASH,254.54720000000003,257.62640000000005,256.6,CLOSED
FL_140500,Flash_Vol_Breakout,SHORT,2025-02-15 14:05:00,254.86,2025-02-15 14:08:00,255.9,-0.00408067174134816,SL_FLASH,252.82112,255.87944000000002,254.86,CLOSED
FL_143600,Flash_Vol_Breakout,SHORT,2025-02-15 14:36:00,254.02,2025-02-15 14:43:00,253.63,0.0015353121801433538,SL_FLASH,251.98784,253.2054,252.7,CLOSED
FL_172100,Flash_Vol_Breakout,SHORT,2025-02-15 17:21:00,251.38,2025-02-15 17:29:00,252.48,-0.004375845333757635,SL_FLASH,249.36896,252.38551999999999,251.38,CLOSED
FL_204000,Flash_Vol_Breakout,SHORT,2025-02-15 20:40:00,250.7,2025-02-15 21:33:00,251.75,-0.00418827283605908,SL_FLASH,248.69439999999997,251.7028,249.87,CLOSED
FL_221000,Flash_Vol_Breakout,LONG,2025-02-15 22:10:00,253.12,2025-02-15 22:28:00,251.79,-0.005254424778761111,SL_FLASH,255.14496,252.10752,253.79,CLOSED
FL_054600,Flash_Vol_Breakout,LONG,2025-02-16 05:46:00,252.61,2025-02-16 06:42:00,253.45,0.003325284034677863,SL_FLASH,254.63088000000002,253.68162,254.19,CLOSED
FL_194800,Flash_Vol_Breakout,LONG,2025-02-16 19:48:00,256.03,2025-02-16 20:54:00,254.87,-0.004530719056360459,SL_FLASH,258.07824,255.00587999999996,256.91,CLOSED
FL_050200,Flash_Vol_Breakout,SHORT,2025-02-17 05:02:00,250.8,2025-02-17 05:05:00,251.85,-0.004186602870813329,SL_FLASH,248.7936,251.8032,250.54,CLOSED
FL_062400,Flash_Vol_Breakout,LONG,2025-02-17 06:24:00,260.46,2025-02-17 06:33:00,261.47,0.0038777547416111798,SL_FLASH,262.54368,261.73548,262.26,CLOSED
FL_084900,Flash_Vol_Breakout,LONG,2025-02-17 08:49:00,265.49,2025-02-17 08:51:00,263.51,-0.007457908019134499,SL_FLASH,267.61392,264.42804,265.49,CLOSED
FL_110100,Flash_Vol_Breakout,SHORT,2025-02-17 11:01:00,266.5,2025-02-17 11:06:00,268.47,-0.007392120075047007,SL_FLASH,264.368,267.566,266.5,CLOSED
FL_141400,Flash_Vol_Breakout,LONG,2025-02-17 14:14:00,275.17,2025-02-17 14:26:00,273.57,-0.0058145873460043705,SL_FLASH,277.37136000000004,274.06932,275.54,CLOSED
FL_145100,Flash_Vol_Breakout,LONG,2025-02-17 14:51:00,277.76,2025-02-17 14:57:00,276.58,-0.004248271889400947,SL_FLASH,279.98208,276.64896,277.91,CLOSED
FL_025500,Flash_Vol_Breakout,SHORT,2025-02-18 02:55:00,258.66,2025-02-18 03:05:00,259.73,-0.004136704554241062,SL_FLASH,256.59072000000003,259.69464000000005,257.97,CLOSED
FL_081900,Flash_Vol_Breakout,SHORT,2025-02-18 08:19:00,250.76,2025-02-18 08:27:00,251.91,-0.00458605838251717,SL_FLASH,248.75392,251.76304,250.65,CLOSED
FL_123100,Flash_Vol_Breakout,LONG,2025-02-18 12:31:00,259.06,2025-02-18 12:48:00,257.84,-0.0047093337450784655,SL_FLASH,261.13248,258.02376,260.22,CLOSED
FL_152700,Flash_Vol_Breakout,SHORT,2025-02-18 15:27:00,250.04,2025-02-18 15:32:00,251.58,-0.006159014557670855,SL_FLASH,248.03968,251.04016,250.04,CLOSED
FL_185100,Flash_Vol_Breakout,LONG,2025-02-18 18:51:00,244.84,2025-02-18 18:57:00,243.72,-0.0045744159451070274,SL_FLASH,246.79872,243.86064,244.84,CLOSED
FL_210300,Flash_Vol_Breakout,LONG,2025-02-18 21:03:00,245.91,2025-02-18 21:12:00,247.22,0.005327152210158197,SL_FLASH,247.87727999999998,247.29442,247.79,CLOSED
FL_234000,Flash_Vol_Breakout,SHORT,2025-02-18 23:40:00,248.56,2025-02-19 00:05:00,249.91,-0.005431284196974551,SL_FLASH,246.57152,249.55424,248.56,CLOSED
FL_000700,Flash_Vol_Breakout,LONG,2025-02-19 00:07:00,250.71,2025-02-19 00:15:00,249.55,-0.004626859718399731,SL_FLASH,252.71568000000002,249.70716000000002,250.71,CLOSED
FL_074500,Flash_Vol_Breakout,LONG,2025-02-19 07:45:00,254.2,2025-02-19 08:32:00,255.03,0.0032651455546814025,SL_FLASH,256.23359999999997,255.22852,255.74,CLOSED
FL_143500,Flash_Vol_Breakout,LONG,2025-02-19 14:35:00,257.43,2025-02-19 14:38:00,256.19,-0.004816843413743577,SL_FLASH,259.48944,256.40028,257.43,CLOSED
FL_211700,Flash_Vol_Breakout,LONG,2025-02-19 21:17:00,254.36,2025-02-19 21:26:00,255.19,0.0032630916810818685,SL_FLASH,256.39488,255.42812,255.94,CLOSED
FL_221600,Flash_Vol_Breakout,SHORT,2025-02-19 22:16:00,250.47,2025-02-19 22:25:00,251.66,-0.004751067992174702,SL_FLASH,248.46624,251.47188,250.31,CLOSED
FL_223400,Flash_Vol_Breakout,LONG,2025-02-19 22:34:00,252.63,2025-02-19 22:54:00,254.85,0.00878755492221826,TP_FLASH,254.65104,253.90117999999998,254.85,CLOSED
FL_010900,Flash_Vol_Breakout,SHORT,2025-02-20 01:09:00,253.45,2025-02-20 01:45:00,251.34,0.008325113434602427,TP_FLASH,251.42239999999998,252.02304,251.34,CLOSED
FL_042200,Flash_Vol_Breakout,LONG,2025-02-20 04:22:00,258.28,2025-02-20 04:34:00,257.07,-0.0046848381601362074,SL_FLASH,260.34623999999997,257.24688,258.28,CLOSED
FL_062600,Flash_Vol_Breakout,LONG,2025-02-20 06:26:00,254.92,2025-02-20 06:37:00,253.72,-0.004707359171504741,SL_FLASH,256.95936,253.90032,255.22,CLOSED
FL_094500,Flash_Vol_Breakout,SHORT,2025-02-20 09:45:00,255.31,2025-02-20 10:20:00,256.62,-0.005131017194782822,SL_FLASH,253.26752,256.33124,254.95,CLOSED
FL_103200,Flash_Vol_Breakout,LONG,2025-02-20 10:32:00,258.88,2025-02-20 11:39:00,257.67,-0.004673980222496831,SL_FLASH,260.95104,257.84448,259.2,CLOSED
FL_133300,Flash_Vol_Breakout,LONG,2025-02-20 13:33:00,258.91,2025-02-20 13:36:00,257.7,-0.004673438646634106,SL_FLASH,260.98128,257.87436,258.91,CLOSED
FL_140400,Flash_Vol_Breakout,LONG,2025-02-20 14:04:00,260.49,2025-02-20 14:23:00,261.35,0.0033014703059618933,SL_FLASH,262.57392,261.83528,262.36,CLOSED
FL_045600,Flash_Vol_Breakout,SHORT,2025-02-21 04:56:00,261.42,2025-02-21 05:09:00,262.73,-0.005011093259888311,SL_FLASH,259.32864,262.46568,261.17,CLOSED
FL_091600,Flash_Vol_Breakout,LONG,2025-02-21 09:16:00,264.08,2025-02-21 09:18:00,266.2,0.008027870342320527,TP_FLASH,266.19264,263.02367999999996,266.2,CLOSED
FL_143000,Flash_Vol_Breakout,SHORT,2025-02-21 14:30:00,265.07,2025-02-21 14:39:00,262.77,0.008676953257630102,TP_FLASH,262.94944,263.74644,262.77,CLOSED
FL_152100,Flash_Vol_Breakout,SHORT,2025-02-21 15:21:00,263.77,2025-02-21 15:25:00,260.41,0.012738370550100303,TP_FLASH,261.65984,262.61418,260.41,CLOSED
FL_173300,Flash_Vol_Breakout,SHORT,2025-02-21 17:33:00,250.29,2025-02-21 17:39:00,248.14,0.00859003555875187,TP_FLASH,248.28768,251.29116,248.14,CLOSED
FL_190200,Flash_Vol_Breakout,SHORT,2025-02-21 19:02:00,245.94,2025-02-21 19:17:00,243.56,0.009677157030169942,TP_FLASH,243.97248,244.51806,243.56,CLOSED
FL_081800,Flash_Vol_Breakout,SHORT,2025-02-22 08:18:00,242.2,2025-02-22 09:01:00,243.47,-0.005243600330305575,SL_FLASH,240.26239999999999,243.16879999999998,241.8,CLOSED
FL_155500,Flash_Vol_Breakout,LONG,2025-02-22 15:55:00,247.38,2025-02-22 16:00:00,249.65,0.009176166222006671,TP_FLASH,249.35904,248.19262,249.65,CLOSED
FL_200600,Flash_Vol_Breakout,SHORT,2025-02-22 20:06:00,246.88,2025-02-22 20:37:00,247.91,-0.004172067401166563,SL_FLASH,244.90496,247.86751999999998,246.88,CLOSED
FL_220500,Flash_Vol_Breakout,LONG,2025-02-22 22:05:00,248.45,2025-02-22 23:04:00,247.12,-0.005353189776614949,SL_FLASH,250.4376,247.4562,249.0,CLOSED
FL_235000,Flash_Vol_Breakout,SHORT,2025-02-22 23:50:00,246.8,2025-02-23 00:32:00,248.21,-0.005713128038897879,SL_FLASH,244.8256,247.7872,246.42,CLOSED
FL_024900,Flash_Vol_Breakout,SHORT,2025-02-23 02:49:00,245.68,2025-02-23 03:25:00,246.7,-0.0041517421035492585,SL_FLASH,243.71456,246.66272,245.19,CLOSED
FL_071900,Flash_Vol_Breakout,LONG,2025-02-23 07:19:00,249.88,2025-02-23 07:32:00,251.99,0.0084440531455099,TP_FLASH,251.87904,251.2964,251.99,CLOSED
FL_092200,Flash_Vol_Breakout,SHORT,2025-02-23 09:22:00,248.85,2025-02-23 09:28:00,250.2,-0.005424954792043377,SL_FLASH,246.8592,249.84539999999998,248.83,CLOSED
FL_100400,Flash_Vol_Breakout,SHORT,2025-02-23 10:04:00,250.32,2025-02-23 10:54:00,249.29,0.004114733141578784,SL_FLASH,248.31744,249.27756,248.78,CLOSED
FL_112200,Flash_Vol_Breakout,SHORT,2025-02-23 11:22:00,248.37,2025-02-23 12:16:00,246.24,0.008575914965575535,TP_FLASH,246.38304,247.01304000000002,246.24,CLOSED
FL_141500,Flash_Vol_Breakout,LONG,2025-02-23 14:15:00,248.38,2025-02-23 14:25:00,247.31,-0.004307915291086211,SL_FLASH,250.36704,247.38648,248.38,CLOSED
FL_153200,Flash_Vol_Breakout,SHORT,2025-02-23 15:32:00,245.27,2025-02-23 16:01:00,244.37,0.00366942553104744,SL_FLASH,243.30784,244.06716,243.58,CLOSED
FL_215000,Flash_Vol_Breakout,LONG,2025-02-23 21:50:00,245.74,2025-02-23 22:17:00,244.75,-0.004028648164726984,SL_FLASH,247.70592000000002,244.75704000000002,246.16,CLOSED
FL_230100,Flash_Vol_Breakout,LONG,2025-02-23 23:01:00,246.87,2025-02-23 23:29:00,245.87,-0.004050714951188885,SL_FLASH,248.84496000000001,245.88252,247.72,CLOSED
FL_004100,Flash_Vol_Breakout,SHORT,2025-02-24 00:41:00,246.56,2025-02-24 00:48:00,247.68,-0.004542504866969519,SL_FLASH,244.58752,247.54624,246.56,CLOSED
FL_022300,Flash_Vol_Breakout,SHORT,2025-02-24 02:23:00,242.83,2025-02-24 02:38:00,243.82,-0.004076926244697857,SL_FLASH,240.88736,243.80132,242.83,CLOSED
FL_030000,Flash_Vol_Breakout,SHORT,2025-02-24 03:00:00,241.82,2025-02-24 03:26:00,239.69,0.008808204449590585,TP_FLASH,239.88544,240.55014,239.69,CLOSED
FL_043000,Flash_Vol_Breakout,SHORT,2025-02-24 04:30:00,236.41,2025-02-24 04:37:00,235.66,0.0031724546338987355,SL_FLASH,234.51872,235.59024,235.12,CLOSED
FL_070200,Flash_Vol_Breakout,LONG,2025-02-24 07:02:00,239.07,2025-02-24 07:13:00,238.04,-0.004308361567741671,SL_FLASH,240.98256,238.11372,239.21,CLOSED
FL_144200,Flash_Vol_Breakout,SHORT,2025-02-24 14:42:00,230.99,2025-02-24 14:45:00,231.96,-0.004199315987705091,SL_FLASH,229.14208000000002,231.91396,230.99,CLOSED
FL_165500,Flash_Vol_Breakout,SHORT,2025-02-24 16:55:00,228.52,2025-02-24 17:17:00,229.55,-0.004507264134430251,SL_FLASH,226.69184,229.43408000000002,228.08,CLOSED
FL_193400,Flash_Vol_Breakout,SHORT,2025-02-24 19:34:00,225.56,2025-02-24 19:44:00,222.59,0.013167228231956015,TP_FLASH,223.75552,224.52816,222.59,CLOSED
FL_205300,Flash_Vol_Breakout,SHORT,2025-02-24 20:53:00,225.47,2025-02-24 21:04:00,223.64,0.008116379119173338,TP_FLASH,223.66624,224.52816,223.64,CLOSED
FL_220200,Flash_Vol_Breakout,SHORT,2025-02-24 22:02:00,210.61,2025-02-24 22:03:00,213.69,-0.014624186885712853,SL_FLASH,208.92512000000002,211.45244000000002,210.61,CLOSED
FL_225800,Flash_Vol_Breakout,SHORT,2025-02-24 22:58:00,206.27,2025-02-24 22:59:00,208.12,-0.008968827265234859,SL_FLASH,204.61984,207.09508000000002,206.27,CLOSED
FL_090800,Flash_Vol_Breakout,SHORT,2025-02-25 09:08:00,196.94,2025-02-25 09:26:00,195.04,0.00964760840865241,TP_FLASH,195.36448,195.98118,195.04,CLOSED
FL_100100,Flash_Vol_Breakout,SHORT,2025-02-25 10:01:00,192.91,2025-02-25 10:02:00,194.28,-0.007101757296148487,SL_FLASH,191.36672,193.68164,192.91,CLOSED
FL_181400,Flash_Vol_Breakout,LONG,2025-02-25 18:14:00,200.76,2025-02-25 18:17:00,199.42,-0.006674636381749369,SL_FLASH,202.36607999999998,199.95695999999998,200.76,CLOSED
FL_225900,Flash_Vol_Breakout,LONG,2025-02-25 22:59:00,205.86,2025-02-25 23:02:00,204.99,-0.004226173127368136,SL_FLASH,207.50688000000002,205.03656,205.86,CLOSED
FL_020600,Flash_Vol_Breakout,SHORT,2025-02-26 02:06:00,202.61,2025-02-26 02:13:00,203.43,-0.004047184245594951,SL_FLASH,200.98912,203.42044,202.49,CLOSED
FL_071100,Flash_Vol_Breakout,SHORT,2025-02-26 07:11:00,205.71,2025-02-26 07:12:00,206.61,-0.004375091147732272,SL_FLASH,204.06432,206.53284000000002,205.71,CLOSED
FL_073200,Flash_Vol_Breakout,SHORT,2025-02-26 07:32:00,204.08,2025-02-26 07:44:00,203.48,0.0029400235201882726,SL_FLASH,202.44736,203.28575999999998,202.88,CLOSED
FL_140100,Flash_Vol_Breakout,SHORT,2025-02-26 14:01:00,202.09,2025-02-26 14:09:00,201.26,0.004107081003513348,SL_FLASH,200.47328,201.13146,200.73,CLOSED
FL_182900,Flash_Vol_Breakout,SHORT,2025-02-26 18:29:00,195.55,2025-02-26 18:30:00,196.52,-0.0049603681922781835,SL_FLASH,193.9856,196.3322,195.55,CLOSED
FL_220200,Flash_Vol_Breakout,LONG,2025-02-26 22:02:00,207.73,2025-02-26 22:08:00,208.74,0.00486208058537534,SL_FLASH,209.39184,208.87142,209.29,CLOSED
FL_012100,Flash_Vol_Breakout,LONG,2025-02-27 01:21:00,205.59,2025-02-27 01:29:00,206.45,0.004183082834768156,SL_FLASH,207.23472,206.47621999999998,206.89,CLOSED
FL_063100,Flash_Vol_Breakout,LONG,2025-02-27 06:31:00,207.11,2025-02-27 07:26:00,207.75,0.0030901453333976453,SL_FLASH,208.76688000000001,207.8335,208.25,CLOSED
FL_193000,Flash_Vol_Breakout,SHORT,2025-02-27 19:30:00,201.55,2025-02-27 19:44:00,200.88,0.003324237161994621,SL_FLASH,199.9376,200.84088,200.44,CLOSED
