Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Mode,status,Rem_Qty,Initial_Qty,Margin_USD,Invested_USD,tp1_hit,tp2_hit,Max_Adverse_Price,Max_Favorable_Price,SL,TP1_Price,TP2_Price,Post_SL_Recovery,Post_SL_TP1_Hit,Closed_Qty,Capital_After,Max_DD_During_Trade
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.666200,308.96,1970-01-01 00:28:55.692300,313.81,-0.015697824961160095,SL_HIT,GAMMA_HEDGE,OPEN,0,4.854997410668048,150.0,1500.0,False,False,313.81,308.0,313.59439999999995,298.14639999999997,295.05679999999995,True,False,4.854997410668048,976.4532625582599,-0.015697824961160095
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.667100,312.56,1970-01-01 00:28:55.731000,312.48,0.0002559508574353215,SL_HIT,GAMMA_HEDGE,OPEN,0,4.7990785769132325,150.0,1500.0,False,False,316.52,307.68,310.9972,301.6204,298.4948,True,False,4.7990785769132325,976.8371888444128,-0.012669567443050868
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.709400,310.13,1970-01-01 00:28:55.739100,315.63,-0.017734498436139685,SL_HIT,GAMMA_HEDGE,OPEN,0,4.72279332485535,146.46798938373897,1464.6798938373897,False,False,315.63,307.68,314.78194999999994,299.27545,296.17415,False,False,4.72279332485535,950.8618255577084,-0.017734498436139685
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.745400,316.51,1970-01-01 00:28:55.776900,327.02,-0.033205901867239554,SL_HIT,GAMMA_NORMAL,OPEN,0,4.506311770043798,142.62927383365624,1426.2927383365625,False,False,327.02,312.65,322.8402,305.43215,302.26705,False,False,4.506311770043798,903.500488854548,-0.033205901867239554
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.763400,319.78,1970-01-01 00:28:55.776900,327.02,-0.022640565388704764,SL_HIT,GAMMA_NORMAL,OPEN,0,4.4602312162629385,142.62927383365624,1426.2927383365625,False,False,327.02,319.71,326.1756,308.5877,305.38989999999995,False,False,4.4602312162629385,871.2084148488043,-0.022640565388704764
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.857000,331.44,1970-01-01 00:28:55.881300,324.22,-0.021783731595462135,SL_HIT,GAMMA_NORMAL,OPEN,0,3.942833159163669,130.68126222732064,1306.8126222732064,False,False,324.22,333.5,324.8112,343.0404,346.35479999999995,True,True,3.942833159163669,842.7411594396427,-0.021783731595462135
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.856100,330.59,1970-01-01 00:28:55.882200,323.79,-0.02056928521733856,SL_HIT,GAMMA_NORMAL,OPEN,0,3.9529708166405717,130.68126222732064,1306.8126222732064,False,False,323.79,333.5,323.97819999999996,342.16065,345.4665499999999,True,True,3.9529708166405717,815.860957886487,-0.02056928521733856
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.882200,323.79,1970-01-01 00:28:55.894800,322.31,0.004570863831495778,SL_HIT,GAMMA_HEDGE,OPEN,0,3.7795837945264843,122.37914368297304,1223.7914368297304,False,False,325.65,318.53,322.17105000000004,312.45735,309.21945,True,False,3.7795837945264843,821.4547419023862,-0.005744464004447193
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.883100,324.11,1970-01-01 00:28:55.895700,323.9,0.0006479281725341285,SL_HIT,GAMMA_HEDGE,OPEN,0,3.7758521391803104,122.37914368297304,1223.7914368297304,False,False,325.65,318.53,322.48945000000003,312.76615,309.52505,True,False,3.7758521391803104,822.2476708516142,-0.00475147326524934
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.902900,327.76,1970-01-01 00:28:55.912800,342.61,-0.04530754210397859,SL_HIT,GAMMA_NORMAL,OPEN,0,3.763032420909877,123.33715062774212,1233.3715062774213,False,False,342.61,327.76,334.3152,316.28839999999997,313.01079999999996,False,False,3.763032420909877,766.3666394011025,-0.04530754210397859
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.903800,327.92,1970-01-01 00:28:55.912800,342.61,-0.044797511588192236,SL_HIT,GAMMA_NORMAL,OPEN,0,3.7611963475159222,123.33715062774212,1233.3715062774213,False,False,342.61,327.92,334.4784,316.4428,313.1636,False,False,3.7611963475159222,711.1146650560936,-0.044797511588192236
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.920900,354.38,1970-01-01 00:28:55.932600,353.36,0.0028782662678480215,SL_HIT,GAMMA_NORMAL,OPEN,0,3.0099666955926985,106.66719975841404,1066.6719975841404,False,False,355.52,349.01,352.6081,341.9767,338.43289999999996,True,True,3.0099666955926985,714.1848310855981,-0.0032168858287713368
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.920000,351.1,1970-01-01 00:28:55.992900,350.03,0.003047564796354457,SL_HIT,GAMMA_NORMAL,OPEN,0,3.038086008499403,106.66719975841404,1066.6719975841404,False,False,355.52,339.71,349.34450000000004,338.8115,335.3005,True,False,3.038086008499403,717.4355831146927,-0.01258900598120182
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.951500,344.6,1970-01-01 00:28:55.996500,356.78,0.035345327916424696,TP1_HIT,GAMMA_NORMAL,OPEN,0,3.1087557940464223,107.12772466283973,1071.2772466283973,False,False,339.71,356.78,346.323,356.661,360.10699999999997,,,1.5543778970232112,736.3679059004353,-0.014190365641323397
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.992900,350.03,1970-01-01 00:28:55.997400,357.73,-0.021998114447333218,SL_HIT,GAMMA_NORMAL,OPEN,0,3.074460402457044,107.6153374672039,1076.153374672039,False,False,357.73,347.36,357.0306,337.77894999999995,334.27864999999997,True,False,3.074460402457044,712.6945608015159,-0.021998114447333218
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.951500,344.6,1970-01-01 00:28:56.001000,354.58,0.02896111433546129,SL_HIT,GAMMA_NORMAL,OPEN,0,3.1087557940464223,107.12772466283973,1071.2772466283973,True,False,339.71,359.32,355.72679999999997,356.661,360.10699999999997,True,True,1.5543778970232112,728.2072522138075,-0.014190365641323397
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.001000,354.58,1970-01-01 00:28:56.007300,353.96,0.0017485475774155468,SL_HIT,GAMMA_NORMAL,OPEN,0,3.0805766775359893,109.23108783207111,1092.310878320711,False,False,355.01,347.21,352.8071,342.1697,338.6239,True,True,3.0805766775359893,730.1172097538798,-0.0012127023520785347
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.997400,357.73,1970-01-01 00:28:56.020800,356.34,0.0038856120537837002,SL_HIT,GAMMA_NORMAL,OPEN,0,2.9884042188306092,106.90418412022738,1069.0418412022739,False,False,359.32,347.21,355.94135,345.20945,341.63215,True,True,2.9884042188306092,734.2710916180545,-0.004444692924831507
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.033400,351.79,1970-01-01 00:28:56.064000,344.02,-0.022087040563972933,SL_HIT,GAMMA_NORMAL,OPEN,0,3.130863974038721,110.14066374270817,1101.4066374270817,False,False,344.02,351.79,344.7542,364.10265,367.62055,False,False,3.130863974038721,709.9442785397734,-0.022087040563972933
