Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Mode,status,Rem_Qty,Initial_Qty,Margin_USD,Invested_USD,tp1_hit,tp2_hit,Max_Adverse_Price,Max_Favorable_Price,Entry_Type,SL,TP1_Price,TP2_Price,Closed_Qty,Capital_After,Max_DD_During_Trade,Post_SL_Recovery,Post_SL_TP1_Hit
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.441200,346.8239,1970-01-01 00:28:55.487100,333.89,0.03729241266244914,TP1_HIT,GAMMA_HEDGE,OPEN,0,4.324961457385146,150.0,1500.0,False,False,347.1,333.89,LIMIT,345.08978049999996,334.68506349999996,331.2168245,1.7299845829540583,1022.3754475974695,-0.0007960812389228142,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.442100,346.7633,1970-01-01 00:28:55.487100,333.89,0.037124170868139815,TP1_HIT,GAMMA_HEDGE,OPEN,0,4.325717283230376,150.0,1500.0,False,False,347.1,333.89,LIMIT,345.0294835,334.6265845,331.1589515,1.7302869132921506,1044.6499501183534,-0.0009709793395091335,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.441200,346.8239,1970-01-01 00:28:55.488900,330.78,0.04625949941742772,TP2_HIT,GAMMA_HEDGE,OPEN,0,4.324961457385146,150.0,1500.0,True,False,347.1,330.78,LIMIT,335.7038,334.68506349999996,331.2168245,1.2974884372155437,1065.466724856196,-0.0007960812389228142,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.442100,346.7633,1970-01-01 00:28:55.488900,330.78,0.0460928247020375,TP2_HIT,GAMMA_HEDGE,OPEN,0,4.325717283230376,150.0,1500.0,True,False,347.1,330.78,LIMIT,335.7038,334.6265845,331.1589515,1.2977151849691129,1086.2084959721128,-0.0009709793395091335,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.441200,346.8239,1970-01-01 00:28:55.511400,331.17,0.045135009438507456,SL_HIT,GAMMA_HEDGE,OPEN,0,4.324961457385146,150.0,1500.0,True,True,347.1,327.75,LIMIT,331.0275,334.68506349999996,331.2168245,1.2974884372155437,1106.5192502194411,-0.0007960812389228142,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.442100,346.7633,1970-01-01 00:28:55.511400,331.17,0.044968138208397485,SL_HIT,GAMMA_HEDGE,OPEN,0,4.325717283230376,150.0,1500.0,True,True,347.1,327.75,LIMIT,331.0275,334.6265845,331.1589515,1.2977151849691124,1126.75491241322,-0.0009709793395091335,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.516800,341.077,1970-01-01 00:28:55.536600,340.29,0.002307396863464783,SL_HIT,GAMMA_NORMAL,OPEN,0,4.9552809735626555,169.013236861983,1690.1323686198298,False,False,343.91,334.37,LIMIT,339.371615,329.139305,325.72853499999997,4.9552809735626555,1130.6547185394136,-0.008306042330617505,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.549200,333.74,1970-01-01 00:28:55.563600,335.32,0.00473422424641932,SL_HIT,GAMMA_NORMAL,OPEN,0,5.081746502694074,169.59820778091202,1695.9820778091203,False,False,333.18,340.56,MARKET,335.40869999999995,345.42089999999996,348.75829999999996,5.081746502694074,1138.6838780136702,-0.0016779528974650993,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.521300,344.4706,1970-01-01 00:28:55.565400,329.07,0.044708024429370746,TP1_HIT,GAMMA_NORMAL,OPEN,0,4.9064633342289,169.013236861983,1690.1323686198298,False,False,344.4706,329.07,LIMIT,342.748247,332.414129,328.96942299999995,1.9625853336915602,1168.9088697037205,0.0,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.521300,344.4706,1970-01-01 00:28:55.566300,326.24,0.05292352961326738,TP2_HIT,GAMMA_NORMAL,OPEN,0,4.9064633342289,169.013236861983,1690.1323686198298,True,False,344.4706,326.24,LIMIT,332.3607,332.414129,328.96942299999995,1.47193900026867,1195.7432008420185,0.0,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.521300,344.4706,1970-01-01 00:28:55.574400,331.07,0.038902013698701714,SL_HIT,GAMMA_NORMAL,OPEN,0,4.9064633342289,169.013236861983,1690.1323686198298,True,True,344.4706,326.24,LIMIT,329.5024,332.414129,328.96942299999995,1.4719390002686696,1215.468066609019,0.0,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.565400,329.07,1970-01-01 00:28:55.599600,320.5,-0.02604309113562462,SL_HIT,GAMMA_NORMAL,OPEN,0,5.328238078693228,175.33633045555806,1753.3633045555805,False,False,320.5,333.92,MARKET,320.84325,340.58745,343.87814999999995,5.328238078693228,1169.805066274618,-0.02604309113562462,False,False
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.601400,321.4,1970-01-01 00:28:55.606800,313.0,-0.02613565650280018,SL_HIT,GAMMA_NORMAL,OPEN,0,5.459575604890874,175.47075994119268,1754.7075994119268,False,False,313.0,322.06,MARKET,313.36499999999995,332.64899999999994,335.86299999999994,5.459575604890874,1123.9446311935346,-0.02613565650280018,True,False
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.602300,322.06,1970-01-01 00:28:55.606800,313.0,-0.028131404086195126,SL_HIT,GAMMA_NORMAL,OPEN,0,5.448387255206877,175.47075994119268,1754.7075994119268,False,False,313.0,322.06,MARKET,314.00849999999997,333.33209999999997,336.55269999999996,5.448387255206877,1074.5822426613604,-0.028131404086195126,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.607700,314.4635,1970-01-01 00:28:55.632900,317.28,-0.008956524366102782,SL_HIT,GAMMA_HEDGE,OPEN,0,5.125788411030343,161.18733639920404,1611.8733639920404,False,False,317.28,309.13,LIMIT,312.8911825,303.4572775,300.3126425,5.125788411030343,1060.1454596016936,-0.008956524366102782,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.606800,316.13,1970-01-01 00:28:55.632900,317.28,-0.003637743966089828,SL_HIT,GAMMA_HEDGE,OPEN,0,5.0987674817070205,161.18733639920404,1611.8733639920404,False,False,317.28,309.13,LIMIT,314.54935,305.06545,301.90414999999996,5.0987674817070205,1054.2818769977307,-0.003637743966089828,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.652700,326.08860000000004,1970-01-01 00:28:55.665300,313.17,0.03961684033112481,TP1_HIT,GAMMA_NORMAL,OPEN,0,4.849672191841714,158.1422815496596,1581.422815496596,False,False,327.78,313.17,LIMIT,324.458157,314.67549900000006,311.41461300000003,1.9398688767366856,1079.3422670687412,-0.005186933857853143,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.652700,326.08860000000004,1970-01-01 00:28:55.666200,308.96,0.052527441928359536,TP2_HIT,GAMMA_NORMAL,OPEN,0,4.849672191841714,158.1422815496596,1581.422815496596,True,False,327.78,308.96,LIMIT,316.30170000000004,314.67549900000006,311.41461300000003,1.4549016575525142,1104.2626956002953,-0.005186933857853143,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.652700,326.08860000000004,1970-01-01 00:28:55.667100,312.56,0.04148749756967903,SL_HIT,GAMMA_NORMAL,OPEN,0,4.849672191841714,158.1422815496596,1581.422815496596,True,True,327.78,308.96,LIMIT,312.0496,314.67549900000006,311.41461300000003,1.4549016575525142,1123.9454781646602,-0.005186933857853143,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.665300,313.17,1970-01-01 00:28:55.750800,312.65,-0.0016604400166045235,SL_HIT,GAMMA_NORMAL,OPEN,0,5.169758918808033,161.90134006031118,1619.013400603112,False,False,307.68,319.05,MARKET,314.73584999999997,324.13095,327.26265,5.169758918808033,1121.25720352688,-0.01753041479068879,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.667100,312.56,1970-01-01 00:28:55.750800,312.65,0.0002879447146147139,SL_HIT,GAMMA_NORMAL,OPEN,0,5.39390266587852,168.59182172469903,1685.9182172469903,False,False,307.68,319.05,MARKET,314.1228,323.4996,326.6252,5.39390266587852,1121.742654766809,-0.015613002303557702,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.765200,322.9576,1970-01-01 00:28:55.795800,332.35,-0.029082455405910895,SL_HIT,GAMMA_NORMAL,OPEN,0,5.210015129386066,168.26139821502133,1682.6139821502134,False,False,332.35,319.84,LIMIT,331.03154,311.654084,308.424508,5.210015129386066,1072.8081086655632,-0.029082455405910895,False,False
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.857000,331.44,1970-01-01 00:28:55.886700,322.64,-0.02655080859280718,SL_HIT,GAMMA_NORMAL,OPEN,0,4.85521410511207,160.92121629983447,1609.2121629983446,False,False,322.64,333.5,MARKET,323.154,343.0404,346.35479999999995,4.85521410511207,1030.0822245405768,-0.02655080859280718,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.856100,330.59,1970-01-01 00:28:55.887600,321.83,-0.026498079191748063,SL_HIT,GAMMA_NORMAL,OPEN,0,4.867697640576983,160.92121629983447,1609.2121629983446,False,False,321.83,333.5,MARKET,322.32525,342.16065,345.4665499999999,4.867697640576983,987.4411932091225,-0.026498079191748063,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.891200,318.53,1970-01-01 00:28:55.905600,331.43,0.040498540168901,TP1_HIT,GAMMA_NORMAL,OPEN,0,4.649991491582218,148.11617898136836,1481.1617898136838,False,False,318.53,331.43,MARKET,320.12264999999996,329.67855,332.86384999999996,1.859996596632887,1011.4351493056868,0.0,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.892100,318.64,1970-01-01 00:28:55.905600,331.43,0.040139342204368635,TP1_HIT,GAMMA_NORMAL,OPEN,0,4.648386234665089,148.11617898136836,1481.1617898136838,False,False,318.64,331.43,MARKET,320.23319999999995,329.7924,332.9788,1.8593544938660356,1035.2162932822334,0.0,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.891200,318.53,1970-01-01 00:28:55.907400,333.03,0.04552161491853201,TP2_HIT,GAMMA_NORMAL,OPEN,0,4.649991491582218,148.11617898136836,1481.1617898136838,True,False,318.53,333.03,MARKET,328.7691,329.67855,332.86384999999996,1.3949974474746651,1055.4437562706162,0.0,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.892100,318.64,1970-01-01 00:28:55.907400,333.03,0.04516068290233488,TP2_HIT,GAMMA_NORMAL,OPEN,0,4.648386234665089,148.11617898136836,1481.1617898136838,True,False,318.64,333.03,MARKET,328.7691,329.7924,332.9788,1.3945158703995266,1075.5108396456653,0.0,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.891200,318.53,1970-01-01 00:28:55.923600,351.06,0.10212538850343778,SL_HIT,GAMMA_NORMAL,OPEN,0,4.649991491582218,148.11617898136836,1481.1617898136838,True,True,318.53,355.52,MARKET,351.96479999999997,329.67855,332.86384999999996,1.3949974474746656,1120.8901066120163,0.0,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.892100,318.64,1970-01-01 00:28:55.923600,351.06,0.10174491589254336,SL_HIT,GAMMA_NORMAL,OPEN,0,4.648386234665089,148.11617898136836,1481.1617898136838,True,True,318.64,355.52,MARKET,351.96479999999997,329.7924,332.9788,1.3945158703995262,1166.100311130369,0.0,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.951500,344.6,1970-01-01 00:28:55.996500,356.78,0.035345327916424696,TP1_HIT,GAMMA_NORMAL,OPEN,0,5.075886438466492,174.91504666955532,1749.1504666955532,False,False,339.71,356.78,MARKET,346.323,356.661,360.10699999999997,2.030354575386597,1190.8300298585775,-0.014190365641323397,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.952400,342.43,1970-01-01 00:28:55.996500,356.78,0.04190637502555257,TP1_HIT,GAMMA_NORMAL,OPEN,0,5.108052643446991,174.91504666955532,1749.1504666955532,False,False,339.71,356.78,MARKET,344.14214999999996,354.41505,357.83934999999997,2.0432210573787963,1220.1502520319632,-0.007943229273136196,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.952400,342.43,1970-01-01 00:28:55.998300,359.32,0.04932394942031944,TP2_HIT,GAMMA_NORMAL,OPEN,0,5.108052643446991,174.91504666955532,1749.1504666955532,True,False,339.71,359.32,MARKET,354.15270000000004,354.41505,357.83934999999997,1.5324157930340971,1246.032754776309,-0.007943229273136196,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.951500,344.6,1970-01-01 00:28:56.001000,354.58,0.02896111433546129,SL_HIT,GAMMA_NORMAL,OPEN,0,5.075886438466492,174.91504666955532,1749.1504666955532,True,False,339.71,359.32,MARKET,355.72679999999997,356.661,360.10699999999997,3.045531863079895,1276.4271627698463,-0.014190365641323397,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.952400,342.43,1970-01-01 00:28:56.001000,354.58,0.0354817042899278,SL_HIT,GAMMA_NORMAL,OPEN,0,5.108052643446991,174.91504666955532,1749.1504666955532,True,True,339.71,359.32,MARKET,355.72679999999997,354.41505,357.83934999999997,1.5324157930340971,1295.0460146552105,-0.007943229273136196,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.001000,358.12579999999997,1970-01-01 00:28:56.020800,356.34,0.004986515911447862,SL_HIT,GAMMA_NORMAL,OPEN,0,5.424264384143269,194.25690219828155,1942.5690219828155,False,False,358.12579999999997,347.21,LIMIT,356.33517099999995,345.591397,342.010139,5.424264384143269,1304.7326659924136,0.0,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.001900,357.77230000000003,1970-01-01 00:28:56.020800,356.34,0.004003384275417785,SL_HIT,GAMMA_NORMAL,OPEN,0,5.429623875249189,194.25690219828155,1942.5690219828155,False,False,357.77230000000003,347.21,LIMIT,355.98343850000003,345.2502695,341.6725465,5.429623875249189,1312.5095162689333,0.0,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.033400,351.79,1970-01-01 00:28:56.085600,342.38,-0.02674891270360165,SL_HIT,GAMMA_NORMAL,OPEN,0,5.596419097766849,196.87642744034,1968.7642744034,False,False,342.38,351.79,MARKET,342.99525,364.10265,367.62055,5.596419097766849,1259.8472125589471,-0.02674891270360165,False,False
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.034300,351.6,1970-01-01 00:28:56.085600,342.38,-0.026222980659840803,SL_HIT,GAMMA_NORMAL,OPEN,0,5.599443328792377,196.87642744034,1968.7642744034,False,False,342.38,351.6,MARKET,342.81,363.906,367.422,5.599443328792377,1208.2203450674813,-0.026222980659840803,False,False
