Timestamp,Signal_Side,Close_Price,Trend_4H,Structure_4H,Dist_Fibo_4H_Pct,Structure_1H,Dist_Fibo_1H_Pct,M15_T0_RSI,M15_T0_ADX,M15_T0_MACD_Hist,M15_T0_StochK,M15_T0_OBV_Slope,M15_T-3_RSI,M15_T-3_ADX,M15_T-3_MACD_Hist,M15_T-3_StochK,M15_T-3_OBV_Slope,M5_T0_RSI,M5_T0_ADX,M5_T0_MACD_Hist,M5_T0_StochK,M5_T0_OBV_Slope,M5_T-5_RSI,M5_T-5_ADX,M5_T-5_MACD_Hist,M5_T-5_StochK,M5_T-5_OBV_Slope,MAE_Pct (Drawdown),MFE_Pct (Potential),Risk_Reward_Real
2024-12-26 01:45:00,LONG,361.9,UNKNOWN,NO_DATA,0.0,NO_STRUCTURE,0.0,28.97822445561134,20.060014955197147,-0.5867795791964587,0.0,-6678.200000000012,35.71045576407505,15.75882456829459,-0.5711794138713834,0.0,-9600.100000000006,39.20220082530929,31.429167286246056,-0.06560312624534648,1.0,-2563.399999999994,20.240295748613676,29.81152739521934,-0.34125941955881944,0.239799975100453,3399.5,-7.13,0.2,0.03
2024-12-26 02:00:00,LONG,361.5,UNKNOWN,NO_DATA,0.0,NO_STRUCTURE,0.0,25.454545454545524,21.779780886039394,-0.5663026923446512,0.0,-9978.799999999988,40.07996001999005,17.334671156879974,-0.5539724546389777,0.2180753642803063,9999.799999999988,35.18518518518539,32.89957967102226,0.03085704200569328,0.859036288112738,-6275.5,25.3152279340446,30.579749381135283,-0.12723768518966327,0.5773249622843948,-3169.600000000006,-7.03,0.31,0.04
2024-12-26 02:15:00,LONG,361.84,UNKNOWN,NO_DATA,0.0,NO_STRUCTURE,0.0,30.818414322250618,22.96985483583857,-0.4882341426895258,0.1770687308173094,3897.7000000000116,39.10287664553869,18.747826251764316,-0.5910616190671261,0.16931060737973422,-13406.399999999994,45.156250000000036,34.344749139551936,0.10493123504096458,1.0,1877.199999999997,31.68469860896481,31.705538915254625,-0.03221665917578509,0.7361984339936621,2914.0,-7.11,0.22,0.03
2024-12-26 02:30:00,LONG,360.52,UNKNOWN,NO_DATA,0.0,NO_STRUCTURE,0.0,23.018389346861127,24.27788937774674,-0.4829826607281551,0.0,-4548.600000000006,28.97822445561134,20.060014955197147,-0.5867795791964587,0.0,-6678.200000000012,37.853107344632846,32.57170574235898,0.2056184304151485,0.4508927100556546,-1519.0,31.202435312024292,33.84090988438681,0.015347182353731004,0.7192750185693629,-1569.0,-7.01,0.01,0.0
2024-12-26 02:45:00,LONG,358.3,UNKNOWN,NO_DATA,0.0,NO_STRUCTURE,0.0,20.994794679005224,26.175622708953217,-0.5799807199531475,0.0,-17061.5,25.454545454545524,21.779780886039394,-0.5663026923446512,0.0,-9978.799999999988,25.980392156863005,34.248779088516294,-0.014972131165676306,0.0,-10914.5,54.57516339869279,34.00094270272262,0.17609027867902083,1.0,912.6999999999971,-6.44,0.46,0.07
2024-12-26 03:00:00,LONG,357.6,UNKNOWN,NO_DATA,0.0,NO_STRUCTURE,0.0,18.87005649717507,28.182602304210423,-0.6376595212051592,0.0,-10085.399999999994,30.818414322250618,22.96985483583857,-0.4882341426895258,0.1770687308173094,3897.7000000000116,20.71651090342668,38.55141101008587,-0.1955817691268611,0.0,-5058.899999999994,28.961748633880006,32.625267372692115,0.175239807284429,0.12462504246604124,-1665.8999999999942,-6.25,0.66,0.11
2024-12-26 03:15:00,LONG,357.88,UNKNOWN,NO_DATA,0.0,NO_STRUCTURE,0.0,14.16616855947376,30.200392308511113,-0.6036767808452308,0.0,9352.299999999988,23.018389346861127,24.27788937774674,-0.4829826607281551,0.0,-4548.600000000006,27.681159420289703,43.09970717387748,-0.15263303839523878,0.2056977464722429,2094.600000000006,21.880064829822032,35.64339886927129,-0.10367915090377999,0.0,-4114.800000000003,-6.33,0.58,0.09
2024-12-26 03:30:00,LONG,358.11,UNKNOWN,NO_DATA,0.0,NO_STRUCTURE,0.0,15.662650602409514,30.669510657094,-0.5158387118985677,0.05114724711986121,8075.899999999994,20.994794679005224,26.175622708953217,-0.5799807199531475,0.0,-17061.5,31.95754716981122,44.848390276726526,0.05349757550500689,0.4699141283806766,5756.100000000006,23.688155922038888,40.04920420743618,-0.17338263597170012,0.08776619267490587,2940.5,-6.39,0.02,0.0
2024-12-26 03:45:00,LONG,357.05,UNKNOWN,NO_DATA,0.0,NO_STRUCTURE,0.0,17.18440185062775,31.381045026836958,-0.47999749378670753,0.11647208382272971,-4507.299999999988,18.87005649717507,28.182602304210423,-0.6376595212051592,0.0,-10085.399999999994,31.999999999999858,42.93548961763325,0.15909852808742597,0.8883532011034309,1965.8999999999942,19.74965229485356,44.73132883944064,-0.158614047648713,0.0,-3722.5,-6.16,-0.01,-0.0
2024-12-26 04:00:00,LONG,354.52,UNKNOWN,NO_DATA,0.0,NO_STRUCTURE,0.0,17.437961099932735,32.878384481430295,-0.571342339480458,0.1262568059731461,-19265.0,14.16616855947376,30.200392308511113,-0.6036767808452308,0.0,9352.299999999988,32.34244946492248,43.456245660425765,-0.021028712412071382,0.7275890448122436,-3971.199999999997,33.53960396039609,43.502374152418035,0.15309742838741291,0.7617303784070023,-1075.199999999997,-5.49,0.45,0.08
