Grid_ID,Side,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Qty_Closed,PnL_USD,PnL_Pct,Reason,Entry_RSI,Entry_ADX,Entry_BBW,System_Load_Entry,System_Load_Exit,MAE_Pct,Duration_Min
G_1735406100,SHORT,2024-12-28 17:15:00,2024-12-28 18:15:00,337.74,337.74,0.1,0.0,0.0,RUNNER_BE,51.11,21.95,0.025,8,9,-1.02,60
G_1735305300,LONG,2024-12-27 13:15:00,2024-12-28 19:00:00,335.17,335.2605,0.1,0.01,0.03,TP_MAIN_MID,17.18,15.1,0.0401,8,10,-4.9,1785
G_1735290900,SHORT,2024-12-27 09:15:00,2024-12-28 20:00:00,346.54,346.54,0.1,0.0,0.0,RUNNER_BE,60.61,14.54,0.0352,8,10,-0.82,2085
G_1735291800,SHORT,2024-12-27 09:30:00,2024-12-28 20:15:00,348.91,348.91,0.1,0.0,0.0,RUNNER_BE,63.18,15.25,0.0397,9,9,-0.12,2085
G_1734976800,SHORT,2024-12-23 18:00:00,2024-12-28 21:30:00,355.96,355.96,0.1,0.0,0.0,RUNNER_BE,77.98,29.62,0.0849,8,10,-9.61,7410
G_1735422300,SHORT,2024-12-28 21:45:00,2024-12-29 00:00:00,355.25,351.062,0.1,0.42,1.18,TP_MAIN_MID,70.49,43.77,0.068,9,10,-1.98,135
G_1735417800,SHORT,2024-12-28 20:30:00,2024-12-29 02:45:00,349.8,349.65099999999995,0.1,0.01,0.04,TP_MAIN_MID,69.38,36.98,0.0589,9,10,-3.57,375
G_1735416900,SHORT,2024-12-28 20:15:00,2024-12-29 04:30:00,345.86,345.8065,0.1,0.01,0.02,TP_MAIN_MID,68.74,35.08,0.0544,9,10,-4.75,495
G_1735416900,SHORT,2024-12-28 20:15:00,2024-12-29 04:45:00,345.86,345.86,0.1,0.0,0.0,RUNNER_BE,68.74,35.08,0.0544,9,10,-4.75,510
G_1735451100,LONG,2024-12-29 05:45:00,2024-12-29 06:30:00,341.68,343.48,0.1,0.18,0.53,TP_MAIN_MID,40.48,15.4,0.0153,9,10,-0.3,45
G_1735451100,LONG,2024-12-29 05:45:00,2024-12-29 07:00:00,341.68,341.68,0.1,0.0,0.0,RUNNER_BE,40.48,15.4,0.0153,9,10,-0.3,75
G_1735409700,SHORT,2024-12-28 18:15:00,2024-12-29 09:15:00,341.18,341.1435,0.1,0.0,0.01,TP_MAIN_MID,64.19,23.47,0.0286,9,10,-6.19,900
G_1735409700,SHORT,2024-12-28 18:15:00,2024-12-29 11:45:00,341.18,341.18,0.1,0.0,0.0,RUNNER_BE,64.19,23.47,0.0286,9,10,-6.19,1050
G_1735474500,SHORT,2024-12-29 12:15:00,2024-12-29 12:30:00,340.04,339.486,0.1,0.06,0.16,TP_MAIN_MID,70.18,13.28,0.0097,9,10,-0.04,15
G_1735474500,SHORT,2024-12-29 12:15:00,2024-12-29 14:00:00,340.04,340.04,0.1,0.0,0.0,RUNNER_BE,70.18,13.28,0.0097,9,10,-0.15,105
G_1735305300,LONG,2024-12-27 13:15:00,2024-12-29 14:15:00,335.17,335.17,0.1,0.0,0.0,RUNNER_BE,17.18,15.1,0.0401,8,9,-4.9,2940
G_1735410600,SHORT,2024-12-28 18:30:00,2024-12-29 15:30:00,338.39,338.21,0.1,0.02,0.05,TP_MAIN_MID,66.0,24.61,0.0298,9,9,-7.06,1260
G_1735410600,SHORT,2024-12-28 18:30:00,2024-12-30 00:15:00,338.39,338.39,0.1,0.0,0.0,RUNNER_BE,66.0,24.61,0.0298,9,10,-7.06,1785
G_1735486200,LONG,2024-12-29 15:30:00,2024-12-30 02:45:00,335.07,335.38199999999995,0.1,0.03,0.09,TP_MAIN_MID,26.27,10.55,0.0196,9,10,-2.57,675
G_1735481700,LONG,2024-12-29 14:15:00,2024-12-30 03:00:00,336.08,336.08299999999997,0.1,0.0,0.0,TP_MAIN_MID,35.07,12.15,0.0124,9,10,-2.87,765
G_1735481700,LONG,2024-12-29 14:15:00,2024-12-30 04:15:00,336.08,336.08,0.1,0.0,0.0,RUNNER_BE,35.07,12.15,0.0124,9,10,-2.87,840
G_1735486200,LONG,2024-12-29 15:30:00,2024-12-30 04:45:00,335.07,335.07,0.1,0.0,0.0,RUNNER_BE,26.27,10.55,0.0196,9,9,-2.57,795
G_1735545600,SHORT,2024-12-30 08:00:00,2024-12-30 08:30:00,338.41,337.53700000000003,0.1,0.09,0.26,TP_MAIN_MID,55.96,13.61,0.0182,8,9,-0.25,30
G_1735549200,LONG,2024-12-30 09:00:00,2024-12-30 09:45:00,333.74,337.293,0.1,0.36,1.06,TP_MAIN_MID,29.85,12.08,0.0192,9,10,-0.53,45
G_1735545600,SHORT,2024-12-30 08:00:00,2024-12-30 10:00:00,338.41,338.41,0.1,0.0,0.0,RUNNER_BE,55.96,13.61,0.0182,8,10,-0.25,120
G_1735549200,LONG,2024-12-30 09:00:00,2024-12-30 11:00:00,333.74,333.74,0.1,0.0,0.0,RUNNER_BE,29.85,12.08,0.0192,9,9,-0.53,120
G_1735556400,LONG,2024-12-30 11:00:00,2024-12-30 11:15:00,334.64,336.60450000000003,0.1,0.2,0.59,TP_MAIN_MID,46.21,10.01,0.0171,9,9,-0.2,15
G_1735559100,SHORT,2024-12-30 11:45:00,2024-12-30 12:30:00,340.56,337.168,0.1,0.34,1.0,TP_MAIN_MID,55.13,9.93,0.019,9,10,-0.11,45
G_1735556400,LONG,2024-12-30 11:00:00,2024-12-30 13:15:00,334.64,334.64,0.1,0.0,0.0,RUNNER_BE,46.21,10.01,0.0171,9,10,-0.68,135
G_1735518600,SHORT,2024-12-30 00:30:00,2024-12-30 14:45:00,334.7,334.284,0.1,0.04,0.12,TP_MAIN_MID,62.2,25.8,0.0285,9,10,-3.04,855
G_1735565400,LONG,2024-12-30 13:30:00,2024-12-30 16:15:00,329.07,331.808,0.1,0.27,0.83,TP_MAIN_MID,28.96,13.09,0.0289,9,10,-2.37,165
G_1735565400,LONG,2024-12-30 13:30:00,2024-12-30 16:30:00,329.07,329.07,0.1,0.0,0.0,RUNNER_BE,28.96,13.09,0.0289,9,10,-2.37,180
G_1735518600,SHORT,2024-12-30 00:30:00,2024-12-30 17:45:00,334.7,334.7,0.1,0.0,0.0,RUNNER_BE,62.2,25.8,0.0285,9,9,-3.04,1035
G_1735580700,SHORT,2024-12-30 17:45:00,2024-12-30 19:15:00,331.91,329.7815,0.1,0.21,0.64,TP_MAIN_MID,60.43,25.31,0.0281,9,10,-0.79,90
G_1735584300,SHORT,2024-12-30 18:45:00,2024-12-30 19:15:00,333.92,329.7815,0.1,0.41,1.24,TP_MAIN_MID,66.56,22.3,0.0264,9,10,-0.06,30
G_1735580700,SHORT,2024-12-30 17:45:00,2024-12-30 20:15:00,331.91,331.91,0.1,0.0,0.0,RUNNER_BE,60.43,25.31,0.0281,9,10,-0.79,150
G_1735584300,SHORT,2024-12-30 18:45:00,2024-12-30 20:15:00,333.92,333.92,0.1,0.0,0.0,RUNNER_BE,66.56,22.3,0.0264,9,10,-0.06,90
G_1735591500,SHORT,2024-12-30 20:45:00,2024-12-30 21:15:00,333.52,331.09450000000004,0.1,0.24,0.73,TP_MAIN_MID,64.16,18.18,0.0209,8,9,-0.08,30
G_1735378200,SHORT,2024-12-28 09:30:00,2024-12-30 23:15:00,328.76,328.4645,0.1,0.03,0.09,TP_MAIN_MID,73.56,14.0,0.0217,9,10,-10.2,3705
G_1735377300,SHORT,2024-12-28 09:15:00,2024-12-31 00:00:00,326.98,326.7115,0.1,0.03,0.08,TP_MAIN_MID,70.21,12.86,0.0175,9,10,-10.8,3765
G_1735376400,SHORT,2024-12-28 09:00:00,2024-12-31 00:30:00,325.74,325.409,0.1,0.03,0.1,TP_MAIN_MID,63.12,12.61,0.015,8,10,-11.22,3810
G_1735376400,SHORT,2024-12-28 09:00:00,2024-12-31 14:00:00,325.74,325.74,0.1,0.0,0.0,RUNNER_BE,63.12,12.61,0.015,8,10,-11.22,4620
