Grid_ID,Side,Entry_Date,Exit_Date,Entry_Price,Exit_Price,Qty_Closed,PnL_USD,PnL_Pct,Reason,Entry_RSI,Entry_ADX,Entry_BBW,System_Load_Entry,System_Load_Exit,MAE_Pct,Duration_Min
G_1735377300,SHORT,2024-12-28 09:15:00,2024-12-31 14:00:00,326.98,326.98,0.1,0.0,0.0,RUNNER_BE,70.21,12.86,0.0175,9,10,-10.8,4605
G_1735654500,SHORT,2024-12-31 14:15:00,2024-12-31 15:45:00,325.7,318.119,0.1,0.76,2.33,TP_MAIN_MID,73.41,22.01,0.0507,8,10,-0.73,90
G_1735655400,SHORT,2024-12-31 14:30:00,2024-12-31 15:45:00,323.18,318.119,0.1,0.51,1.57,TP_MAIN_MID,67.93,22.67,0.0535,9,10,-0.36,75
G_1735378200,SHORT,2024-12-28 09:30:00,2025-01-02 00:15:00,328.76,328.76,0.1,0.0,0.0,RUNNER_BE,73.56,14.0,0.0217,9,10,-10.2,6645
G_1735654500,SHORT,2024-12-31 14:15:00,2025-01-02 00:15:00,325.7,325.7,0.1,0.0,0.0,RUNNER_BE,73.41,22.01,0.0507,8,10,-1.03,2040
G_1735655400,SHORT,2024-12-31 14:30:00,2025-01-02 00:15:00,323.18,323.18,0.1,0.0,0.0,RUNNER_BE,67.93,22.67,0.0535,9,10,-1.82,2025
G_1735777800,SHORT,2025-01-02 00:30:00,2025-01-02 01:45:00,328.34,322.6175,0.1,0.57,1.74,TP_MAIN_MID,74.49,33.22,0.0275,7,9,-0.14,75
G_1735778700,SHORT,2025-01-02 00:45:00,2025-01-02 01:45:00,324.8,322.6175,0.1,0.22,0.67,TP_MAIN_MID,57.3,33.56,0.028,8,9,-0.72,60
G_1735778700,SHORT,2025-01-02 00:45:00,2025-01-02 03:00:00,324.8,324.8,0.1,0.0,0.0,RUNNER_BE,57.3,33.56,0.028,8,9,-0.72,135
G_1735594200,LONG,2024-12-30 21:30:00,2025-01-02 04:30:00,323.83,324.0505,0.1,0.02,0.07,TP_MAIN_MID,32.8,17.95,0.0275,9,8,-5.51,3300
G_1735777800,SHORT,2025-01-02 00:30:00,2025-01-02 04:30:00,328.34,328.34,0.1,0.0,0.0,RUNNER_BE,74.49,33.22,0.0275,7,8,-0.41,240
G_1735591500,SHORT,2024-12-30 20:45:00,2025-01-02 06:00:00,333.52,333.52,0.1,0.0,0.0,RUNNER_BE,64.16,18.18,0.0209,8,9,-0.18,3435
G_1735793100,SHORT,2025-01-02 04:45:00,2025-01-02 08:30:00,331.0,330.469,0.1,0.05,0.16,TP_MAIN_MID,60.51,29.7,0.0297,8,9,-1.63,225
G_1735803000,SHORT,2025-01-02 07:30:00,2025-01-02 08:30:00,333.44,330.469,0.1,0.3,0.89,TP_MAIN_MID,69.89,40.93,0.0468,8,9,-0.43,60
G_1735793100,SHORT,2025-01-02 04:45:00,2025-01-02 08:45:00,331.0,331.0,0.1,0.0,0.0,RUNNER_BE,60.51,29.7,0.0297,8,9,-1.63,240
G_1735803000,SHORT,2025-01-02 07:30:00,2025-01-02 09:15:00,333.44,333.44,0.1,0.0,0.0,RUNNER_BE,69.89,40.93,0.0468,8,8,-0.43,105
G_1735811100,SHORT,2025-01-02 09:45:00,2025-01-02 10:00:00,334.62,332.31550000000004,0.1,0.23,0.69,TP_MAIN_MID,61.94,38.75,0.0177,7,8,-0.12,15
G_1735811100,SHORT,2025-01-02 09:45:00,2025-01-02 10:30:00,334.62,334.62,0.1,0.0,0.0,RUNNER_BE,61.94,38.75,0.0177,7,8,-0.45,45
G_1735813800,SHORT,2025-01-02 10:30:00,2025-01-02 11:15:00,335.35,333.313,0.1,0.2,0.61,TP_MAIN_MID,55.06,38.28,0.0165,8,8,-0.76,45
G_1735813800,SHORT,2025-01-02 10:30:00,2025-01-02 12:00:00,335.35,335.35,0.1,0.0,0.0,RUNNER_BE,55.06,38.28,0.0165,8,8,-0.76,90
G_1735822800,SHORT,2025-01-02 13:00:00,2025-01-02 13:15:00,334.2,333.6915,0.1,0.05,0.15,TP_MAIN_MID,56.26,33.52,0.0152,7,8,-0.2,15
G_1735822800,SHORT,2025-01-02 13:00:00,2025-01-02 13:30:00,334.2,334.2,0.1,0.0,0.0,RUNNER_BE,56.26,33.52,0.0152,7,8,-0.66,30
G_1735824600,SHORT,2025-01-02 13:30:00,2025-01-02 13:45:00,335.77,333.97799999999995,0.1,0.18,0.53,TP_MAIN_MID,61.1,32.92,0.0136,8,8,-0.03,15
G_1735826400,LONG,2025-01-02 14:00:00,2025-01-02 14:15:00,332.36,334.05100000000004,0.1,0.17,0.51,TP_MAIN_MID,40.46,31.4,0.0131,8,9,-0.2,15
G_1735824600,SHORT,2025-01-02 13:30:00,2025-01-02 14:30:00,335.77,335.77,0.1,0.0,0.0,RUNNER_BE,61.1,32.92,0.0136,8,10,-1.18,60
G_1735826400,LONG,2025-01-02 14:00:00,2025-01-02 14:30:00,332.36,332.36,0.1,0.0,0.0,RUNNER_BE,40.46,31.4,0.0131,8,10,-0.2,30
G_1735829100,SHORT,2025-01-02 14:45:00,2025-01-02 15:00:00,336.5,334.472,0.1,0.2,0.6,TP_MAIN_MID,57.13,30.61,0.0134,8,9,-0.2,15
G_1735829100,SHORT,2025-01-02 14:45:00,2025-01-02 15:15:00,336.5,336.5,0.1,0.0,0.0,RUNNER_BE,57.13,30.61,0.0134,8,9,-0.39,30
G_1735831800,LONG,2025-01-02 15:30:00,2025-01-02 16:15:00,331.88,333.97650000000004,0.1,0.21,0.63,TP_MAIN_MID,42.99,29.54,0.0143,9,10,-0.8,45
G_1735827300,LONG,2025-01-02 14:15:00,2025-01-02 19:00:00,334.92,335.0435,0.2,0.02,0.04,TP_MAIN_MID,46.38,30.05,0.0133,9,10,-1.7,285
G_1735827300,LONG,2025-01-02 14:15:00,2025-01-02 20:30:00,334.92,334.92,0.09999999999999998,0.0,0.0,RUNNER_BE,46.38,30.05,0.0133,9,10,-1.7,375
G_1735831800,LONG,2025-01-02 15:30:00,2025-01-02 21:00:00,331.88,331.88,0.1,0.0,0.0,RUNNER_BE,42.99,29.54,0.0143,9,9,-0.8,330
G_1735830900,SHORT,2025-01-02 15:15:00,2025-01-02 23:00:00,333.87,333.7965,0.2,0.01,0.02,TP_MAIN_MID,50.16,30.73,0.0131,9,10,-1.79,465
G_1735830900,SHORT,2025-01-02 15:15:00,2025-01-02 23:30:00,333.87,333.87,0.09999999999999998,0.0,0.0,RUNNER_BE,50.16,30.73,0.0131,9,10,-1.79,495
G_1735851600,LONG,2025-01-02 21:00:00,2025-01-02 23:30:00,332.03,333.5655,0.1,0.15,0.46,TP_MAIN_MID,41.77,17.41,0.0179,9,10,-0.9,150
G_1735852500,LONG,2025-01-02 21:15:00,2025-01-02 23:30:00,333.08,333.5655,0.1,0.05,0.15,TP_MAIN_MID,47.99,16.93,0.0187,9,10,-1.22,135
G_1735852500,LONG,2025-01-02 21:15:00,2025-01-02 23:45:00,333.08,333.08,0.1,0.0,0.0,RUNNER_BE,47.99,16.93,0.0187,9,9,-1.22,150
G_1735851600,LONG,2025-01-02 21:00:00,2025-01-03 00:00:00,332.03,332.03,0.1,0.0,0.0,RUNNER_BE,41.77,17.41,0.0179,9,8,-0.9,180
G_1735865100,LONG,2025-01-03 00:45:00,2025-01-03 02:15:00,329.98,330.89050000000003,0.1,0.09,0.28,TP_MAIN_MID,35.54,14.91,0.0171,7,10,-1.17,90
G_1735866000,LONG,2025-01-03 01:00:00,2025-01-03 02:15:00,328.86,330.89050000000003,0.1,0.2,0.62,TP_MAIN_MID,36.01,15.41,0.0166,8,10,-0.83,75
G_1735867800,LONG,2025-01-03 01:30:00,2025-01-03 02:15:00,327.25,330.89050000000003,0.1,0.36,1.11,TP_MAIN_MID,34.61,17.64,0.0189,9,10,-0.03,45
G_1735865100,LONG,2025-01-03 00:45:00,2025-01-03 02:30:00,329.98,329.98,0.1,0.0,0.0,RUNNER_BE,35.54,14.91,0.0171,7,10,-1.17,105
G_1735866000,LONG,2025-01-03 01:00:00,2025-01-03 02:45:00,328.86,328.86,0.1,0.0,0.0,RUNNER_BE,36.01,15.41,0.0166,8,9,-0.83,105
G_1735867800,LONG,2025-01-03 01:30:00,2025-01-03 03:15:00,327.25,327.25,0.1,0.0,0.0,RUNNER_BE,34.61,17.64,0.0189,9,8,-0.07,105
G_1735792200,SHORT,2025-01-02 04:30:00,2025-01-03 04:15:00,329.67,329.447,0.1,0.02,0.07,TP_MAIN_MID,60.53,27.58,0.027,8,7,-3.08,1425
G_1735594200,LONG,2024-12-30 21:30:00,2025-01-03 05:15:00,323.83,323.83,0.1,0.0,0.0,RUNNER_BE,32.8,17.95,0.0275,9,8,-5.51,4785
G_1735887600,LONG,2025-01-03 07:00:00,2025-01-03 09:15:00,321.83,322.5255,0.1,0.07,0.22,TP_MAIN_MID,24.6,26.54,0.0273,8,10,-1.44,135
G_1735888500,LONG,2025-01-03 07:15:00,2025-01-03 09:15:00,320.66,322.5255,0.1,0.19,0.58,TP_MAIN_MID,18.49,28.09,0.0259,9,10,-1.09,120
G_1735792200,SHORT,2025-01-02 04:30:00,2025-01-03 11:45:00,329.67,329.67,0.1,0.0,0.0,RUNNER_BE,60.53,27.58,0.027,8,10,-3.08,1875
G_1735881300,LONG,2025-01-03 05:15:00,2025-01-03 12:30:00,324.22,324.7495,0.1,0.05,0.16,TP_MAIN_MID,32.4,22.87,0.0216,8,10,-2.17,435
G_1735878600,LONG,2025-01-03 04:30:00,2025-01-03 13:15:00,325.91,326.5385,0.1,0.06,0.19,TP_MAIN_MID,39.33,19.19,0.0226,7,10,-2.68,525
G_1735559100,SHORT,2024-12-30 11:45:00,2025-01-03 14:00:00,340.56,340.56,0.1,0.0,0.0,RUNNER_BE,55.13,9.93,0.019,9,10,-1.0,5895
G_1735417800,SHORT,2024-12-28 20:30:00,2025-01-03 16:00:00,349.8,349.8,0.1,0.0,0.0,RUNNER_BE,69.38,36.98,0.0589,9,10,-3.57,8370
G_1735422300,SHORT,2024-12-28 21:45:00,2025-01-03 16:30:00,355.25,355.25,0.1,0.0,0.0,RUNNER_BE,70.49,43.77,0.068,9,9,-1.98,8325
G_1735456500,LONG,2024-12-29 07:15:00,2025-01-03 16:30:00,340.34,340.63,0.1,0.03,0.09,TP_MAIN_MID,39.49,12.7,0.0164,9,9,-10.09,7755
G_1735456500,LONG,2024-12-29 07:15:00,2025-01-04 04:00:00,340.34,340.34,0.1,0.0,0.0,RUNNER_BE,39.49,12.7,0.0164,9,10,-10.09,8445
G_1735913700,SHORT,2025-01-03 14:15:00,2025-01-04 04:45:00,343.55,343.2855,0.1,0.03,0.08,TP_MAIN_MID,88.15,35.13,0.062,9,9,-3.71,870
G_1735913700,SHORT,2025-01-03 14:15:00,2025-01-04 06:15:00,343.55,343.55,0.1,0.0,0.0,RUNNER_BE,88.15,35.13,0.062,9,9,-3.71,960
G_1735975800,SHORT,2025-01-04 07:30:00,2025-01-04 08:00:00,345.83,342.402,0.1,0.34,0.99,TP_MAIN_MID,69.8,22.59,0.015,8,10,0.0,30
G_1735976700,SHORT,2025-01-04 07:45:00,2025-01-04 08:00:00,344.41,342.402,0.1,0.2,0.58,TP_MAIN_MID,67.05,21.52,0.0148,9,10,-0.15,15
G_1735975800,SHORT,2025-01-04 07:30:00,2025-01-04 12:15:00,345.83,345.83,0.1,0.0,0.0,RUNNER_BE,69.8,22.59,0.015,8,10,-1.48,285
G_1735976700,SHORT,2025-01-04 07:45:00,2025-01-04 12:15:00,344.41,344.41,0.1,0.0,0.0,RUNNER_BE,67.05,21.52,0.0148,9,10,-1.9,270
G_1735950600,LONG,2025-01-04 00:30:00,2025-01-04 13:45:00,345.69,345.69449999999995,0.1,0.0,0.0,TP_MAIN_MID,32.17,22.74,0.0175,9,10,-1.94,795
G_1735948800,LONG,2025-01-04 00:00:00,2025-01-04 14:45:00,348.46,348.485,0.1,0.0,0.01,TP_MAIN_MID,40.8,23.66,0.0126,8,10,-2.71,885
G_1735948800,LONG,2025-01-04 00:00:00,2025-01-04 15:30:00,348.46,348.46,0.1,0.0,0.0,RUNNER_BE,40.8,23.66,0.0126,8,10,-2.71,930
G_1736020800,SHORT,2025-01-04 20:00:00,2025-01-04 21:15:00,356.34,354.5185,0.1,0.18,0.51,TP_MAIN_MID,58.39,23.84,0.0251,9,10,-0.28,75
G_1736020800,SHORT,2025-01-04 20:00:00,2025-01-04 21:30:00,356.34,356.34,0.1,0.0,0.0,RUNNER_BE,58.39,23.84,0.0251,9,10,-0.28,90
G_1736029800,LONG,2025-01-04 22:30:00,2025-01-04 22:45:00,354.82,354.877,0.1,0.01,0.02,TP_MAIN_MID,53.67,19.38,0.0105,9,10,-0.42,15
G_1736029800,LONG,2025-01-04 22:30:00,2025-01-04 23:00:00,354.82,354.82,0.1,0.0,0.0,RUNNER_BE,53.67,19.38,0.0105,9,10,-0.92,30
G_1735950600,LONG,2025-01-04 00:30:00,2025-01-05 01:30:00,345.69,345.69,0.1,0.0,0.0,RUNNER_BE,32.17,22.74,0.0175,9,10,-1.94,1500
G_1735994700,SHORT,2025-01-04 12:45:00,2025-01-05 03:00:00,349.8,349.502,0.1,0.03,0.09,TP_MAIN_MID,70.47,20.63,0.0307,9,10,-3.28,855
G_1736041500,LONG,2025-01-05 01:45:00,2025-01-05 04:00:00,344.85,348.413,0.1,0.36,1.03,TP_MAIN_MID,18.06,26.44,0.0308,9,10,-0.01,135
G_1735994700,SHORT,2025-01-04 12:45:00,2025-01-05 04:15:00,349.8,349.8,0.1,0.0,0.0,RUNNER_BE,70.47,20.63,0.0307,9,10,-3.28,930
G_1736052300,SHORT,2025-01-05 04:45:00,2025-01-05 05:15:00,350.75,348.017,0.1,0.27,0.78,TP_MAIN_MID,61.92,23.34,0.0211,9,10,-0.02,30
G_1736041500,LONG,2025-01-05 01:45:00,2025-01-05 08:00:00,344.85,344.85,0.1,0.0,0.0,RUNNER_BE,18.06,26.44,0.0308,9,10,-0.61,375
G_1735993800,SHORT,2025-01-04 12:30:00,2025-01-05 09:15:00,347.36,347.336,0.1,0.0,0.01,TP_MAIN_MID,68.26,19.17,0.0257,8,10,-4.01,1245
G_1736064900,LONG,2025-01-05 08:15:00,2025-01-05 10:30:00,344.51,346.184,0.1,0.17,0.49,TP_MAIN_MID,26.72,17.2,0.0196,9,10,-0.57,135
G_1736064900,LONG,2025-01-05 08:15:00,2025-01-05 11:00:00,344.51,344.51,0.1,0.0,0.0,RUNNER_BE,26.72,17.2,0.0196,9,10,-0.57,165
G_1736078400,LONG,2025-01-05 12:00:00,2025-01-05 12:15:00,344.86,345.0085,0.1,0.01,0.04,TP_MAIN_MID,46.77,20.82,0.0123,9,10,-0.22,15
G_1736078400,LONG,2025-01-05 12:00:00,2025-01-05 12:30:00,344.86,344.86,0.1,0.0,0.0,RUNNER_BE,46.77,20.82,0.0123,9,10,-0.39,30
G_1736081100,SHORT,2025-01-05 12:45:00,2025-01-05 14:30:00,344.42,344.351,0.2,0.01,0.02,TP_MAIN_MID,46.36,18.02,0.0059,9,10,-0.76,105
G_1736081100,SHORT,2025-01-05 12:45:00,2025-01-05 15:00:00,344.42,344.42,0.09999999999999998,0.0,0.0,RUNNER_BE,46.36,18.02,0.0059,9,10,-0.76,135
G_1736090100,LONG,2025-01-05 15:15:00,2025-01-05 16:00:00,341.9,343.7815,0.1,0.19,0.55,TP_MAIN_MID,37.99,14.62,0.0142,9,10,0.0,45
G_1736090100,LONG,2025-01-05 15:15:00,2025-01-05 16:30:00,341.9,341.9,0.1,0.0,0.0,RUNNER_BE,37.99,14.62,0.0142,9,10,-0.24,75
G_1736099100,LONG,2025-01-05 17:45:00,2025-01-05 18:30:00,341.07,342.3485,0.1,0.13,0.37,TP_MAIN_MID,49.34,10.57,0.0137,9,10,-0.5,45
G_1736099100,LONG,2025-01-05 17:45:00,2025-01-05 19:15:00,341.07,341.07,0.1,0.0,0.0,RUNNER_BE,49.34,10.57,0.0137,9,10,-0.5,90
G_1736112600,LONG,2025-01-05 21:30:00,2025-01-05 21:45:00,341.02,341.5595,0.1,0.05,0.16,TP_MAIN_MID,56.02,9.69,0.0107,9,10,-0.12,15
G_1736112600,LONG,2025-01-05 21:30:00,2025-01-05 22:00:00,341.02,341.02,0.1,0.0,0.0,RUNNER_BE,56.02,9.69,0.0107,9,10,-0.4,30
G_1735993800,SHORT,2025-01-04 12:30:00,2025-01-06 04:00:00,347.36,347.36,0.1,0.0,0.0,RUNNER_BE,68.26,19.17,0.0257,8,10,-4.01,2370
G_1736115300,LONG,2025-01-05 22:15:00,2025-01-06 04:45:00,342.42,342.69300000000004,0.2,0.05,0.08,TP_MAIN_MID,52.4,8.94,0.0094,9,10,-1.92,390
G_1736136900,SHORT,2025-01-06 04:15:00,2025-01-06 06:00:00,346.37,344.5775,0.1,0.18,0.52,TP_MAIN_MID,75.43,24.69,0.0347,9,10,-0.83,105
G_1736115300,LONG,2025-01-05 22:15:00,2025-01-06 07:00:00,342.42,342.42,0.09999999999999998,0.0,0.0,RUNNER_BE,52.4,8.94,0.0094,9,10,-1.92,525
G_1736147700,LONG,2025-01-06 07:15:00,2025-01-06 14:00:00,340.76,340.773,0.1,0.0,0.0,TP_MAIN_MID,35.25,21.9,0.0214,9,10,-1.4,405
G_1736147700,LONG,2025-01-06 07:15:00,2025-01-06 14:15:00,340.76,340.76,0.1,0.0,0.0,RUNNER_BE,35.25,21.9,0.0214,9,10,-1.4,420
G_1736136900,SHORT,2025-01-06 04:15:00,2025-01-06 14:45:00,346.37,346.37,0.1,0.0,0.0,RUNNER_BE,75.43,24.69,0.0347,9,9,-0.83,630
G_1736052300,SHORT,2025-01-05 04:45:00,2025-01-06 15:30:00,350.75,350.75,0.1,0.0,0.0,RUNNER_BE,61.92,23.34,0.0211,9,9,-0.05,2085
G_1736177400,SHORT,2025-01-06 15:30:00,2025-01-06 17:00:00,348.32,345.945,0.1,0.24,0.68,TP_MAIN_MID,65.51,23.26,0.0323,9,10,-2.03,90
G_1736179200,SHORT,2025-01-06 16:00:00,2025-01-06 17:00:00,354.23,345.945,0.1,0.83,2.34,TP_MAIN_MID,72.04,25.66,0.0397,9,10,-0.33,60
G_1736174700,SHORT,2025-01-06 14:45:00,2025-01-06 21:15:00,344.95,344.822,0.1,0.01,0.04,TP_MAIN_MID,61.82,18.72,0.0238,9,10,-3.03,390
G_1735878600,LONG,2025-01-03 04:30:00,2025-01-07 14:45:00,325.91,325.91,0.1,0.0,0.0,RUNNER_BE,39.33,19.19,0.0226,7,10,-2.68,6375
G_1735881300,LONG,2025-01-03 05:15:00,2025-01-07 14:45:00,324.22,324.22,0.1,0.0,0.0,RUNNER_BE,32.4,22.87,0.0216,8,10,-2.17,6330
G_1735887600,LONG,2025-01-03 07:00:00,2025-01-07 14:45:00,321.83,321.83,0.1,0.0,0.0,RUNNER_BE,24.6,26.54,0.0273,8,10,-1.44,6225
G_1735888500,LONG,2025-01-03 07:15:00,2025-01-07 14:45:00,320.66,320.66,0.1,0.0,0.0,RUNNER_BE,18.49,28.09,0.0259,9,10,-1.09,6210
G_1735905600,SHORT,2025-01-03 12:00:00,2025-01-07 15:15:00,331.43,331.31049999999993,0.1,0.01,0.04,TP_MAIN_MID,82.8,24.61,0.0419,9,7,-9.01,5955
G_1736279100,LONG,2025-01-07 19:45:00,2025-01-07 21:15:00,308.31,311.16949999999997,0.1,0.29,0.93,TP_MAIN_MID,25.12,62.07,0.0389,9,10,-0.75,90
G_1736279100,LONG,2025-01-07 19:45:00,2025-01-07 21:30:00,308.31,308.31,0.1,0.0,0.0,RUNNER_BE,25.12,62.07,0.0389,9,10,-0.75,105
G_1736287200,LONG,2025-01-07 22:00:00,2025-01-07 22:45:00,308.29,309.2725,0.1,0.1,0.32,TP_MAIN_MID,47.06,59.5,0.0244,9,10,-0.48,45
G_1736287200,LONG,2025-01-07 22:00:00,2025-01-07 23:00:00,308.29,308.29,0.1,0.0,0.0,RUNNER_BE,47.06,59.5,0.0244,9,10,-0.65,60
G_1736295300,SHORT,2025-01-08 00:15:00,2025-01-08 01:00:00,311.37,308.87649999999996,0.1,0.25,0.8,TP_MAIN_MID,55.28,51.62,0.0152,9,10,-0.37,45
G_1736295300,SHORT,2025-01-08 00:15:00,2025-01-15 14:45:00,311.37,311.37,0.1,0.0,0.0,RUNNER_BE,55.28,51.62,0.0152,9,10,-0.96,10950
G_1736263800,LONG,2025-01-07 15:30:00,2025-01-15 19:00:00,313.9,314.2575,0.1,0.04,0.11,TP_MAIN_MID,16.06,43.03,0.0644,7,10,-18.39,11730
G_1736266500,LONG,2025-01-07 16:15:00,2025-01-15 20:00:00,316.65,316.686,0.1,0.0,0.01,TP_MAIN_MID,21.09,50.34,0.0817,8,10,-19.1,11745
G_1736266500,LONG,2025-01-07 16:15:00,2025-01-15 22:00:00,316.65,316.65,0.1,0.0,0.0,RUNNER_BE,21.09,50.34,0.0817,8,10,-19.1,11865
G_1736263800,LONG,2025-01-07 15:30:00,2025-01-16 00:30:00,313.9,313.9,0.1,0.0,0.0,RUNNER_BE,16.06,43.03,0.0644,7,9,-18.39,12060
G_1736987400,LONG,2025-01-16 00:30:00,2025-01-16 01:45:00,314.14,317.51599999999996,0.1,0.34,1.07,TP_MAIN_MID,33.55,30.13,0.0239,9,10,-0.22,75
G_1736989200,LONG,2025-01-16 01:00:00,2025-01-16 01:45:00,316.25,317.51599999999996,0.1,0.13,0.4,TP_MAIN_MID,43.8,27.74,0.0216,9,10,-0.63,45
G_1736989200,LONG,2025-01-16 01:00:00,2025-01-16 02:00:00,316.25,316.25,0.1,0.0,0.0,RUNNER_BE,43.8,27.74,0.0216,9,10,-0.63,60
G_1736987400,LONG,2025-01-16 00:30:00,2025-01-16 02:45:00,314.14,314.14,0.1,0.0,0.0,RUNNER_BE,33.55,30.13,0.0239,9,9,-0.22,135
G_1736997300,LONG,2025-01-16 03:15:00,2025-01-16 06:15:00,311.49,313.156,0.1,0.17,0.53,TP_MAIN_MID,22.36,21.79,0.0267,9,10,-0.59,180
G_1736953200,SHORT,2025-01-15 15:00:00,2025-01-16 07:15:00,312.54,312.51,0.1,0.0,0.01,TP_MAIN_MID,84.82,40.11,0.1182,9,10,-3.64,975
G_1736953200,SHORT,2025-01-15 15:00:00,2025-01-16 07:30:00,312.54,312.54,0.1,0.0,0.0,RUNNER_BE,84.82,40.11,0.1182,9,10,-3.64,990
G_1736997300,LONG,2025-01-16 03:15:00,2025-01-16 08:15:00,311.49,311.49,0.1,0.0,0.0,RUNNER_BE,22.36,21.79,0.0267,9,9,-0.69,300
G_1737016200,LONG,2025-01-16 08:30:00,2025-01-16 10:45:00,307.53,310.4225,0.1,0.29,0.94,TP_MAIN_MID,33.24,22.42,0.0158,9,10,-0.79,135
G_1737016200,LONG,2025-01-16 08:30:00,2025-01-16 11:15:00,307.53,307.53,0.1,0.0,0.0,RUNNER_BE,33.24,22.42,0.0158,9,10,-0.79,165
G_1737015300,LONG,2025-01-16 08:15:00,2025-01-16 12:45:00,310.44,310.65749999999997,0.1,0.02,0.07,TP_MAIN_MID,42.79,20.77,0.0103,9,10,-1.72,270
G_1737015300,LONG,2025-01-16 08:15:00,2025-01-16 14:30:00,310.44,310.44,0.1,0.0,0.0,RUNNER_BE,42.79,20.77,0.0103,9,10,-1.72,375
G_1737029700,SHORT,2025-01-16 12:15:00,2025-01-16 14:30:00,314.66,313.0645,0.1,0.16,0.51,TP_MAIN_MID,79.55,23.5,0.0296,9,10,-1.92,135
G_1736996400,LONG,2025-01-16 03:00:00,2025-01-16 15:15:00,313.27,313.42949999999996,0.1,0.02,0.05,TP_MAIN_MID,26.46,20.8,0.023,8,9,-2.61,735
G_1737029700,SHORT,2025-01-16 12:15:00,2025-01-16 15:15:00,314.66,314.66,0.1,0.0,0.0,RUNNER_BE,79.55,23.5,0.0296,9,9,-1.92,180
G_1736996400,LONG,2025-01-16 03:00:00,2025-01-16 15:30:00,313.27,313.27,0.1,0.0,0.0,RUNNER_BE,26.46,20.8,0.023,8,8,-2.61,750
G_1737043200,SHORT,2025-01-16 16:00:00,2025-01-16 17:00:00,317.95,315.319,0.1,0.26,0.83,TP_MAIN_MID,50.0,18.16,0.0376,7,8,-0.29,60
G_1737043200,SHORT,2025-01-16 16:00:00,2025-01-16 17:15:00,317.95,317.95,0.1,0.0,0.0,RUNNER_BE,50.0,18.16,0.0376,7,8,-0.63,75
G_1737064800,LONG,2025-01-16 22:00:00,2025-01-17 00:30:00,311.41,312.87199999999996,0.1,0.15,0.47,TP_MAIN_MID,44.41,12.96,0.0241,8,10,-1.31,150
G_1737065700,LONG,2025-01-16 22:15:00,2025-01-17 00:30:00,309.38,312.87199999999996,0.1,0.35,1.13,TP_MAIN_MID,39.2,14.19,0.0265,9,10,-0.66,135
G_1737062100,LONG,2025-01-16 21:15:00,2025-01-17 02:15:00,313.68,314.04200000000003,0.1,0.04,0.12,TP_MAIN_MID,39.86,11.62,0.0198,7,10,-2.02,300
G_1736262000,LONG,2025-01-07 15:00:00,2025-01-17 08:00:00,319.84,319.91299999999995,0.1,0.01,0.02,TP_MAIN_MID,24.36,37.2,0.0379,6,10,-19.9,13980
G_1735905600,SHORT,2025-01-03 12:00:00,2025-01-17 15:00:00,331.43,331.43,0.1,0.0,0.0,RUNNER_BE,82.8,24.61,0.0419,9,10,-9.01,20340
G_1737126900,SHORT,2025-01-17 15:15:00,2025-01-17 15:30:00,328.15,326.9215,0.1,0.12,0.37,TP_MAIN_MID,52.88,23.21,0.022,9,10,-0.41,15
G_1737126900,SHORT,2025-01-17 15:15:00,2025-01-17 16:00:00,328.15,328.15,0.1,0.0,0.0,RUNNER_BE,52.88,23.21,0.022,9,10,-0.41,45
G_1736262000,LONG,2025-01-07 15:00:00,2025-01-18 05:00:00,319.84,319.84,0.1,0.0,0.0,RUNNER_BE,24.36,37.2,0.0379,6,10,-19.9,15240
G_1737062100,LONG,2025-01-16 21:15:00,2025-01-18 05:45:00,313.68,313.68,0.1,0.0,0.0,RUNNER_BE,39.86,11.62,0.0198,7,9,-2.02,1950
G_1737144000,SHORT,2025-01-17 20:00:00,2025-01-18 05:45:00,329.36,328.71,0.1,0.07,0.2,TP_MAIN_MID,53.38,12.81,0.0179,9,9,-3.81,585
G_1737064800,LONG,2025-01-16 22:00:00,2025-01-18 08:00:00,311.41,311.41,0.1,0.0,0.0,RUNNER_BE,44.41,12.96,0.0241,8,9,-1.31,2040
G_1737065700,LONG,2025-01-16 22:15:00,2025-01-18 08:00:00,309.38,309.38,0.1,0.0,0.0,RUNNER_BE,39.2,14.19,0.0265,9,9,-0.66,2025
G_1737187200,LONG,2025-01-18 08:00:00,2025-01-18 11:30:00,311.87,312.51599999999996,0.1,0.06,0.21,TP_MAIN_MID,26.58,47.5,0.0543,9,9,-1.8,210
G_1737194400,LONG,2025-01-18 10:00:00,2025-01-18 11:30:00,308.53,312.51599999999996,0.1,0.4,1.29,TP_MAIN_MID,29.18,50.9,0.0343,8,9,-0.74,90
G_1737202500,SHORT,2025-01-18 12:15:00,2025-01-18 12:30:00,314.31,312.27349999999996,0.1,0.2,0.65,TP_MAIN_MID,50.54,37.59,0.0284,9,10,-0.19,15
G_1737202500,SHORT,2025-01-18 12:15:00,2025-01-18 12:45:00,314.31,314.31,0.1,0.0,0.0,RUNNER_BE,50.54,37.59,0.0284,9,10,-0.19,30
G_1737187200,LONG,2025-01-18 08:00:00,2025-01-18 13:00:00,311.87,311.87,0.1,0.0,0.0,RUNNER_BE,26.58,47.5,0.0543,9,9,-1.8,300
G_1737207900,SHORT,2025-01-18 13:45:00,2025-01-18 14:30:00,318.66,313.04499999999996,0.1,0.56,1.76,TP_MAIN_MID,72.78,28.07,0.0329,8,9,-0.34,45
