Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Mode,status,Peak_Price,Rem_Qty,SL,TP_Target
ECO_022215,GAMMA,LONG,2025-01-02 22:15:00,330.59,2025-01-03 05:30:00,323.79,-0.02056928521733856,SL_HIT,GAMMA_NORMAL,CLOSED,330.59,1.0,323.97819999999996,342.16065
ECO_030530,GAMMA,SHORT,2025-01-03 05:30:00,323.79,2025-01-03 09:00:00,322.31,0.004570863831495778,SL_HIT,GAMMA_HEDGE,CLOSED,323.79,1.0,320.12264999999996,312.45735
ECO_030545,GAMMA,SHORT,2025-01-03 05:45:00,324.11,2025-01-03 09:00:00,322.31,0.005553670050291603,SL_HIT,GAMMA_HEDGE,CLOSED,324.11,1.0,320.12264999999996,312.76615
ECO_031115,GAMMA,SHORT,2025-01-03 11:15:00,327.76,2025-01-03 14:00:00,342.61,-0.04530754210397859,SL_HIT,GAMMA_NORMAL,CLOSED,327.76,1.0,334.3152,316.28839999999997
ECO_031130,GAMMA,SHORT,2025-01-03 11:30:00,327.92,2025-01-03 14:00:00,342.61,-0.044797511588192236,SL_HIT,GAMMA_NORMAL,CLOSED,327.92,1.0,334.4784,316.4428
ECO_031615,GAMMA,SHORT,2025-01-03 16:15:00,354.38,2025-01-03 18:30:00,351.98,0.006772391218465989,SL_HIT,GAMMA_NORMAL,CLOSED,354.38,1.0,350.7550499999999,341.9767
ECO_031600,GAMMA,SHORT,2025-01-03 16:00:00,351.1,2025-01-04 02:30:00,343.99,0.02025064084306469,SL_HIT,GAMMA_NORMAL,CLOSED,351.1,1.0,343.05674999999997,338.8115
ECO_040045,GAMMA,LONG,2025-01-04 00:45:00,344.6,2025-01-04 12:30:00,347.36,0.00800928612884501,SL_HIT,GAMMA_NORMAL,CLOSED,344.6,1.0,348.27984999999995,356.661
ECO_040230,GAMMA,LONG,2025-01-04 02:30:00,343.99,2025-01-04 12:30:00,347.36,0.00979679641850055,SL_HIT,GAMMA_NORMAL,CLOSED,343.99,1.0,348.27984999999995,356.02965
ECO_041245,GAMMA,SHORT,2025-01-04 12:45:00,349.8,2025-01-04 13:30:00,357.73,-0.022670097198399103,SL_HIT,GAMMA_NORMAL,CLOSED,349.8,1.0,356.796,337.557
ECO_041300,GAMMA,SHORT,2025-01-04 13:00:00,350.6,2025-01-04 13:30:00,357.73,-0.020336565887050757,SL_HIT,GAMMA_NORMAL,CLOSED,350.6,1.0,357.612,338.329
