Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Mode,status,Peak_Price,Rem_Qty,SL,TP_Target
ECO_011915,GAMMA,SHORT,2025-03-01 19:15:00,194.16,2025-03-02 15:15:00,195.79,-0.008395138030490294,SL_HIT,GAMMA_NORMAL,CLOSED,194.16,1.0,191.89469999999997,187.3644
ECO_011900,GAMMA,SHORT,2025-03-01 19:00:00,193.43,2025-03-02 15:30:00,199.08,-0.029209533164452284,SL_HIT,GAMMA_NORMAL,CLOSED,193.43,1.0,197.29860000000002,186.65995
ECO_021530,GAMMA,SHORT,2025-03-02 15:30:00,199.08,2025-03-02 16:15:00,204.03,-0.024864376130198856,SL_HIT,GAMMA_NORMAL,CLOSED,199.08,1.0,203.06160000000003,192.1122
ECO_030630,GAMMA,LONG,2025-03-03 06:30:00,209.44,2025-03-03 08:45:00,204.71,-0.02258403361344533,SL_HIT,GAMMA_NORMAL,CLOSED,209.44,1.0,205.25119999999998,216.7704
ECO_030645,GAMMA,LONG,2025-03-03 06:45:00,208.15,2025-03-03 13:45:00,210.85,0.012971414845063601,SL_HIT,GAMMA_NORMAL,CLOSED,208.15,1.0,211.0594,215.43525
ECO_030845,GAMMA,LONG,2025-03-03 08:45:00,204.71,2025-03-03 13:45:00,210.85,0.029993649553026164,SL_HIT,GAMMA_NORMAL,CLOSED,204.71,1.0,211.0594,211.87484999999998
ECO_031600,GAMMA,LONG,2025-03-03 16:00:00,199.62,2025-03-03 18:15:00,192.47,-0.03581805430317606,SL_HIT,GAMMA_NORMAL,CLOSED,199.62,1.0,195.6276,206.6067
ECO_031615,GAMMA,LONG,2025-03-03 16:15:00,200.35,2025-03-03 18:15:00,192.47,-0.03933117045170949,SL_HIT,GAMMA_NORMAL,CLOSED,200.35,1.0,196.343,207.36225
ECO_031815,GAMMA,LONG,2025-03-03 18:15:00,192.47,2025-03-03 19:00:00,187.27,-0.02701719748532233,SL_HIT,GAMMA_NORMAL,CLOSED,192.47,1.0,188.6206,199.20645
ECO_031830,GAMMA,LONG,2025-03-03 18:30:00,189.81,2025-03-03 19:45:00,181.65,-0.04299035877983245,SL_HIT,GAMMA_NORMAL,CLOSED,189.81,1.0,186.0138,196.45335
ECO_031900,GAMMA,SHORT,2025-03-03 19:00:00,187.27,2025-03-03 20:00:00,182.73,0.024243071501041387,SL_HIT,GAMMA_HEDGE,CLOSED,187.27,1.0,182.55825,180.71555
ECO_031945,GAMMA,SHORT,2025-03-03 19:45:00,181.65,2025-03-03 22:00:00,180.19,0.008037434627030045,SL_HIT,GAMMA_HEDGE,CLOSED,181.65,1.0,179.38244999999998,175.29225
ECO_032000,GAMMA,SHORT,2025-03-03 20:00:00,182.73,2025-03-03 22:00:00,180.19,0.013900290045422165,SL_HIT,GAMMA_HEDGE,CLOSED,182.73,1.0,179.38244999999998,176.33444999999998
ECO_280900,SWING,LONG,2025-02-28 09:00:00,184.57,2025-03-04 01:30:00,171.6,-0.07027144172942515,SL_HIT,SWING_NORMAL,CLOSED,184.57,1.0,173.49579999999997,206.7184
ECO_280800,SWING,LONG,2025-02-28 08:00:00,182.16,2025-03-04 02:15:00,171.12,-0.060606060606060566,SL_HIT,SWING_NORMAL,CLOSED,182.16,1.0,171.23039999999997,204.0192
ECO_040145,GAMMA,SHORT,2025-03-04 01:45:00,171.6,2025-03-04 04:15:00,174.18,-0.015034965034965108,SL_HIT,GAMMA_HEDGE,CLOSED,171.6,1.0,174.17399999999998,165.594
ECO_040200,GAMMA,SHORT,2025-03-04 02:00:00,171.26,2025-03-04 04:15:00,174.18,-0.01705009926427663,SL_HIT,GAMMA_HEDGE,CLOSED,171.26,1.0,173.82889999999998,165.2659
ECO_041400,GAMMA,SHORT,2025-03-04 14:00:00,186.51,2025-03-04 14:30:00,193.43,-0.03710256822690481,SL_HIT,GAMMA_NORMAL,CLOSED,186.51,1.0,190.2402,179.98215
ECO_041415,GAMMA,SHORT,2025-03-04 14:15:00,187.09,2025-03-04 14:30:00,193.43,-0.03388743385536375,SL_HIT,GAMMA_NORMAL,CLOSED,187.09,1.0,190.83180000000002,180.54185
ECO_041430,GAMMA,SHORT,2025-03-04 14:30:00,193.43,2025-03-04 15:30:00,191.09,0.01209739957607405,SL_HIT,GAMMA_NORMAL,CLOSED,193.43,1.0,189.47265,186.65995
ECO_041645,GAMMA,SHORT,2025-03-04 16:45:00,196.96,2025-03-04 17:15:00,207.32,-0.052599512591389036,SL_HIT,GAMMA_NORMAL,CLOSED,196.96,1.0,200.8992,190.0664
ECO_041815,GAMMA,SHORT,2025-03-04 18:15:00,209.98,2025-03-04 18:45:00,214.45,-0.02128774168968473,SL_HIT,GAMMA_NORMAL,CLOSED,209.98,1.0,214.1796,202.6307
ECO_041800,GAMMA,SHORT,2025-03-04 18:00:00,211.62,2025-03-04 21:15:00,209.76,0.008789339381911036,SL_HIT,GAMMA_NORMAL,CLOSED,211.62,1.0,205.60289999999998,204.2133
ECO_041845,GAMMA,SHORT,2025-03-04 18:45:00,214.45,2025-03-04 21:15:00,209.76,0.02186989974352995,SL_HIT,GAMMA_NORMAL,CLOSED,214.45,1.0,205.60289999999998,206.94424999999998
ECO_050100,GAMMA,LONG,2025-03-05 01:00:00,205.03,2025-03-05 03:45:00,208.41,0.01648539238160267,SL_HIT,GAMMA_NORMAL,CLOSED,205.03,1.0,208.5719,212.20604999999998
ECO_050115,GAMMA,LONG,2025-03-05 01:15:00,205.03,2025-03-05 03:45:00,208.41,0.01648539238160267,SL_HIT,GAMMA_NORMAL,CLOSED,205.03,1.0,208.5719,212.20604999999998
ECO_050745,GAMMA,SHORT,2025-03-05 07:45:00,217.53,2025-03-05 09:00:00,224.13,-0.03034064266997653,SL_HIT,GAMMA_NORMAL,CLOSED,217.53,1.0,221.88060000000002,209.91645
ECO_051600,GAMMA,LONG,2025-03-05 16:00:00,213.82,2025-03-05 19:15:00,215.94,0.009914881676176244,SL_HIT,GAMMA_NORMAL,CLOSED,213.82,1.0,216.0145,221.30369999999996
ECO_051400,GAMMA,LONG,2025-03-05 14:00:00,214.12,2025-03-05 23:45:00,220.89,0.03161778441995134,SL_HIT,GAMMA_NORMAL,CLOSED,214.12,1.0,222.61135,221.61419999999998
ECO_052300,GAMMA,SHORT,2025-03-05 23:00:00,219.35,2025-03-06 00:15:00,224.22,-0.022201960337360403,SL_HIT,GAMMA_NORMAL,CLOSED,219.35,1.0,223.737,211.67274999999998
ECO_060015,GAMMA,SHORT,2025-03-06 00:15:00,224.22,2025-03-06 01:00:00,223.59,0.0028097404335027895,SL_HIT,GAMMA_NORMAL,CLOSED,224.22,1.0,221.91404999999997,216.3723
ECO_060000,GAMMA,SHORT,2025-03-06 00:00:00,222.38,2025-03-06 01:30:00,228.02,-0.025361992984980732,SL_HIT,GAMMA_NORMAL,CLOSED,222.38,1.0,226.8276,214.5967
ECO_060315,GAMMA,SHORT,2025-03-06 03:15:00,236.82,2025-03-06 04:30:00,232.17,0.019635165948821913,SL_HIT,GAMMA_NORMAL,CLOSED,236.82,1.0,231.60224999999997,228.5313
ECO_060330,GAMMA,SHORT,2025-03-06 03:30:00,236.19,2025-03-06 04:30:00,232.17,0.01702019560523312,SL_HIT,GAMMA_NORMAL,CLOSED,236.19,1.0,231.60224999999997,227.92335
ECO_060845,GAMMA,LONG,2025-03-06 08:45:00,229.82,2025-03-06 12:30:00,223.05,-0.029457836567748596,SL_HIT,GAMMA_NORMAL,CLOSED,229.82,1.0,225.22359999999998,237.86369999999997
ECO_060900,GAMMA,LONG,2025-03-06 09:00:00,228.18,2025-03-06 12:30:00,223.05,-0.02248225085458846,SL_HIT,GAMMA_NORMAL,CLOSED,228.18,1.0,223.6164,236.16629999999998
ECO_061315,GAMMA,LONG,2025-03-06 13:15:00,220.34,2025-03-06 14:30:00,215.26,-0.023055278206408333,SL_HIT,GAMMA_NORMAL,CLOSED,220.34,1.0,215.9332,228.0519
ECO_061330,GAMMA,LONG,2025-03-06 13:30:00,220.64,2025-03-06 14:30:00,215.26,-0.024383611312545305,SL_HIT,GAMMA_NORMAL,CLOSED,220.64,1.0,216.22719999999998,228.36239999999998
ECO_061445,GAMMA,LONG,2025-03-06 14:45:00,217.68,2025-03-06 17:00:00,213.12,-0.020948180815876526,SL_HIT,GAMMA_NORMAL,CLOSED,217.68,1.0,213.3264,225.2988
ECO_061430,GAMMA,LONG,2025-03-06 14:30:00,215.26,2025-03-06 23:00:00,209.87,-0.025039487131840503,SL_HIT,GAMMA_NORMAL,CLOSED,215.26,1.0,210.95479999999998,222.7941
ECO_061700,GAMMA,LONG,2025-03-06 17:00:00,213.12,2025-03-06 23:45:00,208.46,-0.021865615615615598,SL_HIT,GAMMA_NORMAL,CLOSED,213.12,1.0,208.8576,220.5792
ECO_061500,SWING,LONG,2025-03-06 15:00:00,216.52,2025-03-07 00:15:00,203.43,-0.060456308886015164,SL_HIT,SWING_NORMAL,CLOSED,216.52,1.0,203.5288,242.50240000000002
ECO_061600,SWING,LONG,2025-03-06 16:00:00,213.79,2025-03-07 00:45:00,200.94,-0.060105711211936926,SL_HIT,SWING_NORMAL,CLOSED,213.79,1.0,200.96259999999998,239.44480000000001
ECO_070015,GAMMA,LONG,2025-03-07 00:15:00,203.43,2025-03-07 01:45:00,210.32,0.033869144177358236,SL_HIT,GAMMA_NORMAL,CLOSED,203.43,1.0,210.75095,210.55005
ECO_070030,GAMMA,LONG,2025-03-07 00:30:00,202.71,2025-03-07 01:45:00,210.32,0.037541315179320134,SL_HIT,GAMMA_NORMAL,CLOSED,202.71,1.0,210.75095,209.80485
ECO_071230,GAMMA,LONG,2025-03-07 12:30:00,203.48,2025-03-07 13:45:00,204.36,0.00432474936111669,SL_HIT,GAMMA_NORMAL,CLOSED,203.48,1.0,206.81074999999998,210.60179999999997
ECO_071700,GAMMA,LONG,2025-03-07 17:00:00,200.48,2025-03-07 19:00:00,206.69,0.03097565841979254,SL_HIT,GAMMA_NORMAL,CLOSED,200.48,1.0,206.91025,207.49679999999998
ECO_070100,SWING,LONG,2025-03-07 01:00:00,210.32,2025-03-07 22:00:00,197.11,-0.06280905287181428,SL_HIT,SWING_NORMAL,CLOSED,210.32,1.0,197.7008,235.5584
ECO_070200,SWING,LONG,2025-03-07 02:00:00,208.31,2025-03-07 23:00:00,195.61,-0.06096682828476784,SL_HIT,SWING_NORMAL,CLOSED,208.31,1.0,195.8114,233.30720000000002
ECO_080700,GAMMA,SHORT,2025-03-08 07:00:00,191.34,2025-03-08 10:15:00,187.15,0.021898191700637597,SL_HIT,GAMMA_HEDGE,CLOSED,191.34,1.0,186.1461,184.6431
ECO_080730,GAMMA,SHORT,2025-03-08 07:30:00,190.14,2025-03-08 10:15:00,187.15,0.015725255075207643,SL_HIT,GAMMA_HEDGE,CLOSED,190.14,1.0,186.1461,183.4851
ECO_081830,GAMMA,SHORT,2025-03-08 18:30:00,194.47,2025-03-08 21:15:00,198.97,-0.023139815909908983,SL_HIT,GAMMA_NORMAL,CLOSED,194.47,1.0,198.3594,187.66355
ECO_082115,GAMMA,SHORT,2025-03-08 21:15:00,198.97,2025-03-09 00:15:00,196.77,0.011056943257777497,SL_HIT,GAMMA_NORMAL,CLOSED,198.97,1.0,196.14584999999997,192.00605
ECO_081845,GAMMA,SHORT,2025-03-08 18:45:00,195.3,2025-03-09 09:15:00,193.45,0.009472606246799912,SL_HIT,GAMMA_NORMAL,CLOSED,195.3,1.0,193.33184999999997,188.46450000000002
ECO_090045,GAMMA,LONG,2025-03-09 00:45:00,195.79,2025-03-09 09:45:00,190.55,-0.02676336891567486,SL_HIT,GAMMA_NORMAL,CLOSED,195.79,1.0,191.8742,202.64264999999997
ECO_090945,GAMMA,LONG,2025-03-09 09:45:00,190.55,2025-03-09 15:30:00,191.28,0.0038310154815008645,SL_HIT,GAMMA_NORMAL,CLOSED,190.55,1.0,192.632,197.21925
ECO_091000,GAMMA,LONG,2025-03-09 10:00:00,190.75,2025-03-09 16:30:00,186.82,-0.02060288335517697,SL_HIT,GAMMA_NORMAL,CLOSED,190.75,1.0,186.935,197.42624999999998
ECO_072300,SWING,LONG,2025-03-07 23:00:00,196.64,2025-03-09 16:45:00,184.74,-0.06051668022782739,SL_HIT,SWING_NORMAL,CLOSED,196.64,1.0,184.84159999999997,220.23680000000002
ECO_080000,SWING,LONG,2025-03-08 00:00:00,196.97,2025-03-09 16:45:00,184.74,-0.06209067370665578,SL_HIT,SWING_NORMAL,CLOSED,196.97,1.0,185.15179999999998,220.6064
ECO_091745,GAMMA,SHORT,2025-03-09 17:45:00,180.06,2025-03-09 22:30:00,179.58,0.002665778073975285,SL_HIT,GAMMA_HEDGE,CLOSED,180.06,1.0,178.13625,173.7579
ECO_091800,GAMMA,SHORT,2025-03-09 18:00:00,180.21,2025-03-09 22:30:00,179.58,0.0034959214250041364,SL_HIT,GAMMA_HEDGE,CLOSED,180.21,1.0,178.13625,173.90265
ECO_100045,GAMMA,SHORT,2025-03-10 00:45:00,183.86,2025-03-10 02:45:00,187.8,-0.021429348417273997,SL_HIT,GAMMA_NORMAL,CLOSED,183.86,1.0,187.5372,177.4249
ECO_100145,GAMMA,SHORT,2025-03-10 01:45:00,183.48,2025-03-10 02:45:00,187.8,-0.023544800523217908,SL_HIT,GAMMA_NORMAL,CLOSED,183.48,1.0,187.1496,177.05819999999997
ECO_100245,GAMMA,SHORT,2025-03-10 02:45:00,187.8,2025-03-10 04:00:00,193.0,-0.027689030883919,SL_HIT,GAMMA_NORMAL,CLOSED,187.8,1.0,191.556,181.227
ECO_100300,GAMMA,SHORT,2025-03-10 03:00:00,185.73,2025-03-10 04:00:00,193.0,-0.03914284175954348,SL_HIT,GAMMA_NORMAL,CLOSED,185.73,1.0,189.44459999999998,179.22944999999999
ECO_100400,GAMMA,SHORT,2025-03-10 04:00:00,193.0,2025-03-10 09:15:00,199.24,-0.032331606217616625,SL_HIT,GAMMA_NORMAL,CLOSED,193.0,1.0,196.86,186.245
ECO_100415,GAMMA,SHORT,2025-03-10 04:15:00,194.2,2025-03-10 09:15:00,199.24,-0.02595262615859949,SL_HIT,GAMMA_NORMAL,CLOSED,194.2,1.0,198.084,187.403
ECO_100915,GAMMA,SHORT,2025-03-10 09:15:00,199.24,2025-03-10 10:45:00,196.27,0.014906645251957432,SL_HIT,GAMMA_NORMAL,CLOSED,199.24,1.0,194.87954999999997,192.2666
ECO_101430,GAMMA,LONG,2025-03-10 14:30:00,182.83,2025-03-10 15:15:00,185.0,0.011868949297161228,SL_HIT,GAMMA_NORMAL,CLOSED,182.83,1.0,185.07,189.22905
ECO_101415,GAMMA,LONG,2025-03-10 14:15:00,184.09,2025-03-10 15:45:00,185.69,0.008691400945189822,SL_HIT,GAMMA_NORMAL,CLOSED,184.09,1.0,186.51274999999998,190.53314999999998
ECO_101515,GAMMA,LONG,2025-03-10 15:15:00,185.0,2025-03-10 17:45:00,181.08,-0.02118918918918912,SL_HIT,GAMMA_NORMAL,CLOSED,185.0,1.0,181.29999999999998,191.475
ECO_101600,GAMMA,LONG,2025-03-10 16:00:00,185.34,2025-03-10 17:45:00,181.08,-0.022984784719974054,SL_HIT,GAMMA_NORMAL,CLOSED,185.34,1.0,181.6332,191.8269
ECO_091700,SWING,LONG,2025-03-09 17:00:00,180.06,2025-03-11 01:15:00,167.55,-0.06947684105298228,SL_HIT,SWING_NORMAL,CLOSED,180.06,1.0,169.25639999999999,201.6672
ECO_091800,SWING,LONG,2025-03-09 18:00:00,179.45,2025-03-11 01:15:00,167.55,-0.06631373641682908,SL_HIT,SWING_NORMAL,CLOSED,179.45,1.0,168.683,200.984
ECO_110030,GAMMA,SHORT,2025-03-11 00:30:00,173.41,2025-03-11 01:30:00,173.27,0.0008073352171154279,SL_HIT,GAMMA_HEDGE,CLOSED,173.41,1.0,168.38774999999998,167.34064999999998
ECO_110100,GAMMA,LONG,2025-03-11 01:00:00,169.84,2025-03-11 02:30:00,175.29,0.032089024964672565,SL_HIT,GAMMA_NORMAL,CLOSED,169.84,1.0,176.32395,175.78439999999998
ECO_110800,GAMMA,SHORT,2025-03-11 08:00:00,183.4,2025-03-11 11:30:00,179.91,0.019029443838604193,SL_HIT,GAMMA_NORMAL,CLOSED,183.4,1.0,179.4126,176.981
ECO_111200,GAMMA,LONG,2025-03-11 12:00:00,175.11,2025-03-11 14:15:00,170.75,-0.024898635143624084,SL_HIT,GAMMA_NORMAL,CLOSED,175.11,1.0,171.6078,181.23885
ECO_111245,GAMMA,LONG,2025-03-11 12:45:00,174.25,2025-03-11 14:15:00,170.75,-0.020086083213773313,SL_HIT,GAMMA_NORMAL,CLOSED,174.25,1.0,170.765,180.34875
ECO_111930,GAMMA,SHORT,2025-03-11 19:30:00,184.8,2025-03-11 22:45:00,183.22,0.008549783549783616,SL_HIT,GAMMA_NORMAL,CLOSED,184.8,1.0,182.5281,178.332
ECO_112030,GAMMA,SHORT,2025-03-11 20:30:00,182.56,2025-03-12 01:00:00,181.5,0.005806310254163027,SL_HIT,GAMMA_NORMAL,CLOSED,182.56,1.0,180.23669999999998,176.1704
ECO_120030,GAMMA,LONG,2025-03-12 00:30:00,179.34,2025-03-12 02:00:00,180.97,0.009088881454221006,SL_HIT,GAMMA_NORMAL,CLOSED,179.34,1.0,181.38850000000002,185.6169
ECO_120230,GAMMA,LONG,2025-03-12 02:30:00,177.72,2025-03-12 03:30:00,172.64,-0.02858428989421569,SL_HIT,GAMMA_NORMAL,CLOSED,177.72,1.0,174.16559999999998,183.94019999999998
ECO_120245,GAMMA,LONG,2025-03-12 02:45:00,177.51,2025-03-12 03:30:00,172.64,-0.02743507408033353,SL_HIT,GAMMA_NORMAL,CLOSED,177.51,1.0,173.9598,183.72284999999997
ECO_120330,GAMMA,LONG,2025-03-12 03:30:00,172.64,2025-03-12 08:15:00,175.1,0.014249304911955562,SL_HIT,GAMMA_NORMAL,CLOSED,172.64,1.0,175.96574999999999,178.68239999999997
ECO_120345,GAMMA,LONG,2025-03-12 03:45:00,171.92,2025-03-12 08:15:00,175.1,0.01849697533736626,SL_HIT,GAMMA_NORMAL,CLOSED,171.92,1.0,175.96574999999999,177.93719999999996
ECO_110200,SWING,LONG,2025-03-11 02:00:00,176.62,2025-03-12 15:00:00,164.52,-0.06850866266560975,SL_HIT,SWING_NORMAL,CLOSED,176.62,1.0,166.0228,197.81440000000003
ECO_121245,GAMMA,SHORT,2025-03-12 12:45:00,178.37,2025-03-12 15:15:00,166.43,0.06693950776475863,SL_HIT,GAMMA_NORMAL,CLOSED,178.37,1.0,165.3426,172.12705
ECO_121500,GAMMA,LONG,2025-03-12 15:00:00,164.52,2025-03-12 16:15:00,168.88,0.02650133722343779,SL_HIT,GAMMA_NORMAL,CLOSED,164.52,1.0,168.95100000000002,170.2782
ECO_121615,GAMMA,LONG,2025-03-12 16:15:00,168.88,2025-03-12 17:30:00,170.8,0.01136901942207494,SL_HIT,GAMMA_NORMAL,CLOSED,168.88,1.0,171.4186,174.7908
ECO_121600,GAMMA,LONG,2025-03-12 16:00:00,169.8,2025-03-13 00:00:00,173.77,0.023380447585394575,SL_HIT,GAMMA_NORMAL,CLOSED,169.8,1.0,173.95585,175.743
ECO_122115,GAMMA,SHORT,2025-03-12 21:15:00,173.25,2025-03-13 05:00:00,171.54,0.009870129870129916,SL_HIT,GAMMA_NORMAL,CLOSED,173.25,1.0,171.44295,167.18625
ECO_130430,GAMMA,LONG,2025-03-13 04:30:00,170.59,2025-03-13 10:15:00,172.75,0.012661937979951911,SL_HIT,GAMMA_NORMAL,CLOSED,170.59,1.0,172.8116,176.56064999999998
ECO_131145,GAMMA,SHORT,2025-03-13 11:45:00,174.23,2025-03-13 14:00:00,171.59,0.015152384778740667,SL_HIT,GAMMA_NORMAL,CLOSED,174.23,1.0,170.24699999999999,168.13195
ECO_130515,GAMMA,LONG,2025-03-13 05:15:00,171.98,2025-03-13 16:15:00,167.32,-0.027096173973717858,SL_HIT,GAMMA_NORMAL,CLOSED,171.98,1.0,168.553,177.99929999999998
ECO_131545,GAMMA,LONG,2025-03-13 15:45:00,169.2,2025-03-13 17:30:00,165.37,-0.02263593380614648,SL_HIT,GAMMA_NORMAL,CLOSED,169.2,1.0,165.81599999999997,175.12199999999999
ECO_110300,SWING,LONG,2025-03-11 03:00:00,174.08,2025-03-13 19:00:00,163.59,-0.060259650735294164,SL_HIT,SWING_NORMAL,CLOSED,174.08,1.0,163.6352,194.96960000000004
ECO_131615,GAMMA,LONG,2025-03-13 16:15:00,167.32,2025-03-13 19:00:00,163.59,-0.022292612957207684,SL_HIT,GAMMA_NORMAL,CLOSED,167.32,1.0,163.97359999999998,173.17619999999997
ECO_131730,GAMMA,SHORT,2025-03-13 17:30:00,165.37,2025-03-13 20:00:00,161.91,0.02092277922234993,SL_HIT,GAMMA_HEDGE,CLOSED,165.37,1.0,161.73465,159.58205
ECO_131915,GAMMA,SHORT,2025-03-13 19:15:00,160.93,2025-03-13 22:30:00,163.69,-0.017150313801031446,SL_HIT,GAMMA_HEDGE,CLOSED,160.93,1.0,163.34394999999998,155.29745
ECO_140045,GAMMA,SHORT,2025-03-14 00:45:00,163.72,2025-03-14 02:45:00,167.37,-0.022294160762277093,SL_HIT,GAMMA_NORMAL,CLOSED,163.72,1.0,166.9944,157.9898
ECO_140245,GAMMA,SHORT,2025-03-14 02:45:00,167.37,2025-03-14 07:30:00,164.89,0.014817470275437762,SL_HIT,GAMMA_NORMAL,CLOSED,167.37,1.0,164.18685,161.51205
ECO_132245,GAMMA,SHORT,2025-03-13 22:45:00,164.3,2025-03-14 09:15:00,167.63,-0.020267802799756443,SL_HIT,GAMMA_NORMAL,CLOSED,164.3,1.0,167.586,158.5495
ECO_141500,GAMMA,SHORT,2025-03-14 15:00:00,173.1,2025-03-15 04:45:00,176.58,-0.02010398613518208,SL_HIT,GAMMA_NORMAL,CLOSED,173.1,1.0,176.56199999999998,167.04149999999998
ECO_150500,GAMMA,SHORT,2025-03-15 05:00:00,176.52,2025-03-15 08:30:00,174.72,0.010197144799456217,SL_HIT,GAMMA_NORMAL,CLOSED,176.52,1.0,174.16649999999998,170.3418
ECO_141515,GAMMA,SHORT,2025-03-14 15:15:00,174.6,2025-03-15 15:15:00,172.94,0.009507445589919797,SL_HIT,GAMMA_NORMAL,CLOSED,174.6,1.0,172.82985,168.48899999999998
ECO_150900,GAMMA,LONG,2025-03-15 09:00:00,173.47,2025-03-16 02:00:00,169.63,-0.022136392459791338,SL_HIT,GAMMA_NORMAL,CLOSED,173.47,1.0,170.0006,179.54145
ECO_151745,GAMMA,SHORT,2025-03-15 17:45:00,174.77,2025-03-16 02:30:00,170.49,0.02448932883217944,SL_HIT,GAMMA_NORMAL,CLOSED,174.77,1.0,170.47814999999997,168.65305
ECO_160200,GAMMA,LONG,2025-03-16 02:00:00,169.63,2025-03-16 07:00:00,171.89,0.013323115015032664,SL_HIT,GAMMA_NORMAL,CLOSED,169.63,1.0,172.83149999999998,175.56705
ECO_160230,GAMMA,LONG,2025-03-16 02:30:00,170.49,2025-03-16 07:00:00,171.89,0.008211625315267625,SL_HIT,GAMMA_NORMAL,CLOSED,170.49,1.0,172.83149999999998,176.45714999999998
ECO_161100,GAMMA,SHORT,2025-03-16 11:00:00,169.03,2025-03-16 12:15:00,166.47,0.015145240489853886,SL_HIT,GAMMA_HEDGE,CLOSED,169.03,1.0,165.83504999999997,163.11395
ECO_161115,GAMMA,SHORT,2025-03-16 11:15:00,166.56,2025-03-16 23:30:00,165.18,0.008285302593659914,SL_HIT,GAMMA_HEDGE,CLOSED,166.56,1.0,164.69939999999997,160.7304
ECO_161215,GAMMA,SHORT,2025-03-16 12:15:00,166.47,2025-03-16 23:30:00,165.18,0.0077491439899080436,SL_HIT,GAMMA_HEDGE,CLOSED,166.47,1.0,164.69939999999997,160.64355
ECO_170215,GAMMA,SHORT,2025-03-17 02:15:00,168.93,2025-03-17 07:00:00,167.59,0.007932279642455475,SL_HIT,GAMMA_NORMAL,CLOSED,168.93,1.0,166.8501,163.01745
ECO_170200,GAMMA,SHORT,2025-03-17 02:00:00,168.14,2025-03-17 09:45:00,171.76,-0.02152967764957776,SL_HIT,GAMMA_NORMAL,CLOSED,168.14,1.0,171.50279999999998,162.25509999999997
ECO_170945,GAMMA,SHORT,2025-03-17 09:45:00,171.76,2025-03-17 13:30:00,169.96,0.010479739170936092,SL_HIT,GAMMA_NORMAL,CLOSED,171.76,1.0,169.60379999999998,165.74839999999998
ECO_171000,GAMMA,SHORT,2025-03-17 10:00:00,170.87,2025-03-17 18:15:00,174.62,-0.021946509041961725,SL_HIT,GAMMA_NORMAL,CLOSED,170.87,1.0,174.28740000000002,164.88954999999999
ECO_171900,GAMMA,SHORT,2025-03-17 19:00:00,176.17,2025-03-18 02:00:00,172.59,0.02032128058125665,SL_HIT,GAMMA_NORMAL,CLOSED,176.17,1.0,171.88514999999998,170.00404999999998
ECO_171730,GAMMA,SHORT,2025-03-17 17:30:00,173.57,2025-03-18 03:30:00,171.64,0.0111194330817538,SL_HIT,GAMMA_NORMAL,CLOSED,173.57,1.0,171.52334999999997,167.49505
ECO_180200,GAMMA,LONG,2025-03-18 02:00:00,172.59,2025-03-18 11:30:00,168.95,-0.02109044556463303,SL_HIT,GAMMA_NORMAL,CLOSED,172.59,1.0,169.1382,178.63065
ECO_181200,GAMMA,LONG,2025-03-18 12:00:00,169.19,2025-03-18 17:30:00,165.68,-0.020745906968496902,SL_HIT,GAMMA_NORMAL,CLOSED,169.19,1.0,165.8062,175.11165
ECO_181215,GAMMA,LONG,2025-03-18 12:15:00,168.99,2025-03-18 17:45:00,165.28,-0.021953961772886017,SL_HIT,GAMMA_NORMAL,CLOSED,168.99,1.0,165.6102,174.90465
ECO_182000,GAMMA,SHORT,2025-03-18 20:00:00,169.32,2025-03-19 00:45:00,173.01,-0.02179305457122607,SL_HIT,GAMMA_NORMAL,CLOSED,169.32,1.0,172.7064,163.3938
ECO_190045,GAMMA,SHORT,2025-03-19 00:45:00,173.01,2025-03-19 02:30:00,171.1,0.011039824287613414,SL_HIT,GAMMA_NORMAL,CLOSED,173.01,1.0,171.08114999999998,166.95465
ECO_182045,GAMMA,SHORT,2025-03-18 20:45:00,169.72,2025-03-19 10:30:00,173.98,-0.02510016497761013,SL_HIT,GAMMA_NORMAL,CLOSED,169.72,1.0,173.1144,163.7798
ECO_200200,GAMMA,LONG,2025-03-20 02:00:00,177.36,2025-03-20 10:15:00,173.52,-0.021650879566982428,SL_HIT,GAMMA_NORMAL,CLOSED,177.36,1.0,173.8128,183.5676
ECO_200300,GAMMA,LONG,2025-03-20 03:00:00,178.55,2025-03-20 10:15:00,173.52,-0.028171380565667883,SL_HIT,GAMMA_NORMAL,CLOSED,178.55,1.0,174.979,184.79925
ECO_201415,GAMMA,SHORT,2025-03-20 14:15:00,178.48,2025-03-20 17:00:00,174.43,0.022691618108471444,SL_HIT,GAMMA_NORMAL,CLOSED,178.48,1.0,173.17155,172.23319999999998
ECO_201430,GAMMA,SHORT,2025-03-20 14:30:00,178.32,2025-03-20 17:00:00,174.43,0.02181471511888732,SL_HIT,GAMMA_NORMAL,CLOSED,178.32,1.0,173.17155,172.0788
ECO_202115,GAMMA,SHORT,2025-03-20 21:15:00,176.37,2025-03-21 00:00:00,180.52,-0.023530078811589306,SL_HIT,GAMMA_NORMAL,CLOSED,176.37,1.0,179.8974,170.19705
ECO_201745,GAMMA,LONG,2025-03-20 17:45:00,174.11,2025-03-21 00:15:00,179.56,0.031302050427890346,SL_HIT,GAMMA_NORMAL,CLOSED,174.11,1.0,179.6174,180.20385
