Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Mode,status,Rem_Qty,Initial_Qty,Margin_USD,Invested_USD,tp1_hit,Max_Adverse_Price,Max_Favorable_Price,SL,TP1_Price,TP2_Price,Closed_Qty,Capital_After,Max_DD_During_Trade,Post_SL_Recovery,Post_SL_TP1_Hit
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.436700,343.64,1970-01-01 00:28:55.488900,330.78,0.03742288441392159,TP1_HIT,GAMMA_HEDGE,OPEN,0,4.365033174252124,150.0,1500.0,False,347.1,330.78,341.92179999999996,331.6126,321.3034,1.7460132697008497,1022.4537306483529,-0.010068676521941673,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.437600,343.31,1970-01-01 00:28:55.488900,330.78,0.036497626052256066,TP1_HIT,GAMMA_HEDGE,OPEN,0,4.369228976726574,150.0,1500.0,False,347.1,330.78,341.59345,331.29415,320.99485000000004,1.7476915906906296,1044.3523062797065,-0.011039585214529203,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.436700,343.64,1970-01-01 00:28:55.511400,331.17,0.03628797578861591,SL_HIT,GAMMA_HEDGE,OPEN,0,4.365033174252124,150.0,1500.0,True,347.1,327.75,331.0275,331.6126,321.3034,2.6190199045512745,1077.0114844894608,-0.010068676521941673,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.437600,343.31,1970-01-01 00:28:55.511400,331.17,0.03536162651830703,SL_HIT,GAMMA_HEDGE,OPEN,0,4.369228976726574,150.0,1500.0,True,347.1,327.75,331.0275,331.29415,320.99485000000004,2.6215373860359446,1108.8369483559372,-0.011039585214529203,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.521300,341.06,1970-01-01 00:28:55.536600,340.29,0.0022576672726206,SL_HIT,GAMMA_NORMAL,OPEN,0,4.876723809693033,166.32554225339058,1663.2554225339059,False,343.91,334.37,339.3547,329.1229,318.8911,4.876723809693033,1112.5920256894008,-0.008356300944115472,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.549200,333.74,1970-01-01 00:28:55.563600,335.32,0.00473422424641932,SL_HIT,GAMMA_NORMAL,OPEN,0,5.000563428219874,166.8888038534101,1668.888038534101,False,333.18,340.56,335.40869999999995,345.42089999999996,355.43309999999997,5.000563428219874,1120.4929159059882,-0.0016779528974650993,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.516800,337.7,1970-01-01 00:28:55.594200,323.83,0.04107195735860233,TP1_HIT,GAMMA_NORMAL,OPEN,0,4.925245550885123,166.32554225339058,1663.2554225339059,False,343.91,323.83,336.0115,325.8805,315.7495,1.9700982203540491,1147.818178222299,-0.01838910275392371,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.565400,329.07,1970-01-01 00:28:55.599600,320.5,-0.02604309113562462,SL_HIT,GAMMA_NORMAL,OPEN,0,5.107543604275633,168.07393738589823,1680.7393738589824,False,320.5,333.92,322.48859999999996,340.58745,350.45955,5.107543604275633,1104.0465295336567,-0.02604309113562462,False,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.516800,337.7,1970-01-01 00:28:55.605900,314.53,0.06861119336689374,TP2_HIT,GAMMA_NORMAL,OPEN,0,4.925245550885123,166.32554225339058,1663.2554225339059,True,343.91,314.53,319.89730000000003,325.8805,315.7495,2.955147330531074,1172.5172931820616,-0.01838910275392371,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.601400,321.4,1970-01-01 00:28:55.605900,314.53,-0.021375233354075932,SL_HIT,GAMMA_NORMAL,OPEN,0,5.152675153392921,165.60697943004848,1656.0697943004848,False,314.53,322.06,314.972,332.64899999999994,342.29099999999994,5.152675153392921,1137.1184148782522,-0.021375233354075932,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.605900,314.53,1970-01-01 00:28:55.632900,317.28,-0.00874320414586844,SL_HIT,GAMMA_HEDGE,OPEN,0,5.422940966894663,170.56776223173782,1705.677622317378,False,317.28,309.13,312.95734999999996,303.52144999999996,294.08555,5.422940966894663,1122.2053272192918,-0.00874320414586844,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.606800,313.0,1970-01-01 00:28:55.650900,319.17,-0.019712460063897815,SL_HIT,GAMMA_HEDGE,OPEN,0,5.449449272579483,170.56776223173782,1705.677622317378,False,319.17,309.13,317.695,302.045,292.65500000000003,5.449449272579483,1088.5822252074763,-0.019712460063897815,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.632900,317.28,1970-01-01 00:28:55.650900,319.17,-0.005956883509833722,SL_HIT,GAMMA_NORMAL,OPEN,0,5.305433657428574,168.33079908289378,1683.3079908289378,False,319.17,312.32,315.69359999999995,306.17519999999996,296.6568,5.305433657428574,1078.554955594936,-0.005956883509833722,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.653600,327.78,1970-01-01 00:28:55.661700,315.42,0.03770821892732918,TP1_HIT,GAMMA_NORMAL,OPEN,0,4.9357265037293425,161.78324333924039,1617.8324333924038,False,327.78,315.42,326.1411,316.30769999999995,306.47429999999997,1.9742906014917372,1102.9571874293738,0.0,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.652700,322.86,1970-01-01 00:28:55.666200,308.96,0.043052716347643044,TP1_HIT,GAMMA_NORMAL,OPEN,0,5.0109410685510865,161.78324333924039,1617.8324333924038,False,327.78,308.96,321.2457,311.5599,301.87410000000006,2.0043764274204348,1130.8180197705178,-0.015238803196431762,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.652700,322.86,1970-01-01 00:28:55.667100,312.56,0.031902372545375736,SL_HIT,GAMMA_NORMAL,OPEN,0,5.0109410685510865,161.78324333924039,1617.8324333924038,True,327.78,308.96,312.0496,311.5599,301.87410000000006,3.0065646411306517,1161.7856355741635,-0.015238803196431762,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.653600,327.78,1970-01-01 00:28:55.667100,312.56,0.04643358350112872,SL_HIT,GAMMA_NORMAL,OPEN,0,4.9357265037293425,161.78324333924039,1617.8324333924038,True,327.78,308.96,312.0496,316.30769999999995,306.47429999999997,2.9614359022376053,1206.8586900062198,0.0,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.667100,312.56,1970-01-01 00:28:55.750800,312.65,0.0002879447146147139,SL_HIT,GAMMA_NORMAL,OPEN,0,5.791809684570418,181.02880350093298,1810.2880350093299,False,307.68,319.05,314.1228,323.4996,332.8764,5.791809684570418,1207.379952877831,-0.015613002303557702,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.668000,312.67,1970-01-01 00:28:55.750800,312.65,-6.396520292972992e-05,SL_HIT,GAMMA_NORMAL,OPEN,0,5.7897720760205,181.02880350093298,1810.2880350093299,False,307.68,319.05,314.23335,323.61345,332.99355,5.7897720760205,1207.2641574363104,-0.0159593181309368,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.763400,319.78,1970-01-01 00:28:55.776900,327.02,-0.022640565388704764,SL_HIT,GAMMA_NORMAL,OPEN,0,5.662944011990949,181.08962361544656,1810.8962361544654,False,327.02,319.71,326.1756,308.5877,298.9943,5.662944011990949,1166.264442789496,-0.022640565388704764,False,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.764300,320.7,1970-01-01 00:28:55.777800,328.34,-0.023822887433738654,SL_HIT,GAMMA_NORMAL,OPEN,0,5.646698584828393,181.08962361544656,1810.8962361544654,False,328.34,319.71,327.114,309.47549999999995,299.85450000000003,5.646698584828393,1123.123665601407,-0.023822887433738654,True,False
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.857000,331.44,1970-01-01 00:28:55.881300,324.22,-0.021783731595462135,SL_HIT,GAMMA_NORMAL,OPEN,0,5.0829275235400395,168.46854984021107,1684.6854984021106,False,324.22,333.5,324.8112,343.0404,352.98359999999997,5.0829275235400395,1086.424928881448,-0.021783731595462135,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.856100,330.59,1970-01-01 00:28:55.882200,323.79,-0.02056928521733856,SL_HIT,GAMMA_NORMAL,OPEN,0,5.095996546786385,168.46854984021107,1684.6854984021106,False,323.79,333.5,323.97819999999996,342.16065,352.07834999999994,5.095996546786385,1051.7721523633008,-0.02056928521733856,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.882200,323.79,1970-01-01 00:28:55.894800,322.31,0.004570863831495778,SL_HIT,GAMMA_HEDGE,OPEN,0,4.872473604944412,157.76582285449513,1577.6582285449513,False,325.65,318.53,322.17105000000004,312.45735,302.74365000000006,4.872473604944412,1058.9834132986186,-0.005744464004447193,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.883100,324.11,1970-01-01 00:28:55.895700,323.9,0.0006479281725341285,SL_HIT,GAMMA_HEDGE,OPEN,0,4.867662918592303,157.76582285449513,1577.6582285449513,False,325.65,318.53,322.48945000000003,312.76615,303.04285000000004,4.867662918592303,1060.0056225115231,-0.00475147326524934,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.902900,327.76,1970-01-01 00:28:55.912800,342.61,-0.04530754210397859,SL_HIT,GAMMA_NORMAL,OPEN,0,4.851136300241898,159.00084337672845,1590.0084337672845,False,342.61,327.76,334.3152,316.28839999999997,306.4556,4.851136300241898,987.9662484529308,-0.04530754210397859,False,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.903800,327.92,1970-01-01 00:28:55.912800,342.61,-0.044797511588192236,SL_HIT,GAMMA_NORMAL,OPEN,0,4.848769314977081,159.00084337672845,1590.0084337672845,False,342.61,327.92,334.4784,316.4428,306.6052,4.848769314977081,916.7378272159175,-0.044797511588192236,False,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.920900,354.38,1970-01-01 00:28:55.932600,353.36,0.0028782662678480215,SL_HIT,GAMMA_NORMAL,OPEN,0,3.880317006670456,137.51067408238762,1375.1067408238762,False,355.52,349.01,352.6081,341.9767,331.3453,3.880317006670456,920.6957505627213,-0.0032168858287713368,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.920000,351.1,1970-01-01 00:28:55.992900,350.03,0.003047564796354457,SL_HIT,GAMMA_NORMAL,OPEN,0,3.9165671911816466,137.51067408238762,1375.1067408238762,False,355.52,339.71,349.34450000000004,338.8115,328.27850000000007,3.9165671911816466,924.8864774572859,-0.01258900598120182,True,False
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.951500,344.6,1970-01-01 00:28:55.996500,356.78,0.035345327916424696,TP1_HIT,GAMMA_NORMAL,OPEN,0,4.007671578189442,138.1043625844082,1381.0436258440818,False,339.71,356.78,346.323,356.661,366.999,1.603068631275777,944.4118533862247,-0.014190365641323397,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.992900,350.03,1970-01-01 00:28:55.997400,357.73,-0.021998114447333218,SL_HIT,GAMMA_NORMAL,OPEN,0,3.963459464005739,138.73297161859287,1387.3297161859286,False,357.73,347.36,357.0306,337.77894999999995,327.27805,3.963459464005739,913.8932155133804,-0.021998114447333218,True,False
ECO_010028,GAMMA,LONG,1970-01-01 00:28:55.951500,344.6,1970-01-01 00:28:56.001000,354.58,0.02896111433546129,SL_HIT,GAMMA_NORMAL,OPEN,0,4.007671578189442,138.1043625844082,1381.0436258440818,True,339.71,359.32,355.72679999999997,356.661,366.999,2.4046029469136654,937.8911529235786,-0.014190365641323397,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.001000,354.58,1970-01-01 00:28:56.007300,353.96,0.0017485475774155468,SL_HIT,GAMMA_NORMAL,OPEN,0,3.967614443525771,140.68367293853677,1406.8367293853678,False,355.01,347.21,352.8071,342.1697,331.5323,3.967614443525771,940.3510738785646,-0.0012127023520785347,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:55.997400,357.73,1970-01-01 00:28:56.020800,356.34,0.0038856120537837002,SL_HIT,GAMMA_NORMAL,OPEN,0,3.832051612305567,137.08398232700705,1370.8398232700706,False,359.32,347.21,355.94135,345.20945,334.47755,3.832051612305567,945.6776256196696,-0.004444692924831507,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.033400,351.79,1970-01-01 00:28:56.064000,344.02,-0.022087040563972933,SL_HIT,GAMMA_NORMAL,OPEN,0,4.032281868243851,141.85164384295044,1418.5164384295044,False,344.02,351.79,344.7542,364.10265,374.65635,4.032281868243851,914.3467955034147,-0.022087040563972933,False,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.017200,354.0,1970-01-01 00:28:56.086500,341.24,0.03604519774011297,TP1_HIT,GAMMA_NORMAL,OPEN,0,3.9845384486379856,141.0526610817847,1410.5266108178469,False,356.57,341.24,352.23,341.61,330.99,1.5938153794551944,934.683879745263,-0.007259887005649698,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.064000,344.02,1970-01-01 00:28:56.125200,336.02,-0.023254461949886635,SL_HIT,GAMMA_NORMAL,OPEN,0,3.986745518444049,137.15201932551219,1371.5201932551217,False,336.02,346.2,337.1396,356.06069999999994,366.38129999999995,3.986745518444049,902.7899155977105,-0.023254461949886635,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.017200,354.0,1970-01-01 00:28:56.127900,341.46,0.03542372881355938,SL_HIT,GAMMA_NORMAL,OPEN,0,3.9845384486379856,141.0526610817847,1410.5266108178469,True,356.57,336.02,339.3802,341.61,330.99,2.3907230691827914,932.7695828852628,-0.007259887005649698,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.136900,346.37,1970-01-01 00:28:56.169300,344.66,0.004936917169500764,SL_HIT,GAMMA_NORMAL,OPEN,0,4.039479095556469,139.91543743278942,1399.1543743278942,False,348.27,337.11,344.63815,334.24705,323.85595,4.039479095556469,939.6770921386643,-0.005485463521667515,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.136000,347.64,1970-01-01 00:28:56.175600,349.62,-0.005695547117708026,SL_HIT,GAMMA_NORMAL,OPEN,0,4.0247220524907785,139.91543743278942,1399.1543743278942,False,349.62,337.11,345.9018,335.4726,325.0434,4.0247220524907785,931.7081424747325,-0.005695547117708026,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.169300,344.66,1970-01-01 00:28:56.179200,354.23,-0.02776649451633492,SL_HIT,GAMMA_NORMAL,OPEN,0,4.089582888086799,140.95156382079963,1409.5156382079963,False,354.23,340.56,351.5532,332.5969,322.25710000000004,4.089582888086799,892.5708342357419,-0.02776649451633492,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.179200,354.23,1970-01-01 00:28:56.197200,341.5,0.035937103012167286,TP1_HIT,GAMMA_NORMAL,OPEN,0,3.7796241180973182,133.8856251353613,1338.856251353613,False,354.23,341.5,352.45885000000004,341.83195,331.20505,1.5118496472389273,911.8166802450935,0.0,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.180100,353.95,1970-01-01 00:28:56.197200,341.5,0.0351744596694448,TP1_HIT,GAMMA_NORMAL,OPEN,0,3.782614073608174,133.8856251353613,1338.856251353613,False,353.95,341.5,352.18025,341.56174999999996,330.94325000000003,1.5130456294432697,930.6540983316622,0.0,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.179200,354.23,1970-01-01 00:28:56.207100,341.5,0.035937103012167286,SL_HIT,GAMMA_NORMAL,OPEN,0,3.7796241180973182,133.8856251353613,1338.856251353613,True,354.23,337.78,341.15779999999995,341.83195,331.20505,2.2677744708583907,959.5228673456896,0.0,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.180100,353.95,1970-01-01 00:28:56.207100,341.5,0.0351744596694448,SL_HIT,GAMMA_NORMAL,OPEN,0,3.782614073608174,133.8856251353613,1338.856251353613,True,353.95,337.78,341.15779999999995,341.56174999999996,330.94325000000003,2.2695684441649044,987.7789944755426,0.0,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.226900,338.01,1970-01-01 00:28:56.252100,330.94,-0.020916540930741676,SL_HIT,GAMMA_NORMAL,OPEN,0,4.383504901373669,148.1668491713314,1481.6684917133139,False,330.94,339.86,331.2498,349.84034999999994,359.98064999999997,4.383504901373669,956.7876148228308,-0.020916540930741676,False,False
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.227800,337.57,1970-01-01 00:28:56.261100,326.25,-0.03353378558521194,SL_HIT,GAMMA_NORMAL,OPEN,0,4.389218507904475,148.1668491713314,1481.6684917133139,False,326.25,339.86,330.8186,349.38494999999995,359.51205,4.389218507904475,907.1016613133522,-0.03353378558521194,False,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.262900,318.98,1970-01-01 00:28:56.267400,317.92,0.003323092356887586,SL_HIT,GAMMA_HEDGE,OPEN,0,4.26563575136381,136.06524919700283,1360.6524919700282,False,318.98,313.9,317.3851,307.8157,298.2463,4.26563575136381,911.6232352097978,0.0,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.262000,319.84,1970-01-01 00:28:56.279100,308.31,0.03604927463731858,TP1_HIT,GAMMA_HEDGE,OPEN,0,4.2541661204665715,136.06524919700283,1360.6524919700282,False,319.84,308.31,318.2408,308.64559999999994,299.05039999999997,1.7016664481866286,931.2434493573896,0.0,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.262000,319.84,1970-01-01 00:28:56.283600,310.85,0.028107803901950827,SL_HIT,GAMMA_HEDGE,OPEN,0,4.2541661204665715,136.06524919700283,1360.6524919700282,True,319.84,306.92,309.98920000000004,308.64559999999994,299.05039999999997,2.552499672279943,954.1904214111862,0.0,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.267400,317.92,1970-01-01 00:28:56.286300,306.77,0.035071716155007655,TP1_HIT,GAMMA_HEDGE,OPEN,0,4.301191660841396,136.74348528146967,1367.4348528146968,False,317.92,306.77,316.3304,306.7928,297.25520000000006,1.7204766643365585,973.3737362185389,0.0,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.267400,317.92,1970-01-01 00:28:56.295300,311.37,0.020602667337695054,SL_HIT,GAMMA_HEDGE,OPEN,0,4.301191660841396,136.74348528146967,1367.4348528146968,True,317.92,306.77,309.8377,306.7928,297.25520000000006,2.5807149965048373,990.2774194456456,0.0,True,True
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.308800,303.43,1970-01-01 00:28:56.318700,292.01,0.03763635764426726,TP1_HIT,GAMMA_HEDGE,OPEN,0,4.89541617232465,148.54161291684684,1485.4161291684684,False,303.43,292.01,301.91285,292.80995,283.70705000000004,1.95816646892986,1012.6396805208246,0.0,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.308800,303.43,1970-01-01 00:28:56.319600,295.18,0.027189137527601093,SL_HIT,GAMMA_HEDGE,OPEN,0,4.89541617232465,148.54161291684684,1485.4161291684684,True,303.43,292.01,294.9301,292.80995,283.70705000000004,2.93724970339479,1036.8719905738317,0.0,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.319600,295.18,1970-01-01 00:28:56.335800,295.4,0.000745307947692833,SL_HIT,GAMMA_NORMAL,OPEN,0,5.269015468055923,155.53079858607475,1555.3079858607475,False,294.68,300.89,296.6559,305.5113,314.3667,5.269015468055923,1038.0311739768038,-0.0016938816993021207,True,False
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.307900,302.42,1970-01-01 00:28:56.352900,291.75,0.03528205806494285,TP1_HIT,GAMMA_HEDGE,OPEN,0,4.911765522017288,148.54161291684684,1485.4161291684684,False,303.43,291.75,300.90790000000004,291.8353,282.76270000000005,1.9647062088069154,1058.9945892247736,-0.003339726208584058,,
ECO_010028,GAMMA,SHORT,1970-01-01 00:28:56.307900,302.42,1970-01-01 00:28:56.356500,278.66,0.07856623239203753,TP2_HIT,GAMMA_HEDGE,OPEN,0,4.911765522017288,148.54161291684684,1485.4161291684684,True,303.43,278.66,286.1128,291.8353,282.76270000000005,2.9470593132103726,1129.016718506652,-0.003339726208584058,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.356500,278.66,1970-01-01 00:28:56.360100,292.12,0.04830259097107579,TP1_HIT,GAMMA_NORMAL,OPEN,0,6.0773884940787255,169.3525077759978,1693.5250777599779,False,278.66,292.12,280.0533,288.4131,296.7729,2.4309553976314904,1161.737378158772,0.0,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.356500,278.66,1970-01-01 00:28:56.361000,287.48,0.03165147491566781,SL_HIT,GAMMA_NORMAL,OPEN,0,6.0773884940787255,169.3525077759978,1693.5250777599779,True,278.66,292.12,289.1988,288.4131,296.7729,3.646433096447235,1193.8989180694364,0.0,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.355600,283.28,1970-01-01 00:28:56.363700,294.73,0.040419373058458226,TP1_HIT,GAMMA_NORMAL,OPEN,0,5.60749747189057,158.84918838371604,1588.4918838371605,False,278.66,294.73,284.6963999999999,293.19479999999993,301.69319999999993,2.242998988756228,1219.5812564906953,-0.016308952273368923,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.355600,283.28,1970-01-01 00:28:56.366400,289.79,0.02298079638520209,SL_HIT,GAMMA_NORMAL,OPEN,0,5.60749747189057,158.84918838371604,1588.4918838371605,True,278.66,294.73,291.78270000000003,293.19479999999993,301.69319999999993,3.3644984831343416,1241.4841416159,-0.016308952273368923,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.398800,291.19,1970-01-01 00:28:56.406900,283.2,-0.027439129090971563,SL_HIT,GAMMA_NORMAL,OPEN,0,6.395227213928534,186.22262124238497,1862.2262124238498,False,283.2,291.19,285.3662,301.38165,310.11735,6.395227213928534,1190.3862761766109,-0.027439129090971563,True,False
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.402400,288.7,1970-01-01 00:28:56.408700,282.92,-0.020020782819535756,SL_HIT,GAMMA_NORMAL,OPEN,0,6.450385217955836,186.22262124238497,1862.2262124238498,False,282.92,288.7,282.926,298.80449999999996,307.46549999999996,6.450385217955836,1153.1030496168264,-0.020020782819535756,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.408700,282.92,1970-01-01 00:28:56.417700,283.81,0.003145765587445166,SL_HIT,GAMMA_NORMAL,OPEN,0,6.113581840892265,172.96545744252396,1729.6545744252396,False,282.92,287.29,284.33459999999997,292.8222,301.3098,6.113581840892265,1158.5441374552204,0.0,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.406900,283.2,1970-01-01 00:28:56.430300,275.51,-0.02715395480225988,SL_HIT,GAMMA_NORMAL,OPEN,0,6.3050120560201846,178.55794142649162,1785.5794142649163,False,275.51,287.29,277.536,293.11199999999997,301.60799999999995,6.3050120560201846,1110.0585947444251,-0.02715395480225988,True,True
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.430300,275.51,1970-01-01 00:28:56.436600,285.99,0.03803854669521984,TP1_HIT,GAMMA_NORMAL,OPEN,0,6.043656825946925,166.50878921166375,1665.0878921166375,False,275.28,285.99,276.88755,285.15284999999994,293.41814999999997,2.4174627303787704,1135.3936041587947,-0.0008348154331966832,,
ECO_010028,GAMMA,LONG,1970-01-01 00:28:56.430300,275.51,1970-01-01 00:28:56.443800,286.21,0.03883706580523389,SL_HIT,GAMMA_NORMAL,OPEN,0,6.043656825946925,166.50878921166375,1665.0878921166375,True,275.28,291.14,288.2286,285.15284999999994,293.41814999999997,3.626194095568155,1174.193880981374,-0.0008348154331966832,True,True
