Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,SL,Peak_Price,status,Rem_Qty,TP1_Hit,TP2_Hit
FL_2141,Flash_Reversal,SHORT,2024-12-28 21:41:00,355.5,2024-12-28 22:18:00,356.2,-0.001969057665260165,SL_HIT,353.9208,352.16,CLOSED,0.2,True,True
FL_2252,Flash_Reversal,SHORT,2024-12-28 22:52:00,361.87,2024-12-28 23:28:00,355.32,0.01810042280376934,SL_HIT,354.93584999999996,353.17,CLOSED,0.2,True,True
FL_1351,Flash_Reversal,LONG,2024-12-30 13:51:00,325.13,2024-12-30 14:26:00,326.91,0.005474733183649708,SL_HIT,327.2555,328.9,CLOSED,0.2,True,True
FL_1435,Flash_Reversal,LONG,2024-12-30 14:35:00,321.84,2024-12-30 14:47:00,324.89,0.009476758637832499,SL_HIT,325.5043,327.14,CLOSED,0.2,True,True
FL_1616,Flash_Reversal,SHORT,2024-12-30 16:16:00,332.78,2024-12-30 16:39:00,329.31,0.010427309333493512,SL_HIT,329.26814999999993,327.63,CLOSED,0.2,True,True
FL_2141,Flash_Reversal,LONG,2024-12-30 21:41:00,324.55,2024-12-30 21:59:00,323.87,-0.002095208750577744,SL_HIT,323.96349999999995,324.72,CLOSED,0.2,True,True
FL_1410,Flash_Reversal,SHORT,2024-12-31 14:10:00,327.08,2024-12-31 14:24:00,327.37,-0.0008866332395744787,SL_HIT,327.08,327.08,CLOSED,0.4,True,False
FL_1735,Flash_Reversal,LONG,2024-12-31 17:35:00,309.08,2024-12-31 18:00:00,311.11,0.006567878866313025,SL_HIT,311.12655,312.69,CLOSED,0.2,True,True
FL_0024,Flash_Reversal,SHORT,2025-01-02 00:24:00,327.46,2025-01-02 00:46:00,327.92,-0.001404751725401687,SL_HIT,327.46,327.46,CLOSED,0.4,True,False
FL_1431,Flash_Reversal,SHORT,2025-01-02 14:31:00,338.9,2025-01-02 15:47:00,333.18,0.016878135143109974,SL_HIT,332.8761,331.22,CLOSED,0.2,True,True
FL_1234,Flash_Reversal,SHORT,2025-01-03 12:34:00,334.92,2025-01-03 13:10:00,331.27,0.01089812492535541,SL_HIT,330.59475,328.95,CLOSED,0.2,True,True
FL_1412,Flash_Reversal,SHORT,2025-01-03 14:12:00,343.63,2025-01-03 14:38:00,343.98,-0.001018537380321924,SL_HIT,343.33815,341.63,CLOSED,0.2,True,True
FL_1224,Flash_Reversal,SHORT,2025-01-04 12:24:00,348.2,2025-01-04 12:49:00,348.83,-0.0018093049971280742,SL_HIT,348.10184999999996,346.37,CLOSED,0.2,True,True
FL_1328,Flash_Reversal,SHORT,2025-01-04 13:28:00,358.63,2025-01-04 14:11:00,358.96,-0.00092016841870447,SL_HIT,357.9910499999999,356.21,CLOSED,0.2,True,True
FL_1501,Flash_Reversal,LONG,2025-01-07 15:01:00,322.83,2025-01-07 15:15:00,314.99,-0.02428522751912764,SL_HIT,317.98755,322.83,CLOSED,1.0,False,False
FL_1542,Flash_Reversal,LONG,2025-01-07 15:42:00,311.08,2025-01-07 15:59:00,315.71,0.01488363122026487,SL_HIT,316.06174999999996,317.65,CLOSED,0.2,True,True
FL_0209,Flash_Reversal,LONG,2025-01-09 02:09:00,293.09,2025-01-09 02:31:00,293.85,0.002593060152171851,SL_HIT,294.0675,294.89,CLOSED,0.2,True,True
FL_1553,Flash_Reversal,SHORT,2025-01-09 15:53:00,290.13,2025-01-09 16:19:00,289.06,0.003688001930169211,SL_HIT,288.61589999999995,287.18,CLOSED,0.2,True,True
FL_1749,Flash_Reversal,LONG,2025-01-09 17:49:00,282.5,2025-01-09 18:08:00,281.89,-0.002159292035398278,SL_HIT,282.5,282.5,CLOSED,0.4,True,False
FL_1330,Flash_Reversal,LONG,2025-01-10 13:30:00,283.6,2025-01-10 13:59:00,282.07,-0.005394922425952149,SL_HIT,282.41085,283.83,CLOSED,0.2,True,True
FL_1541,Flash_Reversal,SHORT,2025-01-10 15:41:00,284.11,2025-01-10 16:42:00,280.16,0.013903065713983979,SL_HIT,279.70155,278.31,CLOSED,0.2,True,True
FL_1756,Flash_Reversal,SHORT,2025-01-10 17:56:00,289.27,2025-01-10 18:49:00,285.64,0.01254882981297748,SL_HIT,285.23909999999995,283.82,CLOSED,0.2,True,True
FL_0029,Flash_Reversal,SHORT,2025-01-13 00:29:00,292.53,2025-01-13 00:45:00,293.34,-0.0027689467746897832,SL_HIT,292.53,292.53,CLOSED,0.4,True,False
FL_1030,Flash_Reversal,LONG,2025-01-13 10:30:00,262.73,2025-01-13 10:48:00,262.65,-0.0003044951090474667,SL_HIT,262.863,263.66,CLOSED,0.2,True,True
FL_1211,Flash_Reversal,SHORT,2025-01-13 12:11:00,263.04,2025-01-13 12:42:00,262.34,0.002661192214112095,SL_HIT,261.657,260.67,CLOSED,0.2,True,True
FL_1435,Flash_Reversal,LONG,2025-01-13 14:35:00,258.49,2025-01-13 14:39:00,265.04,0.0253394715462881,SL_HIT,265.38640000000004,266.72,CLOSED,0.2,True,True
FL_1818,Flash_Reversal,LONG,2025-01-13 18:18:00,265.14,2025-01-13 18:41:00,265.53,0.0014709210228557985,SL_HIT,265.94359999999995,267.28,CLOSED,0.2,True,True
