Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Mode,status,Peak_Price,Rem_Qty,Invested_USD,SL,TP_Target,Capital_After
ECO_311345,GAMMA,SHORT,2024-12-31 13:45:00,322.86,2024-12-31 17:45:00,312.56,0.031902372545375736,SL_HIT,GAMMA_NORMAL,CLOSED,322.86,1.384132164298948,446.88091056555834,310.50479999999993,311.5599,1007.3252514379644
ECO_311400,GAMMA,SHORT,2024-12-31 14:00:00,327.78,2024-12-31 17:45:00,312.56,0.04643358350112872,SL_HIT,GAMMA_NORMAL,CLOSED,327.78,1.363356246767827,446.88091056555834,310.50479999999993,316.30769999999995,1028.0755335137708
ECO_311745,GAMMA,LONG,2024-12-31 17:45:00,312.56,2025-01-01 16:00:00,317.24,0.014973125159969307,SL_HIT,GAMMA_NORMAL,CLOSED,312.56,1.480144580500374,462.6339900811969,317.45475,323.4996,1035.0026101505125
ECO_311800,GAMMA,LONG,2024-12-31 18:00:00,312.67,2025-01-01 16:00:00,317.24,0.014616048869415015,SL_HIT,GAMMA_NORMAL,CLOSED,312.67,1.4796238528838612,462.6339900811969,317.45475,323.61345,1041.7644911581917
ECO_012030,GAMMA,SHORT,2025-01-01 20:30:00,319.78,2025-01-02 00:15:00,327.02,-0.022640565388704764,SL_HIT,GAMMA_NORMAL,CLOSED,319.78,1.4659891832546947,468.79402102118627,326.1756,308.5877,1031.1507294714277
ECO_012045,GAMMA,SHORT,2025-01-01 20:45:00,320.7,2025-01-02 00:30:00,328.34,-0.023822887433738654,SL_HIT,GAMMA_NORMAL,CLOSED,320.7,1.4617836639263682,468.79402102118627,327.114,309.47549999999995,1019.9827022790303
ECO_022230,GAMMA,LONG,2025-01-02 22:30:00,331.44,2025-01-03 05:15:00,324.22,-0.021783731595462135,SL_HIT,GAMMA_NORMAL,CLOSED,331.44,1.3848425537821736,458.9922160255636,324.8112,343.0404,1009.984139040723
ECO_022215,GAMMA,LONG,2025-01-02 22:15:00,330.59,2025-01-03 05:30:00,323.79,-0.02056928521733856,SL_HIT,GAMMA_NORMAL,CLOSED,330.59,1.3884032064659053,458.9922160255636,323.97819999999996,342.16065,1000.5429972367549
ECO_030530,GAMMA,SHORT,2025-01-03 05:30:00,323.79,2025-01-03 09:00:00,322.31,0.004570863831495778,SL_HIT,GAMMA_HEDGE,CLOSED,323.79,1.3905443304504144,450.2443487565397,320.12264999999996,312.45735,1002.6010028458215
ECO_030545,GAMMA,SHORT,2025-01-03 05:45:00,324.11,2025-01-03 09:00:00,322.31,0.005553670050291603,SL_HIT,GAMMA_HEDGE,CLOSED,324.11,1.389171419445681,450.2443487565397,320.12264999999996,312.76615,1005.1015114008238
ECO_031115,GAMMA,SHORT,2025-01-03 11:15:00,327.76,2025-01-03 14:00:00,342.61,-0.04530754210397859,SL_HIT,GAMMA_NORMAL,CLOSED,327.76,1.3799599711080386,452.2956801303707,334.3152,316.28839999999997,984.6091058298695
ECO_031130,GAMMA,SHORT,2025-01-03 11:30:00,327.92,2025-01-03 14:00:00,342.61,-0.044797511588192236,SL_HIT,GAMMA_NORMAL,CLOSED,327.92,1.3792866556793446,452.2956801303707,334.4784,316.4428,964.3473848579399
ECO_031615,GAMMA,SHORT,2025-01-03 16:15:00,354.38,2025-01-03 18:30:00,351.98,0.006772391218465989,SL_HIT,GAMMA_NORMAL,CLOSED,354.38,1.2245508301429904,433.95632318607295,350.7550499999999,341.9767,967.286306850283
ECO_031600,GAMMA,SHORT,2025-01-03 16:00:00,351.1,2025-01-04 02:30:00,343.99,0.02025064084306469,SL_HIT,GAMMA_NORMAL,CLOSED,351.1,1.2359906670067586,433.95632318607295,343.05674999999997,338.8115,976.0742004927012
ECO_040045,GAMMA,LONG,2025-01-04 00:45:00,344.6,2025-01-04 12:30:00,347.36,0.00800928612884501,SL_HIT,GAMMA_NORMAL,CLOSED,344.6,1.2631423043604972,435.2788380826274,348.27984999999995,356.661,979.5604732527361
ECO_040230,GAMMA,LONG,2025-01-04 02:30:00,343.99,2025-01-04 12:30:00,347.36,0.00979679641850055,SL_HIT,GAMMA_NORMAL,CLOSED,343.99,1.276878369201766,439.2333902217155,348.27984999999995,356.02965,983.863553356946
ECO_041245,GAMMA,SHORT,2025-01-04 12:45:00,349.8,2025-01-04 13:30:00,357.73,-0.022670097198399103,SL_HIT,GAMMA_NORMAL,CLOSED,349.8,1.2656906775603936,442.7385990106257,356.796,337.557,973.8266262838921
ECO_041300,GAMMA,SHORT,2025-01-04 13:00:00,350.6,2025-01-04 13:30:00,357.73,-0.020336565887050757,SL_HIT,GAMMA_NORMAL,CLOSED,350.6,1.2628026212510715,442.7385990106257,357.612,338.329,964.822843594372
ECO_041330,GAMMA,SHORT,2025-01-04 13:30:00,357.73,2025-01-04 16:00:00,349.48,0.023062085930729878,SL_HIT,GAMMA_NORMAL,CLOSED,357.73,1.2136814905584308,434.17027961746743,348.94604999999996,345.20945,974.835715891479
ECO_041345,GAMMA,SHORT,2025-01-04 13:45:00,359.32,2025-01-04 16:00:00,349.48,0.027385060670154667,SL_HIT,GAMMA_NORMAL,CLOSED,359.32,1.2083109195632513,434.17027961746743,348.94604999999996,346.74379999999996,986.7254953399814
ECO_041900,GAMMA,SHORT,2025-01-04 19:00:00,354.0,2025-01-05 02:45:00,348.32,0.016045197740113013,SL_HIT,GAMMA_NORMAL,CLOSED,354.0,1.254312070347434,444.02647290299166,346.57425,341.61,993.8499878995549
ECO_042330,GAMMA,LONG,2025-01-04 23:30:00,351.79,2025-01-05 08:00:00,344.02,-0.022087040563972933,SL_HIT,GAMMA_NORMAL,CLOSED,351.79,1.262191855661024,444.02647290299166,344.7542,364.10265,984.0427571810687
ECO_050815,GAMMA,LONG,2025-01-05 08:15:00,344.51,2025-01-06 00:45:00,337.3,-0.020928274941220806,SL_HIT,GAMMA_NORMAL,CLOSED,344.51,1.285359614326089,442.81924073148093,337.6198,356.56784999999996,974.7753143617776
ECO_050800,GAMMA,LONG,2025-01-05 08:00:00,344.02,2025-01-06 01:00:00,336.02,-0.023254461949886635,SL_HIT,GAMMA_NORMAL,CLOSED,344.02,1.2871903980334891,442.81924073148093,337.1396,356.06069999999994,964.4777911775097
ECO_060400,GAMMA,SHORT,2025-01-06 04:00:00,347.64,2025-01-06 09:00:00,340.05,0.021832930617880494,SL_HIT,GAMMA_NORMAL,CLOSED,347.64,1.2484610690078224,434.0150060298794,338.88599999999997,335.4726,973.9536106912791
ECO_060415,GAMMA,SHORT,2025-01-06 04:15:00,346.37,2025-01-06 09:00:00,340.05,0.018246383924704776,SL_HIT,GAMMA_NORMAL,CLOSED,346.37,1.2530386754911782,434.0150060298794,338.88599999999997,334.24705,981.8728151203833
ECO_060915,GAMMA,LONG,2025-01-06 09:15:00,338.08,2025-01-06 13:30:00,342.67,0.013576668244202651,SL_HIT,GAMMA_NORMAL,CLOSED,338.08,1.3069177910677132,441.84276680417247,342.93670000000003,349.91279999999995,987.8715677813841
ECO_060900,GAMMA,LONG,2025-01-06 09:00:00,340.05,2025-01-06 15:30:00,348.32,0.024319952948095813,SL_HIT,GAMMA_NORMAL,CLOSED,340.05,1.2993464690609395,441.84276680417247,348.4291,351.95175,998.617163080518
ECO_061345,GAMMA,SHORT,2025-01-06 13:45:00,343.42,2025-01-06 16:00:00,354.23,-0.03147749111874673,SL_HIT,GAMMA_NORMAL,CLOSED,343.42,1.294456366844164,444.54220550162285,350.2884,331.4003,984.6240897549326
ECO_061600,GAMMA,SHORT,2025-01-06 16:00:00,354.23,2025-01-06 18:45:00,344.1,0.02859723908195239,SL_HIT,GAMMA_NORMAL,CLOSED,354.23,1.2508281071329919,443.0808403897197,343.9712999999999,341.83195,997.2949784801898
ECO_061615,GAMMA,SHORT,2025-01-06 16:15:00,353.95,2025-01-06 18:45:00,344.1,0.02782878937703056,SL_HIT,GAMMA_NORMAL,CLOSED,353.95,1.2518176024571823,443.0808403897197,343.9712999999999,341.56174999999996,1009.625381864393
ECO_061930,GAMMA,LONG,2025-01-06 19:30:00,346.78,2025-01-06 23:00:00,337.78,-0.025953053809331567,SL_HIT,GAMMA_NORMAL,CLOSED,346.78,1.3101430931396763,454.3314218389769,339.84439999999995,358.91729999999995,997.834094026136
ECO_061945,GAMMA,LONG,2025-01-06 19:45:00,346.18,2025-01-06 23:00:00,337.78,-0.024264833323704528,SL_HIT,GAMMA_NORMAL,CLOSED,346.18,1.312413836267193,454.3314218389769,339.2564,358.2963,986.8098178014915
ECO_062315,GAMMA,LONG,2025-01-06 23:15:00,339.38,2025-01-07 11:30:00,331.9,-0.022040190936413514,SL_HIT,GAMMA_NORMAL,CLOSED,339.38,1.3084578290137048,444.06441801067115,332.5924,351.25829999999996,977.0225532404689
ECO_062300,GAMMA,LONG,2025-01-06 23:00:00,337.78,2025-01-07 12:15:00,330.94,-0.020249866777192184,SL_HIT,GAMMA_NORMAL,CLOSED,337.78,1.314655746375366,444.06441801067115,331.02439999999996,349.60229999999996,968.0303079352615
ECO_071500,GAMMA,SHORT,2025-01-07 15:00:00,319.84,2025-01-07 15:45:00,315.92,0.012256128064031889,SL_HIT,GAMMA_HEDGE,CLOSED,319.84,1.3619736073376305,435.6136385708677,315.4694999999999,308.64559999999994,973.369244476025
ECO_071515,GAMMA,SHORT,2025-01-07 15:15:00,318.98,2025-01-07 15:45:00,315.92,0.009593077935920754,SL_HIT,GAMMA_HEDGE,CLOSED,318.98,1.3656456159347534,435.6136385708677,315.4694999999999,307.8157,977.5481200607853
ECO_071545,GAMMA,SHORT,2025-01-07 15:45:00,315.92,2025-01-07 19:00:00,311.0,0.015573562927323422,SL_HIT,GAMMA_HEDGE,CLOSED,315.92,1.392430533132924,439.8966540273534,310.746,304.8628,984.3988782837994
ECO_071600,GAMMA,SHORT,2025-01-07 16:00:00,315.48,2025-01-07 19:00:00,311.0,0.0142005832382402,SL_HIT,GAMMA_HEDGE,CLOSED,315.48,1.3943725561916869,439.8966540273534,310.746,304.4382,990.6456673355382
ECO_080345,GAMMA,SHORT,2025-01-08 03:45:00,302.42,2025-01-08 07:00:00,295.18,0.02394021559420676,SL_HIT,GAMMA_HEDGE,CLOSED,302.42,1.4740776082963831,445.7905503009922,293.47004999999996,291.8353,1001.317989219604
ECO_080400,GAMMA,SHORT,2025-01-08 04:00:00,303.43,2025-01-08 07:00:00,295.18,0.027189137527601093,SL_HIT,GAMMA_HEDGE,CLOSED,303.43,1.4691709794713514,445.7905503009922,293.47004999999996,292.80995,1013.4386498002426
ECO_080700,GAMMA,LONG,2025-01-08 07:00:00,295.18,2025-01-08 09:00:00,299.13,0.013381665424486716,SL_HIT,GAMMA_NORMAL,CLOSED,295.18,1.5449806640358736,456.0473924101092,299.38554999999997,305.5113,1019.5413234231843
ECO_081015,GAMMA,SHORT,2025-01-08 10:15:00,299.64,2025-01-08 13:00:00,296.19,0.011513816579895838,SL_HIT,GAMMA_NORMAL,CLOSED,299.64,1.5311493643720229,458.79359554043293,295.3293,289.15259999999995,1024.8237887302678
ECO_081700,GAMMA,LONG,2025-01-08 17:00:00,283.28,2025-01-08 18:30:00,287.48,0.01482632024851753,SL_HIT,GAMMA_NORMAL,CLOSED,283.28,1.6279677525014846,461.1707049286205,290.6594,293.19479999999993,1031.661253290774
ECO_081715,GAMMA,LONG,2025-01-08 17:15:00,278.66,2025-01-08 18:30:00,287.48,0.03165147491566781,SL_HIT,GAMMA_NORMAL,CLOSED,278.66,1.6549583898967217,461.1707049286205,290.6594,288.4131,1046.2579862896632
ECO_090500,GAMMA,LONG,2025-01-09 05:00:00,291.19,2025-01-09 07:15:00,283.2,-0.027439129090971563,SL_HIT,GAMMA_NORMAL,CLOSED,291.19,1.616869033381464,470.81609383034845,285.3662,301.38165,1033.3392027129453
ECO_090600,GAMMA,LONG,2025-01-09 06:00:00,288.7,2025-01-09 07:45:00,282.92,-0.020020782819535756,SL_HIT,GAMMA_NORMAL,CLOSED,288.7,1.6308143187750206,470.81609383034845,282.926,298.80449999999996,1023.9130959504257
ECO_090745,GAMMA,LONG,2025-01-09 07:45:00,282.92,2025-01-09 10:15:00,283.81,0.003145765587445166,SL_HIT,GAMMA_NORMAL,CLOSED,282.92,1.6285907435942724,460.76089317769157,285.85355000000004,292.8222,1025.3625417122246
ECO_090715,GAMMA,LONG,2025-01-09 07:15:00,283.2,2025-01-09 13:45:00,275.51,-0.02715395480225988,SL_HIT,GAMMA_NORMAL,CLOSED,283.2,1.6419584788870953,465.0026412208254,277.536,293.11199999999997,1012.7358810095828
ECO_091345,GAMMA,LONG,2025-01-09 13:45:00,275.51,2025-01-09 17:00:00,289.26,0.04990744437588472,SL_HIT,GAMMA_NORMAL,CLOSED,275.51,1.6541364976019466,455.7311464543123,289.6843,285.15284999999994,1035.4802578516096
ECO_091700,GAMMA,SHORT,2025-01-09 17:00:00,289.26,2025-01-09 20:45:00,278.19,0.03827006845052891,SL_HIT,GAMMA_NORMAL,CLOSED,289.26,1.6108902580143274,465.96611603322435,277.4403,279.1359,1053.3128130078283
ECO_091715,GAMMA,SHORT,2025-01-09 17:15:00,288.66,2025-01-09 20:45:00,278.19,0.03627104552068186,SL_HIT,GAMMA_NORMAL,CLOSED,288.66,1.6142386060875227,465.96611603322435,277.4403,278.55690000000004,1070.2138912135647
ECO_092045,GAMMA,LONG,2025-01-09 20:45:00,278.19,2025-01-09 23:15:00,280.93,0.009849383514863974,SL_HIT,GAMMA_NORMAL,CLOSED,278.19,1.7311774364502825,481.5962510461041,281.4855,287.92665,1074.9573173894385
ECO_100300,GAMMA,SHORT,2025-01-10 03:00:00,287.08,2025-01-10 06:30:00,293.21,-0.021352932980353893,SL_HIT,GAMMA_NORMAL,CLOSED,287.08,1.6850034583574172,483.7307928252473,292.8216,277.0322,1064.6282461897074
ECO_100315,GAMMA,SHORT,2025-01-10 03:15:00,287.86,2025-01-10 06:45:00,294.96,-0.024664767595358735,SL_HIT,GAMMA_NORMAL,CLOSED,287.86,1.6804376878525926,483.7307928252473,293.6172,277.7849,1052.697138605954
ECO_100800,GAMMA,SHORT,2025-01-10 08:00:00,296.53,2025-01-10 10:45:00,292.83,0.012477658247057596,SL_HIT,GAMMA_NORMAL,CLOSED,296.53,1.5975237324138514,473.7137123726793,292.76655,286.15144999999995,1058.6079764158853
ECO_100815,GAMMA,SHORT,2025-01-10 08:15:00,295.61,2025-01-10 12:45:00,290.64,0.01681269239876874,SL_HIT,GAMMA_NORMAL,CLOSED,295.61,1.6024955595977108,473.7137123726793,289.61084999999997,285.26365,1066.572379347086
ECO_101100,GAMMA,LONG,2025-01-10 11:00:00,290.98,2025-01-10 13:30:00,281.5,-0.032579558732559,SL_HIT,GAMMA_NORMAL,CLOSED,290.98,1.6371351618226282,476.3735893871484,285.16040000000004,301.16429999999997,1051.0523380130076
ECO_101330,GAMMA,LONG,2025-01-10 13:30:00,281.5,2025-01-10 14:30:00,283.04,0.0054706927175844425,SL_HIT,GAMMA_NORMAL,CLOSED,281.5,1.6801902383866907,472.9735521058534,284.54015000000004,291.35249999999996,1053.6398309801232
ECO_101500,GAMMA,LONG,2025-01-10 15:00:00,277.44,2025-01-10 16:00:00,280.03,0.009335351787773843,SL_HIT,GAMMA_NORMAL,CLOSED,277.44,1.7089746393492482,474.1379239410554,281.1273,287.1504,1058.0660752960378
ECO_101345,GAMMA,LONG,2025-01-10 13:45:00,282.18,2025-01-10 18:15:00,285.4,0.011411155999716389,SL_HIT,GAMMA_NORMAL,CLOSED,282.18,1.6761413002546368,472.9735521058534,288.55,292.05629999999996,1063.4632502828576
ECO_110230,GAMMA,LONG,2025-01-11 02:30:00,282.88,2025-01-11 12:30:00,286.64,0.013291855203619878,SL_HIT,GAMMA_NORMAL,CLOSED,282.88,1.691736646731073,478.55846262728596,286.78885,292.7808,1069.8241800745664
ECO_110245,GAMMA,LONG,2025-01-11 02:45:00,282.88,2025-01-11 12:30:00,286.64,0.013291855203619878,SL_HIT,GAMMA_NORMAL,CLOSED,282.88,1.691736646731073,478.55846262728596,286.78885,292.7808,1076.185109866275
ECO_111230,GAMMA,SHORT,2025-01-11 12:30:00,286.64,2025-01-11 21:15:00,292.43,-0.020199553446832337,SL_HIT,GAMMA_NORMAL,CLOSED,286.64,1.6895175113027625,484.2832994398238,292.3728,276.6076,1066.4028034758321
ECO_112100,GAMMA,SHORT,2025-01-11 21:00:00,291.42,2025-01-12 01:45:00,288.05,0.011564065609772852,SL_HIT,GAMMA_NORMAL,CLOSED,291.42,1.6618052962728151,484.2832994398238,287.6712,281.2203,1072.0030873242715
ECO_112115,GAMMA,SHORT,2025-01-11 21:15:00,292.43,2025-01-12 01:45:00,288.05,0.01497794343945558,SL_HIT,GAMMA_NORMAL,CLOSED,292.43,1.6410124185758113,479.8812615641245,287.6712,282.19495,1079.1907217176336
ECO_120445,GAMMA,SHORT,2025-01-12 04:45:00,290.83,2025-01-12 10:00:00,287.11,0.012790977547020495,SL_HIT,GAMMA_NORMAL,CLOSED,290.83,1.6698271319084521,485.6358247729351,286.7063999999999,280.65094999999997,1085.402478648333
ECO_122030,GAMMA,LONG,2025-01-12 20:30:00,290.31,2025-01-13 02:00:00,284.43,-0.02025421101581067,SL_HIT,GAMMA_NORMAL,CLOSED,290.31,1.68244674793066,488.43111539174987,284.5038,300.47085,1075.5096917705007
ECO_122045,GAMMA,LONG,2025-01-12 20:45:00,290.52,2025-01-13 02:00:00,284.43,-0.020962412226352662,SL_HIT,GAMMA_NORMAL,CLOSED,290.52,1.6812306050934527,488.43111539174987,284.70959999999997,300.68819999999994,1065.2709973854817
ECO_130345,GAMMA,SHORT,2025-01-13 03:45:00,278.55,2025-01-13 07:15:00,273.89,0.016729492012206155,SL_HIT,GAMMA_HEDGE,CLOSED,278.55,1.720954761527434,479.37194882346677,272.34495,268.80075,1073.2906465741996
ECO_130400,GAMMA,SHORT,2025-01-13 04:00:00,280.21,2025-01-13 07:15:00,273.89,0.022554512686913365,SL_HIT,GAMMA_HEDGE,CLOSED,280.21,1.7107596046660247,479.37194882346677,272.34495,270.40265,1084.102647275689
ECO_130745,GAMMA,SHORT,2025-01-13 07:45:00,273.87,2025-01-13 12:00:00,261.91,0.04367035454777807,SL_HIT,GAMMA_HEDGE,CLOSED,273.87,1.7813056971338956,487.84619127406,257.9433,264.28455,1105.4070634134102
ECO_130800,GAMMA,SHORT,2025-01-13 08:00:00,272.64,2025-01-13 12:00:00,261.91,0.03935592723004681,SL_HIT,GAMMA_HEDGE,CLOSED,272.64,1.7893419574312648,487.84619127406,257.9433,263.0976,1124.6067026166477
ECO_131500,GAMMA,SHORT,2025-01-13 15:00:00,274.55,2025-01-13 16:30:00,271.45,0.011291203788016837,SL_HIT,GAMMA_NORMAL,CLOSED,274.55,1.8432817926697922,506.07301617749147,271.44044999999994,264.94075,1130.320876173924
ECO_131445,GAMMA,SHORT,2025-01-13 14:45:00,271.03,2025-01-13 18:30:00,265.19,0.02154743017378141,SL_HIT,GAMMA_NORMAL,CLOSED,271.03,1.8672214004999133,506.07301617749147,265.08885,261.54394999999994,1141.2254491528436
ECO_132100,GAMMA,SHORT,2025-01-13 21:00:00,278.71,2025-01-13 21:30:00,286.52,-0.028021958307918635,SL_HIT,GAMMA_NORMAL,CLOSED,278.71,1.8426014571374534,513.5514521187796,284.2842,268.95514999999995,1126.8347317726
ECO_132115,GAMMA,SHORT,2025-01-13 21:15:00,280.17,2025-01-13 21:30:00,286.52,-0.022664810650676253,SL_HIT,GAMMA_NORMAL,CLOSED,280.17,1.8329994364806352,513.5514521187796,285.77340000000004,270.36405,1115.1951853509481
ECO_132130,GAMMA,SHORT,2025-01-13 21:30:00,286.52,2025-01-13 22:45:00,295.81,-0.032423565545162715,SL_HIT,GAMMA_NORMAL,CLOSED,286.52,1.7514932060865793,501.83783340792667,292.2504,276.49179999999996,1098.9238134664038
ECO_132145,GAMMA,SHORT,2025-01-13 21:45:00,288.18,2025-01-13 22:45:00,295.81,-0.026476507738219152,SL_HIT,GAMMA_NORMAL,CLOSED,288.18,1.7414040995486386,501.83783340792667,293.9436,278.0937,1085.6369001868477
ECO_132245,GAMMA,SHORT,2025-01-13 22:45:00,295.81,2025-01-14 01:00:00,290.84,0.01680132517494347,SL_HIT,GAMMA_NORMAL,CLOSED,295.81,1.6515216019880379,488.5366050840815,287.44005,285.45664999999997,1093.8449625487283
ECO_132300,GAMMA,SHORT,2025-01-13 23:00:00,293.43,2025-01-14 01:00:00,290.84,0.008826636676549881,SL_HIT,GAMMA_NORMAL,CLOSED,293.43,1.6649170333097552,488.5366050840815,287.44005,283.15995,1098.1570976650007
ECO_140615,GAMMA,LONG,2025-01-14 06:15:00,288.42,2025-01-14 10:00:00,295.59,0.024859579779488102,SL_HIT,GAMMA_NORMAL,CLOSED,288.42,1.7133717978962981,494.17069394925034,297.2065,298.5147,1110.4419734559172
ECO_140630,GAMMA,LONG,2025-01-14 06:30:00,289.07,2025-01-14 10:00:00,295.59,0.022555090462517666,SL_HIT,GAMMA_NORMAL,CLOSED,289.07,1.709519126679525,494.17069394925034,297.2065,299.18744999999996,1121.5880381618676
ECO_141030,GAMMA,SHORT,2025-01-14 10:30:00,297.86,2025-01-14 12:30:00,289.53,0.027966158597999197,SL_HIT,GAMMA_NORMAL,CLOSED,297.86,1.6944692713786358,504.71461717284046,288.82694999999995,287.4349,1135.7029671924518
ECO_141300,GAMMA,LONG,2025-01-14 13:00:00,288.98,2025-01-14 14:45:00,292.02,0.010519759152882426,SL_HIT,GAMMA_NORMAL,CLOSED,288.98,1.7685180124458555,511.0663352366033,293.79364999999996,299.0943,1141.079261950287
ECO_141315,GAMMA,LONG,2025-01-14 13:15:00,288.9,2025-01-14 14:45:00,292.02,0.010799584631360349,SL_HIT,GAMMA_NORMAL,CLOSED,288.9,1.769007737059894,511.0663352366033,293.79364999999996,299.01149999999996,1146.598566089914
ECO_142245,GAMMA,SHORT,2025-01-14 22:45:00,300.02,2025-01-15 00:15:00,296.7,0.011065928938070773,SL_HIT,GAMMA_NORMAL,CLOSED,300.02,1.719783196921743,515.9693547404613,296.6559,289.5193,1152.308246303694
ECO_142230,GAMMA,SHORT,2025-01-14 22:30:00,297.12,2025-01-15 06:45:00,293.41,0.012486537425955773,SL_HIT,GAMMA_NORMAL,CLOSED,297.12,1.7365689106773738,515.9693547404613,293.33939999999996,286.7208,1158.750916962307
ECO_151045,GAMMA,LONG,2025-01-15 10:45:00,289.44,2025-01-15 15:45:00,314.45,0.08640823659480373,SL_HIT,GAMMA_NORMAL,CLOSED,289.44,1.8015406047299551,521.4379126330382,314.54935,299.57039999999995,1203.8074474866032
ECO_151100,GAMMA,LONG,2025-01-15 11:00:00,288.02,2025-01-15 15:45:00,314.45,0.09176446080133327,SL_HIT,GAMMA_NORMAL,CLOSED,288.02,1.810422583963052,521.4379126330382,314.54935,298.10069999999996,1251.6569163807467
ECO_160245,GAMMA,LONG,2025-01-16 02:45:00,314.52,2025-01-16 08:30:00,307.53,-0.02222434185425413,SL_HIT,GAMMA_NORMAL,CLOSED,314.52,1.7908101626966046,563.245612371336,308.2296,325.52819999999997,1239.1391533434974
ECO_160300,GAMMA,LONG,2025-01-16 03:00:00,313.27,2025-01-16 08:45:00,306.97,-0.020110447856481486,SL_HIT,GAMMA_NORMAL,CLOSED,313.27,1.7979557965056854,563.245612371336,307.0046,324.23445,1227.8120318255117
ECO_160900,GAMMA,LONG,2025-01-16 09:00:00,306.4,2025-01-16 11:15:00,309.37,0.009693211488250742,SL_HIT,GAMMA_NORMAL,CLOSED,306.4,1.803248741258095,552.5154143214803,309.445,317.12399999999997,1233.1676805870482
ECO_160845,GAMMA,LONG,2025-01-16 08:45:00,306.97,2025-01-16 13:00:00,313.32,0.020686060527087224,SL_HIT,GAMMA_NORMAL,CLOSED,306.97,1.7999003626461225,552.5154143214803,318.002,317.71395,1244.597047889851
ECO_161200,GAMMA,SHORT,2025-01-16 12:00:00,314.0,2025-01-16 15:15:00,315.11,-0.0035350318471338016,SL_HIT,GAMMA_NORMAL,CLOSED,314.0,1.7672785231343047,554.9254562641717,309.9822,303.01,1242.635368729172
