Trade_ID,Strategy,Side,Entry_Time,Exit_Time,PnL_Pct,Rem_Qty,Capital_After
HEDGE_010028,SHADOW_HEDGE,SHORT,1970-01-01 00:28:55.723800,1970-01-01 00:28:55.731000,0.0,0.6398771435884311,1000.0
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.746300,1970-01-01 00:28:55.750800,0.0,0.6373283196838851,1000.0
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.762500,1970-01-01 00:28:55.782300,0.0,0.6366790819087639,1000.0
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.782300,1970-01-01 00:28:55.832700,0.0,0.6318716036901302,1000.0
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.832700,1970-01-01 00:28:55.849800,0.0,0.6318716036901302,1000.0
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.849800,1970-01-01 00:28:55.866900,0.0,0.6366790819087639,1000.0
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.866900,1970-01-01 00:28:55.877700,0.0,0.6268609935746748,1000.0
HEDGE_010028,SHADOW_HEDGE,SHORT,1970-01-01 00:28:55.867800,1970-01-01 00:28:55.886700,0.0,0.6017571308220002,1000.0
SHADOW_L_010028,SHADOW_V4,LONG,1970-01-01 00:28:55.722900,1970-01-01 00:28:55.886700,0.04773657205949207,0.6494771708774436,1009.5473144118985
SHADOW_L_010028,SHADOW_V4,LONG,1970-01-01 00:28:55.667100,1970-01-01 00:28:55.887600,0.02965830560532372,0.6398771435884311,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.877700,1970-01-01 00:28:55.888500,0.0,0.6335128286347799,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,SHORT,1970-01-01 00:28:55.887600,1970-01-01 00:28:55.895700,0.0,0.6017571308220002,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,SHORT,1970-01-01 00:28:55.895700,1970-01-01 00:28:55.904700,0.0,0.6081615277017576,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.905600,1970-01-01 00:28:55.926300,0.0,0.6268609935746748,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.926300,1970-01-01 00:28:55.950600,0.0,0.6318716036901302,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.950600,1970-01-01 00:28:55.964100,0.0,0.6366790819087639,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.964100,1970-01-01 00:28:55.979400,0.0,0.6268609935746748,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:55.979400,1970-01-01 00:28:56.004600,0.0,0.6335128286347799,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:56.004600,1970-01-01 00:28:56.036100,0.0,0.6268609935746748,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:56.036100,1970-01-01 00:28:56.041500,0.0,0.6366790819087639,1015.4789755329632
HEDGE_010028,SHADOW_HEDGE,LONG,1970-01-01 00:28:56.041500,1970-01-01 00:28:56.064000,0.0,0.6335128286347799,1015.4789755329632
SHADOW_L_010028,SHADOW_V4,LONG,1970-01-01 00:28:55.666200,1970-01-01 00:28:56.070300,0.08405493384053295,0.647332988089073,1032.7146111210943
SHADOW_L_010028,SHADOW_V4,LONG,1970-01-01 00:28:55.888500,1970-01-01 00:28:56.084700,0.07029252167404716,0.63336803812946,1046.9907267005324
SHADOW_L_010028,SHADOW_V4,LONG,1970-01-01 00:28:55.890300,1970-01-01 00:28:56.084700,0.07576090022881866,0.6366040657825053,1062.3774469704956
SHADOW_L_010028,SHADOW_V4,LONG,1970-01-01 00:28:55.826400,1970-01-01 00:28:56.085600,0.030148032254182156,0.6017571308220002,1068.407053421332
SHADOW_L_010028,SHADOW_V4,LONG,1970-01-01 00:28:55.866000,1970-01-01 00:28:56.085600,0.04111171927263876,0.6081615277017576,1076.6293972758597
HEDGE_010028,SHADOW_HEDGE,SHORT,1970-01-01 00:28:56.123400,1970-01-01 00:28:56.127900,0.0,0.5991614128110317,1076.6293972758597
HEDGE_010028,SHADOW_HEDGE,SHORT,1970-01-01 00:28:56.152200,1970-01-01 00:28:56.163900,0.0,0.6289090468344294,1076.6293972758597
