Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Structure_Context,Fibo_Target,SL,Peak_Price,status
TH_211130,Gamma_Replica,LONG,2024-12-21 11:30:00,321.44,2024-12-21 12:00:00,316.6578,-0.01487742658038822,TRAILING_STOP_HIT,Raw_Gamma,337.512,316.6578,321.44,CLOSED
TH_211330,Gamma_Replica,LONG,2024-12-21 13:30:00,308.31,2024-12-21 16:00:00,304.7196,-0.011645421815704934,TRAILING_STOP_HIT,Raw_Gamma,323.7255,304.7196,308.31,CLOSED
TH_211930,Gamma_Replica,LONG,2024-12-21 19:30:00,300.9,2024-12-21 21:30:00,297.94280000000003,-0.009827849783981202,TRAILING_STOP_HIT,Raw_Gamma,315.945,297.94280000000003,300.9,CLOSED
TH_212145,Gamma_Replica,LONG,2024-12-21 21:45:00,299.37,2024-12-21 23:00:00,296.1304,-0.01082139158900356,TRAILING_STOP_HIT,Raw_Gamma,314.3385,296.1304,299.37,CLOSED
TH_220845,Gamma_Replica,SHORT,2024-12-22 08:45:00,302.97,2024-12-22 09:30:00,306.0225,-0.010075254975740014,TRAILING_STOP_HIT,Raw_Gamma,287.8215,306.0225,302.97,CLOSED
TH_220945,Gamma_Replica,SHORT,2024-12-22 09:45:00,305.79,2024-12-22 10:30:00,310.37685,-0.0149999999999999,TRAILING_STOP_HIT,Raw_Gamma,290.5005,310.37685,305.79,CLOSED
TH_221045,Gamma_Replica,SHORT,2024-12-22 10:45:00,307.69,2024-12-22 12:30:00,310.7727,-0.010018850141376023,TRAILING_STOP_HIT,Raw_Gamma,292.3055,310.7727,307.69,CLOSED
TH_231100,Gamma_Replica,SHORT,2024-12-23 11:00:00,337.88,2024-12-23 12:30:00,341.67945,-0.011244968627915174,TRAILING_STOP_HIT,Raw_Gamma,320.986,341.67945,337.88,CLOSED
TH_231845,Gamma_Replica,SHORT,2024-12-23 18:45:00,352.25,2024-12-23 19:00:00,357.53374999999994,-0.014999999999999833,TRAILING_STOP_HIT,Raw_Gamma,334.6375,357.53374999999994,352.25,CLOSED
TH_231945,Gamma_Replica,SHORT,2024-12-23 19:45:00,357.58,2024-12-23 20:30:00,362.9436999999999,-0.014999999999999826,TRAILING_STOP_HIT,Raw_Gamma,339.70099999999996,362.9436999999999,357.58,CLOSED
TH_232130,Gamma_Replica,SHORT,2024-12-23 21:30:00,370.0,2024-12-23 22:00:00,375.54999999999995,-0.014999999999999876,TRAILING_STOP_HIT,Raw_Gamma,351.5,375.54999999999995,370.0,CLOSED
TH_232300,Gamma_Replica,SHORT,2024-12-23 23:00:00,383.61,2024-12-23 23:45:00,386.7759,-0.00825291311488221,TRAILING_STOP_HIT,Raw_Gamma,364.4295,386.7759,383.61,CLOSED
TH_240015,Gamma_Replica,SHORT,2024-12-24 00:15:00,384.55,2024-12-24 02:30:00,378.88935,0.014720192432713644,TRAILING_STOP_HIT,Raw_Gamma,365.3225,378.88935,384.55,CLOSED
TH_241100,Gamma_Replica,LONG,2024-12-24 11:00:00,369.0,2024-12-24 20:00:00,373.7287,0.0128149051490515,TRAILING_STOP_HIT,Raw_Gamma,387.45,373.7287,369.0,CLOSED
TH_250245,Gamma_Replica,LONG,2024-12-25 02:45:00,368.48,2024-12-25 08:00:00,378.3385,0.026754504993486736,TRAILING_STOP_HIT,Raw_Gamma,386.90400000000005,378.3385,368.48,CLOSED
TH_260415,Gamma_Replica,LONG,2024-12-26 04:15:00,355.4,2024-12-26 06:15:00,350.50239999999997,-0.013780528981429408,TRAILING_STOP_HIT,Raw_Gamma,373.17,350.50239999999997,355.4,CLOSED
TH_260630,Gamma_Replica,LONG,2024-12-26 06:30:00,350.83,2024-12-26 08:00:00,346.48359999999997,-0.012388906307898462,TRAILING_STOP_HIT,Raw_Gamma,368.3715,346.48359999999997,350.83,CLOSED
TH_260830,Gamma_Replica,LONG,2024-12-26 08:30:00,340.91,2024-12-26 13:00:00,337.99289999999996,-0.008556803848523252,TRAILING_STOP_HIT,Raw_Gamma,357.95550000000003,337.99289999999996,340.91,CLOSED
TH_270515,Gamma_Replica,LONG,2024-12-27 05:15:00,339.22,2024-12-27 07:30:00,336.84045000000003,-0.007014769176345718,TRAILING_STOP_HIT,Raw_Gamma,356.18100000000004,336.84045000000003,339.22,CLOSED
TH_271245,Gamma_Replica,LONG,2024-12-27 12:45:00,338.61,2024-12-27 13:30:00,333.53085,-0.01500000000000008,TRAILING_STOP_HIT,Raw_Gamma,355.5405,333.53085,338.61,CLOSED
TH_271545,Gamma_Replica,LONG,2024-12-27 15:45:00,325.67,2024-12-27 16:45:00,320.78495000000004,-0.014999999999999934,TRAILING_STOP_HIT,Raw_Gamma,341.9535,320.78495000000004,325.67,CLOSED
