Trade_ID,Strategy,Side,Entry_Time,Entry_Price,Exit_Time,Exit_Price,PnL_Pct,Exit_Reason,Structure_Context,Fibo_Target,SL,Peak_Price,Mode,Remaining_Qty,TP1_Hit,TP2_Hit,status
SW_232000,Swing_SWING_HEDGE,LONG,2024-12-23 20:00:00,364.72,2024-12-26 05:00:00,351.58,-0.03602763763983341,SL_HEDGE,SWING_HEDGE|Dist:0.103,437.66400000000004,353.77840000000003,364.72,SWING_HEDGE,1.0,False,False,CLOSED
SW_260800,Swing_SWING_HEDGE,SHORT,2024-12-26 08:00:00,340.64,2024-12-28 21:00:00,354.99,-0.04212658525129175,SL_HEDGE,SWING_HEDGE|Dist:0.070,408.768,350.8592,340.64,SWING_HEDGE,1.0,False,False,CLOSED
SW_311100,Swing_SWING_NORMAL,LONG,2024-12-31 11:00:00,312.33,2025-01-04 03:00:00,341.83,0.09178055262062562,SL_HIT_REMAINING,SWING_NORMAL|Dist:0.010,374.796,343.0308,353.64,SWING_NORMAL,0.39999999999999997,True,True,CLOSED
SW_091300,Swing_SWING_HEDGE,SHORT,2025-01-09 13:00:00,275.36,2025-01-09 15:00:00,287.91,-0.04557669959325977,SL_HEDGE,SWING_HEDGE|Dist:0.088,330.432,283.62080000000003,275.36,SWING_HEDGE,1.0,False,False,CLOSED
SW_160200,Swing_SWING_NORMAL,SHORT,2025-01-16 02:00:00,314.41,2025-01-17 20:00:00,334.0,-0.062307178524856,SL_HIT_REMAINING,SWING_NORMAL|Dist:0.005,377.29200000000003,333.2746,306.72,SWING_NORMAL,1.0,False,False,CLOSED
SW_251700,Swing_SWING_NORMAL,LONG,2025-01-25 17:00:00,330.67,2025-01-27 01:00:00,306.36,-0.07351740405842683,SL_HIT_REMAINING,SWING_NORMAL|Dist:0.009,396.80400000000003,310.8298,334.28,SWING_NORMAL,1.0,False,False,CLOSED
SW_021500,Swing_SWING_NORMAL,LONG,2025-02-02 15:00:00,285.05,2025-02-02 17:00:00,265.48,-0.068654621996141,SL_HIT_REMAINING,SWING_NORMAL|Dist:0.008,342.06,267.947,285.05,SWING_NORMAL,1.0,False,False,CLOSED
SW_030900,Swing_SWING_NORMAL,LONG,2025-02-03 09:00:00,237.87,2025-02-03 20:00:00,266.47,0.1020934964476395,SL_HIT_REMAINING,SWING_NORMAL|Dist:0.021,285.444,267.71999999999997,276.0,SWING_NORMAL,0.39999999999999997,True,True,CLOSED
SW_042200,Swing_SWING_NORMAL,SHORT,2025-02-04 22:00:00,267.63,2025-02-08 19:00:00,240.46,0.09460830250719274,SL_HIT_REMAINING,SWING_NORMAL|Dist:0.005,321.156,239.0012,232.04,SWING_NORMAL,0.39999999999999997,True,True,CLOSED
SW_111100,Swing_SWING_NORMAL,SHORT,2025-02-11 11:00:00,258.09,2025-02-14 03:00:00,260.04,0.012711147274206547,SL_HIT_REMAINING,SWING_NORMAL|Dist:0.013,309.70799999999997,258.09,237.9,SWING_NORMAL,0.7,True,False,CLOSED
SW_190000,Swing_SWING_NORMAL,LONG,2025-02-19 00:00:00,248.41,2025-02-21 17:00:00,247.18,0.014533955959905023,SL_HIT_REMAINING,SWING_NORMAL|Dist:0.005,298.092,248.41,268.16,SWING_NORMAL,0.7,True,False,CLOSED
SW_241600,Swing_SWING_HEDGE,SHORT,2025-02-24 16:00:00,228.77,2025-02-24 22:00:00,208.12,0.09026533199283125,TP_HEDGE_FULL,SWING_HEDGE|Dist:0.062,274.524,235.6331,228.77,SWING_HEDGE,1.0,False,False,CLOSED
SW_242300,Swing_SWING_HEDGE,SHORT,2025-02-24 23:00:00,210.63,2025-02-28 01:00:00,193.4,0.08180221241038783,TP_HEDGE_FULL,SWING_HEDGE|Dist:0.090,252.75599999999997,216.9489,210.63,SWING_HEDGE,1.0,False,False,CLOSED
SW_280400,Swing_SWING_HEDGE,SHORT,2025-02-28 04:00:00,185.5,2025-02-28 15:00:00,191.17,-0.03056603773584899,SL_HEDGE,SWING_HEDGE|Dist:0.054,222.6,191.065,185.5,SWING_HEDGE,1.0,False,False,CLOSED
SW_030300,Swing_SWING_NORMAL,SHORT,2025-03-03 03:00:00,215.37,2025-03-04 12:00:00,187.55,0.10566922041138505,SL_HIT_REMAINING,SWING_NORMAL|Dist:0.006,258.444,176.6347,171.49,SWING_NORMAL,0.39999999999999997,True,True,CLOSED
SW_051300,Swing_SWING_NORMAL,SHORT,2025-03-05 13:00:00,214.85,2025-03-06 01:00:00,230.89,-0.07465673725855244,SL_HIT_REMAINING,SWING_NORMAL|Dist:0.001,257.82,227.741,213.42,SWING_NORMAL,1.0,False,False,CLOSED
