Date,PnL,Reason,Capital
2025-01-02 17:45:00,-1.085625923989393,TREND_END,989.1437407601061
2025-01-03 20:15:00,6.0598545279944185,TREND_END,1049.0844125229307
2025-01-04 08:30:00,-1.2569813397777825,TREND_END,1035.897617219
2025-01-04 15:45:00,-0.03194308188880914,TREND_END,1035.5667195948477
2025-01-06 11:30:00,-1.101471620444876,TREND_END,1024.1602460677384
2025-01-06 17:15:00,-1.8506768523970842,TREND_END,1005.2063494623097
2025-01-07 13:30:00,-0.23158034084167076,TREND_END,1002.8784891720627
2025-01-10 17:30:00,0.3037044220370621,TREND_END,1005.9242754913367
2025-01-11 05:15:00,-0.08672665533872882,TREND_END,1005.0518710119627
2025-01-12 06:30:00,-0.440606897772842,TREND_END,1000.6235431420889
2025-01-12 16:30:00,-0.9175419277480658,TREND_END,991.442402594842
2025-01-16 14:45:00,-1.9693328492722137,TREND_END,971.9176016789281
2025-01-17 12:30:00,0.06477659529864975,TREND_END,972.5471768104039
2025-01-19 13:00:00,2.882726069077138,TREND_END,1000.5830478103911
2025-01-26 00:30:00,-0.6627680619897196,TREND_END,993.9515029358206
2025-01-27 20:45:00,-2.3333375742425413,TREND_END,970.7592590480706
2025-01-28 15:30:00,-1.2934564385404288,TREND_END,958.2029109091859
2025-01-29 19:45:00,-3.9452771732001324,TREND_END,920.3991501921465
2025-01-31 18:30:00,3.3376057765064777,TREND_END,951.1184453958762
2025-02-04 22:30:00,-2.3444284308090255,TREND_END,928.8201541513465
2025-02-06 20:45:00,5.101292733980914,TREND_END,976.2019891868196
2025-02-10 15:30:00,-1.5252975580337582,TREND_END,961.312004084276
2025-02-11 08:15:00,0.4653363566747669,TREND_END,965.785338340359
2025-02-12 17:00:00,-1.8280825754303853,TREND_END,948.1299848540974
2025-02-13 00:45:00,-1.3865162612571709,TREND_END,934.9840084362402
2025-02-14 00:45:00,-0.9074971953452388,TREND_END,926.4990547827548
2025-02-14 05:45:00,-1.2567138435775511,TREND_END,914.8556129006847
2025-02-14 11:45:00,-0.9278570605239557,TREND_END,906.3670605027861
2025-02-16 14:15:00,-0.7297046098951917,TREND_END,899.7532582797257
2025-02-17 15:45:00,1.537242419247386,TREND_END,913.5846470345621
2025-02-20 17:30:00,-1.7029908916704202,TREND_END,898.0263837078642
2025-02-21 06:15:00,-0.8335165077594677,TREND_END,890.5411855556238
2025-02-21 14:45:00,0.11139930509506601,TREND_END,891.5332422479181
2025-02-23 05:15:00,-0.16370388530056912,TREND_END,890.0737676916121
2025-02-23 17:45:00,-0.05655353233051303,TREND_END,889.5703995356353
2025-02-25 10:45:00,12.205869934044692,TREND_END,998.1502054747166
2025-02-26 20:45:00,-0.5756260753725457,TREND_END,992.4045926206195
2025-02-27 13:45:00,-1.1333004272393075,TREND_END,981.1576671325075
2025-02-27 18:00:00,-0.7412339131313054,TREND_END,973.8849937624335
2025-02-27 23:00:00,-1.300933010830751,TREND_END,961.215402391051
2025-03-01 15:15:00,1.8303733264611746,TREND_END,978.8092327262532
2025-03-02 09:30:00,-0.7276908493209162,TREND_END,971.686527507396
2025-03-03 14:45:00,-2.365989969277944,TREND_END,948.6965217337458
2025-03-05 11:15:00,-1.3620838089133693,TREND_END,935.7744800154861
2025-03-06 06:15:00,4.649042565233537,TREND_END,979.2790339059987
2025-03-07 13:45:00,-1.747671832204789,TREND_END,962.1644500717364
2025-03-08 10:45:00,3.629091693275923,TREND_END,997.0822802049437
2025-03-10 00:15:00,3.770884534493783,TREND_END,1034.6811017053699
2025-03-11 15:45:00,-0.47892112582162627,TREND_END,1029.7257953244189
2025-03-12 17:00:00,-2.4529755965518607,TREND_END,1004.4668728537113
2025-03-13 07:30:00,-0.23706018335003723,TREND_END,1002.0856818432339
2025-03-13 22:45:00,2.3217636144396354,TREND_END,1025.3517425897794
2025-03-17 07:30:00,-1.2053905070620627,TREND_END,1012.9922500206068
2025-03-21 03:45:00,-0.03911491230791279,TREND_END,1012.5960189903252
2025-03-22 11:45:00,-0.9657761634839432,TREND_END,1002.8166080065292
2025-03-22 21:45:00,-0.9258596360779345,TREND_END,993.5319338091109
2025-03-23 05:15:00,-0.5972174797862201,TREND_END,987.5983874331449
2025-03-24 01:00:00,-0.5237709652043065,TREND_END,982.4256338269441
2025-03-24 11:45:00,1.954352134561877,TREND_END,1001.6256901721241
2025-03-25 12:00:00,-0.3895883164152023,TREND_END,997.7234735090004
