Fecha,Estrategia,Side,RSI,SAI_Score,SAI_Level,Accion
1970-01-01 00:29:09.523200,SCALPING_GAMMA,LONG,5.786350148367802,25,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:09.537600,SCALPING_GAMMA,LONG,17.541436464088264,0,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:09.562200,SCALPING_GAMMA,SHORT,90.21575514300054,35,CAUTION,ENTRADA_REDUCIDA_CAUTION
1970-01-01 00:29:09.567900,SCALPING_GAMMA,LONG,10.52631578947387,25,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:09.653700,SCALPING_GAMMA,SHORT,85.14851485148526,35,CAUTION,ENTRADA_REDUCIDA_CAUTION
1970-01-01 00:29:09.705600,SCALPING_GAMMA,LONG,50.0,25,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:09.738600,SCALPING_GAMMA,LONG,43.956043956043,25,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:09.785400,SCALPING_GAMMA,LONG,19.57831325301225,25,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:09.811200,SCALPING_GAMMA,SHORT,94.852941176471,35,CAUTION,ENTRADA_REDUCIDA_CAUTION
1970-01-01 00:29:09.871200,SCALPING_GAMMA,SHORT,93.63295880149757,35,CAUTION,ENTRADA_REDUCIDA_CAUTION
1970-01-01 00:29:09.885900,SCALPING_GAMMA,SHORT,73.26732673267408,60,CAUTION,ENTRADA_REDUCIDA_CAUTION
1970-01-01 00:29:09.887100,SCALPING_GAMMA,LONG,19.45945945945907,25,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:09.888600,SCALPING_GAMMA,LONG,27.31707317073159,0,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:09.889800,SCALPING_GAMMA,LONG,25.85961921000286,25,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:09.908700,SCALPING_GAMMA,LONG,10.099337748344396,25,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:09.929700,SCALPING_GAMMA,LONG,7.547169811321709,0,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:10.020600,SCALPING_GAMMA,LONG,10.506912442396228,0,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:10.022100,SCALPING_GAMMA,LONG,60.13957307060757,20,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:10.044000,SCALPING_GAMMA,LONG,44.94068387997212,45,CAUTION,ENTRADA_REDUCIDA_CAUTION
1970-01-01 00:29:10.052400,SCALPING_GAMMA,SHORT,67.40890688259117,0,SAFE,ENTRADA_ESTANDAR
1970-01-01 00:29:10.061400,SCALPING_GAMMA,SHORT,76.59574468085137,35,CAUTION,ENTRADA_REDUCIDA_CAUTION
1970-01-01 00:29:10.088700,SCALPING_GAMMA,SHORT,72.23719676549923,35,CAUTION,ENTRADA_REDUCIDA_CAUTION
1970-01-01 00:29:10.111500,SCALPING_GAMMA,LONG,19.778699861687457,25,SAFE,ENTRADA_ESTANDAR
