Trade_ID,Side,Entry_Time,Exit_Time,PnL_Pct,Max_Drawdown,Exit_Reason,Pre_Entry_1_RSI_M5,Pre_Entry_1_BB_Pos_H1,Has_Severe_DD,DD_Depth,Pre_Crash_1_RSI_M5,Pre_Crash_2_RSI_M5,Pre_Crash_3_RSI_M5,Pre_Crash_4_RSI_M5,Pre_Crash_5_RSI_M5,Pre_Entry_2_RSI_M5,Pre_Entry_2_BB_Pos_H1,Pre_Entry_3_RSI_M5,Pre_Entry_3_BB_Pos_H1,Pre_Entry_4_RSI_M5,Pre_Entry_4_BB_Pos_H1,Pre_Entry_5_RSI_M5,Pre_Entry_5_BB_Pos_H1
TRD_202501150800_46635,SHORT,2025-01-15 08:00:00,2025-01-15 14:59:00,-2.0,-9.17,STOP_LOSS,67.54474839581219,-0.23100958766564644,True,-0.09174545454545462,100.0,100.0,100.0,100.0,100.0,49.71219256933539,-0.5621323218059793,49.71219256933539,-0.5621323218059793,49.71219256933539,-0.5621323218059793,49.71219256933539,-0.5621323218059793
TRD_202501151459_47054,SHORT,2025-01-15 14:59:00,2025-01-15 15:55:00,7.03,-9.17,TRAILING_WIN,100.0,1.5619423382296016,False,0.0,,,,,,100.0,1.5619423382296016,100.0,1.5619423382296016,100.0,1.5619423382296016,100.0,1.5619423382296016
TRD_202501151705_47180,SHORT,2025-01-15 17:05:00,2025-01-15 18:46:00,-2.0,-14.95,STOP_LOSS,100.0,1.0800133221620736,True,-0.14945208673350432,100.0,100.0,100.0,100.0,100.0,50.0,1.0800133221620736,50.0,1.0800133221620736,50.0,1.0800133221620736,50.0,1.0800133221620736
TRD_202501151846_47281,SHORT,2025-01-15 18:46:00,2025-01-17 02:25:00,8.79,-11.29,TRAILING_WIN,100.0,1.4025147504690183,True,-0.1128668171557562,100.0,100.0,100.0,100.0,100.0,100.0,1.4025147504690183,100.0,1.4025147504690183,100.0,1.4025147504690183,100.0,1.4025147504690183
TRD_202501170700_49455,LONG,2025-01-17 07:00:00,2025-01-17 12:25:00,-2.0,-13.07,STOP_LOSS,0.0,0.5812232862067414,True,-0.13068675746160538,0.0,0.0,0.0,0.0,0.0,0.0,0.5812232862067414,0.0,0.5812232862067414,0.0,0.5812232862067414,0.0,0.5812232862067414
TRD_202501171225_49780,LONG,2025-01-17 12:25:00,2025-01-17 13:24:00,13.31,0.0,TRAILING_WIN,0.0,-0.19355866960388987,False,0.0,,,,,,0.0,-0.19355866960388987,0.0,-0.19355866960388987,0.0,-0.19355866960388987,0.0,-0.19355866960388987
TRD_202501171800_50115,LONG,2025-01-17 18:00:00,2025-01-17 18:48:00,-2.0,-5.52,STOP_LOSS,0.0,0.28607577082347196,True,-0.0551724137931035,0.0,0.0,0.0,0.0,0.0,0.0,0.6014469473521512,0.0,0.6014469473521512,0.0,0.6014469473521512,0.0,0.6014469473521512
TRD_202501171848_50163,LONG,2025-01-17 18:48:00,2025-01-21 11:39:00,12.27,-2.74,TRAILING_WIN,0.0,0.28607577082347196,True,-0.02736445580519295,72.3039215686275,72.3039215686275,72.3039215686275,72.3039215686275,72.3039215686275,0.0,0.28607577082347196,0.0,0.28607577082347196,0.0,0.28607577082347196,0.0,0.28607577082347196
TRD_202501211600_55755,LONG,2025-01-21 16:00:00,2025-01-21 16:04:00,-2.0,-10.75,STOP_LOSS,0.0,-0.125306371993194,True,-0.10748374602296297,0.0,0.0,0.0,0.0,0.0,0.0,0.8123874503907353,0.0,0.8123874503907353,0.0,0.8123874503907353,0.0,0.8123874503907353
TRD_202501211604_55759,LONG,2025-01-21 16:04:00,2025-01-22 07:44:00,12.68,-8.41,TRAILING_WIN,0.0,-0.125306371993194,True,-0.08405365126676612,0.0,0.0,0.0,0.0,0.0,0.0,-0.125306371993194,0.0,-0.125306371993194,0.0,-0.125306371993194,0.0,-0.125306371993194
TRD_202501220744_56699,LONG,2025-01-22 07:44:00,2025-01-23 07:03:00,3.04,-2.59,TRAILING_WIN,0.0,0.39284900772148834,True,-0.02590424478945738,0.0,0.0,0.0,0.0,0.0,0.0,0.39284900772148834,0.0,0.39284900772148834,0.0,0.39284900772148834,0.0,0.39284900772148834
TRD_202501230703_58098,LONG,2025-01-23 07:03:00,2025-01-23 13:31:00,-2.0,-4.67,STOP_LOSS,0.0,-0.23495397342754382,True,-0.04671214980403535,0.0,0.0,0.0,0.0,0.0,0.0,-0.23495397342754382,0.0,-0.23495397342754382,0.0,-0.23495397342754382,0.0,0.40405362136468903
TRD_202501231331_58486,LONG,2025-01-23 13:31:00,2025-01-24 08:10:00,1.69,-3.54,TRAILING_WIN,0.0,-0.3459654448127916,True,-0.011054939700328894,0.0,0.0,0.0,0.0,0.0,0.0,-0.3459654448127916,0.0,-0.3459654448127916,0.0,-0.3459654448127916,0.0,-0.3459654448127916
TRD_202501240810_59605,SHORT,2025-01-24 08:10:00,2025-01-24 14:06:00,-2.0,-7.83,STOP_LOSS,100.0,0.5732739172242732,True,-0.0782544876303478,100.0,100.0,100.0,100.0,100.0,100.0,0.5732739172242732,100.0,0.5732739172242732,100.0,0.5732739172242732,100.0,0.5732739172242732
TRD_202501241406_59961,SHORT,2025-01-24 14:06:00,2025-01-25 01:10:00,5.94,0.0,TRAILING_WIN,100.0,1.5325872362023991,False,0.0,,,,,,100.0,1.5325872362023991,100.0,1.5325872362023991,100.0,1.5325872362023991,100.0,1.5325872362023991
TRD_202501250110_60625,LONG,2025-01-25 01:10:00,2025-01-25 05:24:00,14.55,-11.05,TRAILING_WIN,0.0,0.23608658160253593,False,0.0,,,,,,0.0,0.23608658160253593,0.0,0.23608658160253593,0.0,0.23608658160253593,0.0,0.23608658160253593
TRD_202501250830_61065,SHORT,2025-01-25 08:30:00,2025-01-25 22:09:00,-2.0,-12.43,STOP_LOSS,100.0,0.34156288425006265,True,-0.1242603550295858,100.0,100.0,100.0,100.0,100.0,100.0,0.34156288425006265,100.0,0.34156288425006265,100.0,0.34156288425006265,100.0,0.34156288425006265
TRD_202501252209_61884,SHORT,2025-01-25 22:09:00,2025-01-26 04:58:00,3.58,-5.26,TRAILING_WIN,100.0,1.5621322893124812,True,-0.05263157894736842,50.0,50.0,50.0,50.0,0.0,100.0,1.5621322893124812,100.0,1.5621322893124812,100.0,1.5621322893124812,100.0,1.5621322893124812
TRD_202501260530_62325,LONG,2025-01-26 05:30:00,2025-01-26 05:31:00,-2.0,-5.0,STOP_LOSS,33.33333333333333,0.5879260363249382,True,-0.05,33.33333333333333,33.33333333333333,50.0,50.0,50.0,50.0,0.5879260363249382,50.0,0.5879260363249382,50.0,0.5879260363249382,50.0,0.5879260363249382
TRD_202501260531_62326,LONG,2025-01-26 05:31:00,2025-01-26 12:36:00,-2.0,-6.37,STOP_LOSS,33.33333333333333,0.5879260363249382,True,-0.06371191135734072,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.5879260363249382,50.0,0.5879260363249382,50.0,0.5879260363249382,50.0,0.5879260363249382
TRD_202501261236_62751,LONG,2025-01-26 12:36:00,2025-01-27 00:01:00,-2.0,-15.06,STOP_LOSS,0.0,0.17162483310966503,True,-0.15063157894736845,0.0,0.0,0.0,0.0,0.0,0.0,0.17162483310966503,0.0,0.17162483310966503,0.0,0.17162483310966503,0.0,0.17162483310966503
TRD_202501270001_63436,LONG,2025-01-27 00:01:00,2025-01-28 10:59:00,-2.0,-6.83,STOP_LOSS,0.0,0.06737619855144104,True,-0.06831701573924902,0.0,0.0,0.0,0.0,0.0,0.0,0.06737619855144104,0.0,0.8402385595562804,0.0,0.8402385595562804,0.0,0.8402385595562804
TRD_202501281059_65534,LONG,2025-01-28 10:59:00,2025-01-28 17:06:00,-2.0,-2.23,STOP_LOSS,0.0,-0.5621322893138907,True,-0.022313857204615675,0.0,0.0,0.0,0.0,0.0,0.0,-0.5621322893138907,0.0,-0.5621322893138907,0.0,-0.5621322893138907,0.0,-0.5621322893138907
TRD_202501281706_65901,LONG,2025-01-28 17:06:00,2025-01-28 17:18:00,-2.0,-9.18,STOP_LOSS,0.0,-0.10089951206608894,True,-0.09183673469387756,0.0,0.0,0.0,0.0,0.0,0.0,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894
TRD_202501281718_65913,LONG,2025-01-28 17:18:00,2025-01-28 17:19:00,-2.0,0.0,STOP_LOSS,0.0,-0.10089951206608894,False,0.0,,,,,,0.0,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894
TRD_202501281719_65914,LONG,2025-01-28 17:19:00,2025-01-28 17:20:00,-2.0,-11.35,STOP_LOSS,0.0,-0.10089951206608894,True,-0.06367041198501873,30.79449804968181,0.0,0.0,0.0,0.0,0.0,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894
TRD_202501281720_65915,LONG,2025-01-28 17:20:00,2025-01-28 17:34:00,17.0,-5.03,TRAILING_WIN,30.79449804968181,-0.10089951206608894,True,-0.0472972972972973,30.79449804968181,30.79449804968181,30.79449804968181,30.79449804968181,30.79449804968181,0.0,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894
TRD_202501281747_65942,LONG,2025-01-28 17:47:00,2025-01-28 18:03:00,0.69,-3.54,TRAILING_WIN,36.04629102637072,-0.10089951206608894,True,-0.013986013986013986,33.50379121848,33.50379121848,33.50379121848,33.50379121848,33.50379121848,36.04629102637072,-0.10089951206608894,36.04629102637072,-0.10089951206608894,36.04629102637072,-0.10089951206608894,36.04629102637072,-0.10089951206608894
TRD_202501290315_66510,SHORT,2025-01-29 03:15:00,2025-01-29 05:07:00,-2.0,-0.98,STOP_LOSS,100.0,0.24166827251209363,False,0.0,,,,,,100.0,0.24166827251209363,100.0,0.24166827251209363,100.0,0.24166827251209363,100.0,0.24166827251209363
TRD_202501290507_66622,SHORT,2025-01-29 05:07:00,2025-01-29 06:47:00,-2.0,-7.8,STOP_LOSS,100.0,0.3187952979786089,True,-0.07801418439716312,100.0,100.0,100.0,100.0,100.0,100.0,0.3187952979786089,100.0,0.3187952979786089,100.0,0.3187952979786089,100.0,0.3187952979786089
TRD_202501290647_66722,SHORT,2025-01-29 06:47:00,2025-01-29 06:48:00,-1.5,-1.97,TRAILING_LOSS,100.0,0.9486676003273321,True,-0.019736842105263157,100.0,100.0,100.0,100.0,100.0,100.0,0.9486676003273321,100.0,0.9486676003273321,100.0,0.9486676003273321,100.0,0.9486676003273321
TRD_202501290648_66723,SHORT,2025-01-29 06:48:00,2025-01-30 20:44:00,1.77,-1.67,TRAILING_WIN,100.0,0.9486676003273321,True,-0.016666666666666666,100.0,100.0,100.0,100.0,100.0,100.0,0.9486676003273321,100.0,0.9486676003273321,100.0,0.9486676003273321,100.0,0.9486676003273321
TRD_202501302058_69013,LONG,2025-01-30 20:58:00,2025-01-31 02:03:00,3.92,-5.21,TRAILING_WIN,27.21979621542945,0.13583571506152173,False,0.0,,,,,,27.21979621542945,0.13583571506152173,27.21979621542945,0.13583571506152173,27.21979621542945,0.13583571506152173,27.21979621542945,0.13583571506152173
TRD_202501310203_69318,SHORT,2025-01-31 02:03:00,2025-01-31 04:51:00,-2.0,0.0,STOP_LOSS,100.0,0.16793395664572222,False,0.0,,,,,,100.0,0.16793395664572222,100.0,0.16793395664572222,100.0,0.16793395664572222,100.0,0.1277881427534185
TRD_202501310451_69486,SHORT,2025-01-31 04:51:00,2025-01-31 16:52:00,-2.0,-26.67,STOP_LOSS,100.0,0.23061283540567873,True,-0.26666666666666666,100.0,100.0,100.0,100.0,100.0,100.0,0.23061283540567873,100.0,0.23061283540567873,100.0,0.23061283540567873,100.0,0.23061283540567873
TRD_202501311652_70207,SHORT,2025-01-31 16:52:00,2025-01-31 17:49:00,8.07,-10.41,TRAILING_WIN,100.0,1.5621322893126042,True,-0.10410552924426877,76.37478570486616,76.37478570486616,76.37478570486616,76.37478570486616,76.37478570486616,100.0,1.5621322893126042,100.0,1.5621322893126042,100.0,1.5621322893126042,100.0,1.5621322893126042
TRD_202501311749_70264,SHORT,2025-01-31 17:49:00,2025-02-01 09:55:00,15.59,0.0,TRAILING_WIN,76.37478570486616,1.231009575860738,False,0.0,,,,,,76.37478570486616,1.231009575860738,76.37478570486616,1.231009575860738,76.37478570486616,1.231009575860738,76.37478570486616,1.231009575860738
TRD_202502010955_71230,LONG,2025-02-01 09:55:00,2025-02-01 10:59:00,4.22,-6.08,TRAILING_WIN,0.0,0.2044243270202658,False,0.0,,,,,,0.0,0.2044243270202658,0.0,0.2044243270202658,0.0,0.2044243270202658,0.0,0.2044243270202658
TRD_202502011530_71565,SHORT,2025-02-01 15:30:00,2025-02-01 23:17:00,-2.0,-6.48,STOP_LOSS,100.0,0.26226793609102617,True,-0.06477707006369418,100.0,100.0,100.0,100.0,100.0,100.0,0.26226793609102617,100.0,0.26226793609102617,100.0,0.26226793609102617,100.0,0.26226793609102617
TRD_202502012317_72032,SHORT,2025-02-01 23:17:00,2025-02-01 23:31:00,4.67,-6.48,TRAILING_WIN,100.0,-0.07620925954206258,True,-0.06477707006369418,100.0,100.0,100.0,100.0,100.0,100.0,-0.07620925954206258,100.0,-0.07620925954206258,100.0,-0.07620925954206258,100.0,-0.07620925954206258
TRD_202502012344_72059,SHORT,2025-02-01 23:44:00,2025-02-01 23:45:00,4.67,-6.48,TRAILING_WIN,100.0,-0.07620925954206258,False,0.0,,,,,,100.0,-0.07620925954206258,100.0,-0.07620925954206258,100.0,-0.07620925954206258,100.0,-0.07620925954206258
TRD_202502012353_72068,LONG,2025-02-01 23:53:00,2025-02-01 23:54:00,-2.0,-11.47,STOP_LOSS,34.662576687116555,-0.07620925954206258,True,-0.05732484076433121,34.662576687116555,34.662576687116555,34.662576687116555,34.662576687116555,34.662576687116555,34.662576687116555,-0.07620925954206258,34.662576687116555,-0.07620925954206258,34.662576687116555,-0.07620925954206258,100.0,-0.07620925954206258
