Strategy,Side,PnL,Time,Reason
SWING,LONG,-2.0,2025-05-28 18:45:00,SL_HIT
SWING,LONG,-2.0,2025-05-28 19:30:00,SL_HIT
TREND,SHORT,2.28,2025-05-28 23:00:00,SL_TRAIL
TREND,SHORT,-0.93,2025-05-29 00:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-05-29 00:45:00,SL_HIT
SWING,SHORT,-2.0,2025-05-29 00:45:00,SL_HIT
SWING,SHORT,-2.0,2025-05-29 00:45:00,SL_HIT
SWING,SHORT,-2.0,2025-05-29 02:45:00,SL_HIT
TREND,SHORT,-1.8,2025-05-29 06:30:00,SL_TRAIL
SWING,SHORT,3.0,2025-05-29 11:30:00,TP_HIT
SWING,SHORT,3.0,2025-05-29 12:15:00,TP_HIT
SWING,SHORT,3.0,2025-05-29 12:45:00,TP_HIT
TREND,SHORT,2.56,2025-05-29 13:30:00,SL_TRAIL
TREND,SHORT,-0.26,2025-05-29 15:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-05-30 00:30:00,TP_HIT
TREND,SHORT,3.78,2025-05-30 00:45:00,SL_TRAIL
TREND,SHORT,-1.64,2025-05-30 01:00:00,SL_TRAIL
TREND,SHORT,-1.6,2025-05-30 02:45:00,SL_TRAIL
TREND,SHORT,-0.02,2025-05-30 12:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-05-30 13:45:00,TP_HIT
SWING,SHORT,3.0,2025-05-30 16:30:00,TP_HIT
SWING,SHORT,3.0,2025-05-30 16:30:00,TP_HIT
TREND,SHORT,0.76,2025-05-30 17:45:00,SL_TRAIL
TREND,SHORT,-1.88,2025-05-30 18:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-05-30 20:30:00,SL_HIT
SWING,SHORT,-2.0,2025-05-30 20:45:00,SL_HIT
SWING,SHORT,3.0,2025-05-31 00:15:00,TP_HIT
SWING,SHORT,3.0,2025-05-31 00:15:00,TP_HIT
SWING,SHORT,3.0,2025-05-31 00:15:00,TP_HIT
TREND,SHORT,0.02,2025-05-31 02:00:00,SL_TRAIL
TREND,SHORT,-1.95,2025-05-31 04:30:00,SL_TRAIL
TREND,SHORT,-0.7,2025-05-31 10:15:00,SL_TRAIL
TREND,SHORT,-0.52,2025-05-31 13:00:00,SL_TRAIL
TREND,SHORT,-1.33,2025-05-31 16:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-01 00:00:00,TP_HIT
SWING,SHORT,3.0,2025-06-01 00:15:00,TP_HIT
SWING,SHORT,3.0,2025-06-01 00:15:00,TP_HIT
TREND,SHORT,3.22,2025-06-01 02:45:00,SL_TRAIL
TREND,SHORT,-0.96,2025-06-01 04:30:00,SL_TRAIL
TREND,SHORT,0.89,2025-06-01 10:00:00,SL_TRAIL
TREND,SHORT,-0.21,2025-06-01 11:00:00,SL_TRAIL
TREND,SHORT,-0.29,2025-06-01 14:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-01 15:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-01 15:15:00,SL_HIT
SWING,SHORT,-2.0,2025-06-01 15:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-01 16:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-01 16:00:00,SL_HIT
SWING,SHORT,3.0,2025-06-01 18:30:00,TP_HIT
TREND,SHORT,-1.54,2025-06-01 23:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-02 01:30:00,TP_HIT
SWING,SHORT,3.0,2025-06-02 02:00:00,TP_HIT
SWING,SHORT,3.0,2025-06-02 04:00:00,TP_HIT
TREND,SHORT,1.39,2025-06-02 07:00:00,SL_TRAIL
TREND,SHORT,-0.13,2025-06-02 12:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-02 13:30:00,SL_HIT
SWING,SHORT,-2.0,2025-06-02 14:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-02 14:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-02 15:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-02 16:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-02 22:15:00,SL_HIT
SWING,SHORT,-2.0,2025-06-02 23:00:00,SL_HIT
SWING,LONG,3.0,2025-06-02 23:15:00,TP_HIT
TREND,LONG,0.68,2025-06-03 02:45:00,SL_TRAIL
TREND,LONG,0.31,2025-06-03 08:30:00,SL_TRAIL
SWING,LONG,3.0,2025-06-03 12:30:00,TP_HIT
SWING,LONG,3.0,2025-06-03 12:30:00,TP_HIT
SWING,LONG,3.0,2025-06-03 12:30:00,TP_HIT
TREND,LONG,1.94,2025-06-03 13:00:00,SL_TRAIL
TREND,LONG,0.68,2025-06-03 16:45:00,SL_TRAIL
TREND,LONG,-0.51,2025-06-03 20:30:00,SL_TRAIL
TREND,LONG,-0.91,2025-06-03 21:30:00,SL_TRAIL
TREND,LONG,-0.82,2025-06-04 00:00:00,SL_TRAIL
TREND,LONG,-0.32,2025-06-04 05:00:00,SL_TRAIL
TREND,LONG,1.41,2025-06-04 11:30:00,SL_TRAIL
TREND,LONG,-0.81,2025-06-04 13:00:00,SL_TRAIL
SWING,LONG,3.0,2025-06-04 15:15:00,TP_HIT
SWING,LONG,3.0,2025-06-04 15:15:00,TP_HIT
SWING,LONG,3.0,2025-06-04 15:15:00,TP_HIT
TREND,LONG,-0.36,2025-06-04 17:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-06-05 01:45:00,SL_HIT
SWING,LONG,-2.0,2025-06-05 01:45:00,SL_HIT
TREND,LONG,-0.99,2025-06-05 07:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-06-05 07:30:00,SL_HIT
TREND,SHORT,-1.02,2025-06-05 12:15:00,SL_TRAIL
TREND,LONG,-0.99,2025-06-05 13:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-06-05 14:15:00,SL_HIT
SWING,LONG,-2.0,2025-06-05 16:30:00,SL_HIT
SWING,LONG,-2.0,2025-06-05 16:45:00,SL_HIT
TREND,SHORT,3.4,2025-06-05 20:00:00,SL_TRAIL
TREND,SHORT,0.86,2025-06-06 02:45:00,SL_TRAIL
TREND,SHORT,-0.94,2025-06-06 06:15:00,SL_TRAIL
TREND,SHORT,-1.1,2025-06-06 08:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-06 09:15:00,SL_HIT
SWING,SHORT,-2.0,2025-06-06 09:15:00,SL_HIT
SWING,SHORT,-2.0,2025-06-06 10:15:00,SL_HIT
TREND,SHORT,-0.9,2025-06-06 12:30:00,SL_TRAIL
TREND,SHORT,-1.07,2025-06-06 13:30:00,SL_TRAIL
TREND,SHORT,-1.19,2025-06-06 20:30:00,SL_TRAIL
TREND,SHORT,-0.6,2025-06-07 03:00:00,SL_TRAIL
TREND,SHORT,-0.8,2025-06-07 10:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-07 13:15:00,SL_HIT
SWING,SHORT,-2.0,2025-06-07 13:15:00,SL_HIT
SWING,SHORT,-2.0,2025-06-07 13:15:00,SL_HIT
TREND,LONG,-0.05,2025-06-07 17:15:00,SL_TRAIL
TREND,LONG,0.39,2025-06-07 20:00:00,SL_TRAIL
TREND,LONG,-0.88,2025-06-07 21:00:00,SL_TRAIL
TREND,LONG,-0.21,2025-06-07 23:45:00,SL_TRAIL
TREND,LONG,-0.74,2025-06-08 01:00:00,SL_TRAIL
TREND,SHORT,-0.42,2025-06-08 13:30:00,SL_TRAIL
TREND,SHORT,-0.87,2025-06-08 16:30:00,SL_TRAIL
TREND,LONG,-0.5,2025-06-08 22:00:00,SL_TRAIL
TREND,LONG,-0.78,2025-06-08 23:45:00,SL_TRAIL
TREND,SHORT,-0.65,2025-06-09 02:15:00,SL_TRAIL
TREND,SHORT,0.34,2025-06-09 05:00:00,SL_TRAIL
TREND,SHORT,-0.45,2025-06-09 06:30:00,SL_TRAIL
TREND,SHORT,-0.74,2025-06-09 09:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-09 12:30:00,SL_HIT
SWING,SHORT,-2.0,2025-06-09 12:30:00,SL_HIT
SWING,SHORT,-2.0,2025-06-09 15:00:00,SL_HIT
TREND,LONG,4.35,2025-06-09 21:00:00,SL_TRAIL
TREND,LONG,0.04,2025-06-09 21:15:00,SL_TRAIL
TREND,LONG,8.42,2025-06-10 10:45:00,SL_TRAIL
TREND,LONG,1.47,2025-06-10 11:30:00,SL_TRAIL
TREND,LONG,-1.98,2025-06-10 13:30:00,SL_TRAIL
TREND,LONG,-2.1,2025-06-10 15:30:00,SL_TRAIL
TREND,LONG,0.33,2025-06-10 22:30:00,SL_TRAIL
TREND,LONG,0.85,2025-06-11 06:30:00,SL_TRAIL
TREND,LONG,-0.36,2025-06-11 08:15:00,SL_TRAIL
TREND,LONG,1.0,2025-06-11 12:30:00,SL_TRAIL
SWING,LONG,3.0,2025-06-11 12:30:00,TP_HIT
SWING,LONG,3.0,2025-06-11 12:30:00,TP_HIT
SWING,LONG,3.0,2025-06-11 12:30:00,TP_HIT
TREND,LONG,-1.62,2025-06-11 12:45:00,SL_TRAIL
TREND,LONG,0.07,2025-06-11 16:00:00,SL_TRAIL
TREND,LONG,-2.12,2025-06-11 19:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-06-11 20:00:00,SL_HIT
SWING,LONG,-2.0,2025-06-11 21:45:00,SL_HIT
SWING,LONG,-2.0,2025-06-11 22:00:00,SL_HIT
SWING,LONG,-2.0,2025-06-12 01:30:00,SL_HIT
SWING,LONG,-2.0,2025-06-12 01:30:00,SL_HIT
SWING,LONG,-2.0,2025-06-12 03:15:00,SL_HIT
SWING,LONG,-2.0,2025-06-12 09:45:00,SL_HIT
SWING,LONG,-2.0,2025-06-12 09:45:00,SL_HIT
TREND,SHORT,-0.5,2025-06-12 12:30:00,SL_TRAIL
TREND,SHORT,-0.72,2025-06-12 14:15:00,SL_TRAIL
TREND,SHORT,-1.25,2025-06-12 15:00:00,SL_TRAIL
TREND,SHORT,-1.59,2025-06-12 16:15:00,SL_TRAIL
SWING,LONG,3.0,2025-06-12 16:45:00,TP_HIT
SWING,LONG,3.0,2025-06-12 17:00:00,TP_HIT
SWING,LONG,3.0,2025-06-12 17:15:00,TP_HIT
SWING,SHORT,-2.0,2025-06-12 17:30:00,SL_HIT
TREND,LONG,-1.6,2025-06-12 18:45:00,SL_TRAIL
TREND,LONG,-1.81,2025-06-12 19:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-12 19:45:00,TP_HIT
SWING,SHORT,3.0,2025-06-12 20:30:00,TP_HIT
SWING,LONG,-2.0,2025-06-12 20:30:00,SL_HIT
SWING,LONG,-2.0,2025-06-12 20:30:00,SL_HIT
SWING,LONG,-2.0,2025-06-12 20:45:00,SL_HIT
TREND,SHORT,-0.64,2025-06-13 00:00:00,SL_TRAIL
TREND,SHORT,4.25,2025-06-13 03:45:00,SL_TRAIL
TREND,SHORT,-1.15,2025-06-13 06:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-13 06:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-13 06:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-13 06:45:00,SL_HIT
TREND,SHORT,-2.31,2025-06-13 07:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-13 07:30:00,SL_HIT
SWING,SHORT,-2.0,2025-06-13 07:30:00,SL_HIT
SWING,SHORT,-2.0,2025-06-13 09:45:00,SL_HIT
SWING,SHORT,3.0,2025-06-13 14:15:00,TP_HIT
TREND,SHORT,-0.76,2025-06-13 15:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-13 17:45:00,TP_HIT
TREND,SHORT,-1.11,2025-06-13 22:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-13 23:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-13 23:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-13 23:00:00,SL_HIT
TREND,SHORT,1.04,2025-06-14 07:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-14 07:00:00,TP_HIT
SWING,SHORT,3.0,2025-06-14 07:00:00,TP_HIT
SWING,SHORT,3.0,2025-06-14 07:15:00,TP_HIT
TREND,SHORT,0.63,2025-06-14 11:30:00,SL_TRAIL
TREND,SHORT,-0.5,2025-06-14 13:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-14 16:45:00,TP_HIT
TREND,SHORT,1.84,2025-06-14 19:30:00,SL_TRAIL
TREND,SHORT,-0.49,2025-06-14 21:15:00,SL_TRAIL
TREND,SHORT,-0.74,2025-06-15 04:30:00,SL_TRAIL
TREND,SHORT,-0.63,2025-06-15 06:00:00,SL_TRAIL
TREND,SHORT,0.49,2025-06-15 10:00:00,SL_TRAIL
TREND,SHORT,-0.89,2025-06-15 11:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-15 20:30:00,TP_HIT
SWING,SHORT,3.0,2025-06-15 20:30:00,TP_HIT
SWING,SHORT,3.0,2025-06-15 20:30:00,TP_HIT
TREND,SHORT,1.89,2025-06-15 22:00:00,SL_TRAIL
TREND,SHORT,-1.35,2025-06-15 23:30:00,SL_TRAIL
TREND,SHORT,-1.24,2025-06-16 01:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-16 02:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-16 02:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-16 02:15:00,SL_HIT
SWING,SHORT,-2.0,2025-06-16 05:30:00,SL_HIT
SWING,SHORT,-2.0,2025-06-16 05:30:00,SL_HIT
SWING,SHORT,-2.0,2025-06-16 05:30:00,SL_HIT
SWING,SHORT,-2.0,2025-06-16 07:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-16 07:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-16 07:15:00,SL_HIT
TREND,LONG,-0.76,2025-06-16 09:15:00,SL_TRAIL
TREND,LONG,-0.35,2025-06-16 10:30:00,SL_TRAIL
SWING,LONG,3.0,2025-06-16 13:45:00,TP_HIT
SWING,LONG,3.0,2025-06-16 14:00:00,TP_HIT
SWING,LONG,3.0,2025-06-16 14:00:00,TP_HIT
TREND,LONG,0.4,2025-06-16 14:30:00,SL_TRAIL
TREND,LONG,-0.28,2025-06-16 20:00:00,SL_TRAIL
TREND,LONG,-0.47,2025-06-16 22:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-06-16 22:30:00,SL_HIT
SWING,LONG,-2.0,2025-06-16 22:30:00,SL_HIT
SWING,LONG,-2.0,2025-06-16 22:30:00,SL_HIT
SWING,LONG,-2.0,2025-06-16 23:45:00,SL_HIT
SWING,LONG,-2.0,2025-06-16 23:45:00,SL_HIT
SWING,LONG,-2.0,2025-06-17 00:00:00,SL_HIT
SWING,LONG,3.0,2025-06-17 02:45:00,TP_HIT
SWING,LONG,-2.0,2025-06-17 09:00:00,SL_HIT
SWING,LONG,-2.0,2025-06-17 09:30:00,SL_HIT
SWING,LONG,-2.0,2025-06-17 09:30:00,SL_HIT
TREND,SHORT,1.96,2025-06-17 12:00:00,SL_TRAIL
TREND,SHORT,-0.74,2025-06-17 13:30:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-17 15:30:00,TP_HIT
TREND,SHORT,1.02,2025-06-17 18:45:00,SL_TRAIL
TREND,SHORT,-1.51,2025-06-17 19:15:00,SL_TRAIL
TREND,SHORT,-0.29,2025-06-18 01:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-18 02:15:00,TP_HIT
TREND,SHORT,-0.2,2025-06-18 03:30:00,SL_TRAIL
TREND,SHORT,0.29,2025-06-18 08:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-18 10:30:00,TP_HIT
TREND,SHORT,1.38,2025-06-18 10:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-18 10:45:00,TP_HIT
SWING,SHORT,3.0,2025-06-18 10:45:00,TP_HIT
TREND,SHORT,-0.19,2025-06-18 14:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-18 17:30:00,TP_HIT
TREND,SHORT,1.3,2025-06-18 20:30:00,SL_TRAIL
TREND,SHORT,-0.91,2025-06-19 00:30:00,SL_TRAIL
TREND,SHORT,-0.82,2025-06-19 05:15:00,SL_TRAIL
TREND,SHORT,-0.63,2025-06-19 07:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-19 10:30:00,SL_HIT
TREND,SHORT,0.31,2025-06-19 13:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-19 13:45:00,TP_HIT
SWING,SHORT,3.0,2025-06-19 14:00:00,TP_HIT
SWING,SHORT,3.0,2025-06-19 14:15:00,TP_HIT
TREND,SHORT,1.17,2025-06-19 17:30:00,SL_TRAIL
TREND,SHORT,-0.46,2025-06-19 22:00:00,SL_TRAIL
TREND,SHORT,0.33,2025-06-20 05:45:00,SL_TRAIL
TREND,SHORT,-0.89,2025-06-20 07:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-20 07:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-20 07:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-20 07:45:00,SL_HIT
SWING,SHORT,3.0,2025-06-20 15:45:00,TP_HIT
SWING,SHORT,3.0,2025-06-20 16:00:00,TP_HIT
SWING,SHORT,3.0,2025-06-20 16:15:00,TP_HIT
TREND,SHORT,1.98,2025-06-20 20:15:00,SL_TRAIL
TREND,SHORT,0.98,2025-06-21 05:15:00,SL_TRAIL
TREND,SHORT,0.18,2025-06-21 08:45:00,SL_TRAIL
TREND,SHORT,-0.73,2025-06-21 11:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-21 14:00:00,TP_HIT
SWING,SHORT,3.0,2025-06-21 14:00:00,TP_HIT
TREND,SHORT,0.76,2025-06-21 14:30:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-21 16:45:00,TP_HIT
TREND,SHORT,0.31,2025-06-21 18:30:00,SL_TRAIL
TREND,SHORT,-0.8,2025-06-21 20:45:00,SL_TRAIL
TREND,SHORT,0.99,2025-06-21 21:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-21 21:15:00,TP_HIT
TREND,SHORT,0.47,2025-06-22 00:00:00,SL_TRAIL
TREND,SHORT,-0.91,2025-06-22 05:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-22 09:30:00,TP_HIT
SWING,SHORT,3.0,2025-06-22 09:45:00,TP_HIT
TREND,SHORT,2.92,2025-06-22 10:15:00,SL_TRAIL
TREND,SHORT,-1.48,2025-06-22 12:45:00,SL_TRAIL
TREND,SHORT,1.74,2025-06-22 13:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-06-22 13:15:00,TP_HIT
TREND,SHORT,-0.85,2025-06-22 14:45:00,SL_TRAIL
TREND,SHORT,2.91,2025-06-22 20:30:00,SL_TRAIL
TREND,SHORT,-1.01,2025-06-22 22:00:00,SL_TRAIL
TREND,SHORT,-2.49,2025-06-22 22:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-23 00:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-23 00:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-23 01:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-23 05:15:00,SL_HIT
SWING,SHORT,-2.0,2025-06-23 05:15:00,SL_HIT
TREND,SHORT,-0.81,2025-06-23 12:30:00,SL_TRAIL
TREND,SHORT,-1.24,2025-06-23 13:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-23 14:00:00,SL_HIT
SWING,SHORT,3.0,2025-06-23 16:00:00,TP_HIT
SWING,SHORT,3.0,2025-06-23 16:15:00,TP_HIT
SWING,SHORT,3.0,2025-06-23 16:15:00,TP_HIT
TREND,SHORT,0.13,2025-06-23 17:00:00,SL_TRAIL
TREND,SHORT,-2.54,2025-06-23 17:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-23 19:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-23 19:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-23 20:00:00,SL_HIT
SWING,SHORT,-2.0,2025-06-23 20:15:00,SL_HIT
TREND,LONG,-0.11,2025-06-23 22:00:00,SL_TRAIL
TREND,LONG,2.4,2025-06-24 07:30:00,SL_TRAIL
TREND,LONG,-1.4,2025-06-24 08:00:00,SL_TRAIL
TREND,LONG,0.25,2025-06-24 13:30:00,SL_TRAIL
SWING,LONG,3.0,2025-06-24 16:45:00,TP_HIT
SWING,LONG,3.0,2025-06-24 16:45:00,TP_HIT
TREND,LONG,1.9,2025-06-24 17:15:00,SL_TRAIL
TREND,LONG,-0.51,2025-06-25 00:30:00,SL_TRAIL
TREND,LONG,0.28,2025-06-25 03:30:00,SL_TRAIL
TREND,LONG,-1.23,2025-06-25 08:15:00,SL_TRAIL
TREND,LONG,-1.04,2025-06-25 09:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-06-25 12:45:00,SL_HIT
TREND,LONG,-1.06,2025-06-25 13:30:00,SL_TRAIL
TREND,LONG,-1.24,2025-06-25 14:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-06-25 14:15:00,SL_HIT
SWING,LONG,-2.0,2025-06-25 14:15:00,SL_HIT
SWING,LONG,-2.0,2025-06-25 22:45:00,SL_HIT
TREND,LONG,0.4,2025-06-26 02:45:00,SL_TRAIL
SWING,LONG,3.0,2025-06-26 02:45:00,TP_HIT
SWING,LONG,3.0,2025-06-26 03:00:00,TP_HIT
SWING,LONG,3.0,2025-06-26 03:00:00,TP_HIT
TREND,LONG,-1.48,2025-06-26 04:15:00,SL_TRAIL
TREND,LONG,0.22,2025-06-26 09:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-06-26 12:15:00,SL_HIT
SWING,LONG,-2.0,2025-06-26 12:45:00,SL_HIT
SWING,LONG,-2.0,2025-06-26 13:45:00,SL_HIT
SWING,LONG,-2.0,2025-06-26 18:00:00,SL_HIT
TREND,SHORT,-0.94,2025-06-26 19:30:00,SL_TRAIL
TREND,SHORT,-0.92,2025-06-26 20:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-06-26 21:30:00,SL_HIT
TREND,SHORT,0.09,2025-06-27 01:00:00,SL_TRAIL
TREND,SHORT,-1.35,2025-06-27 03:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-27 05:00:00,SL_HIT
SWING,LONG,3.0,2025-06-27 08:45:00,TP_HIT
SWING,SHORT,-2.0,2025-06-27 08:45:00,SL_HIT
TREND,LONG,-0.09,2025-06-27 11:45:00,SL_TRAIL
TREND,LONG,-1.1,2025-06-27 12:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-06-27 15:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-27 15:45:00,SL_HIT
SWING,SHORT,-2.0,2025-06-27 15:45:00,SL_HIT
TREND,LONG,0.95,2025-06-27 17:30:00,SL_TRAIL
TREND,LONG,-1.02,2025-06-28 01:15:00,SL_TRAIL
TREND,SHORT,-0.15,2025-06-28 07:45:00,SL_TRAIL
TREND,SHORT,0.06,2025-06-28 08:00:00,SL_TRAIL
TREND,SHORT,-0.5,2025-06-28 09:30:00,SL_TRAIL
TREND,SHORT,0.17,2025-06-28 15:00:00,SL_TRAIL
TREND,SHORT,-0.61,2025-06-28 15:45:00,SL_TRAIL
SWING,LONG,3.0,2025-06-28 23:00:00,TP_HIT
TREND,LONG,0.06,2025-06-29 00:30:00,SL_TRAIL
TREND,LONG,-0.45,2025-06-29 02:00:00,SL_TRAIL
TREND,LONG,-0.81,2025-06-29 04:30:00,SL_TRAIL
SWING,LONG,3.0,2025-06-29 07:00:00,TP_HIT
SWING,LONG,3.0,2025-06-29 07:15:00,TP_HIT
TREND,LONG,2.48,2025-06-29 08:30:00,SL_TRAIL
SWING,LONG,3.0,2025-06-29 08:30:00,TP_HIT
TREND,LONG,1.98,2025-06-29 21:00:00,SL_TRAIL
TREND,LONG,1.09,2025-06-29 22:15:00,SL_TRAIL
SWING,LONG,3.0,2025-06-29 22:15:00,TP_HIT
TREND,LONG,-1.24,2025-06-30 02:30:00,SL_TRAIL
TREND,LONG,-1.18,2025-06-30 06:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-06-30 06:45:00,SL_HIT
SWING,LONG,-2.0,2025-06-30 08:45:00,SL_HIT
TREND,LONG,-0.88,2025-06-30 14:45:00,SL_TRAIL
SWING,LONG,3.0,2025-06-30 19:15:00,TP_HIT
SWING,LONG,3.0,2025-06-30 19:30:00,TP_HIT
SWING,LONG,3.0,2025-06-30 19:45:00,TP_HIT
TREND,LONG,2.09,2025-06-30 21:00:00,SL_TRAIL
TREND,LONG,-1.6,2025-06-30 21:45:00,SL_TRAIL
TREND,LONG,-0.57,2025-07-01 03:00:00,SL_TRAIL
TREND,LONG,-1.14,2025-07-01 04:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-07-01 05:15:00,SL_HIT
SWING,LONG,-2.0,2025-07-01 05:30:00,SL_HIT
SWING,LONG,-2.0,2025-07-01 07:15:00,SL_HIT
SWING,LONG,-2.0,2025-07-01 12:15:00,SL_HIT
SWING,LONG,-2.0,2025-07-01 12:15:00,SL_HIT
SWING,LONG,-2.0,2025-07-01 12:15:00,SL_HIT
TREND,SHORT,2.83,2025-07-02 01:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-07-02 01:15:00,TP_HIT
SWING,SHORT,3.0,2025-07-02 01:15:00,TP_HIT
TREND,SHORT,-0.14,2025-07-02 05:45:00,SL_TRAIL
TREND,SHORT,-0.83,2025-07-02 06:45:00,SL_TRAIL
TREND,SHORT,-1.07,2025-07-02 08:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-07-02 11:00:00,SL_HIT
SWING,SHORT,-2.0,2025-07-02 11:15:00,SL_HIT
TREND,SHORT,-0.74,2025-07-02 13:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-07-02 13:45:00,SL_HIT
SWING,SHORT,-2.0,2025-07-02 15:00:00,SL_HIT
SWING,SHORT,-2.0,2025-07-02 15:00:00,SL_HIT
SWING,SHORT,-2.0,2025-07-02 15:00:00,SL_HIT
SWING,SHORT,-2.0,2025-07-02 16:00:00,SL_HIT
SWING,SHORT,-2.0,2025-07-02 16:00:00,SL_HIT
SWING,SHORT,-2.0,2025-07-02 16:15:00,SL_HIT
SWING,SHORT,-2.0,2025-07-02 17:15:00,SL_HIT
TREND,LONG,-1.07,2025-07-02 17:45:00,SL_TRAIL
TREND,LONG,-0.2,2025-07-02 23:30:00,SL_TRAIL
TREND,LONG,-1.04,2025-07-03 02:30:00,SL_TRAIL
TREND,LONG,2.29,2025-07-03 09:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-07-03 09:30:00,SL_HIT
SWING,LONG,3.0,2025-07-03 09:30:00,TP_HIT
TREND,LONG,-1.06,2025-07-03 10:00:00,SL_TRAIL
TREND,LONG,-0.56,2025-07-03 12:30:00,SL_TRAIL
SWING,LONG,3.0,2025-07-03 13:45:00,TP_HIT
TREND,LONG,-1.73,2025-07-03 15:00:00,SL_TRAIL
TREND,LONG,-0.04,2025-07-04 01:30:00,SL_TRAIL
TREND,LONG,-0.73,2025-07-04 02:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-07-04 06:00:00,SL_HIT
SWING,LONG,-2.0,2025-07-04 07:00:00,SL_HIT
SWING,LONG,-2.0,2025-07-04 07:15:00,SL_HIT
SWING,LONG,-2.0,2025-07-04 08:15:00,SL_HIT
SWING,LONG,-2.0,2025-07-04 13:15:00,SL_HIT
SWING,LONG,-2.0,2025-07-04 13:45:00,SL_HIT
SWING,LONG,-2.0,2025-07-04 13:45:00,SL_HIT
TREND,SHORT,2.46,2025-07-04 14:00:00,SL_TRAIL
