Strategy,Side,PnL,Time,Reason
SWING,SHORT,3.0,2025-03-04 19:30:00,TP_HIT
SWING,SHORT,3.0,2025-03-04 19:30:00,TP_HIT
SWING,LONG,-2.0,2025-03-05 01:00:00,SL_HIT
SHADOW,SHORT,2.778253294820928,2025-03-05 02:30:00,CASHFLOW
SWING,LONG,3.0,2025-03-05 03:45:00,TP_HIT
SWING,LONG,3.0,2025-03-05 04:30:00,TP_HIT
SWING,LONG,3.0,2025-03-05 05:00:00,TP_HIT
TREND,LONG,4.6,2025-03-05 11:00:00,SL_TRAIL
TREND,LONG,-2.13,2025-03-05 14:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-05 14:00:00,SL_HIT
SWING,LONG,-2.0,2025-03-05 14:30:00,SL_HIT
SWING,LONG,3.0,2025-03-05 23:15:00,TP_HIT
SWING,LONG,3.0,2025-03-05 23:15:00,TP_HIT
TREND,LONG,2.77,2025-03-05 23:30:00,SL_TRAIL
SWING,LONG,3.0,2025-03-05 23:30:00,TP_HIT
TREND,LONG,-1.36,2025-03-06 00:00:00,SL_TRAIL
TREND,LONG,-0.89,2025-03-06 00:45:00,SL_TRAIL
TREND,LONG,0.86,2025-03-06 01:30:00,SL_TRAIL
TREND,LONG,1.34,2025-03-06 07:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-06 07:45:00,SL_HIT
TREND,LONG,-0.88,2025-03-06 09:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-06 09:15:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 09:30:00,SL_HIT
TREND,LONG,-1.1,2025-03-06 12:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-06 12:15:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 12:30:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 12:45:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 12:45:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 13:45:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 14:00:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 14:30:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 16:15:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 16:45:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 17:30:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 17:30:00,SL_HIT
SWING,LONG,-2.0,2025-03-06 23:30:00,SL_HIT
TREND,SHORT,0.66,2025-03-07 00:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-07 00:15:00,SL_HIT
SWING,LONG,-2.0,2025-03-07 00:15:00,SL_HIT
TREND,SHORT,-1.19,2025-03-07 01:15:00,SL_TRAIL
TREND,SHORT,-1.51,2025-03-07 07:00:00,SL_TRAIL
TREND,SHORT,0.06,2025-03-07 11:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-07 12:30:00,TP_HIT
TREND,SHORT,0.61,2025-03-07 13:30:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-07 14:15:00,TP_HIT
TREND,SHORT,0.15,2025-03-07 14:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-07 16:15:00,TP_HIT
TREND,SHORT,0.25,2025-03-07 18:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-07 21:00:00,TP_HIT
SWING,SHORT,3.0,2025-03-07 21:00:00,TP_HIT
SHADOW,SHORT,5.204869065101408,2025-03-08 01:30:00,CASHFLOW
SHADOW,SHORT,2.825093250207733,2025-03-08 05:30:00,CASHFLOW
TREND,SHORT,8.61,2025-03-08 10:30:00,SL_TRAIL
TREND,SHORT,0.34,2025-03-08 12:15:00,SL_TRAIL
TREND,SHORT,-1.6,2025-03-08 13:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-08 13:45:00,SL_HIT
SWING,SHORT,-2.0,2025-03-08 14:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-08 14:00:00,SL_HIT
SWING,SHORT,3.0,2025-03-08 16:00:00,TP_HIT
TREND,SHORT,-0.31,2025-03-08 16:45:00,SL_TRAIL
SHADOW,SHORT,0.1568197874133989,2025-03-08 19:00:00,SHADOW_TRAIL
SHADOW,SHORT,4.361471271666004,2025-03-08 19:15:00,SHADOW_TRAIL
SHADOW,SHORT,9.236969903151317,2025-03-08 19:15:00,SHADOW_TRAIL
SWING,SHORT,-2.0,2025-03-08 19:30:00,SL_HIT
SWING,SHORT,-2.0,2025-03-08 19:30:00,SL_HIT
SWING,SHORT,-2.0,2025-03-08 19:45:00,SL_HIT
SHADOW,SHORT,1.950224217032203,2025-03-09 02:00:00,CASHFLOW
TREND,SHORT,-1.11,2025-03-09 04:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-09 09:00:00,TP_HIT
SWING,SHORT,3.0,2025-03-09 09:45:00,TP_HIT
SWING,SHORT,3.0,2025-03-09 09:45:00,TP_HIT
TREND,SHORT,2.3,2025-03-09 11:45:00,SL_TRAIL
TREND,SHORT,-1.34,2025-03-09 12:30:00,SL_TRAIL
TREND,SHORT,0.78,2025-03-09 14:15:00,SL_TRAIL
TREND,SHORT,-1.88,2025-03-09 15:00:00,SL_TRAIL
SHADOW,SHORT,2.5383012140671535,2025-03-09 16:00:00,CASHFLOW
SWING,SHORT,3.0,2025-03-09 16:30:00,TP_HIT
SWING,SHORT,3.0,2025-03-09 16:30:00,TP_HIT
SHADOW,SHORT,6.921119542540211,2025-03-09 21:00:00,CASHFLOW
SHADOW,SHORT,6.1220780466390154,2025-03-09 21:15:00,CASHFLOW
TREND,SHORT,5.18,2025-03-10 00:00:00,SL_TRAIL
TREND,SHORT,-2.31,2025-03-10 00:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-10 02:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-10 02:00:00,SL_HIT
TREND,SHORT,-2.81,2025-03-10 02:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-10 02:15:00,SL_HIT
SHADOW,SHORT,2.2168638958404308,2025-03-10 02:30:00,SHADOW_TRAIL
SHADOW,SHORT,0.2702539001729677,2025-03-10 02:30:00,SHADOW_TRAIL
SHADOW,SHORT,5.036407766990282,2025-03-10 02:45:00,SHADOW_TRAIL
SHADOW,SHORT,2.995867768595033,2025-03-10 02:45:00,SHADOW_TRAIL
SWING,SHORT,-2.0,2025-03-10 03:30:00,SL_HIT
SWING,SHORT,-2.0,2025-03-10 03:45:00,SL_HIT
SWING,SHORT,-2.0,2025-03-10 04:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-10 04:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-10 04:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-10 09:15:00,SL_HIT
SWING,SHORT,-2.0,2025-03-10 09:15:00,SL_HIT
SWING,SHORT,-2.0,2025-03-10 09:15:00,SL_HIT
SWING,SHORT,3.0,2025-03-10 10:15:00,TP_HIT
SHADOW,SHORT,2.9818158870270617,2025-03-10 10:15:00,CASHFLOW
TREND,LONG,-2.1,2025-03-10 13:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-10 13:45:00,TP_HIT
SHADOW,SHORT,2.92810908131573,2025-03-10 13:45:00,CASHFLOW
SHADOW,SHORT,6.838200106635478,2025-03-10 14:00:00,CASHFLOW
SWING,LONG,-2.0,2025-03-10 14:45:00,SL_HIT
TREND,SHORT,-3.02,2025-03-10 15:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-10 17:45:00,SL_HIT
SHADOW,SHORT,6.638557314245622,2025-03-10 18:45:00,CASHFLOW
TREND,SHORT,1.68,2025-03-10 21:00:00,SL_TRAIL
TREND,SHORT,5.43,2025-03-11 01:45:00,SL_TRAIL
SHADOW,SHORT,5.925941025094563,2025-03-11 02:15:00,SHADOW_TRAIL
SHADOW,SHORT,13.271475128805498,2025-03-11 03:00:00,SHADOW_TRAIL
SHADOW,SHORT,10.770929532222448,2025-03-11 03:00:00,SHADOW_TRAIL
SHADOW,SHORT,9.466822834445182,2025-03-11 03:00:00,SHADOW_TRAIL
TREND,SHORT,-2.81,2025-03-11 05:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-11 05:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-11 05:00:00,SL_HIT
TREND,SHORT,-2.89,2025-03-11 07:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-11 12:00:00,TP_HIT
SWING,SHORT,3.0,2025-03-11 12:00:00,TP_HIT
SWING,SHORT,3.0,2025-03-11 12:00:00,TP_HIT
SHADOW,SHORT,3.2455913229007227,2025-03-11 12:00:00,CASHFLOW
TREND,SHORT,2.44,2025-03-11 13:15:00,SL_TRAIL
TREND,SHORT,0.6,2025-03-11 15:15:00,SL_TRAIL
SHADOW,SHORT,1.6916358007628802,2025-03-11 16:15:00,SHADOW_TRAIL
SWING,SHORT,3.0,2025-03-11 17:15:00,TP_HIT
TREND,SHORT,-3.21,2025-03-11 18:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-11 18:45:00,SL_HIT
SWING,SHORT,-2.0,2025-03-11 18:45:00,SL_HIT
SWING,SHORT,3.0,2025-03-12 00:45:00,TP_HIT
SWING,SHORT,3.0,2025-03-12 00:45:00,TP_HIT
TREND,SHORT,-1.79,2025-03-12 01:15:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-12 02:30:00,TP_HIT
SHADOW,SHORT,3.8449167263462947,2025-03-12 02:30:00,CASHFLOW
TREND,SHORT,3.07,2025-03-12 07:00:00,SL_TRAIL
TREND,SHORT,-2.03,2025-03-12 08:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-12 09:15:00,TP_HIT
SHADOW,SHORT,3.2474987110518327,2025-03-12 10:15:00,CASHFLOW
TREND,SHORT,-0.45,2025-03-12 12:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-12 12:30:00,SL_HIT
SWING,SHORT,-2.0,2025-03-12 12:30:00,SL_HIT
SWING,SHORT,3.0,2025-03-12 13:15:00,TP_HIT
SWING,SHORT,3.0,2025-03-12 13:15:00,TP_HIT
SWING,SHORT,3.0,2025-03-12 14:00:00,TP_HIT
TREND,SHORT,1.61,2025-03-12 16:00:00,SL_TRAIL
TREND,SHORT,-1.98,2025-03-12 21:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-12 21:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-12 21:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-12 21:00:00,SL_HIT
SHADOW,SHORT,1.8320610687022794,2025-03-12 21:00:00,SHADOW_TRAIL
SHADOW,SHORT,6.650491054598474,2025-03-12 22:00:00,SHADOW_TRAIL
SHADOW,SHORT,0.8988467898469983,2025-03-13 02:15:00,CASHFLOW
TREND,SHORT,0.14,2025-03-13 07:15:00,SL_TRAIL
SHADOW,SHORT,2.273690661095257,2025-03-13 08:15:00,CASHFLOW
TREND,SHORT,-0.81,2025-03-13 09:00:00,SL_TRAIL
SHADOW,SHORT,1.5596328909780957,2025-03-13 13:30:00,CASHFLOW
SHADOW,SHORT,3.179648797359472,2025-03-13 13:45:00,CASHFLOW
SWING,SHORT,3.0,2025-03-13 15:45:00,TP_HIT
SWING,SHORT,3.0,2025-03-13 16:15:00,TP_HIT
SWING,SHORT,3.0,2025-03-13 16:15:00,TP_HIT
TREND,SHORT,4.74,2025-03-13 22:45:00,SL_TRAIL
TREND,SHORT,-0.3,2025-03-14 01:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-14 02:15:00,SL_HIT
TREND,SHORT,-1.14,2025-03-14 02:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-14 02:45:00,SL_HIT
TREND,SHORT,-0.47,2025-03-14 06:30:00,SL_TRAIL
TREND,SHORT,-0.78,2025-03-14 07:45:00,SL_TRAIL
TREND,SHORT,-1.35,2025-03-14 08:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-14 08:45:00,SL_HIT
SWING,SHORT,-2.0,2025-03-14 13:30:00,SL_HIT
SWING,SHORT,-2.0,2025-03-14 14:30:00,SL_HIT
SWING,SHORT,-2.0,2025-03-14 14:30:00,SL_HIT
SWING,SHORT,-2.0,2025-03-14 14:30:00,SL_HIT
SHADOW,SHORT,2.155862524443314,2025-03-14 14:30:00,SHADOW_TRAIL
SHADOW,SHORT,2.3624299279258643,2025-03-14 14:30:00,SHADOW_TRAIL
SHADOW,SHORT,2.0416189648342185,2025-03-14 14:30:00,SHADOW_TRAIL
SHADOW,SHORT,2.0879940343027674,2025-03-14 14:30:00,SHADOW_TRAIL
SWING,SHORT,-2.0,2025-03-14 15:15:00,SL_HIT
SWING,SHORT,-2.0,2025-03-14 15:15:00,SL_HIT
SWING,SHORT,-2.0,2025-03-14 19:15:00,SL_HIT
TREND,LONG,-1.01,2025-03-14 20:15:00,SL_TRAIL
TREND,LONG,0.35,2025-03-14 23:30:00,SL_TRAIL
TREND,LONG,-0.37,2025-03-15 01:30:00,SL_TRAIL
SHADOW,SHORT,1.3517456898560967,2025-03-15 01:30:00,CASHFLOW
TREND,LONG,0.96,2025-03-15 06:00:00,SL_TRAIL
TREND,LONG,-1.08,2025-03-15 14:00:00,SL_TRAIL
SHADOW,SHORT,1.4532742562708214,2025-03-15 14:00:00,CASHFLOW
TREND,LONG,-0.5,2025-03-15 18:30:00,SL_TRAIL
TREND,LONG,-0.77,2025-03-15 23:00:00,SL_TRAIL
SHADOW,SHORT,2.767920630540249,2025-03-16 01:30:00,CASHFLOW
SWING,SHORT,3.0,2025-03-16 02:00:00,TP_HIT
SWING,SHORT,3.0,2025-03-16 02:00:00,TP_HIT
SWING,LONG,-2.0,2025-03-16 02:00:00,SL_HIT
TREND,LONG,-0.78,2025-03-16 07:00:00,SL_TRAIL
TREND,LONG,-0.77,2025-03-16 09:15:00,SL_TRAIL
TREND,SHORT,0.66,2025-03-16 11:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-16 11:15:00,SL_HIT
SWING,LONG,-2.0,2025-03-16 11:15:00,SL_HIT
SWING,LONG,-2.0,2025-03-16 11:15:00,SL_HIT
SHADOW,SHORT,6.326395728263033,2025-03-16 14:45:00,CASHFLOW
TREND,SHORT,-0.14,2025-03-16 16:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-16 22:45:00,TP_HIT
TREND,SHORT,0.75,2025-03-17 00:30:00,SL_TRAIL
TREND,SHORT,-0.44,2025-03-17 07:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-17 09:45:00,SL_HIT
SWING,SHORT,-2.0,2025-03-17 09:45:00,SL_HIT
SWING,SHORT,-2.0,2025-03-17 09:45:00,SL_HIT
TREND,SHORT,-1.6,2025-03-17 16:00:00,SL_TRAIL
SHADOW,SHORT,0.24732436673521238,2025-03-17 17:30:00,SHADOW_TRAIL
SHADOW,SHORT,1.0376874394207156,2025-03-17 17:30:00,SHADOW_TRAIL
SHADOW,SHORT,1.1773050193982793,2025-03-17 17:30:00,SHADOW_TRAIL
SWING,SHORT,-2.0,2025-03-17 18:15:00,SL_HIT
SWING,SHORT,-2.0,2025-03-17 18:30:00,SL_HIT
SWING,SHORT,-2.0,2025-03-17 18:30:00,SL_HIT
TREND,LONG,1.9,2025-03-17 23:15:00,SL_TRAIL
SHADOW,SHORT,1.139028927964141,2025-03-17 23:15:00,CASHFLOW
TREND,LONG,-0.71,2025-03-18 01:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-18 01:30:00,SL_HIT
SWING,LONG,-2.0,2025-03-18 01:30:00,SL_HIT
SWING,LONG,-2.0,2025-03-18 01:45:00,SL_HIT
SHADOW,SHORT,3.149108165692861,2025-03-18 04:45:00,CASHFLOW
TREND,LONG,-1.3,2025-03-18 06:45:00,SL_TRAIL
TREND,LONG,-1.47,2025-03-18 10:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-18 11:30:00,SL_HIT
SWING,LONG,-2.0,2025-03-18 13:30:00,SL_HIT
SWING,LONG,-2.0,2025-03-18 13:30:00,SL_HIT
SHADOW,SHORT,2.9090091230637043,2025-03-18 13:30:00,CASHFLOW
TREND,SHORT,-1.37,2025-03-18 14:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-18 16:45:00,SL_HIT
TREND,SHORT,0.42,2025-03-18 19:15:00,SL_TRAIL
TREND,SHORT,-1.35,2025-03-18 19:45:00,SL_TRAIL
TREND,SHORT,-0.98,2025-03-18 23:15:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-19 00:15:00,SL_HIT
SWING,SHORT,-2.0,2025-03-19 00:15:00,SL_HIT
SWING,SHORT,-2.0,2025-03-19 00:30:00,SL_HIT
SHADOW,SHORT,0.6302878882516686,2025-03-19 10:45:00,SHADOW_TRAIL
TREND,LONG,2.83,2025-03-19 11:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-19 11:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-19 11:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-19 11:00:00,SL_HIT
TREND,LONG,0.13,2025-03-19 12:30:00,SL_TRAIL
TREND,LONG,0.39,2025-03-19 17:30:00,SL_TRAIL
SWING,LONG,3.0,2025-03-19 22:45:00,TP_HIT
SWING,LONG,3.0,2025-03-19 23:30:00,TP_HIT
TREND,LONG,1.96,2025-03-20 00:15:00,SL_TRAIL
TREND,LONG,-1.53,2025-03-20 01:30:00,SL_TRAIL
TREND,LONG,-0.98,2025-03-20 10:00:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-20 10:15:00,SL_HIT
SWING,LONG,-2.0,2025-03-20 10:15:00,SL_HIT
SWING,LONG,-2.0,2025-03-20 10:15:00,SL_HIT
SHADOW,SHORT,0.10190427402449762,2025-03-20 10:30:00,SHADOW_TRAIL
SWING,LONG,3.0,2025-03-20 14:15:00,TP_HIT
SWING,LONG,3.0,2025-03-20 14:15:00,TP_HIT
TREND,LONG,-0.74,2025-03-20 15:00:00,SL_TRAIL
TREND,LONG,-1.82,2025-03-20 15:30:00,SL_TRAIL
SHADOW,SHORT,2.31835401541121,2025-03-20 15:30:00,CASHFLOW
SWING,LONG,3.0,2025-03-20 23:00:00,TP_HIT
SWING,LONG,3.0,2025-03-20 23:30:00,TP_HIT
SWING,LONG,3.0,2025-03-21 00:00:00,TP_HIT
TREND,LONG,2.38,2025-03-21 01:30:00,SL_TRAIL
TREND,LONG,-1.07,2025-03-21 05:15:00,SL_TRAIL
TREND,LONG,-0.71,2025-03-21 08:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-21 10:30:00,SL_HIT
TREND,LONG,-1.01,2025-03-21 12:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-21 13:15:00,SL_HIT
SWING,LONG,-2.0,2025-03-21 13:15:00,SL_HIT
SWING,LONG,3.0,2025-03-21 21:30:00,TP_HIT
SWING,LONG,3.0,2025-03-21 21:30:00,TP_HIT
TREND,LONG,0.61,2025-03-21 22:00:00,SL_TRAIL
TREND,LONG,0.51,2025-03-22 01:30:00,SL_TRAIL
TREND,LONG,0.41,2025-03-22 07:45:00,SL_TRAIL
SWING,LONG,3.0,2025-03-22 09:00:00,TP_HIT
TREND,LONG,0.8,2025-03-22 11:00:00,SL_TRAIL
TREND,LONG,-0.93,2025-03-22 11:30:00,SL_TRAIL
TREND,LONG,-0.66,2025-03-22 14:30:00,SL_TRAIL
TREND,LONG,0.25,2025-03-22 21:00:00,SL_TRAIL
TREND,LONG,-0.68,2025-03-22 23:00:00,SL_TRAIL
TREND,LONG,0.05,2025-03-23 05:15:00,SL_TRAIL
SWING,LONG,3.0,2025-03-23 07:45:00,TP_HIT
SWING,LONG,3.0,2025-03-23 07:45:00,TP_HIT
TREND,LONG,1.26,2025-03-23 13:00:00,SL_TRAIL
TREND,LONG,-0.2,2025-03-23 14:30:00,SL_TRAIL
TREND,LONG,-1.08,2025-03-23 16:15:00,SL_TRAIL
TREND,LONG,-0.56,2025-03-23 20:45:00,SL_TRAIL
TREND,LONG,-0.04,2025-03-24 01:00:00,SL_TRAIL
SWING,LONG,3.0,2025-03-24 04:00:00,TP_HIT
SWING,LONG,3.0,2025-03-24 04:45:00,TP_HIT
SWING,LONG,3.0,2025-03-24 04:45:00,TP_HIT
TREND,LONG,3.32,2025-03-24 13:00:00,SL_TRAIL
TREND,LONG,-0.37,2025-03-24 16:30:00,SL_TRAIL
TREND,LONG,-0.08,2025-03-24 22:00:00,SL_TRAIL
TREND,LONG,-0.99,2025-03-25 01:15:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-25 02:45:00,SL_HIT
SWING,LONG,-2.0,2025-03-25 03:00:00,SL_HIT
SWING,LONG,-2.0,2025-03-25 03:15:00,SL_HIT
TREND,LONG,-0.05,2025-03-25 11:45:00,SL_TRAIL
TREND,LONG,-0.77,2025-03-25 13:45:00,SL_TRAIL
TREND,LONG,-1.43,2025-03-25 16:30:00,SL_TRAIL
TREND,LONG,-1.07,2025-03-25 20:45:00,SL_TRAIL
TREND,SHORT,-1.04,2025-03-26 00:30:00,SL_TRAIL
SWING,LONG,-2.0,2025-03-26 03:00:00,SL_HIT
SWING,LONG,-2.0,2025-03-26 03:30:00,SL_HIT
SWING,LONG,-2.0,2025-03-26 03:30:00,SL_HIT
TREND,SHORT,1.31,2025-03-26 05:30:00,SL_TRAIL
TREND,SHORT,-0.61,2025-03-26 06:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-26 08:30:00,SL_HIT
SWING,SHORT,-2.0,2025-03-26 11:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-26 12:00:00,SL_HIT
TREND,LONG,-1.06,2025-03-26 13:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-26 14:00:00,TP_HIT
SWING,SHORT,3.0,2025-03-26 14:15:00,TP_HIT
SWING,SHORT,3.0,2025-03-26 14:15:00,TP_HIT
TREND,SHORT,3.23,2025-03-26 19:45:00,SL_TRAIL
TREND,SHORT,-1.06,2025-03-27 00:30:00,SL_TRAIL
TREND,SHORT,-1.18,2025-03-27 01:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-27 06:15:00,SL_HIT
SWING,SHORT,-2.0,2025-03-27 06:15:00,SL_HIT
SWING,SHORT,-2.0,2025-03-27 06:15:00,SL_HIT
TREND,SHORT,-0.01,2025-03-27 14:00:00,SL_TRAIL
TREND,SHORT,-1.06,2025-03-27 18:30:00,SL_TRAIL
TREND,SHORT,-1.1,2025-03-27 21:15:00,SL_TRAIL
TREND,SHORT,-0.83,2025-03-28 00:45:00,SL_TRAIL
TREND,LONG,-0.01,2025-03-28 01:30:00,SL_TRAIL
TREND,LONG,-1.05,2025-03-28 03:00:00,SL_TRAIL
TREND,LONG,-1.04,2025-03-28 04:30:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-28 04:30:00,TP_HIT
SWING,SHORT,3.0,2025-03-28 04:30:00,TP_HIT
SWING,SHORT,3.0,2025-03-28 04:45:00,TP_HIT
SWING,LONG,-2.0,2025-03-28 05:30:00,SL_HIT
SWING,LONG,-2.0,2025-03-28 06:45:00,SL_HIT
SHADOW,SHORT,2.3088057261383486,2025-03-28 11:15:00,CASHFLOW
TREND,SHORT,3.59,2025-03-28 18:00:00,SL_TRAIL
TREND,SHORT,-0.68,2025-03-28 18:45:00,SL_TRAIL
TREND,SHORT,-0.21,2025-03-28 22:45:00,SL_TRAIL
TREND,SHORT,-1.21,2025-03-28 23:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-28 23:30:00,SL_HIT
SWING,SHORT,-2.0,2025-03-29 00:00:00,SL_HIT
SWING,SHORT,-2.0,2025-03-29 00:00:00,SL_HIT
TREND,SHORT,-1.56,2025-03-29 06:30:00,SL_TRAIL
SHADOW,SHORT,1.1077838483039235,2025-03-29 07:15:00,SHADOW_TRAIL
SWING,SHORT,-2.0,2025-03-29 07:45:00,SL_HIT
SWING,SHORT,-2.0,2025-03-29 08:30:00,SL_HIT
SWING,SHORT,3.0,2025-03-29 11:15:00,TP_HIT
SHADOW,SHORT,2.038170324481564,2025-03-29 11:15:00,CASHFLOW
SWING,SHORT,3.0,2025-03-29 11:30:00,TP_HIT
TREND,SHORT,-0.12,2025-03-29 13:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-29 15:30:00,TP_HIT
TREND,SHORT,4.31,2025-03-30 00:45:00,SL_TRAIL
TREND,SHORT,0.62,2025-03-30 08:45:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-30 13:00:00,TP_HIT
SWING,SHORT,3.0,2025-03-30 13:30:00,TP_HIT
SWING,SHORT,3.0,2025-03-30 13:30:00,TP_HIT
SHADOW,SHORT,2.1389694380428765,2025-03-30 16:30:00,CASHFLOW
TREND,SHORT,1.76,2025-03-30 18:00:00,SL_TRAIL
TREND,SHORT,-1.29,2025-03-30 19:00:00,SL_TRAIL
TREND,SHORT,0.06,2025-03-30 22:30:00,SL_TRAIL
SWING,SHORT,3.0,2025-03-31 00:30:00,TP_HIT
SWING,SHORT,3.0,2025-03-31 00:30:00,TP_HIT
SWING,SHORT,3.0,2025-03-31 00:30:00,TP_HIT
TREND,SHORT,1.02,2025-03-31 01:00:00,SL_TRAIL
TREND,SHORT,4.88,2025-03-31 10:45:00,SL_TRAIL
TREND,SHORT,-1.24,2025-03-31 12:30:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-31 12:45:00,SL_HIT
TREND,SHORT,-0.8,2025-03-31 13:30:00,SL_TRAIL
TREND,SHORT,-1.92,2025-03-31 14:00:00,SL_TRAIL
SWING,SHORT,-2.0,2025-03-31 14:15:00,SL_HIT
SWING,SHORT,-2.0,2025-03-31 14:45:00,SL_HIT
SWING,SHORT,-2.0,2025-03-31 14:45:00,SL_HIT
SWING,SHORT,-2.0,2025-03-31 14:45:00,SL_HIT
SHADOW,SHORT,2.89286009979263,2025-03-31 14:45:00,SHADOW_TRAIL
SHADOW,SHORT,7.912468571931788,2025-03-31 14:45:00,SHADOW_TRAIL
SHADOW,SHORT,12.229505855390668,2025-03-31 14:45:00,SHADOW_TRAIL
SHADOW,SHORT,11.51714735455684,2025-03-31 14:45:00,SHADOW_TRAIL
SHADOW,SHORT,8.997198879551823,2025-03-31 14:45:00,SHADOW_TRAIL
SWING,SHORT,3.0,2025-03-31 17:45:00,TP_HIT
TREND,SHORT,-2.01,2025-03-31 18:30:00,SL_TRAIL
SHADOW,SHORT,2.2048110018615543,2025-03-31 20:45:00,CASHFLOW
TREND,SHORT,-0.76,2025-03-31 23:00:00,SL_TRAIL
TREND,SHORT,-0.96,2025-04-01 00:00:00,SL_TRAIL
TREND,SHORT,-1.36,2025-04-01 02:45:00,SL_TRAIL
SWING,SHORT,-2.0,2025-04-01 05:30:00,SL_HIT
SWING,SHORT,-2.0,2025-04-01 06:30:00,SL_HIT
SWING,SHORT,-2.0,2025-04-01 07:00:00,SL_HIT
SWING,SHORT,-2.0,2025-04-01 08:15:00,SL_HIT
SWING,SHORT,-2.0,2025-04-01 08:15:00,SL_HIT
SWING,SHORT,-2.0,2025-04-01 08:15:00,SL_HIT
TREND,LONG,-1.05,2025-04-01 11:00:00,SL_TRAIL
TREND,LONG,-1.03,2025-04-01 14:00:00,SL_TRAIL
SWING,SHORT,3.0,2025-04-01 14:00:00,TP_HIT
SWING,SHORT,3.0,2025-04-01 14:00:00,TP_HIT
SWING,SHORT,3.0,2025-04-01 14:15:00,TP_HIT
SWING,LONG,3.0,2025-04-01 15:00:00,TP_HIT
SWING,LONG,3.0,2025-04-01 15:00:00,TP_HIT
TREND,LONG,0.49,2025-04-01 19:00:00,SL_TRAIL
TREND,LONG,-0.16,2025-04-01 23:00:00,SL_TRAIL
