Trade_ID,Strategy,Mode,Side,Entry_Time,Entry_Price,status,Is_Risk_Free,Peak_Price,Rem_Qty,TP1_Hit,TP2_Hit,SL,Fibo_Target,Exit_Price,Exit_Time,Exit_Reason,PnL_Pct
S_231500,SWING,SWING_HEDGE,LONG,2024-12-23 15:00:00,333.74,CLOSED,False,388.58,1.0,False,False,323.7278,373.78880000000004,322.87,2024-12-27 15:00:00,SL_HIT,-0.03257026427758136
G_271245,GAMMA,GAMMA_HEDGE,SHORT,2024-12-27 12:45:00,338.71,CLOSED,True,322.87,1.0,False,False,327.35355000000004,323.46804999999995,322.87,2024-12-27 15:00:00,TP_FULL,0.046765669746981126
G_271545,GAMMA,GAMMA_HEDGE,SHORT,2024-12-27 15:45:00,325.9,CLOSED,True,321.34,1.0,False,False,322.9695,311.23449999999997,324.57,2024-12-27 17:15:00,SL_HIT,0.004081006443694336
G_281000,GAMMA,GAMMA_HEDGE,LONG,2024-12-28 10:00:00,326.45,CLOSED,True,335.05,1.0,False,False,333.41775,341.14025,330.65,2024-12-28 12:45:00,SL_HIT,0.012865676213815251
G_291645,GAMMA,GAMMA_HEDGE,SHORT,2024-12-29 16:45:00,331.71,CLOSED,False,327.75,1.0,False,False,336.68564999999995,316.78304999999995,337.7,2024-12-30 00:00:00,SL_HIT,-0.01805794217840888
S_280300,SWING,SWING_NORMAL,LONG,2024-12-28 03:00:00,324.17,CLOSED,True,357.39,0.7,True,False,324.17,363.07040000000006,323.83,2024-12-30 21:30:00,SL_HIT,-0.0010488324027517408
G_311745,GAMMA,GAMMA_HEDGE,SHORT,2024-12-31 17:45:00,312.56,CLOSED,True,308.0,1.0,False,False,309.5628,298.4948,310.06,2024-12-31 21:45:00,SL_HIT,0.007998464294855387
G_311800,GAMMA,GAMMA_HEDGE,SHORT,2024-12-31 18:00:00,312.67,CLOSED,True,308.0,1.0,False,False,309.56335,298.59985,310.06,2024-12-31 21:45:00,SL_HIT,0.008347458982313665
G_010615,GAMMA,GAMMA_HEDGE,SHORT,2025-01-01 06:15:00,309.78,CLOSED,False,307.68,1.0,False,False,314.4266999999999,295.83989999999994,314.57,2025-01-01 13:15:00,SL_HIT,-0.015462586351604432
G_022245,GAMMA,GAMMA_HEDGE,SHORT,2025-01-02 22:45:00,331.51,CLOSED,True,323.79,1.0,False,False,325.44755000000004,316.59205,325.65,2025-01-03 06:00:00,SL_HIT,0.01767669150251882
G_031700,GAMMA,GAMMA_HEDGE,LONG,2025-01-03 17:00:00,351.06,CLOSED,False,353.36,1.0,False,False,345.7941,366.85769999999997,345.69,2025-01-04 00:30:00,SL_HIT,-0.01529653050760555
G_040115,GAMMA,GAMMA_HEDGE,SHORT,2025-01-04 01:15:00,343.49,CLOSED,False,339.71,1.0,False,False,348.64234999999996,328.03294999999997,350.03,2025-01-04 12:15:00,SL_HIT,-0.019039855599871796
G_040230,GAMMA,GAMMA_HEDGE,SHORT,2025-01-04 02:30:00,343.99,CLOSED,False,339.71,1.0,False,False,349.14984999999996,328.51045,350.03,2025-01-04 12:15:00,SL_HIT,-0.017558649960754565
