Trade_ID,Side,Entry_Time,Exit_Time,PnL_Pct,Max_Drawdown,Exit_Reason,Pre_Entry_1_RSI_M5,Pre_Entry_1_BB_Pos_H1,Pre_Entry_2_RSI_M5,Pre_Entry_2_BB_Pos_H1,Pre_Entry_3_RSI_M5,Pre_Entry_3_BB_Pos_H1,Pre_Entry_4_RSI_M5,Pre_Entry_4_BB_Pos_H1,Pre_Entry_5_RSI_M5,Pre_Entry_5_BB_Pos_H1,Has_Severe_DD,DD_Depth,Pre_Crash_1_RSI_M5,Pre_Crash_2_RSI_M5,Pre_Crash_3_RSI_M5,Pre_Crash_4_RSI_M5,Pre_Crash_5_RSI_M5
TRD_202412231535,SHORT,2024-12-23 15:35:00,2024-12-23 15:39:00,-2.5,-8.62,STOP_LOSS,99.61449498843476,1.5621322893128728,0.0,1.5621322893128728,0.0,1.5621322893128728,0.0,1.5621322893128728,0.0,1.5621322893128728,True,-0.08616205401800611,99.61449498843476,99.61449498843476,99.61449498843476,99.61449498843476,99.61449498843476
TRD_202412281110,LONG,2024-12-28 11:10:00,2024-12-29 09:09:00,-2.5,0.0,STOP_LOSS,0.0,0.5,50.0,0.5,50.0,0.5,50.0,0.5,50.0,0.5,False,0.0,,,,,
TRD_202501051246,LONG,2025-01-05 12:46:00,2025-01-07 15:21:00,-2.5,-7.3,STOP_LOSS,1.2729498164014217,0.10770506212567926,0.1732673267326561,0.10770506212567926,0.1732673267326561,0.10770506212567926,0.1732673267326561,0.10770506212567926,0.1732673267326561,0.10770506212567926,True,-0.07301743613508654,0.0,0.0,0.0,0.0,0.0
TRD_202501150715,SHORT,2025-01-15 07:15:00,2025-01-15 08:00:00,5.53,-7.64,TRAILING_WIN,81.8260120585701,-0.5621323218055281,98.85535900104044,-0.5621323218055281,98.85535900104044,-0.5621323218055281,98.85535900104044,-0.5621323218055281,98.85535900104044,-0.5621323218055281,True,-0.07636363636363637,67.54474839581219,49.71219256933539,49.71219256933539,49.71219256933539,49.71219256933539
TRD_202501150800,SHORT,2025-01-15 08:00:00,2025-01-15 14:59:00,-2.5,-9.17,STOP_LOSS,67.54474839581219,-0.23100958766564644,49.71219256933539,-0.5621323218055281,49.71219256933539,-0.5621323218055281,49.71219256933539,-0.5621323218055281,49.71219256933539,-0.5621323218055281,True,-0.09174545454545462,100.0,100.0,100.0,100.0,100.0
TRD_202501151705,SHORT,2025-01-15 17:05:00,2025-01-15 18:46:00,-2.5,-14.95,STOP_LOSS,100.0,1.0800133221620736,50.0,1.0800133221620736,50.0,1.0800133221620736,50.0,1.0800133221620736,50.0,1.0800133221620736,True,-0.14945208673350432,100.0,100.0,100.0,100.0,100.0
TRD_202501260530,LONG,2025-01-26 05:30:00,2025-01-26 05:31:00,-2.5,-5.0,STOP_LOSS,33.33333333333333,0.5879260363249382,50.0,0.5879260363249382,50.0,0.5879260363249382,50.0,0.5879260363249382,50.0,0.5879260363249382,True,-0.05,33.33333333333333,33.33333333333333,50.0,50.0,50.0
TRD_202501260531,LONG,2025-01-26 05:31:00,2025-01-26 12:36:00,-2.5,-6.37,STOP_LOSS,33.33333333333333,0.5879260363249382,33.33333333333333,0.5879260363249382,50.0,0.5879260363249382,50.0,0.5879260363249382,50.0,0.5879260363249382,True,-0.06371191135734072,0.0,0.0,0.0,0.0,0.0
TRD_202501281720,LONG,2025-01-28 17:20:00,2025-01-28 17:34:00,17.59,-5.03,TRAILING_WIN,30.794498049681806,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894,0.0,-0.10089951206608894,True,-0.0472972972972973,30.794498049681806,30.794498049681806,30.794498049681806,30.794498049681806,30.794498049681806
TRD_202501311745,SHORT,2025-01-31 17:45:00,2025-01-31 17:49:00,-2.5,-10.41,STOP_LOSS,76.37478570486616,1.231009575860738,69.06673573340241,1.231009575860738,69.06673573340241,1.231009575860738,69.06673573340241,1.231009575860738,69.06673573340241,1.231009575860738,True,-0.10410552924426877,76.37478570486616,76.37478570486616,76.37478570486616,76.37478570486616,76.37478570486616
TRD_202502012353,LONG,2025-02-01 23:53:00,2025-02-01 23:54:00,-2.5,-11.47,STOP_LOSS,34.662576687116555,-0.07620925954206258,34.662576687116555,-0.07620925954206258,34.662576687116555,-0.07620925954206258,34.662576687116555,-0.07620925954206258,100.0,-0.07620925954206258,True,-0.05732484076433121,34.662576687116555,34.662576687116555,34.662576687116555,34.662576687116555,34.662576687116555
TRD_202502020006,LONG,2025-02-02 00:06:00,2025-02-02 17:55:00,-2.5,-28.66,STOP_LOSS,31.254260395364668,0.0004910020616541741,31.254260395364668,0.0004910020616541741,33.52010547132497,0.0004910020616541741,33.52010547132497,0.0004910020616541741,33.52010547132497,0.0004910020616541741,True,-0.286624394329126,0.0,0.0,0.0,0.0,0.0
TRD_202502111615,SHORT,2025-02-11 16:15:00,2025-02-11 16:16:00,-2.5,-4.96,STOP_LOSS,92.57812500000009,0.48901727422816554,0.0,0.48901727422816554,0.0,0.48901727422816554,0.0,0.48901727422816554,0.0,0.48901727422816554,True,-0.049571219410165214,92.57812500000009,92.57812500000009,0.0,0.0,0.0
TRD_202502111616,SHORT,2025-02-11 16:16:00,2025-02-12 19:11:00,-2.5,-12.05,STOP_LOSS,92.57812500000009,0.48901727422816554,92.57812500000009,0.48901727422816554,0.0,0.48901727422816554,0.0,0.48901727422816554,0.0,0.48901727422816554,True,-0.12046867729791459,91.51670951156808,91.51670951156808,0.0,0.0,0.0
TRD_202502121911,SHORT,2025-02-12 19:11:00,2025-02-13 21:57:00,-2.5,-10.85,STOP_LOSS,91.51670951156808,1.209246007279266,91.51670951156808,1.209246007279266,0.0,1.209246007279266,0.0,1.209246007279266,0.0,1.209246007279266,True,-0.10851598993891476,100.0,100.0,100.0,100.0,100.0
TRD_202502281215,LONG,2025-02-28 12:15:00,2025-02-28 12:17:00,-2.5,-14.77,STOP_LOSS,34.8241424229266,0.12163250288157068,100.0,0.12163250288157068,100.0,0.12163250288157068,100.0,0.12163250288157068,100.0,0.12163250288157068,True,-0.14774349131354894,34.8241424229266,34.8241424229266,34.8241424229266,100.0,100.0
TRD_202502281217,LONG,2025-02-28 12:17:00,2025-02-28 22:11:00,6.91,-7.4,TRAILING_WIN,34.8241424229266,0.12163250288157068,34.8241424229266,0.12163250288157068,34.8241424229266,0.12163250288157068,100.0,0.12163250288157068,100.0,0.12163250288157068,True,-0.07395721925133697,0.0,0.0,0.0,0.0,0.0
TRD_202503032105,LONG,2025-03-03 21:05:00,2025-03-03 21:57:00,-2.5,-6.62,STOP_LOSS,0.0,-0.5072587068726584,100.0,-0.5072587068726584,100.0,-0.5072587068726584,100.0,-0.5072587068726584,100.0,-0.5072587068726584,True,-0.06620287253141831,0.0,0.0,0.0,0.0,0.0
TRD_202503051335,SHORT,2025-03-05 13:35:00,2025-03-05 13:40:00,-2.5,-2.73,STOP_LOSS,100.0,-0.13062219483674337,21.447721179624864,-0.13062219483674337,21.447721179624864,-0.13062219483674337,21.447721179624864,-0.13062219483674337,21.447721179624864,-0.13062219483674337,True,-0.02727272727272727,100.0,100.0,100.0,100.0,100.0
TRD_202503100355,LONG,2025-03-10 03:55:00,2025-03-10 06:38:00,8.54,0.0,TRAILING_WIN,0.0,0.2241644155292651,45.24886877828067,0.2241644155292651,45.24886877828067,0.2241644155292651,45.24886877828067,0.2241644155292651,45.24886877828067,0.2241644155292651,False,0.0,,,,,
TRD_202503160605,SHORT,2025-03-16 06:05:00,2025-03-16 08:21:00,-2.5,-3.47,STOP_LOSS,100.0,0.42179242279347007,0.0,0.42179242279347007,0.0,0.42179242279347007,0.0,0.42179242279347007,0.0,0.42179242279347007,True,-0.03468208092485549,100.0,100.0,100.0,100.0,100.0
