Timestamp,Timeframe,Signal_Type,Signal_Price,In_FVG,Max_Advance_Pct,Max_Drawdown_Pct,RSI_T0,RSI_T-1,RSI_T-2,RSI_T-3,RSI_T-4,VOLUME_T0,VOLUME_T-1,VOLUME_T-2,VOLUME_T-3,VOLUME_T-4,MACD_T0,MACD_T-1,MACD_T-2,MACD_T-3,MACD_T-4,ADX_T0,ADX_T-1,ADX_T-2,ADX_T-3,ADX_T-4,ATR_T0,ATR_T-1,ATR_T-2,ATR_T-3,ATR_T-4
2025-05-21 15:00:00,1h,SHORT_MID,257.237,False,5.45,1.32,41.025641025640965,45.08908177249877,33.45052737317934,38.64942528735627,37.25761772853184,18121.724,14749.042,8420.311,6985.286,7714.48,-0.393004903919234,-0.3016853337042562,-0.3385583865032515,-0.0538609609993727,0.2654999124401342,17.348900778858432,18.46127841358471,19.68779409753804,20.11346028666037,20.973399196972387,3.4671428571428584,3.3314285714285723,3.2892857142857173,3.36571428571429,3.55571428571429
2025-05-21 16:00:00,1h,SHORT_MID,257.112,False,5.4,1.14,45.10869565217384,41.025641025640965,45.08908177249877,33.45052737317934,38.64942528735627,14750.552,18121.724,14749.042,8420.311,6985.286,-0.352380579684052,-0.393004903919234,-0.3016853337042562,-0.3385583865032515,-0.0538609609993727,17.330714957716822,17.348900778858432,18.46127841358471,19.68779409753804,20.11346028666037,3.816428571428572,3.4671428571428584,3.3314285714285723,3.2892857142857173,3.36571428571429
2025-05-21 17:00:00,1h,LONG,249.7753,False,4.11,2.62,29.91173586139256,45.10869565217384,41.025641025640965,45.08908177249877,33.45052737317934,40287.588,14750.552,18121.724,14749.042,8420.311,-0.9794426552298604,-0.352380579684052,-0.393004903919234,-0.3016853337042562,-0.3385583865032515,17.109988829650547,17.330714957716822,17.348900778858432,18.46127841358471,19.68779409753804,4.372857142857141,3.816428571428572,3.4671428571428584,3.3314285714285723,3.2892857142857173
2025-05-21 17:00:00,1h,SHORT_MID,256.509,False,5.18,1.38,29.91173586139256,45.10869565217384,41.025641025640965,45.08908177249877,33.45052737317934,40287.588,14750.552,18121.724,14749.042,8420.311,-0.9794426552298604,-0.352380579684052,-0.393004903919234,-0.3016853337042562,-0.3385583865032515,17.109988829650547,17.330714957716822,17.348900778858432,18.46127841358471,19.68779409753804,4.372857142857141,3.816428571428572,3.4671428571428584,3.3314285714285723,3.2892857142857173
2025-05-21 18:00:00,1h,LONG,247.4981,False,5.07,1.72,30.30804902285523,29.91173586139256,45.10869565217384,41.025641025640965,45.08908177249877,17443.177,40287.588,14750.552,18121.724,14749.042,-1.6486286955551748,-0.9794426552298604,-0.352380579684052,-0.393004903919234,-0.3016853337042562,17.1281531724399,17.109988829650547,17.330714957716822,17.348900778858432,18.46127841358471,4.46285714285714,4.372857142857141,3.816428571428572,3.4671428571428584,3.3314285714285723
2025-05-21 19:00:00,1h,LONG,246.5756,False,5.46,0.14,31.3763861709067,30.30804902285523,29.91173586139256,45.10869565217384,41.025641025640965,12225.548,17443.177,40287.588,14750.552,18121.724,-1.868547915803731,-1.6486286955551748,-0.9794426552298604,-0.352380579684052,-0.393004903919234,17.43078905614662,17.1281531724399,17.109988829650547,17.330714957716822,17.348900778858432,4.636428571428572,4.46285714285714,4.372857142857141,3.816428571428572,3.4671428571428584
2025-05-21 23:00:00,1h,SHORT_MID,253.268,False,2.66,2.68,40.39203084832902,40.14691791759822,28.206785137318235,28.63233847163005,31.3763861709067,29158.229,4557.264,3774.547,5150.285,12225.548,-2.247196293932177,-2.1273324712928456,-2.291617810814415,-2.0769912032827733,-1.868547915803731,16.493064099129896,17.266021699216378,17.919690398281823,17.68429345577228,17.43078905614662,4.913571428571428,4.657142857142857,4.683571428571426,4.682857142857141,4.636428571428572
2025-05-22 01:00:00,1h,SHORT_MID,252.542,False,0.78,2.97,45.99767981438512,46.71071531169201,40.39203084832902,40.14691791759822,28.206785137318235,23576.724,11811.005,29158.229,4557.264,3774.547,-1.7997202092126656,-2.0059819521945315,-2.247196293932177,-2.1273324712928456,-2.291617810814415,15.819528601731944,15.639725148190363,16.493064099129896,17.266021699216378,17.919690398281823,5.213571428571427,5.132142857142859,4.913571428571428,4.657142857142857,4.683571428571426
2025-05-22 02:00:00,1h,SHORT_MID,252.117,False,0.61,3.15,48.96907216494846,45.99767981438512,46.71071531169201,40.39203084832902,40.14691791759822,9050.287,23576.724,11811.005,29158.229,4557.264,-1.5186921175976522,-1.7997202092126656,-2.0059819521945315,-2.247196293932177,-2.1273324712928456,15.986488951449129,15.819528601731944,15.639725148190363,16.493064099129896,17.266021699216378,5.293571428571427,5.213571428571427,5.132142857142859,4.913571428571428,4.657142857142857
2025-05-22 03:00:00,1h,LONG_MID,251.893,False,3.24,0.52,54.2872172540768,48.96907216494846,45.99767981438512,46.71071531169201,40.39203084832902,15166.476,9050.287,23576.724,11811.005,29158.229,-0.9988132182685376,-1.5186921175976522,-1.7997202092126656,-2.0059819521945315,-2.247196293932177,16.868118067846066,15.986488951449129,15.819528601731944,15.639725148190363,16.493064099129896,5.492857142857141,5.293571428571427,5.213571428571427,5.132142857142859,4.913571428571428
