TIMESTAMP,MODULO,TIPO_ERROR,MENSAJE,TRACEBACK
2025-12-21 12:30:20,API_MANAGER,ADVERTENCIA,Error obteniendo info posición: list index out of range,
2025-12-21 12:30:23,API_MANAGER,ADVERTENCIA,Error obteniendo info posición: list index out of range,
2025-12-21 12:31:04,API_MANAGER,ADVERTENCIA,Error obteniendo info posición: list index out of range,
2025-12-21 12:32:04,API_MANAGER,ADVERTENCIA,Error obteniendo info posición: list index out of range,
2025-12-21 13:06:17,API_MANAGER,ADVERTENCIA,"Error obteniendo info posición: ('Connection aborted.', ConnectionAbortedError(10053, 'Se ha anulado una conexión establecida por el software en su equipo host', None, 10053, None))",
2025-12-21 13:07:04,API_MANAGER,ADVERTENCIA,"Error obteniendo info posición: (401, -2015, 'Invalid API-key, IP, or permissions for action, request ip: 89.117.41.68', {'Content-Type': 'application/json', 'Content-Length': '95', 'Connection': 'keep-alive', 'Date': 'Sun, 21 Dec 2025 17:07:03 GMT', 'Access-Control-Allow-Methods': 'GET, POST, PUT, DELETE, OPTIONS', 'Server': 'Tengine', 'x-mbx-used-weight-1m': '5', 'x-response-time': '0ms', 'Access-Control-Allow-Origin': '*', 'X-Cache': 'Error from cloudfront', 'Via': '1.1 7c3e6e534f716c860eec17b89746099a.cloudfront.net (CloudFront)', 'X-Amz-Cf-Pop': 'GIG52-P1', 'X-Amz-Cf-Id': 'iemUB1aymKpDYl33L-TItU_DhtME95X57U5WigtzatGriQh-RZQZGQ=='})",
2025-12-21 13:08:03,API_MANAGER,ADVERTENCIA,"Error obteniendo info posición: (401, -2015, 'Invalid API-key, IP, or permissions for action, request ip: 89.117.41.68', {'Content-Type': 'application/json', 'Content-Length': '95', 'Connection': 'keep-alive', 'Date': 'Sun, 21 Dec 2025 17:08:02 GMT', 'Access-Control-Allow-Methods': 'GET, POST, PUT, DELETE, OPTIONS', 'Server': 'Tengine', 'x-mbx-used-weight-1m': '5', 'x-response-time': '0ms', 'Access-Control-Allow-Origin': '*', 'X-Cache': 'Error from cloudfront', 'Via': '1.1 7c3e6e534f716c860eec17b89746099a.cloudfront.net (CloudFront)', 'X-Amz-Cf-Pop': 'GIG52-P1', 'X-Amz-Cf-Id': '2ijmGlos4eLYcOovrwEM7NUzjUKL43BxiXhbtm0BT8xfohkSMadFEg=='})",
2025-12-21 13:09:03,API_MANAGER,ADVERTENCIA,"Error obteniendo info posición: (401, -2015, 'Invalid API-key, IP, or permissions for action, request ip: 89.117.41.68', {'Content-Type': 'application/json', 'Content-Length': '95', 'Connection': 'keep-alive', 'Date': 'Sun, 21 Dec 2025 17:09:02 GMT', 'Access-Control-Allow-Methods': 'GET, POST, PUT, DELETE, OPTIONS', 'Server': 'Tengine', 'x-mbx-used-weight-1m': '5', 'x-response-time': '0ms', 'Access-Control-Allow-Origin': '*', 'X-Cache': 'Error from cloudfront', 'Via': '1.1 7c3e6e534f716c860eec17b89746099a.cloudfront.net (CloudFront)', 'X-Amz-Cf-Pop': 'GIG52-P1', 'X-Amz-Cf-Id': 'FbprtsL_NH8lzqwaA4oKyQO5DetGNXDRxbE5Xjs7Z8txQGGo2jnHIQ=='})",
2025-12-21 13:10:02,API_MANAGER,ADVERTENCIA,"Error obteniendo info posición: (401, -2015, 'Invalid API-key, IP, or permissions for action, request ip: 89.117.41.68', {'Content-Type': 'application/json', 'Content-Length': '95', 'Connection': 'keep-alive', 'Date': 'Sun, 21 Dec 2025 17:10:01 GMT', 'Access-Control-Allow-Methods': 'GET, POST, PUT, DELETE, OPTIONS', 'Server': 'Tengine', 'x-mbx-used-weight-1m': '5', 'x-response-time': '0ms', 'Access-Control-Allow-Origin': '*', 'X-Cache': 'Error from cloudfront', 'Via': '1.1 7c3e6e534f716c860eec17b89746099a.cloudfront.net (CloudFront)', 'X-Amz-Cf-Pop': 'GIG52-P1', 'X-Amz-Cf-Id': 'pk-w3j7WRWKCxZ1UWLMdNwCs4kT58eUxDVdZGX-7OECgx27BjH_9PA=='})",
2025-12-21 13:11:02,API_MANAGER,ADVERTENCIA,"Error obteniendo info posición: (401, -2015, 'Invalid API-key, IP, or permissions for action, request ip: 89.117.41.68', {'Content-Type': 'application/json', 'Content-Length': '95', 'Connection': 'keep-alive', 'Date': 'Sun, 21 Dec 2025 17:11:01 GMT', 'Access-Control-Allow-Methods': 'GET, POST, PUT, DELETE, OPTIONS', 'Server': 'Tengine', 'x-mbx-used-weight-1m': '5', 'x-response-time': '0ms', 'Access-Control-Allow-Origin': '*', 'X-Cache': 'Error from cloudfront', 'Via': '1.1 7c3e6e534f716c860eec17b89746099a.cloudfront.net (CloudFront)', 'X-Amz-Cf-Pop': 'GIG52-P1', 'X-Amz-Cf-Id': 'JKWI3HhpFlzAEl5dLyQn30iqEcXIzansAVDcEvCdumZrOpxLpuhUHw=='})",
